season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,totalShots
2011-12,1768173,1,52,Queens_Park_Rangers,Home,652,12674.0,Fitz Hall,fitz-hall,D,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,9671,3731.0,Heidar Helguson,heidar-helguson,F,True,0.0,0.0,18.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,9726,1059.0,Daniel Gabbidon,daniel-gabbidon,D,False,0.0,0.0,90.0,1.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,9743,19946.0,Hogan Ephraim,hogan-ephraim,M,True,,,,,
2011-12,1768173,1,52,Queens_Park_Rangers,Home,10005,2019.0,Tommy Smith,tommy-smith,F,False,0.0,0.0,72.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,10320,18586.0,Akos Buzsaky,akos-buzsaky,M,True,0.0,0.0,18.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,10368,5730.0,Patrick Agyemang,patrick-agyemang,F,True,,,,,
2011-12,1768173,1,52,Queens_Park_Rangers,Home,10490,3119.0,Patrick Kenny,patrick-kenny,G,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,10557,1216.0,Clint Hill,clint-hill,D,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,13057,4255.0,Jay Bothroyd,jay-bothroyd,F,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,14739,19645.0,D.J. Campbell,dj-campbell,F,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,16797,27698.0,Matthew Connolly,matthew-connolly,D,True,,,,,
2011-12,1768173,1,52,Queens_Park_Rangers,Home,18126,39765.0,Adel Taarabt,adel-taarabt,M,False,0.0,0.0,72.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,19824,12443.0,Bradley Orr,bradley-orr,D,True,0.0,0.0,83.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,51122,10589.0,Brian Murphy,brian-murphy,G,True,,,,,
2011-12,1768173,1,52,Queens_Park_Rangers,Home,73395,67731.0,Alejandro Faurlin,alejandro-faurlin,M,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,1422214,1840.0,Kieron Dyer,kieron-dyer,M,False,0.0,0.0,7.0,0.0,0.0
2011-12,1768173,1,52,Queens_Park_Rangers,Home,2271823,1420.0,Shaun Derry,shaun-derry,M,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,652,12674.0,Fitz Hall,fitz-hall,D,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,7094,39529.0,Kaspars Gorkss,kaspars-gorkss,D,True,,,,,
2011-12,1768343,2,52,Queens_Park_Rangers,Away,7224,,Petter Vaagan Moen,petter-vaagan-moen,M,True,,,,,
2011-12,1768343,2,52,Queens_Park_Rangers,Away,9726,1059.0,Daniel Gabbidon,daniel-gabbidon,D,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,9743,19946.0,Hogan Ephraim,hogan-ephraim,M,True,0.0,0.0,24.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,10005,2019.0,Tommy Smith,tommy-smith,F,False,0.0,1.0,66.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,10320,18586.0,Akos Buzsaky,akos-buzsaky,M,False,1.0,0.0,90.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,10368,5730.0,Patrick Agyemang,patrick-agyemang,F,False,0.0,0.0,55.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,10490,3119.0,Patrick Kenny,patrick-kenny,G,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,13057,4255.0,Jay Bothroyd,jay-bothroyd,F,True,0.0,0.0,35.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,16797,27698.0,Matthew Connolly,matthew-connolly,D,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,18126,39765.0,Adel Taarabt,adel-taarabt,M,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,19824,12443.0,Bradley Orr,bradley-orr,D,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,51122,10589.0,Brian Murphy,brian-murphy,G,True,,,,,
2011-12,1768343,2,52,Queens_Park_Rangers,Away,73395,67731.0,Alejandro Faurlin,alejandro-faurlin,M,False,0.0,0.0,90.0,0.0,0.0
2011-12,1768343,2,52,Queens_Park_Rangers,Away,129466,53238.0,Bruno Perone,bruno-perone,D,True,,,,,
