season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436879,1,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,14.0,8.0,22.0,,1.0,5.0,,,1.0,,,,,1.0,6.0,,,0.0146559,1.0004,0.9662,1.0,1.0,1.0,,,,,1.0,,84.0,1.0,,,,,,,6.0,,8.1,,,,,,1.0,,,,,17.0,9.0,26.0,2,,37.0,2.0,4.0,1.0,
2024-25,12436879,1,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,2.0,,,11.0,5.0,14.0,4.0,,4.0,1.0,,,,,,1.0,6.0,3.0,,,0.454604,0.0884,0.3453,1.0,0.0,1.0,,,,,3.0,,89.0,1.0,,,,,,,19.0,,8.0,,,,,,1.0,7.0,,,,25.0,7.0,25.0,1,,40.0,2.0,2.0,1.0,
2024-25,12436879,1,94,Brentford,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,2.0,,2.0,2.0,,,,,,,,,,2.0,1.0,,,0.00204416,,,,0.0,,,,,,,,11.0,,,,,,,,3.0,,6.6,,,,,,,,,1.0,,4.0,1.0,5.0,0,1.0,8.0,,,,1.0
2024-25,12436896,2,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,1.0,6.0,6.0,12.0,,,2.0,,,,,,,1.0,1.0,2.0,,,0.00464313,,,,0.0,,,,,1.0,,,73.0,,,,,,,,3.0,,6.5,,,,,2.0,,1.0,,1.0,,7.0,7.0,13.0,0,,21.0,,2.0,,
2024-25,12436896,2,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,1.0,,,8.0,7.0,14.0,2.0,1.0,3.0,1.0,,1.0,1.0,,,,7.0,3.0,,,0.167644,0.0325,,1.0,0.0,,,,,,1.0,,90.0,,,,,,,,12.0,,6.7,,,,,1.0,4.0,2.0,,,2.0,12.0,7.0,17.0,1,1.0,33.0,5.0,,1.0,1.0
2024-25,12436896,2,94,Brentford,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,4.0,3.0,7.0,,,2.0,,,,,,,,1.0,,,,0.0110099,,,,0.0,,,,,,,,24.0,,,,,,,,3.0,,6.4,,,,,,1.0,,,,,5.0,4.0,9.0,0,,13.0,,,,
2024-25,12436908,3,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,14.0,4.0,18.0,,,2.0,,1.0,2.0,1.0,,,1.0,3.0,5.0,,,0.254635,1.0895,0.8892,1.0,0.0,1.0,,,,,3.0,,90.0,2.0,,,,,,,8.0,,7.9,,,2.0,,,1.0,,,,,17.0,4.0,21.0,6,1.0,39.0,4.0,3.0,1.0,1.0
2024-25,12436908,3,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,1.0,,2.0,21.0,8.0,28.0,1.0,2.0,8.0,2.0,,,,,,,2.0,4.0,,,0.337615,0.8052,1.9797,1.0,0.0,2.0,,,,1.0,3.0,,90.0,3.0,1.0,,,,,,12.0,,9.7,,,1.0,,,1.0,3.0,,2.0,1.0,28.0,9.0,34.0,4,,50.0,3.0,1.0,1.0,
2024-25,12436908,3,94,Brentford,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,3.0,1.0,4.0,,,1.0,,,1.0,,,,,2.0,1.0,,,0.00230056,0.0763,,1.0,0.0,,,,,,,,8.0,,,,,,,,2.0,,6.4,,,,,,1.0,1.0,,,,4.0,1.0,4.0,1,1.0,9.0,,,,
2024-25,12436946,4,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,2.0,5.0,7.0,12.0,,,2.0,,,,,,,,,2.0,,,0.00298033,0.3446,0.9741,,0.0,1.0,,,,1.0,,,45.0,1.0,,,,,,,7.0,,7.2,,,,,,,,,5.0,,9.0,8.0,17.0,1,,23.0,2.0,2.0,,
