season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352615,5,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,0.00858671,0.0149,0.0,,,,,,,,,,18.0,,,,,,,,6.6,,,,,1.0,,,,,,1.0,,1.0,1,,3.0,,,,
2023-24,11352615,5,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,1.0,,,10.0,4.0,13.0,3.0,6.0,5.0,,1.0,2.0,,,,2.0,7.0,13.0,,,0.0566998,0.2986,0.5378,3.0,,,,,,,1.0,,90.0,1.0,1.0,,,,13.0,,7.3,,,2.0,,,4.0,2.0,,,1.0,18.0,6.0,22.0,5,1.0,43.0,1.0,2.0,4.0,1.0
2023-24,11352615,5,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,,,,15.0,1.0,16.0,7.0,3.0,5.0,,,,1.0,,,,12.0,4.0,,,0.0157016,0.0386,0.0,,,,,,,,,,90.0,,,,,,18.0,,6.5,,,1.0,,,4.0,2.0,,1.0,,22.0,4.0,24.0,1,1.0,38.0,4.0,,,1.0
2023-24,11352628,6,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,4.0,5.0,9.0,2.0,,6.0,1.0,,1.0,,,,,3.0,,,,0.0319047,0.0537,0.0,,,,,,,,1.0,,90.0,,,,,,4.0,,6.7,,,,,,1.0,,,1.0,,6.0,5.0,11.0,1,,17.0,1.0,,,
2023-24,11352628,6,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,2.0,,,16.0,15.0,29.0,1.0,1.0,6.0,,1.0,,,,,1.0,7.0,9.0,,,0.200113,0.2444,0.2656,3.0,,,,,,,1.0,,90.0,1.0,,,,,20.0,,7.0,,,2.0,,2.0,4.0,4.0,,,,27.0,16.0,39.0,3,4.0,68.0,5.0,2.0,2.0,1.0
2023-24,11352628,6,94,Brentford,Home,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,,2.0,,,,0.00440724,0.0,0.0,,,,,,,,,,8.0,,,,,,4.0,,6.5,,,,,,1.0,1.0,,,1.0,3.0,1.0,3.0,0,,8.0,1.0,,,
2023-24,11352643,7,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,,5.0,1.0,6.0,,,2.0,,,2.0,,,,,1.0,,,,0.00782614,0.2727,0.4318,,,,,,,,,,15.0,1.0,,,,,4.0,,6.7,,,,,,1.0,1.0,,1.0,,8.0,1.0,8.0,3,,16.0,,,,
2023-24,11352643,7,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,5.0,3.0,8.0,1.0,1.0,,,1.0,1.0,,,,1.0,3.0,4.0,,,0.0111312,0.3726,0.0,,,,,,,1.0,1.0,,90.0,1.0,,,,,6.0,,6.6,,,,,,1.0,,,,,5.0,6.0,11.0,2,1.0,23.0,1.0,2.0,,1.0
2023-24,11352643,7,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,3.0,,1.0,33.0,15.0,45.0,1.0,1.0,6.0,,,1.0,1.0,,,2.0,5.0,5.0,,,0.215494,0.2141,0.0,,,,,,,,4.0,,90.0,,,,,,16.0,,7.7,,,1.0,,,4.0,8.0,,1.0,,45.0,15.0,52.0,2,,77.0,1.0,1.0,3.0,
2023-24,11352643,7,94,Brentford,Away,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,1.0,3.0,1.0,4.0,1.0,,,,,,,,,,2.0,,,,0.00281319,0.0785,0.0,,,,,,,,,,15.0,1.0,,,,,4.0,,6.6,,,,,,1.0,1.0,,1.0,,5.0,1.0,5.0,1,,10.0,1.0,,,
2023-24,11352654,8,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,,,2.0,2.0,3.0,,,,,,,,,1.0,5.0,1.0,,,4.138e-05,0.0415,0.143,1.0,,,,,,,,,20.0,1.0,,,,,2.0,,6.5,,,,,,,,,,,1.0,2.0,3.0,1,,7.0,,1.0,,
2023-24,11352654,8,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,4.0,4.0,8.0,,,6.0,,,1.0,1.0,,,,3.0,5.0,,,0.0160129,0.0563,0.0,2.0,1.0,,,,,2.0,1.0,,70.0,,,,,,6.0,,7.3,,,1.0,,2.0,2.0,,,1.0,,8.0,5.0,13.0,2,1.0,28.0,1.0,2.0,2.0,1.0
2023-24,11352654,8,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,2.0,,,13.0,8.0,19.0,3.0,1.0,4.0,,,,,,,,4.0,3.0,,,0.256328,0.1135,0.0,1.0,,,,,,2.0,2.0,,90.0,,,,,,9.0,,7.1,,,2.0,,,1.0,3.0,,1.0,,16.0,10.0,23.0,2,1.0,38.0,3.0,1.0,,1.0
2023-24,11352654,8,94,Brentford,Away,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352660,9,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,,7.0,3.0,10.0,1.0,,3.0,,1.0,1.0,,,,1.0,4.0,1.0,,,0.210769,0.7635,0.1511,1.0,1.0,,,,,,2.0,,88.0,2.0,,,,,8.0,,7.1,,,1.0,,,1.0,,,1.0,,11.0,4.0,15.0,4,,28.0,1.0,1.0,,
2023-24,11352660,9,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,1.0,13.0,1.0,14.0,2.0,,8.0,1.0,1.0,,,,,1.0,4.0,4.0,,,0.0218026,1.201,1.1422,2.0,,1.0,,,,1.0,3.0,,90.0,2.0,,,,,9.0,,8.1,,,1.0,,,,2.0,,2.0,,18.0,1.0,17.0,3,2.0,35.0,3.0,2.0,,2.0
2023-24,11352660,9,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,1.0,,2.0,24.0,5.0,28.0,2.0,1.0,2.0,1.0,,2.0,,,,2.0,6.0,6.0,,,1.15443,0.4139,1.0284,,1.0,1.0,,,,,3.0,,90.0,4.0,,,,,20.0,,9.3,,,,,,4.0,5.0,,4.0,1.0,34.0,5.0,34.0,6,1.0,67.0,4.0,2.0,2.0,1.0
2023-24,11352660,9,94,Brentford,Home,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,2.0,,6.5,,,,,,,,,,,,1.0,1.0,0,,2.0,1.0,,,
2023-24,11352672,10,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,True,1.0,,,4.0,3.0,6.0,2.0,,5.0,2.0,,,1.0,,,1.0,4.0,,,,0.137064,,,,1.0,,,,,1.0,2.0,,14.0,,,,,,3.0,,7.4,,,,,,,1.0,,,,6.0,3.0,8.0,0,,11.0,,,,
2023-24,11352672,10,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,3.0,3.0,6.0,3.0,,,,,,,,,,6.0,6.0,,,0.0104508,,,2.0,,,,,,,,,76.0,,,,,,6.0,,6.9,,,,,,5.0,,,,,4.0,4.0,8.0,0,2.0,19.0,3.0,,4.0,1.0
2023-24,11352672,10,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,1.0,,,8.0,5.0,12.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,6.0,5.0,,,0.292597,1.2198,0.4534,1.0,1.0,1.0,,,,,1.0,,90.0,2.0,,,,,13.0,,8.1,,,1.0,,,3.0,2.0,,1.0,,16.0,8.0,22.0,4,1.0,36.0,,,1.0,1.0
2023-24,11352672,10,94,Brentford,Away,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352304,11,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,1.0,16.0,3.0,19.0,2.0,,3.0,,,1.0,,,,2.0,6.0,6.0,,,0.0682551,0.611,0.886,1.0,,1.0,,,,,1.0,,90.0,1.0,,,,,12.0,,7.8,,,1.0,,,2.0,,,1.0,,21.0,5.0,26.0,3,2.0,43.0,2.0,3.0,1.0,2.0
2023-24,11352304,11,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,4.0,5.0,9.0,3.0,3.0,1.0,,,2.0,,,,,5.0,4.0,,,0.0190876,0.1843,,1.0,,,,,,,1.0,,89.0,,,,,,7.0,,6.7,,,,,1.0,1.0,,,,,9.0,6.0,15.0,2,1.0,24.0,,,,
2023-24,11352304,11,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,,,1.0,25.0,7.0,32.0,2.0,1.0,6.0,,1.0,,1.0,,,,6.0,6.0,,,0.168037,0.3105,0.136,1.0,,,,,,1.0,,,90.0,1.0,,,,,29.0,,7.9,,,3.0,,,3.0,8.0,,1.0,,45.0,10.0,47.0,4,,75.0,2.0,4.0,1.0,
2023-24,11352304,11,94,Brentford,Home,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352339,12,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,,4.0,1.0,5.0,1.0,,,,,1.0,,,,,1.0,1.0,,,0.0291078,0.014,,,,,,,,,,,18.0,,,,,,2.0,,6.5,,,,,,,,,,,4.0,2.0,6.0,1,,9.0,1.0,1.0,,
2023-24,11352339,12,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,10.0,1.0,11.0,1.0,2.0,4.0,,,,,,,,2.0,6.0,,,0.0139801,0.1361,,,,,,,,,,,72.0,,,,,,5.0,,6.9,,,1.0,,1.0,2.0,,,,1.0,13.0,1.0,14.0,1,,23.0,1.0,3.0,1.0,
2023-24,11352339,12,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,3.0,,,17.0,3.0,17.0,3.0,,6.0,,1.0,,,,,5.0,10.0,5.0,,,0.372993,0.5473,0.5856,3.0,,,,,,,3.0,,90.0,1.0,,,,,19.0,,7.2,,,2.0,,2.0,2.0,8.0,,,,25.0,3.0,20.0,3,,53.0,4.0,3.0,2.0,
2023-24,11352339,12,94,Brentford,Away,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352356,13,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,True,,,,2.0,2.0,4.0,1.0,1.0,4.0,,1.0,,,,,,3.0,1.0,,,0.00091213,0.4668,,1.0,,,,,,,,,18.0,1.0,,,,,3.0,,6.4,,,1.0,,,1.0,,,,,3.0,2.0,5.0,2,,11.0,1.0,,,
2023-24,11352356,13,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,7.0,2.0,9.0,3.0,1.0,4.0,1.0,1.0,,,,,1.0,4.0,1.0,,,0.117249,0.3496,,,,,,,,,2.0,,72.0,,,,,,4.0,,6.6,,,1.0,,,,,,1.0,1.0,10.0,2.0,12.0,1,,16.0,,,,
2023-24,11352356,13,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,,,1.0,10.0,3.0,13.0,3.0,,2.0,,1.0,,,,,,5.0,3.0,,,0.1641,0.2192,,1.0,,,,,,,2.0,,90.0,1.0,,,,,10.0,,6.7,,,1.0,,2.0,2.0,,,1.0,,13.0,3.0,16.0,2,,35.0,4.0,2.0,1.0,
2023-24,11352356,13,94,Brentford,Home,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352393,14,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,False,1.0,,,19.0,5.0,23.0,3.0,,7.0,,,1.0,1.0,,,3.0,9.0,7.0,,,0.0824368,0.9645,1.4903,2.0,,1.0,,,,,2.0,,89.0,2.0,,,,,13.0,,8.1,,,1.0,,,2.0,2.0,,1.0,,28.0,5.0,31.0,4,2.0,53.0,1.0,3.0,2.0,1.0
2023-24,11352393,14,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,1.0,,2.0,18.0,7.0,24.0,,1.0,7.0,,,2.0,1.0,,,1.0,5.0,2.0,,,0.110096,0.0844,0.0501,1.0,,,,,,,1.0,,90.0,1.0,,,,,11.0,,6.8,,,,,,2.0,3.0,,2.0,,25.0,7.0,29.0,3,1.0,42.0,1.0,,,
2023-24,11352393,14,94,Brentford,Home,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,1.0,,,31.0,4.0,34.0,2.0,,5.0,,,2.0,,,,,6.0,3.0,,,0.0789191,0.3304,,1.0,1.0,,,,,1.0,1.0,,78.0,,,,,,19.0,,7.3,,,2.0,,,3.0,7.0,,1.0,,44.0,4.0,41.0,4,,65.0,3.0,3.0,,
2023-24,11352393,14,94,Brentford,Home,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352421,15,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,False,,,1.0,11.0,4.0,15.0,4.0,2.0,4.0,,,1.0,,,,,4.0,3.0,,,0.0250456,0.3428,,,,,,,,,1.0,,90.0,,,,,,7.0,,6.8,,,,,1.0,1.0,,,2.0,,17.0,5.0,22.0,1,,29.0,,,1.0,
2023-24,11352421,15,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,True,,,,3.0,,3.0,4.0,,2.0,,,,1.0,,,1.0,7.0,2.0,,,0.00113977,0.1307,,1.0,,,,,,1.0,,,50.0,1.0,,,,,1.0,,6.5,,,,,,,,,,,3.0,,3.0,1,1.0,9.0,,1.0,,1.0
2023-24,11352421,15,94,Brentford,Away,927083,446008,Bryan Mbeumo,bryan-mbeumo,F,False,,,,1.0,2.0,3.0,3.0,1.0,2.0,,,,,,,3.0,6.0,3.0,,,0.00026629,0.7884,0.9889,,,1.0,,,,,,,40.0,1.0,,,,,9.0,,6.7,,,,,,,,,1.0,,3.0,3.0,6.0,1,1.0,16.0,3.0,1.0,,1.0
2023-24,11352421,15,94,Brentford,Away,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352471,16,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,False,,,,13.0,9.0,22.0,1.0,2.0,3.0,,,1.0,1.0,,,1.0,6.0,8.0,,,0.0457522,0.0716,,3.0,,,,,,,1.0,,90.0,,,,,,11.0,,7.0,,,,,1.0,1.0,,,1.0,,18.0,11.0,29.0,1,1.0,46.0,3.0,4.0,1.0,1.0
2023-24,11352471,16,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,4.0,5.0,9.0,2.0,5.0,1.0,,,,,,,,5.0,6.0,,,0.0025801,0.1648,0.2999,1.0,,,,,,,,,90.0,2.0,,,,,8.0,,6.9,,,,,1.0,2.0,,,,,7.0,5.0,12.0,2,,22.0,3.0,1.0,,
2023-24,11352471,16,94,Brentford,Away,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,3.0,1.0,4.0,,,2.0,,,,2.0,,,1.0,5.0,2.0,,1.0,0.00190424,,,,,,,,,,,,24.0,,,,,,7.0,,6.1,,,,,,3.0,2.0,,,,5.0,2.0,5.0,0,1.0,19.0,1.0,,1.0,
2023-24,11352487,17,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,True,,,,2.0,,2.0,,1.0,1.0,,,,,,,1.0,1.0,2.0,,,0.00212156,,,1.0,,,,,,,,,22.0,,,,,,5.0,,6.5,,,,,,,1.0,,,1.0,4.0,,3.0,0,1.0,9.0,2.0,,,1.0
2023-24,11352487,17,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,2.0,,2.0,4.0,,3.0,,1.0,,1.0,,,1.0,9.0,5.0,,,0.00554513,0.1834,0.054,2.0,,,,,,,,,76.0,1.0,,,,,9.0,,6.5,,,1.0,,,1.0,1.0,,,3.0,7.0,1.0,7.0,2,4.0,20.0,1.0,1.0,,2.0
2023-24,11352487,17,94,Brentford,Home,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,3.0,2.0,,,0.00095075,,,2.0,,,,,,1.0,,,14.0,,,,,,1.0,,6.5,,,,,,1.0,,,,,1.0,1.0,2.0,0,2.0,6.0,,,,
2023-24,11971437,18,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,,5.0,4.0,9.0,1.0,,1.0,,,,,,,1.0,3.0,1.0,,,0.00123804,,,1.0,,,,,,,,,22.0,,,,,,3.0,,6.5,,,,,,,,,,,7.0,4.0,11.0,0,,13.0,,1.0,,
2023-24,11971437,18,94,Brentford,Away,290927,144485,Ivan Toney,ivan-toney,F,False,,,,12.0,8.0,20.0,6.0,4.0,4.0,,,,,,,1.0,9.0,7.0,,,0.0141374,0.0794,,2.0,,,,,,1.0,,,90.0,,,,,,19.0,,6.9,,,2.0,,,2.0,,,,,22.0,9.0,31.0,2,,47.0,5.0,1.0,2.0,
2023-24,11971437,18,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,1.0,8.0,4.0,12.0,1.0,,2.0,1.0,,,1.0,,,,3.0,4.0,,,0.134518,,,1.0,,,,,,,1.0,,68.0,,1.0,,,,3.0,,7.3,,,,,,,,,1.0,2.0,8.0,5.0,13.0,0,1.0,22.0,2.0,3.0,,1.0
2023-24,11352547,19,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,1.0,13.0,5.0,18.0,5.0,1.0,2.0,1.0,,,,,,2.0,10.0,6.0,,,1.00057,0.1503,,,1.0,,,,,,1.0,,90.0,,,,,,15.0,,7.1,,,1.0,,,4.0,,,1.0,,18.0,5.0,23.0,1,,40.0,5.0,4.0,1.0,
2023-24,11352547,19,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,False,2.0,,,11.0,1.0,10.0,3.0,1.0,2.0,,,1.0,1.0,,,2.0,8.0,4.0,,,0.586947,0.2602,0.8486,1.0,,1.0,,,,,2.0,,86.0,1.0,,,,,10.0,,7.3,,,,,1.0,1.0,3.0,,,,15.0,3.0,15.0,2,,32.0,,3.0,,
2023-24,11352547,19,94,Brentford,Home,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,4.0,1.0,5.0,,,,,,,,,,,,2.0,,,0.00528264,0.0173,,,,,,,,,,,11.0,,,,,,1.0,,6.8,,,1.0,,,1.0,1.0,,,,5.0,1.0,5.0,1,,9.0,,1.0,1.0,
2023-24,11352576,20,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,,9.0,,9.0,,,,,,1.0,,,,,1.0,1.0,,,0.0243921,0.0575,,,,,,,1.0,,,,27.0,,,,,,6.0,,6.8,,,1.0,,,1.0,1.0,,,,13.0,,12.0,2,,19.0,1.0,1.0,,
2023-24,11352576,20,94,Brentford,Away,805123,216646,Yoane Wissa,yoane-wissa,F,False,,,,7.0,3.0,10.0,1.0,,2.0,,1.0,,,,,1.0,4.0,4.0,,,0.0197335,0.6047,,1.0,,,,,,,,,90.0,,,,,,7.0,,5.7,,,1.0,,,1.0,,,,,9.0,4.0,13.0,1,1.0,24.0,1.0,3.0,,
2023-24,11352576,20,94,Brentford,Away,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,2.0,,2.0,,,1.0,,,,,,,,,2.0,,,0.00062452,,,,,,,,,,,,10.0,,,,,,3.0,,6.8,,,,,,1.0,2.0,,,,4.0,1.0,3.0,0,,8.0,,1.0,1.0,
2023-24,11352313,21,94,Brentford,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,,4.0,7.0,11.0,2.0,1.0,2.0,,,1.0,1.0,,,1.0,6.0,5.0,,,0.0223951,0.2679,0.4567,,,1.0,,,,,,,74.0,1.0,,,,,8.0,,7.2,,,,,,2.0,,,,,6.0,9.0,15.0,2,2.0,27.0,1.0,2.0,,1.0
2023-24,11352313,21,94,Brentford,Home,290927,144485,Ivan Toney,ivan-toney,F,False,2.0,,1.0,16.0,4.0,18.0,5.0,2.0,5.0,1.0,,,,,,,5.0,7.0,,,0.389844,0.1114,0.3517,1.0,,1.0,,,,1.0,2.0,,90.0,1.0,,,,,22.0,,7.9,,,,,4.0,,4.0,,2.0,,29.0,8.0,33.0,1,1.0,56.0,5.0,4.0,,1.0
2023-24,11352313,21,94,Brentford,Home,1014556,501284,Michael Olakigbe,olakigbe-michael,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352351,22,94,Brentford,Away,268903,115382,Neal Maupay,neal-maupay,F,False,,,1.0,8.0,5.0,13.0,3.0,,5.0,1.0,,,,,,5.0,12.0,2.0,,,0.212059,0.196,0.5251,2.0,,1.0,,,,1.0,1.0,,90.0,1.0,,,,,20.0,,7.0,,,,,,2.0,,,3.0,,12.0,8.0,20.0,1,,40.0,4.0,2.0,,
