season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025028,1,94,Brentford,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,False,1.0,,,5.0,6.0,11.0,3.0,,,4.0,,,,,,1.0,6.0,4.0,,,0.0255527,0.0283,,,0.0,,,,,,,,0.78,5.0,1.69,0.29,3.37,90.0,,,,,,,,,8.0,,,6.2,,,1.0,,,,3.0,4.0,,,,6.0,6.0,12.0,,,1,3.0,29.0,1.0,,1.0,2.0
2025-26,14025028,1,94,Brentford,Away,1016907,502500,Igor Thiago,igor-thiago,F,False,,,,3.0,9.0,12.0,7.0,2.0,,,,,1.0,,,1.0,9.0,4.0,,,0.00989286,0.9022,0.7819,3.0,0.0,1.0,,,,,1.0,,0.74,4.44,1.73,0.21,3.04,90.0,1.0,,,,,,,,6.0,,,6.8,,,,,,1.0,1.0,,,,,6.0,10.0,16.0,,,2,1.0,24.0,1.0,,1.0,
2025-26,14025068,2,94,Brentford,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025068,2,94,Brentford,Home,1016907,502500,Igor Thiago,igor-thiago,F,False,,,1.0,7.0,3.0,10.0,5.0,4.0,11.0,3.0,1.0,,1.0,1.0,,2.0,12.0,6.0,,,0.0102137,0.2222,,2.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,,10.0,3.0,,6.7,,,2.0,,91.253752870789,3.0,3.0,,,1.0,1.0,8.0,3.0,11.0,46.930702232019,49.891840399396,3,2.0,34.0,4.0,,,1.0
2025-26,14025112,3,94,Brentford,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,0.00027576,,,,0.0,,,,,,,,,,,,,10.0,,,,,,,,,1.0,,,6.3,,,,,,,,,,,,2.0,1.0,3.0,,,0,,3.0,,,,
2025-26,14025112,3,94,Brentford,Away,1016907,502500,Igor Thiago,igor-thiago,F,False,1.0,,,9.0,1.0,10.0,9.0,8.0,,,,,,1.0,,1.0,14.0,10.0,,,0.0982089,0.1231,0.7415,4.0,0.0,1.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,,,5.0,,,7.8,,,,,,5.0,2.0,1.0,,,1.0,10.0,2.0,12.0,,,1,,26.0,2.0,,2.0,
2025-26,14025127,4,94,Brentford,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0.00360482,0.6709,0.6839,,0.0,1.0,,,,,,,,,,,,7.0,1.0,,,,,,,,,,,7.6,,,,,,,,,,1.0,,1.0,1.0,2.0,,,1,,3.0,,,,
2025-26,14025127,4,94,Brentford,Home,1016907,502500,Igor Thiago,igor-thiago,F,False,1.0,,,4.0,2.0,6.0,2.0,2.0,,1.0,,,,,,,4.0,5.0,,,0.0321037,,,2.0,0.0,,,,,,1.0,,,,,,,72.0,,1.0,,,,,,,10.0,,,6.8,,,,,,2.0,1.0,2.0,,,,11.0,2.0,13.0,,,0,,29.0,2.0,2.0,1.0,
2025-26,14025163,5,94,Brentford,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,1.0,2.0,3.0,,,,1.0,,,,,,,,,,,0.00018488,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,,1.0,,,6.6,,,,,,,,,,,,2.0,2.0,4.0,,,0,,4.0,,,,
2025-26,14025163,5,94,Brentford,Away,1016907,502500,Igor Thiago,igor-thiago,F,False,,,,10.0,4.0,14.0,4.0,2.0,,2.0,,,,,,,6.0,3.0,,,0.010834,0.1016,0.0886,3.0,0.0,,,,,,,,,,,,,65.0,1.0,,,,,,,,4.0,,,6.2,,,,,,1.0,,,,,,12.0,5.0,17.0,,,1,1.0,26.0,1.0,,,
2025-26,14025184,6,94,Brentford,Home,1016907,502500,Igor Thiago,igor-thiago,F,False,,,,5.0,4.0,9.0,5.0,3.0,,,,,,,,1.0,8.0,6.0,,,0.0041938,0.6978,1.3926,1.0,0.0,2.0,,,,,,,,,,,,89.0,2.0,,,,,,,,11.0,,,8.8,,,1.0,,,2.0,1.0,,,,,8.0,5.0,13.0,,,3,3.0,29.0,5.0,,,2.0
2025-26,14025219,7,94,Brentford,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,2.0,,,0,,2.0,,,,
2025-26,14025219,7,94,Brentford,Home,1016907,502500,Igor Thiago,igor-thiago,F,False,,,,1.0,5.0,6.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,2.0,3.0,,,0.00106449,0.5194,0.232,,0.0,,,,,1.0,,,,,,,,68.0,1.0,,,,,,,,7.0,,,6.6,,,,,4.2628108097827,,,,,,1.0,4.0,7.0,11.0,-0.63,,2,2.0,18.0,1.0,,,2.0
2025-26,14504827,8,94,Brentford,Away,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14504827,8,94,Brentford,Away,1016907,502500,Igor Thiago,igor-thiago,F,False,1.0,,,10.0,2.0,12.0,2.0,3.0,5.0,3.0,,2.0,2.0,,,,3.0,7.0,,,0.0163945,0.8055,0.4659,1.0,0.0,1.0,,,1.0,,,,,,,,,90.0,3.0,,,,,,,,10.0,,,7.5,,,1.0,,31.904033315544,1.0,1.0,1.0,,,2.0,15.0,3.0,18.0,1.26,,6,2.0,37.0,4.0,1.0,1.0,1.0
2025-26,14025259,9,94,Brentford,Home,991604,244858,Fabio Carvalho,fabio-carvalho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025259,9,94,Brentford,Home,1016907,502500,Igor Thiago,igor-thiago,F,False,,,1.0,7.0,4.0,11.0,8.0,2.0,5.0,4.0,,2.0,,,,3.0,12.0,5.0,,,0.00986412,1.1015,1.0384,1.0,0.0,1.0,,,,,,,,,,,,90.0,3.0,,,,,,,,11.0,,,6.6,,,1.0,,40.410504303525,2.0,1.0,,,2.0,1.0,11.0,5.0,16.0,5.46,,4,1.0,34.0,3.0,1.0,1.0,
