season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2014-15,5581516,1,8,Chelsea,Away,1185,11334,Petr Čech,petr-cech,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5581516,1,8,Chelsea,Away,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582454,2,8,Chelsea,Home,1185,11334,Petr Čech,petr-cech,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582454,2,8,Chelsea,Home,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582476,3,8,Chelsea,Away,1185,11334,Petr Čech,petr-cech,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582476,3,8,Chelsea,Away,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582494,4,8,Chelsea,Home,1185,11334,Petr Čech,petr-cech,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582494,4,8,Chelsea,Home,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,8.0,6.0,7.0,13.0,,,5.0,,,,,,,,,,,,0.0,0.0,1.0,,,,90.0,,,0.0,,,,10.0,,6.1,,1.0,,,,,,,18.0,,16.0,7.0,23.0,0.0,,26.0,,,,
2014-15,5582520,5,8,Chelsea,Away,1185,11334,Petr Čech,petr-cech,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582520,5,8,Chelsea,Away,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582534,6,8,Chelsea,Home,1185,11334,Petr Čech,petr-cech,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582534,6,8,Chelsea,Home,70988,60772,Thibaut Courtois,thibaut-courtois,G,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582554,7,8,Chelsea,Home,1185,11334,Petr Čech,petr-cech,G,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,66.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
