playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,penaltyGoalsConceded,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,offsides,throwInsToOppositionPlayer,leftFootGoals,clearancesOffTheLine,secondGoalAssists,ownGoalScored,foulWonPenalty,redCards2ndYellow,penaltiesConceded,otherGoals,setPiecesGoals
243016,Alexis Mac Allister,Midfielder,Liverpool,14,Argentina,2023-24,1.0,1.0,7.0,193.0,19.0,9.0,3.5079,99.0,14.0,33.0,1927.0,5.0,1.0,16.0,2.0,1.0,1.0,29.0,4.0,164.0,6.0,31.9432,42.0,7.0,3.0,47.0,3.0,195.0,33.0,4.0,12.0,22.0,47.0,2.0,1880.0,16.0,343.0,55.0,2.0,487.0,53.0,5.0,61.0,331.0,2449.0,2.0,1.0,668.0,1.0,45.0,52.0,4.0,4.8946,0.1698,3.0,25.0,190.0,5.0,28.0,31.0,235.0,15.0,11.0,60.0,4.0,3.0,10.0,2609.0,1.0,195.0,89.0,1631.0,34.0,25.0,34.0,164.0,537.0,388.0,57.0,4.0,572.0,1.0,3.0,44.0,2.0,1034.0,30.0,1.0,3.0,328.0,31.0,9.0,18.0,8.0,35.0,1.0,13.0,16.0,7.0,42.0,3.6608,,,,,,,,,,,,,,,,,,,,,,,,,
491970,Bobby Clark,Midfielder,Liverpool,14,England,2023-24,0.0,0.0,0.0,16.0,1.0,,,2.0,,5.0,49.0,,,,4.0,,,1.0,,5.0,,0.8934,,,1.0,3.0,0.0,6.0,5.0,,3.0,,9.0,,49.0,1.0,23.0,1.0,,8.0,4.0,,1.0,15.0,79.0,,,16.0,1.0,1.0,3.0,,0.0111,,,1.0,10.0,,1.0,1.0,11.0,,,1.0,,,,87.0,,5.0,6.0,37.0,7.0,1.0,,15.0,16.0,21.0,4.0,,10.0,,,1.0,,22.0,,,1.0,20.0,,1.0,,2.0,1.0,,1.0,,,3.0,0.1365,,,,,,,,,,,,,,,,,,,,,,,,,
206915,Curtis Jones,Midfielder,Liverpool,14,England,2023-24,1.0,1.0,3.0,84.0,7.0,6.0,1.7021,27.0,4.0,23.0,750.0,1.0,0.0,2.0,9.0,3.0,3.0,12.0,2.0,56.0,,12.111,10.0,,5.0,14.0,0.0,72.0,23.0,1.0,10.0,3.0,43.0,,745.0,6.0,130.0,14.0,,170.0,16.0,,12.0,203.0,980.0,20.0,,270.0,,12.0,14.0,1.0,1.0553,,3.0,12.0,52.0,1.0,5.0,14.0,64.0,3.0,1.0,19.0,,2.0,1.0,1168.0,,63.0,27.0,674.0,42.0,7.0,17.0,72.0,223.0,147.0,22.0,1.0,154.0,,2.0,13.0,,417.0,15.0,,5.0,128.0,7.0,7.0,15.0,,7.0,,9.0,2.0,5.0,10.0,2.628,,,,,,,,,,,,,,,5.0,,,,,,,,,,
424876,Dominik Szoboszlai,Midfielder,Liverpool,14,Hungary,2023-24,0.0,0.0,1.0,137.0,23.0,15.0,2.8714,32.0,3.0,33.0,1399.0,3.0,1.0,17.0,8.0,3.0,3.0,20.0,4.0,83.0,23.0,24.2062,54.0,2.0,6.0,29.0,1.0,171.0,33.0,1.0,27.0,85.0,54.0,7.0,1325.0,22.0,355.0,19.0,7.0,400.0,29.0,35.0,54.0,361.0,1897.0,31.0,,492.0,,25.0,52.0,7.0,5.0557,0.2739,4.0,37.0,153.0,2.0,19.0,25.0,178.0,44.0,66.0,34.0,4.0,9.0,28.0,2108.0,,97.0,59.0,1167.0,75.0,13.0,23.0,117.0,305.0,234.0,35.0,2.0,333.0,,9.0,13.0,,757.0,19.0,1.0,6.0,200.0,14.0,25.0,24.0,2.0,15.0,,13.0,17.0,12.0,15.0,3.6923,,,,,,,1.0,,,,,,,,3.0,,1.0,,,,2.0,,,,
444884,Harvey Elliott,Midfielder,Liverpool,14,England,2023-24,0.0,0.0,2.0,59.0,19.0,17.0,2.4264,27.0,3.0,34.0,904.0,3.0,1.0,13.0,23.0,6.0,6.0,13.0,1.0,49.0,6.0,13.0048,31.0,3.0,6.0,13.0,1.0,78.0,34.0,,10.0,40.0,19.0,2.0,888.0,13.0,198.0,17.0,2.0,320.0,7.0,10.0,40.0,264.0,1178.0,10.0,3.0,254.0,1.0,24.0,24.0,14.0,4.6153,0.1726,3.0,30.0,87.0,6.0,11.0,11.0,111.0,30.0,19.0,22.0,,8.0,22.0,1337.0,1.0,58.0,44.0,753.0,74.0,6.0,13.0,46.0,97.0,117.0,27.0,2.0,223.0,,8.0,10.0,,561.0,12.0,,6.0,95.0,9.0,12.0,9.0,,6.0,,7.0,13.0,15.0,6.0,2.7157,,,,,,,,,,,,,,,1.0,,3.0,,,,1.0,,,,
491501,James McConnell,Midfielder,Liverpool,14,England,2023-24,0.0,0.0,0.0,1.0,,,,,,3.0,6.0,,,,3.0,,,,,1.0,,,,1.0,,1.0,0.0,,3.0,,,,,,6.0,,2.0,,,,1.0,,1.0,2.0,10.0,,,4.0,,,1.0,,0.0003,,,,1.0,,,,1.0,,,,,,,3.0,,1.0,2.0,4.0,,,,1.0,3.0,2.0,1.0,,1.0,,,,,1.0,,,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
441266,Ryan Gravenberch,Midfielder,Liverpool,14,Netherlands,2023-24,0.0,0.0,0.0,85.0,7.0,8.0,1.1905,26.0,4.0,26.0,493.0,1.0,1.0,4.0,14.0,2.0,2.0,14.0,2.0,64.0,,15.63,16.0,,3.0,15.0,1.0,74.0,26.0,1.0,22.0,4.0,35.0,,488.0,8.0,171.0,12.0,,90.0,20.0,,6.0,113.0,748.0,4.0,1.0,130.0,1.0,4.0,16.0,,1.3639,,1.0,16.0,78.0,,7.0,12.0,82.0,4.0,,24.0,,5.0,,1120.0,2.0,74.0,32.0,405.0,45.0,11.0,17.0,71.0,137.0,159.0,18.0,0.0,153.0,,5.0,14.0,,281.0,15.0,,3.0,135.0,10.0,6.0,23.0,2.0,14.0,,11.0,4.0,1.0,18.0,1.9889,,,,,,,,,,,,,,,,,,,,,,,,,
535928,Stefan Bajcetic,Midfielder,Liverpool,14,Spain,2023-24,0.0,0.0,0.0,3.0,,,,4.0,,1.0,10.0,,,,1.0,,,,,6.0,,1.5295,,,,2.0,0.0,2.0,1.0,,,,,,10.0,,3.0,1.0,,,1.0,,,2.0,16.0,,,5.0,,,1.0,,0.0003,,,,3.0,,,,3.0,,,,,,,26.0,,6.0,1.0,7.0,,,2.0,3.0,3.0,9.0,,,5.0,,,3.0,,2.0,2.0,,,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
61558,Thiago Alcântara,Midfielder,Liverpool,14,Spain,2023-24,0.0,0.0,0.0,,,,,,,1.0,10.0,,,,1.0,,,,,,,0.0382,,,,,0.0,,1.0,,,,,,9.0,,3.0,,,4.0,,,1.0,1.0,10.0,,,3.0,,1.0,2.0,,0.0018,,,,2.0,,,,3.0,,,,,,,5.0,,,,6.0,,,1.0,,4.0,,,,1.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591386,Trey Nyoni,Midfielder,Liverpool,14,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
