playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,savesMadeCaught,cleanSheets,punches,ownGoalScored,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,throwInsToOppositionPlayer,clearancesOffTheLine,secondGoalAssists,rightFootGoals,hitWoodwork,foulWonPenalty,handballsConceded,expectedGoalsFreekick,penaltiesTaken,freekickTotal,attemptsFromSetPieces,penaltyGoals,setPiecesGoals
81880,Alex Oxlade-Chamberlain,Midfielder,Liverpool,14,England,2021-22,0.0,0.0,0.0,48.0,4.0,0.7853,22.0,7.0,3.0,0.4141,15.0,14.0,3.0,57.0,17.0,1.0,4.0,9.0,9.0,67.0,19.0,378.0,2.0,2.0,1.0,5.0,8.0,2.0,17.0,1.0,4.0,787.0,1.0,12.0,35.0,4.0,21.0,30.0,288.0,33.0,5.3057,9.0,1.0,5.0,7.0,2.0,36.0,94.0,3.0,1.0,83.0,10.0,1.0,100.0,33.0,17.0,1.0,4.0,1.0,5.0,236.0,3.0,1.0,22.0,15.0,2.0,66.0,5.0,372.0,11.0,7.0,126.0,11.0,12.0,2.0,110.0,10.0,6.0,2.0,23.0,74.0,537.0,1.0,9.0,5.0,3.0,79.0,7.0,1.3366,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182436,Ben Woodburn,Midfielder,Liverpool,14,Wales,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206915,Curtis Jones,Midfielder,Liverpool,14,England,2021-22,0.0,0.0,0.0,53.0,1.0,0.4992,27.0,6.0,7.0,0.4367,11.0,14.0,1.0,46.0,15.0,1.0,4.0,16.0,10.0,56.0,3.0,587.0,1.0,1.0,1.0,4.0,5.0,4.0,14.0,4.0,2.0,855.0,1.0,7.0,62.0,2.0,14.0,55.0,516.0,17.0,9.1642,10.0,,3.0,9.0,2.0,46.0,193.0,19.0,0.0,115.0,4.0,0.0,144.0,54.0,15.0,4.0,2.0,,8.0,330.0,7.0,,4.0,26.0,2.0,101.0,7.0,578.0,7.0,6.0,105.0,9.0,25.0,,119.0,11.0,6.0,1.0,15.0,131.0,750.0,5.0,6.0,4.0,2.0,203.0,8.0,0.9108,10.0,6.0,,,,1.0,,,,,,,,,,2.0,2.0,1.0,,,,1.0,1.0,,,,,,,,
116643,Fabinho,Midfielder,Liverpool,14,Brazil,2021-22,0.0,0.0,7.0,127.0,1.0,1.8683,79.0,5.0,10.0,4.5174,46.0,16.0,5.0,145.0,29.0,1.0,7.0,50.0,26.0,193.0,5.0,1542.0,5.0,,3.0,2.0,3.0,,68.0,3.0,1.0,2316.0,,24.0,128.0,4.0,40.0,84.0,1288.0,23.0,18.5153,15.0,6.0,23.0,18.0,3.0,103.0,467.0,28.0,2.0,255.0,23.0,2.0,418.0,193.0,29.0,3.0,21.0,,4.0,724.0,14.0,1.0,5.0,17.0,3.0,187.0,44.0,1519.0,6.0,5.0,242.0,25.0,11.0,10.0,418.0,40.0,39.0,,61.0,239.0,1846.0,,5.0,2.0,22.0,626.0,25.0,3.9452,48.0,62.0,,,,14.0,,,,,,,,,,2.0,2.0,,,,,4.0,,,,0.1301,2.0,2.0,2.0,2.0,
444884,Harvey Elliott,Midfielder,Liverpool,14,England,2021-22,0.0,0.0,0.0,16.0,2.0,0.4455,8.0,3.0,1.0,,3.0,7.0,1.0,33.0,6.0,,,7.0,4.0,38.0,7.0,241.0,,,0.0,1.0,2.0,2.0,4.0,,3.0,346.0,,2.0,13.0,,15.0,11.0,197.0,19.0,3.3659,9.0,,2.0,2.0,2.0,14.0,35.0,6.0,0.0,29.0,7.0,0.0,67.0,31.0,6.0,,3.0,,7.0,151.0,2.0,,7.0,7.0,2.0,25.0,2.0,237.0,6.0,5.0,63.0,,2.0,1.0,86.0,2.0,4.0,,6.0,53.0,312.0,3.0,2.0,1.0,3.0,55.0,,0.8347,5.0,8.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,
15157,James Milner,Midfielder,Liverpool,14,England,2021-22,0.0,0.0,2.0,52.0,6.0,1.4727,37.0,3.0,2.0,0.1176,28.0,7.0,2.0,78.0,24.0,1.0,4.0,19.0,9.0,98.0,22.0,702.0,,,0.0,2.0,15.0,14.0,23.0,2.0,13.0,850.0,,10.0,57.0,1.0,30.0,44.0,577.0,13.0,8.3059,21.0,1.0,19.0,6.0,1.0,42.0,171.0,14.0,0.0,109.0,14.0,0.0,234.0,72.0,24.0,2.0,12.0,,4.0,359.0,5.0,,30.0,9.0,1.0,86.0,13.0,687.0,5.0,4.0,152.0,16.0,2.0,5.0,191.0,17.0,17.0,4.0,27.0,106.0,929.0,29.0,5.0,2.0,7.0,258.0,12.0,0.3551,20.0,22.0,,,,2.0,,,,,,,,,,,,6.0,1.0,,,,,,1.0,,,,,,
56979,Jordan Henderson,Midfielder,Liverpool,14,England,2021-22,0.0,0.0,3.0,82.0,15.0,3.6769,64.0,10.0,6.0,0.8954,36.0,21.0,9.0,247.0,35.0,5.0,10.0,34.0,29.0,313.0,39.0,2157.0,2.0,3.0,1.0,9.0,6.0,2.0,31.0,3.0,16.0,2603.0,,13.0,77.0,7.0,64.0,59.0,1746.0,40.0,20.2934,33.0,3.0,11.0,22.0,1.0,69.0,546.0,7.0,0.0,159.0,24.0,1.0,619.0,228.0,35.0,3.0,16.0,1.0,9.0,1201.0,15.0,,40.0,21.0,1.0,128.0,18.0,2104.0,15.0,19.0,411.0,20.0,16.0,1.0,624.0,23.0,23.0,1.0,98.0,368.0,2491.0,26.0,11.0,9.0,21.0,659.0,14.0,1.4745,66.0,59.0,,,,9.0,,,,,,,,,,1.0,1.0,,1.0,,3.0,1.0,,,2.0,0.0356,,1.0,1.0,,
175592,Naby Keïta,Midfielder,Liverpool,14,Guinea,2021-22,0.0,0.0,3.0,70.0,1.0,2.1203,50.0,11.0,7.0,1.6105,46.0,15.0,6.0,91.0,23.0,1.0,10.0,18.0,14.0,104.0,7.0,743.0,3.0,,2.0,7.0,9.0,,21.0,4.0,1.0,1173.0,1.0,15.0,76.0,1.0,47.0,70.0,625.0,32.0,8.981,14.0,1.0,3.0,6.0,4.0,55.0,182.0,9.0,2.0,146.0,31.0,1.0,207.0,68.0,23.0,4.0,23.0,2.0,9.0,407.0,5.0,,7.0,19.0,4.0,125.0,6.0,733.0,8.0,6.0,165.0,23.0,15.0,2.0,205.0,21.0,14.0,,14.0,149.0,979.0,3.0,10.0,7.0,10.0,233.0,15.0,2.2094,13.0,28.0,,,,2.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,
157882,Takumi Minamino,Midfielder,Liverpool,14,Japan,2021-22,0.0,0.0,1.0,24.0,,0.598,9.0,2.0,4.0,2.2995,3.0,5.0,1.0,9.0,11.0,,2.0,2.0,1.0,10.0,,68.0,3.0,,1.0,2.0,10.0,,6.0,1.0,,178.0,,5.0,9.0,,4.0,8.0,56.0,9.0,1.0345,2.0,,2.0,1.0,,19.0,10.0,4.0,0.0,33.0,2.0,2.0,13.0,13.0,11.0,1.0,1.0,,4.0,47.0,1.0,,,9.0,,27.0,1.0,68.0,1.0,,22.0,2.0,1.0,,25.0,4.0,1.0,,2.0,20.0,105.0,,,2.0,1.0,11.0,4.0,1.6391,1.0,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
61558,Thiago Alcântara,Midfielder,Liverpool,14,Spain,2021-22,0.0,0.0,2.0,87.0,1.0,1.7497,50.0,14.0,6.0,0.7023,48.0,11.0,4.0,126.0,25.0,4.0,14.0,34.0,17.0,163.0,2.0,1498.0,1.0,,0.0,11.0,8.0,1.0,44.0,1.0,1.0,1533.0,,12.0,112.0,2.0,33.0,80.0,1236.0,20.0,8.3301,25.0,,12.0,7.0,3.0,75.0,545.0,13.0,0.0,199.0,20.0,1.0,398.0,126.0,25.0,1.0,19.0,1.0,12.0,817.0,5.0,,3.0,25.0,3.0,155.0,32.0,1484.0,5.0,5.0,210.0,29.0,20.0,2.0,329.0,19.0,26.0,1.0,99.0,226.0,1756.0,4.0,12.0,11.0,4.0,519.0,16.0,1.9503,37.0,44.0,,,,3.0,,,,,,,,,,4.0,4.0,,,,,,,,1.0,,,,,,
