playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,cleanSheets,shotsOnTargetOutsideBox,unsuccessfulLayoffs,goalsConcededOutsideBox,successfulCornersIntoBox,throwInsToOppositionPlayer,oboxTarget,freekickTotal,blocks,attemptsFromSetPieces,goalAssists,goals,rightFootGoals,leftFootGoals,hitWoodwork,iboxTarget,shotsOnTargetInBox,penaltiesConceded,headedGoals,handballsConceded,foulWonPenalty,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,penaltyGoalsConceded
39155,Adam Lallana,Midfielder,Liverpool,14,England,2017-18,27.0,2.0,0.6303,0.0,6.0,3.0,5.0,28.0,12.0,9.0,1.0,31.0,5.0,220.0,1.0,4.0,11.0,1.0,7.0,2.0,235.0,4.0,17.0,6.0,14.0,185.0,20.0,1.6155,7.0,1.0,1.0,1.0,2.0,23.0,52.0,5.0,44.0,3.0,67.0,15.0,12.0,2.0,1.0,139.0,1.0,6.0,2.0,37.0,3.0,0.0,219.0,5.0,5.0,58.0,1.0,6.0,54.0,4.0,1.0,1.0,4.0,47.0,283.0,1.0,2.0,4.0,2.0,52.0,3.0,1.4778,1.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81880,Alex Oxlade-Chamberlain,Midfielder,Liverpool,14,England,2017-18,112.0,12.0,0.6142,0.0,16.0,37.0,31.0,115.0,35.0,28.0,17.0,148.0,40.0,836.0,3.0,3.0,18.0,32.0,48.0,21.0,1726.0,33.0,118.0,44.0,103.0,628.0,59.0,6.3589,32.0,1.0,13.0,27.0,1.0,79.0,169.0,10.0,230.0,27.0,243.0,113.0,35.0,13.0,18.0,507.0,25.0,65.0,1.0,182.0,15.0,0.0,824.0,14.0,22.0,319.0,24.0,57.0,276.0,17.0,26.0,22.0,60.0,148.0,1308.0,24.0,10.0,3.0,11.0,202.0,10.0,0.2538,3.0,33.0,33.0,,17.0,0.3629,13.0,3.0,2.0,1.0,2.0,9.0,1.0,2.0,,2.0,,7.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
182436,Ben Woodburn,Midfielder,Liverpool,14,Wales,2017-18,,,0.0019,0.0,,,,1.0,1.0,1.0,,1.0,,8.0,,,1.0,,,,6.0,,,1.0,,7.0,1.0,,,,,,,,1.0,,,,,,1.0,,,5.0,,,,,,0.0,8.0,,,1.0,,,3.0,,,,,4.0,8.0,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206915,Curtis Jones,Midfielder,Liverpool,14,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112338,Emre Can,Midfielder,Liverpool,14,Germany,2017-18,123.0,5.0,2.4309,0.0,5.0,67.0,22.0,160.0,26.0,29.0,24.0,223.0,6.0,1543.0,,5.0,2.0,,95.0,5.0,2094.0,49.0,163.0,47.0,117.0,1244.0,35.0,26.1476,21.0,6.0,32.0,29.0,,74.0,403.0,27.0,286.0,28.0,416.0,196.0,26.0,13.0,8.0,690.0,26.0,6.0,,191.0,46.0,0.0,1531.0,14.0,7.0,291.0,54.0,24.0,482.0,27.0,28.0,,76.0,242.0,1910.0,13.0,5.0,5.0,31.0,635.0,17.0,1.8442,8.0,63.0,68.0,0.1328,8.0,2.1715,11.0,7.0,4.0,1.0,3.0,,1.0,4.0,1.0,4.0,1.0,4.0,3.0,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
41733,Georginio Wijnaldum,Midfielder,Liverpool,14,Netherlands,2017-18,101.0,1.0,1.5593,0.0,14.0,34.0,24.0,109.0,33.0,26.0,27.0,128.0,1.0,1266.0,4.0,10.0,6.0,1.0,45.0,1.0,2387.0,29.0,108.0,27.0,92.0,1092.0,47.0,25.7461,20.0,4.0,19.0,23.0,4.0,72.0,403.0,17.0,209.0,18.0,257.0,173.0,33.0,11.0,13.0,621.0,22.0,1.0,4.0,164.0,16.0,0.0,1243.0,14.0,7.0,227.0,23.0,42.0,342.0,13.0,25.0,,46.0,264.0,1593.0,6.0,6.0,10.0,6.0,518.0,7.0,2.8007,1.0,19.0,36.0,0.1076,10.0,1.8793,2.0,12.0,4.0,1.0,1.0,,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,5.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,
15157,James Milner,Midfielder,Liverpool,14,England,2017-18,95.0,14.0,3.5573,0.0,8.0,58.0,13.0,155.0,32.0,20.0,16.0,201.0,57.0,1480.0,,4.0,16.0,60.0,41.0,29.0,1762.0,18.0,115.0,63.0,92.0,1194.0,43.0,20.9803,31.0,3.0,22.0,25.0,4.0,77.0,414.0,22.0,210.0,28.0,492.0,125.0,32.0,13.0,4.0,871.0,23.0,94.0,4.0,169.0,23.0,0.0,1421.0,8.0,25.0,349.0,45.0,12.0,323.0,29.0,21.0,33.0,85.0,251.0,1904.0,27.0,3.0,4.0,15.0,437.0,24.0,1.0698,3.0,46.0,42.0,0.1526,5.0,0.5916,7.0,3.0,1.0,1.0,2.0,15.0,,1.0,1.0,5.0,1.0,3.0,,,,,4.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,
56979,Jordan Henderson,Midfielder,Liverpool,14,England,2017-18,90.0,4.0,2.423,0.0,4.0,51.0,11.0,220.0,27.0,33.0,25.0,325.0,17.0,2085.0,,4.0,2.0,5.0,39.0,5.0,2172.0,11.0,98.0,50.0,70.0,1608.0,19.0,24.4845,24.0,1.0,20.0,21.0,,79.0,611.0,14.0,188.0,31.0,617.0,213.0,27.0,18.0,7.0,1019.0,20.0,20.0,,149.0,28.0,0.0,2040.0,8.0,8.0,382.0,33.0,8.0,605.0,26.0,31.0,2.0,152.0,252.0,2350.0,4.0,4.0,4.0,29.0,746.0,14.0,1.2323,1.0,105.0,69.0,0.0596,3.0,0.838,7.0,12.0,2.0,,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
210237,Marko Grujic,Midfielder,Liverpool,14,Serbia,2017-18,3.0,,0.0018,0.0,,2.0,,2.0,3.0,1.0,,3.0,,14.0,,,3.0,,2.0,,14.0,2.0,2.0,,2.0,11.0,,,1.0,,,,,1.0,2.0,,5.0,,7.0,2.0,3.0,,,8.0,,,,3.0,,0.0,14.0,,,4.0,2.0,,3.0,,,,,2.0,17.0,,,,,3.0,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217989,Rafael Camacho,Midfielder,Liverpool,14,Portugal,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
