playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCornersIntoBox,penaltyGoalsConceded,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,secondGoalAssists,successfulCrossesOpenPlay,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,throwInsToOppositionPlayer,oboxTarget,interceptions,unsuccessfulLaunches,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,offsides,foulWonPenalty,lastPlayerTackle,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,clearancesOffTheLine,penaltiesSaved,savesFromPenalty,headedGoals,penaltyGoals,otherGoals
243016,Alexis Mac Allister,Midfielder,Liverpool,14,Argentina,2025-26,137.0,1.682,0.0,20.0,12.0,1.0,2.659,53.0,32.0,5.0,146.0,37.0,4.0,44.0,31.0,193.0,9.0,1438.0,2.0,1.0,9.0,6.0,37.0,5.0,2662.0,5.0,20.0,113.0,10.0,71.0,96.0,1197.0,65.0,36.8955,31.0,7.0,35.0,41.0,11.0,117.0,492.0,32.0,2.0,250.0,39.0,1.0,411.0,112.0,37.0,2.0,27.0,,16.0,797.0,31.0,11.0,45.0,11.0,213.0,17.0,0.0,1386.0,20.0,11.0,290.0,26.0,11.0,9.0,314.0,35.0,48.0,221.0,1862.0,6.0,11.0,9.0,457.0,21.0,3.8912,7.0,47.0,51.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,11.0,6.0,5.0,9.0,1.0,1.0,5.0,21.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206915,Curtis Jones,Midfielder,Liverpool,14,England,2025-26,99.0,2.7885,0.0,6.0,7.0,2.0,2.5225,40.0,17.0,13.0,109.0,34.0,2.0,22.0,18.0,138.0,14.0,1647.0,1.0,0.0,1.0,16.0,38.0,3.0,1929.0,3.0,27.0,102.0,7.0,29.0,91.0,1447.0,51.0,32.607,19.0,2.0,29.0,37.0,5.0,72.0,360.0,29.0,0.0,201.0,15.0,1.0,553.0,144.0,34.0,1.0,16.0,,12.0,940.0,30.0,14.0,35.0,5.0,163.0,11.0,0.0,1615.0,10.0,6.0,233.0,24.0,22.0,6.0,493.0,17.0,62.0,241.0,2013.0,55.0,9.0,1.0,570.0,9.0,2.7656,2.0,29.0,37.0,,3.0,,2.0,1.0,,1.0,2.0,1.0,3.0,1.0,,2.0,3.0,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424876,Dominik Szoboszlai,Midfielder,Liverpool,14,Hungary,2025-26,155.0,6.8059,1.0,24.0,23.0,2.0,4.1535,56.0,47.0,7.0,189.0,36.0,7.0,53.0,36.0,268.0,55.0,2187.0,6.0,3.0,16.0,,43.0,3.0,3233.0,3.0,24.0,131.0,11.0,71.0,112.0,1789.0,69.0,45.7125,71.0,10.0,58.0,52.0,8.0,131.0,391.0,30.0,1.0,286.0,26.0,3.0,545.0,187.0,36.0,5.0,24.0,1.0,24.0,1217.0,41.0,137.0,51.0,8.0,243.0,19.0,1.0,2091.0,24.0,35.0,519.0,32.0,26.0,8.0,778.0,41.0,130.0,473.0,2996.0,132.0,1.0,16.0,770.0,17.0,4.8468,8.0,79.0,94.0,32.0,3.0,61.0,2.0,1.0,,20.0,104.0,8.0,14.0,68.0,2.0,8.0,14.0,30.0,43.0,,,,,,,,,,,,,,,2.0,,1.0,4.0,14.0,14.0,0.6297,1.0,,,,,,
494595,Florian Wirtz,Midfielder,Liverpool,14,Germany,2025-26,149.0,5.1711,0.0,19.0,18.0,3.0,6.5207,34.0,32.0,12.0,191.0,33.0,3.0,80.0,27.0,220.0,18.0,1421.0,5.0,1.0,10.0,6.0,47.0,11.0,2388.0,11.0,40.0,99.0,7.0,61.0,92.0,1161.0,161.0,31.7224,57.0,1.0,13.0,32.0,9.0,109.0,415.0,19.0,1.0,248.0,29.0,4.0,342.0,115.0,33.0,4.0,8.0,1.0,35.0,929.0,25.0,27.0,71.0,9.0,201.0,7.0,0.0,1398.0,14.0,21.0,378.0,26.0,39.0,2.0,315.0,22.0,40.0,349.0,1875.0,22.0,18.0,10.0,277.0,9.0,7.025,1.0,29.0,39.0,4.0,2.0,9.0,1.0,2.0,1.0,,20.0,2.0,2.0,5.0,1.0,3.0,2.0,11.0,12.0,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,0.0739,,,,,,,
491501,James McConnell,Midfielder,Liverpool,14,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596042,Kieran Morrison,Midfielder,Liverpool,14,Northern Ireland,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514515,Michael Laffey,Midfielder,Liverpool,14,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441266,Ryan Gravenberch,Midfielder,Liverpool,14,Netherlands,2025-26,124.0,2.2569,0.0,13.0,13.0,3.0,3.0881,59.0,25.0,8.0,157.0,36.0,3.0,37.0,34.0,207.0,7.0,1860.0,5.0,1.0,11.0,2.0,49.0,1.0,2996.0,1.0,22.0,160.0,7.0,40.0,133.0,1630.0,31.0,39.6381,26.0,5.0,53.0,42.0,2.0,102.0,508.0,42.0,0.0,284.0,20.0,4.0,489.0,128.0,36.0,4.0,23.0,1.0,23.0,977.0,35.0,7.0,49.0,2.0,235.0,27.0,0.0,1840.0,12.0,10.0,327.0,36.0,32.0,12.0,605.0,38.0,23.0,258.0,2367.0,6.0,6.0,11.0,676.0,26.0,1.8986,5.0,50.0,62.0,,2.0,,1.0,1.0,,,,9.0,7.0,,3.0,,7.0,48.0,21.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
535928,Stefan Bajcetic,Midfielder,Liverpool,14,Spain,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530331,Tommy Pilling,Midfielder,Liverpool,14,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
