playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,successfulLaunches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,lastPlayerTackle,penaltiesSaved,savesFromPenalty,crossesNotClaimed,foulWonPenalty,redCards2ndYellow,secondGoalAssists,clearancesOffTheLine,otherGoals,penaltiesTaken,penaltyGoals
243016,Alexis Mac Allister,Midfielder,Liverpool,14,Argentina,2024-25,187.0,13.0,14.0,4.7247,95.0,6.0,35.0,1424.0,5.0,2.0,3.0,5.0,5.0,7.0,7.0,35.0,3.0,151.0,20.0,1.0,25.5772,40.0,8.0,40.0,1.0,148.0,35.0,2.0,1.0,21.0,64.0,43.0,1.0,1383.0,11.0,326.0,58.0,1.0,322.0,62.0,42.0,49.0,274.0,1954.0,9.0,2.0,414.0,1.0,38.0,52.0,2.0,5.639,0.0,0.0612,1.0,25.0,144.0,5.0,35.0,30.0,182.0,18.0,71.0,54.0,9.0,2.0,22.0,2607.0,2.0,170.0,86.0,1193.0,63.0,29.0,24.0,152.0,431.0,357.0,55.0,2.0,397.0,2.0,37.0,850.0,21.0,2.0,8.0,303.0,19.0,0.0,16.0,16.0,6.0,22.0,13.0,5.0,24.0,49.0,2.8328,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
206915,Curtis Jones,Midfielder,Liverpool,14,England,2024-25,84.0,15.0,13.0,4.7774,39.0,2.0,33.0,1059.0,3.0,1.0,1.0,5.0,14.0,7.0,7.0,14.0,1.0,76.0,,1.0,26.5474,19.0,10.0,25.0,2.0,97.0,33.0,2.0,1.0,8.0,7.0,44.0,,1029.0,6.0,146.0,22.0,,251.0,18.0,,22.0,255.0,1367.0,28.0,,409.0,1.0,14.0,16.0,1.0,1.5781,1.0,,,19.0,53.0,3.0,12.0,19.0,67.0,7.0,1.0,28.0,1.0,3.0,1.0,1710.0,,90.0,23.0,970.0,64.0,8.0,27.0,70.0,314.0,174.0,13.0,2.0,239.0,3.0,17.0,584.0,26.0,,10.0,146.0,14.0,0.0,8.0,12.0,9.0,7.0,13.0,5.0,4.0,13.0,4.3357,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
424876,Dominik Szoboszlai,Midfielder,Liverpool,14,Hungary,2024-25,134.0,25.0,23.0,3.5471,38.0,5.0,36.0,1243.0,6.0,4.0,4.0,13.0,7.0,10.0,10.0,23.0,4.0,83.0,5.0,1.0,30.2011,50.0,12.0,24.0,1.0,133.0,36.0,1.0,5.0,17.0,28.0,40.0,4.0,1178.0,19.0,285.0,20.0,4.0,290.0,44.0,10.0,54.0,388.0,1661.0,35.0,1.0,432.0,1.0,29.0,46.0,6.0,5.8831,0.0,0.1918,,42.0,148.0,6.0,44.0,29.0,177.0,18.0,17.0,42.0,8.0,7.0,13.0,2496.0,3.0,102.0,61.0,1012.0,108.0,14.0,29.0,111.0,290.0,236.0,34.0,2.0,275.0,7.0,18.0,647.0,25.0,,12.0,194.0,19.0,0.0,18.0,21.0,5.0,9.0,12.0,13.0,11.0,15.0,7.3435,6.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
444884,Harvey Elliott,Midfielder,Liverpool,14,England,2024-25,16.0,4.0,4.0,1.3269,5.0,1.0,18.0,269.0,1.0,1.0,1.0,2.0,16.0,2.0,2.0,2.0,1.0,10.0,2.0,,7.7442,8.0,2.0,1.0,0.0,15.0,18.0,,1.0,4.0,9.0,8.0,1.0,260.0,9.0,65.0,3.0,1.0,81.0,,2.0,18.0,69.0,350.0,8.0,1.0,80.0,,6.0,8.0,,0.6524,0.0,0.0675,,13.0,34.0,2.0,3.0,2.0,40.0,7.0,6.0,3.0,,1.0,3.0,360.0,,11.0,9.0,211.0,23.0,3.0,6.0,14.0,43.0,27.0,5.0,0.0,76.0,1.0,2.0,152.0,5.0,,2.0,24.0,1.0,0.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,,1.7614,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
491501,James McConnell,Midfielder,Liverpool,14,England,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
596042,Kieran Morrison,Midfielder,Liverpool,14,Northern Ireland,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
441266,Ryan Gravenberch,Midfielder,Liverpool,14,Netherlands,2024-25,140.0,7.0,5.0,0.3837,69.0,8.0,37.0,1904.0,,,,6.0,,,,14.0,5.0,158.0,,,36.6996,22.0,1.0,52.0,0.0,193.0,37.0,,,30.0,3.0,56.0,,1882.0,8.0,324.0,35.0,,596.0,47.0,,41.0,321.0,2462.0,10.0,,765.0,,42.0,58.0,4.0,3.5328,1.0,,4.0,13.0,158.0,4.0,29.0,37.0,200.0,3.0,,40.0,11.0,5.0,4.0,3168.0,,184.0,40.0,1663.0,28.0,57.0,35.0,126.0,482.0,324.0,25.0,,505.0,5.0,34.0,943.0,30.0,,1.0,284.0,26.0,1.0,5.0,37.0,10.0,60.0,9.0,6.0,18.0,21.0,1.1183,6.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
591386,Trey Nyoni,Midfielder,Liverpool,14,England,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
440148,Tyler Morton,Midfielder,Liverpool,14,England,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
158983,Wataru Endo,Midfielder,Liverpool,14,Japan,2024-25,26.0,,,,12.0,,20.0,189.0,,,,,19.0,,,4.0,,21.0,,,3.8637,2.0,,7.0,0.0,14.0,20.0,,,,1.0,3.0,,187.0,,21.0,8.0,,54.0,15.0,,4.0,35.0,253.0,4.0,,90.0,,,3.0,,0.1018,0.0,,,,11.0,,5.0,1.0,11.0,1.0,,7.0,,,,261.0,,24.0,9.0,174.0,3.0,8.0,5.0,22.0,51.0,50.0,7.0,,49.0,,4.0,88.0,5.0,,,43.0,3.0,0.0,,2.0,1.0,6.0,1.0,,,12.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
