season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896944,1,2,Leeds_United,Away,18184,39790,Kiko Casilla,kiko-casilla,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896944,1,2,Leeds_United,Away,906076,437495,Illan Meslier,illan-meslier,G,False,,1.0,9.0,2.0,33.0,35.0,,1.0,16.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,2.0,,,13.0,1.0,6.2,1.0,3.0,,,2.0,,,1.0,20.0,,9.0,38.0,47.0,0,,63.0,,,,
2020-21,8896915,2,2,Leeds_United,Home,906076,437495,Illan Meslier,illan-meslier,G,False,,,15.0,2.0,28.0,30.0,,,7.0,,,,,,,,,,,,,,,,,1.0,,90.0,,,,,1.0,,,5.0,1.0,6.3,1.0,3.0,,,1.0,,,,20.0,,5.0,30.0,35.0,0,,46.0,,,,
2020-21,8896915,2,2,Leeds_United,Home,947954,463912,Elia Caprile,elia-caprile,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896946,3,2,Leeds_United,Away,906076,437495,Illan Meslier,illan-meslier,G,False,,1.0,,,27.0,27.0,,,13.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,3.0,,8.1,3.0,4.0,,,,,,1.0,3.0,,3.0,27.0,30.0,0,,45.0,,1.0,,
2020-21,8896946,3,2,Leeds_United,Away,947954,463912,Elia Caprile,elia-caprile,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896898,4,2,Leeds_United,Home,906076,437495,Illan Meslier,illan-meslier,G,False,,,14.0,2.0,38.0,40.0,,,7.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,90.0,,,,,,,,12.0,1.0,6.4,,1.0,,,1.0,,,,24.0,,8.0,43.0,51.0,0,,62.0,,,,
2020-21,8896898,4,2,Leeds_United,Home,947954,463912,Elia Caprile,elia-caprile,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896918,5,2,Leeds_United,Home,18184,39790,Kiko Casilla,kiko-casilla,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896918,5,2,Leeds_United,Home,906076,437495,Illan Meslier,illan-meslier,G,False,,,4.0,,24.0,24.0,,1.0,6.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,3.0,,6.8,1.0,2.0,,,,,,,6.0,,,27.0,27.0,0,,36.0,,1.0,,
