season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025059,1,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025059,1,2,Leeds_United,Home,871290,201595,Lucas Perri,lucas-perri,G,False,,,4.0,2.0,15.0,17.0,,2.0,,8.0,,,,,,,,2.0,,,0.00121747,,,,0.0,,0.1047,1.0,,,,,0.0,1.03,0.04,0.0,3.85,90.0,,,,,,,,12.0,,2.0,6.6,1.0,1.0,,,,2.0,,,,16.0,,13.0,16.0,29.0,,,0,,36.0,,,,
2025-26,14025065,2,2,Leeds_United,Away,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025065,2,2,Leeds_United,Away,871290,201595,Lucas Perri,lucas-perri,G,False,,,8.0,4.0,12.0,16.0,,,,4.0,,,,,,,,,,,0.00081185,,,,0.0,,-2.2252,,,,,,,,,,,90.0,,,,,1.0,,,17.0,,,5.1,,,,,,,,,,24.0,,18.0,14.0,32.0,,,0,,35.0,,,,
2025-26,14025100,3,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025100,3,2,Leeds_United,Home,871290,201595,Lucas Perri,lucas-perri,G,False,,,8.0,7.0,4.0,11.0,,,,8.0,,,,,,,,,,,0.00247487,,,,0.0,,0.1351,1.0,,,,,,,,,,90.0,,,,,,,,29.0,,,6.5,1.0,2.0,,,,1.0,,,,35.0,,29.0,9.0,38.0,,,0,,48.0,,,,
2025-26,14025139,4,2,Leeds_United,Away,123689,59735,Karl Darlow,karl-darlow,G,False,,,8.0,5.0,15.0,20.0,,1.0,,12.0,,,,,,,,2.0,,,0.00150242,,,,0.0,,-0.1157,1.0,,,,,,,,,,90.0,,,,,,,,14.0,,1.0,8.0,1.0,3.0,,,,1.0,,,,22.0,,18.0,16.0,34.0,,,0,,48.0,,2.0,,
2025-26,14025139,4,2,Leeds_United,Away,906076,437495,Illan Meslier,illan-meslier,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025178,5,2,Leeds_United,Away,123689,59735,Karl Darlow,karl-darlow,G,False,,,7.0,5.0,13.0,18.0,,2.0,,15.0,,,,,,,,3.0,,,0.00205406,,,,0.0,,0.3063,1.0,,,,,,,,,,90.0,,,,,,,,18.0,,2.0,7.2,4.0,5.0,,,,2.0,,,,24.0,,20.0,15.0,35.0,,,0,,54.0,,1.0,,
2025-26,14025178,5,2,Leeds_United,Away,906076,437495,Illan Meslier,illan-meslier,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025196,6,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,False,,,11.0,8.0,21.0,29.0,,,,12.0,,,,,,,,1.0,,,0.00131982,,,,0.0,,-0.6868,,,,,,,,,,,90.0,,,,,,,,19.0,,1.0,6.7,3.0,3.0,,,,1.0,,,,30.0,,23.0,25.0,48.0,,,0,,60.0,,1.0,,
2025-26,14025196,6,2,Leeds_United,Home,906076,437495,Illan Meslier,illan-meslier,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025225,7,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,False,,,5.0,5.0,18.0,23.0,,,,9.0,,,,,,,,,,,0.00901367,,,,0.0,,-1.4004,1.0,,,,,,,,,,90.0,,,,,,,,14.0,,,5.7,,1.0,,,,2.0,,,,19.0,,19.0,18.0,37.0,,,0,,44.0,,,,
2025-26,14025225,7,2,Leeds_United,Home,906076,437495,Illan Meslier,illan-meslier,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025235,8,2,Leeds_United,Away,123689,59735,Karl Darlow,karl-darlow,G,False,,1.0,2.0,2.0,13.0,15.0,,,,5.0,,,,,,,,,,,0.00087018,,,,0.0,,-0.7921,1.0,,,,,,,,,,90.0,,,,,,,,10.0,,,5.9,,1.0,,,,,,,1.0,11.0,,7.0,18.0,25.0,,,0,,31.0,,,,
2025-26,14025235,8,2,Leeds_United,Away,871290,201595,Lucas Perri,lucas-perri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025265,9,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025265,9,2,Leeds_United,Home,871290,201595,Lucas Perri,lucas-perri,G,False,,1.0,10.0,7.0,18.0,25.0,,,,8.0,,,,,,,,,,,0.00318565,,,,0.0,,0.0311,1.0,,,,,,,,,,90.0,,,,,,,,15.0,,,7.4,2.0,2.0,,,,3.0,,,1.0,24.0,,20.0,19.0,39.0,,,0,,52.0,,,,
