season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,3.0,1.0,4.0,,,,,,,,,,,1.0,2.0,,,0.00422554,,,1.0,0.0,,,,,,,,13.0,,,,,,,7.0,,6.8,,,,,,1.0,1.0,,,,8.0,2.0,9.0,0,1.0,13.0,1.0,,1.0,1.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,0.00139014,,,,0.0,,,,,,,,25.0,,,,,,,4.0,,6.5,,,,,,,,,,,2.0,3.0,5.0,0,,8.0,,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,1.0,,1.0,6.0,9.0,14.0,2.0,2.0,3.0,,,,1.0,,,2.0,8.0,7.0,,,0.0245474,0.1862,0.8357,1.0,0.0,,,,,,,,90.0,2.0,,,,,,12.0,,6.5,,,,,1.0,2.0,1.0,,1.0,1.0,10.0,10.0,19.0,2,5.0,39.0,3.0,,,2.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,,,1.0,9.0,7.0,16.0,1.0,,,,,,,,,1.0,5.0,3.0,,,0.191138,,,,0.0,,,,,,2.0,,71.0,,,,,,,7.0,,6.6,,,,,,3.0,1.0,,1.0,,10.0,8.0,17.0,0,,28.0,,3.0,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,1.0,3.0,,3.0,,,2.0,,,,,,,,,1.0,,,0.00661071,,,,0.0,,,,,,,,8.0,,,,,,,6.0,,6.3,,,,,,,,,3.0,,4.0,1.0,5.0,0,1.0,11.0,2.0,,,
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,4.0,,,0.00120333,,,,0.0,,,,,,,,19.0,,,,,,,4.0,,6.6,,,,,1.0,,,,1.0,,3.0,2.0,5.0,0,4.0,12.0,1.0,,,1.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,1.0,,,29.0,14.0,42.0,,,5.0,,,,1.0,,,,3.0,5.0,,,0.0210852,,,2.0,0.0,,,,,2.0,,,82.0,,,,,,,2.0,,6.9,,,,,1.0,,1.0,,1.0,,31.0,14.0,44.0,0,5.0,55.0,,,,2.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,1035996,509291,André,andre,M,False,,,2.0,19.0,18.0,37.0,,,3.0,,,1.0,,,,,,8.0,,,0.00983333,0.0578,,,0.0,,,,,1.0,,,90.0,,1.0,,,,,2.0,,7.2,,,,,,1.0,,,2.0,,20.0,19.0,39.0,1,3.0,53.0,,4.0,1.0,2.0
2024-25,12436957,5,39,Wolverhampton_Wanderers,Away,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,False,2.0,,2.0,13.0,31.0,42.0,1.0,3.0,4.0,,,,,,,1.0,4.0,8.0,,1.0,0.0627807,0.0085,,2.0,0.0,,,,,3.0,,,90.0,,1.0,,,,,17.0,,6.9,,,1.0,,3.0,2.0,3.0,,6.0,1.0,22.0,35.0,54.0,1,2.0,74.0,2.0,1.0,2.0,2.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,1.0,,,14.0,4.0,17.0,2.0,1.0,1.0,,,,,,,1.0,4.0,3.0,,,0.0710258,0.042,0.0615,,0.0,,,,,,1.0,,52.0,1.0,,,,,,9.0,,6.9,,,,,,1.0,2.0,,,,20.0,4.0,22.0,1,1.0,32.0,1.0,1.0,,1.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,2.0,5.0,3.0,8.0,,,1.0,,,,,,,,,,,,0.00726998,,,,0.0,,,,,,,,13.0,,,,,,,3.0,,6.6,,,,,,,1.0,,2.0,,7.0,4.0,10.0,0,,12.0,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,1015267,448089,João Gomes,joao-gomes,M,False,,,,17.0,14.0,31.0,1.0,,9.0,,,,1.0,,,1.0,7.0,1.0,,,0.0100808,,,5.0,0.0,,,,,2.0,,,90.0,,,,,,,12.0,,6.4,,,,,,,,,2.0,,25.0,16.0,41.0,0,1.0,48.0,1.0,,,1.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,1035996,509291,André,andre,M,False,,,2.0,10.0,22.0,32.0,,,5.0,,,,,,,2.0,3.0,3.0,,,0.0104958,,,1.0,0.0,,,,,1.0,,,90.0,,,,,,,7.0,,6.6,,,,,1.0,1.0,,,3.0,,11.0,23.0,34.0,0,1.0,47.0,3.0,1.0,1.0,1.0
2024-25,12437002,6,39,Wolverhampton_Wanderers,Home,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,4.0,1.0,5.0,,,,,,1.0,,,,,2.0,1.0,,,0.0115933,0.1055,,1.0,0.0,,,,,,,,38.0,,,,,,,8.0,,6.5,,,,,,2.0,2.0,,,,8.0,2.0,8.0,1,,15.0,2.0,,1.0,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,1.0,,,8.0,,7.0,,,1.0,,,,,,,,1.0,1.0,,,0.0732729,0.0405,,,0.0,,,,,,2.0,,22.0,,,,,,,3.0,,6.9,,,1.0,,,1.0,1.0,,1.0,,9.0,1.0,9.0,1,1.0,13.0,,,,1.0
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,,,,18.0,10.0,28.0,,3.0,1.0,,1.0,,1.0,,,,3.0,5.0,,,0.0218598,0.2249,0.0333,2.0,0.0,,,,,2.0,1.0,,90.0,1.0,,,1.0,,,9.0,,6.5,,,3.0,,5.0,,1.0,,1.0,,23.0,13.0,35.0,4,2.0,53.0,1.0,,,2.0
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,True,,,,3.0,,3.0,1.0,,,,,,,,,,1.0,,,,0.00293693,,,,1.0,,,,,,1.0,,13.0,,,,,,,3.0,,6.7,,,,,,,3.0,,,,6.0,,3.0,0,,6.0,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,,,1.0,25.0,9.0,34.0,1.0,1.0,3.0,,,1.0,1.0,,,1.0,4.0,5.0,,,0.0261663,0.0213,,,0.0,,,,,,1.0,,77.0,,,,,,,13.0,,6.6,,,,,,1.0,,,2.0,,33.0,11.0,44.0,1,2.0,52.0,1.0,2.0,,2.0
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,1035996,509291,André,andre,M,False,,,2.0,18.0,17.0,35.0,,,6.0,,,,,,,,1.0,2.0,,,0.0107989,0.0118,0.0446,2.0,0.0,,,,,,2.0,,57.0,1.0,,,,,,4.0,,6.8,,,,,1.0,,,,4.0,,21.0,17.0,38.0,1,1.0,47.0,1.0,1.0,,
2024-25,12437008,7,39,Wolverhampton_Wanderers,Away,1069486,463212,Carlos Forbs,carlos-borges,M,False,1.0,,,15.0,1.0,15.0,2.0,1.0,5.0,,,,1.0,,,2.0,5.0,7.0,,,0.0682897,,,,0.0,,,,,,2.0,,68.0,,,,,,,6.0,,6.8,,,,,1.0,1.0,1.0,,,,18.0,2.0,19.0,0,4.0,30.0,,1.0,1.0,4.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,2.0,3.0,1.0,4.0,1.0,1.0,,,,,,,,2.0,3.0,1.0,,,0.00287034,,,,0.0,,,,,,,,10.0,,,,,,,3.0,,6.5,,,,,,,,,2.0,,4.0,1.0,5.0,0,,7.0,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,False,,,4.0,5.0,11.0,16.0,,1.0,3.0,,,,,,,,3.0,3.0,,,0.00369735,,,2.0,0.0,,,,,2.0,,,90.0,,,,,,,4.0,,6.7,,,,,7.0,1.0,,,4.0,,7.0,12.0,19.0,0,2.0,33.0,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,9.0,,1.0,,,,,,,6.5,,,,,1.0,,,,,,,,,0,,2.0,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,1.0,3.0,5.0,8.0,,1.0,1.0,,,,1.0,,,,1.0,2.0,,,0.00303988,,,,0.0,,,,,1.0,,,45.0,,1.0,,,,,1.0,,6.7,,,,,1.0,,,,1.0,,4.0,5.0,9.0,0,1.0,16.0,,,,1.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,1015267,448089,João Gomes,joao-gomes,M,False,,,,4.0,6.0,10.0,1.0,1.0,6.0,,,,2.0,,,2.0,8.0,9.0,,,0.00371381,,,3.0,0.0,,,,,1.0,,,89.0,,,,,,,10.0,,6.7,,,,,2.0,1.0,1.0,,5.0,,7.0,10.0,16.0,0,6.0,37.0,1.0,1.0,1.0,4.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,1035996,509291,André,andre,M,False,,,,,6.0,6.0,,,3.0,,,,,,,2.0,2.0,2.0,,,8.235e-05,,,,0.0,,,,,,,,45.0,,1.0,,,,,4.0,,6.8,,,,,4.0,,,,,,,6.0,6.0,0,2.0,24.0,1.0,,,1.0
2024-25,12437039,8,39,Wolverhampton_Wanderers,Home,1069486,463212,Carlos Forbs,carlos-borges,M,True,,,,3.0,1.0,4.0,,,,,,,,,,,,1.0,,,0.0023359,,,,0.0,,,,,,,,23.0,,,,,,,3.0,,6.6,,,,,,,,,,,5.0,1.0,6.0,0,1.0,9.0,1.0,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,3.0,,,11.0,5.0,13.0,1.0,1.0,1.0,,,,,,,2.0,3.0,3.0,,1.0,0.355819,,,,0.0,,,,,,3.0,,45.0,,,,,,,13.0,,6.5,,,,,,,6.0,,2.0,,18.0,7.0,19.0,0,,34.0,2.0,2.0,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,,0.00052745,,,,0.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,,1.0,0,2.0,4.0,,,,
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,,,,4.0,13.0,17.0,1.0,,3.0,,,,,,,,2.0,4.0,,,0.00139163,,,1.0,0.0,,,,,,,,45.0,,,,,,,2.0,,6.9,,,,,2.0,,,,1.0,,5.0,14.0,19.0,0,4.0,27.0,,,,4.0
2024-25,12437044,9,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
