season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,1.0,3.0,2.0,5.0,1.0,,,,,,,,,,2.0,3.0,,,0.00706388,0.0762,0.0718,,0.0,,,,,,,,12.0,1.0,,,,,,3.0,,6.9,,,,,,3.0,1.0,,1.0,,4.0,3.0,6.0,1,1.0,12.0,,,2.0,
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,,,3.0,14.0,18.0,32.0,1.0,2.0,5.0,,,,1.0,,,,3.0,5.0,,,0.00541459,,,1.0,0.0,,,,,5.0,,,90.0,,3.0,,,,,9.0,,7.1,,,,,2.0,,1.0,,6.0,,18.0,21.0,38.0,0,2.0,54.0,1.0,1.0,,
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,308764,200600,Daniel Podence,daniel-podence,M,True,,,,2.0,,2.0,1.0,,,,,,1.0,,,,2.0,,,,0.00062283,0.0378,,,0.0,,,,,,,,15.0,,,,,,,2.0,,6.5,,,1.0,,,,1.0,,,,4.0,,3.0,1,,6.0,,,,
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,,,1.0,7.0,7.0,14.0,3.0,,2.0,,,,1.0,,,1.0,9.0,4.0,,,0.00168352,0.0695,,2.0,0.0,,,,,,,,57.0,,,,,,,6.0,,6.4,,,1.0,,,2.0,1.0,,1.0,,10.0,7.0,16.0,1,1.0,28.0,,3.0,,1.0
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,False,,,,10.0,,10.0,1.0,2.0,2.0,,,,2.0,,,1.0,4.0,4.0,,,0.00534557,0.054,,,0.0,,,,,,,,75.0,,,,,,,11.0,,6.6,,,1.0,,,1.0,4.0,,1.0,,17.0,2.0,15.0,1,,26.0,1.0,1.0,1.0,
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,,,2.0,21.0,11.0,32.0,2.0,,5.0,,,,3.0,,,,8.0,4.0,,,0.0189534,,,3.0,0.0,,,,,,,,84.0,,1.0,,,,,8.0,,6.6,,,,,,2.0,2.0,,2.0,,26.0,13.0,37.0,0,2.0,46.0,1.0,,2.0,2.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,1.0,5.0,6.0,11.0,,,2.0,,,,1.0,,,,1.0,3.0,,,0.0119497,0.0154,0.0206,,0.0,,,,,1.0,,,22.0,1.0,,,,,,8.0,,7.0,,,,,,1.0,1.0,,1.0,,10.0,8.0,17.0,1,1.0,28.0,,1.0,1.0,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,False,,,2.0,8.0,14.0,22.0,,,1.0,,,,,,,1.0,2.0,4.0,,,0.275775,0.0537,,1.0,0.0,,,,,1.0,,,89.0,,,,,,,4.0,,6.6,,,1.0,,1.0,2.0,,,2.0,,8.0,14.0,22.0,1,2.0,34.0,2.0,,2.0,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,308764,200600,Daniel Podence,daniel-podence,M,True,,,,8.0,1.0,9.0,,,1.0,,,,,,,,,4.0,,,0.0110771,,,,0.0,,,,,,,,31.0,,,,,,,4.0,,6.7,,,,,,2.0,,,1.0,,10.0,2.0,12.0,0,,18.0,,2.0,2.0,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,,,1.0,2.0,1.0,3.0,,,,,,,,,,,3.0,3.0,,,0.00690676,,,1.0,0.0,,,,,,,,68.0,,,,,,,7.0,,6.2,,,,,,2.0,1.0,,1.0,,4.0,3.0,6.0,0,2.0,14.0,1.0,1.0,,1.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,1.0,3.0,6.0,9.0,,,1.0,,,,,,,,1.0,,,,0.00087556,,,1.0,0.0,,,,,,1.0,,9.0,,,,,,,,,6.6,,,,,,,,,1.0,,3.0,6.0,9.0,0,,9.0,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,982613,476502,Boubacar Traoré,boubacar-traore,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,2.0,2.0,,,,,,1.0,,,,,1.0,1.0,,,2.507e-05,0.0132,,,0.0,,,,,,,,22.0,,,,,,,5.0,,6.3,,,,,,1.0,1.0,,,,1.0,3.0,3.0,1,,10.0,1.0,1.0,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,1015267,448089,João Gomes,joao-gomes,M,False,,,3.0,19.0,14.0,33.0,2.0,,6.0,,,,2.0,,,2.0,10.0,6.0,,,0.023632,0.0172,,3.0,0.0,,,,,1.0,,,90.0,,,,,,,9.0,,6.4,,,1.0,,1.0,2.0,,,4.0,,25.0,14.0,39.0,1,5.0,59.0,,,1.0,2.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,1.0,,1.0,,,2.0,,,,2.0,,,,2.0,2.0,,,0.00024281,,,,0.0,,,,,2.0,,,15.0,,,,,,,2.0,,6.7,,,,,,,,,,,1.0,,1.0,0,,10.0,2.0,2.0,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,,,1.0,12.0,14.0,26.0,,,9.0,,,,,,,,,11.0,,,0.0107454,,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,10.0,,7.8,,,,,2.0,1.0,,,2.0,,16.0,17.0,33.0,0,8.0,56.0,3.0,2.0,1.0,5.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,,,,10.0,8.0,18.0,1.0,,4.0,,,1.0,,,,1.0,6.0,,,,0.00482664,0.0666,0.359,3.0,0.0,1.0,,,,1.0,,,75.0,1.0,,,,,,9.0,,6.6,,,,,1.0,2.0,,,,,12.0,9.0,21.0,2,,35.0,2.0,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,1.0,7.0,7.0,14.0,,,,,,1.0,,,,1.0,1.0,,,,0.0202738,0.0394,,,0.0,,,,,,1.0,,30.0,,,,,,,10.0,,6.6,,,1.0,,1.0,,1.0,,4.0,,14.0,9.0,22.0,2,,28.0,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,,,1.0,13.0,5.0,18.0,,,1.0,,,,4.0,,,2.0,10.0,4.0,,,0.00803155,0.0559,,4.0,0.0,,,,,,,,60.0,,,,,,,5.0,,6.4,,,1.0,,1.0,,,,1.0,,14.0,6.0,20.0,1,4.0,30.0,1.0,,,3.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,1035996,509291,André,andre,M,True,,,,1.0,3.0,4.0,,,4.0,,,,1.0,,,,1.0,1.0,,,0.00036111,,,,0.0,,,,,,,,15.0,,,,,,,1.0,,6.5,,,,,,,,,,,2.0,3.0,5.0,0,1.0,6.0,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,2.0,,2.0,,,,,,,1.0,,,,1.0,,,,0.00580361,,,,0.0,,,,,,,,13.0,,,,,,,1.0,,6.5,,,,,,,,,,,3.0,,3.0,0,,3.0,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,False,1.0,,1.0,18.0,10.0,27.0,,2.0,6.0,1.0,,,,,,,2.0,5.0,,,0.307538,0.5539,0.5535,2.0,0.0,1.0,,,,2.0,2.0,,90.0,1.0,,,,,,7.0,,8.2,,,1.0,,,2.0,2.0,,1.0,,22.0,11.0,31.0,2,1.0,46.0,1.0,,2.0,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,,,1.0,10.0,5.0,15.0,2.0,,3.0,,,,,,,2.0,8.0,5.0,,,0.00716498,0.116,,1.0,0.0,,,,,3.0,1.0,,70.0,,,,,,,8.0,,6.7,,,1.0,,,4.0,1.0,,3.0,,12.0,6.0,17.0,1,2.0,34.0,,2.0,1.0,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,2.0,12.0,6.0,18.0,,,,,,,1.0,,,,1.0,,,,0.0389643,,,,0.0,,,,,,,,13.0,,,,,,,2.0,,6.6,,,,,,,1.0,,2.0,,14.0,6.0,19.0,0,,20.0,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,1015267,448089,João Gomes,joao-gomes,M,False,1.0,,2.0,29.0,21.0,49.0,2.0,,7.0,,,,1.0,,,,3.0,6.0,,,0.0195547,0.0799,,,0.0,,,,,,,,90.0,,,,,,,4.0,,7.1,,,1.0,,,,1.0,,2.0,,33.0,21.0,53.0,1,5.0,63.0,,1.0,,3.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,1035996,509291,André,andre,M,False,,,4.0,15.0,25.0,40.0,,,4.0,,,,,,,1.0,4.0,5.0,,,0.170875,,,3.0,0.0,,,,,,1.0,,77.0,,1.0,,,,,1.0,,7.1,,,,,,1.0,,,4.0,,15.0,25.0,40.0,0,2.0,49.0,,2.0,1.0,1.0
