season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,6562,19624,João Moutinho,joao-moutinho,M,False,1.0,,5.0,35.0,24.0,58.0,,1.0,6.0,,,,,,,,,4.0,,,,,,,,,,,85.0,,,,,,,8.0,,6.9,,,1.0,,1.0,1.0,4.0,,7.0,,43.0,24.0,63.0,1,1.0,74.0,,1.0,1.0,
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,280955,171317,Rúben Neves,ruben-neves,M,False,1.0,,10.0,37.0,40.0,76.0,1.0,,5.0,1.0,,1.0,,,,,4.0,4.0,,,1.0,1.0,1.0,,,1.0,1.0,,90.0,1.0,,,,,,20.0,,8.6,,,1.0,,,3.0,3.0,,15.0,,50.0,44.0,91.0,3,1.0,108.0,,2.0,1.0,1.0
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,True,,,,3.0,3.0,6.0,1.0,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,5.0,,,,,,,3.0,,6.3,,,,,,,,,,,3.0,3.0,6.0,0,,10.0,1.0,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,6562,19624,João Moutinho,joao-moutinho,M,False,,,1.0,38.0,21.0,59.0,2.0,1.0,7.0,,,,8.0,,,2.0,15.0,9.0,,,1.0,,,,1.0,1.0,2.0,,90.0,,,,,,,27.0,,6.4,,,1.0,,,3.0,9.0,,5.0,,58.0,22.0,71.0,1,7.0,100.0,2.0,,1.0,4.0
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,280955,171317,Rúben Neves,ruben-neves,M,False,,,7.0,39.0,30.0,69.0,1.0,,5.0,,,,2.0,,,,6.0,3.0,,,2.0,,,,,2.0,,,90.0,1.0,,,,,,14.0,,6.8,,,1.0,,,1.0,5.0,,10.0,,50.0,31.0,76.0,2,2.0,92.0,1.0,1.0,,1.0
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,True,,,2.0,9.0,2.0,11.0,,,,,,,,,,1.0,3.0,,,,1.0,,,,,,,,21.0,,,,,,,5.0,,6.2,,,,,,1.0,,,2.0,,11.0,2.0,13.0,0,,16.0,1.0,,,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,6562,19624,João Moutinho,joao-moutinho,M,False,1.0,,5.0,17.0,11.0,27.0,1.0,,5.0,1.0,,,5.0,,,,9.0,4.0,,,3.0,1.0,,,,1.0,2.0,,90.0,,,,,,,10.0,,6.8,,,,,1.0,,5.0,,5.0,,24.0,14.0,33.0,0,3.0,46.0,,1.0,,1.0
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,280955,171317,Rúben Neves,ruben-neves,M,False,,,3.0,8.0,16.0,24.0,,1.0,7.0,,,1.0,2.0,,,,4.0,6.0,,,2.0,,,,,1.0,1.0,,90.0,,4.0,,,,,13.0,,7.4,,,3.0,,2.0,,1.0,,6.0,,12.0,23.0,34.0,4,4.0,56.0,2.0,1.0,,2.0
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,6562,19624,João Moutinho,joao-moutinho,M,False,2.0,,5.0,41.0,22.0,61.0,1.0,2.0,9.0,1.0,,,1.0,,,,3.0,6.0,,,1.0,,,,,2.0,3.0,,90.0,,1.0,,,,,9.0,,8.1,,,2.0,,3.0,2.0,7.0,,7.0,,49.0,23.0,65.0,2,2.0,86.0,,,2.0,2.0
