season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352327,1,39,Wolverhampton_Wanderers,Away,138573,88484,Pablo Sarabia,pablo-sarabia,M,False,,,,9.0,3.0,12.0,,,1.0,,,1.0,1.0,,2.0,4.0,,,,0.304906,0.058,0.0,1.0,,,,,,,3.0,,63.0,,1.0,,,,,8.0,,7.0,,,,,,,,,,,12.0,4.0,16.0,1,,28.0,1.0,,,
2023-24,11352327,1,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,,,1.0,15.0,27.0,42.0,,,8.0,,,3.0,,,,1.0,2.0,,,0.0147157,0.101,0.0,1.0,,,,,,3.0,,,90.0,,,,,,,11.0,,6.8,,,,,1.0,1.0,,,2.0,,20.0,31.0,51.0,3,1.0,66.0,1.0,,1.0,
2023-24,11352327,1,39,Wolverhampton_Wanderers,Away,879349,247632,Pedro Neto,pedro-neto,M,False,5.0,,1.0,21.0,8.0,24.0,,,8.0,1.0,,,2.0,,,4.0,5.0,,,0.350883,0.8817,0.2636,,,,,,,,4.0,,90.0,2.0,,,,,,25.0,,7.8,,,1.0,,,6.0,15.0,,3.0,,38.0,11.0,34.0,3,,64.0,2.0,1.0,4.0,
2023-24,11352327,1,39,Wolverhampton_Wanderers,Away,982613,476502,Boubacar Traoré,boubacar-traore,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352327,1,39,Wolverhampton_Wanderers,Away,988882,240299,Joe Hodge,hodge-joe,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352327,1,39,Wolverhampton_Wanderers,Away,1013928,490721,Hugo Bueno,hugo-bueno,M,True,2.0,,,9.0,4.0,11.0,2.0,,2.0,,,1.0,,,,2.0,2.0,,,0.135388,0.0393,0.0,,,,,,,,1.0,,13.0,,,,,,,5.0,,7.0,,,,,,1.0,4.0,,,,14.0,4.0,14.0,1,1.0,24.0,,,1.0,1.0
2023-24,11352327,1,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,,,1.0,12.0,19.0,31.0,,2.0,8.0,,,1.0,2.0,,2.0,6.0,11.0,,,0.027964,0.0101,0.0,1.0,,,,,,,2.0,,88.0,,,,,,,12.0,,7.3,,,,,2.0,3.0,,,2.0,,16.0,22.0,38.0,1,4.0,55.0,2.0,3.0,2.0,4.0
2023-24,11352428,2,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,2.0,,,10.0,3.0,11.0,,,,1.0,,,,,1.0,2.0,3.0,,,0.316422,0.0162,0.0185,1.0,1.0,,,,,,2.0,,34.0,1.0,,,,,,10.0,,7.5,,,,,,1.0,6.0,,,1.0,17.0,4.0,15.0,1,1.0,27.0,1.0,1.0,1.0,1.0
2023-24,11352428,2,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,False,,,,11.0,27.0,38.0,1.0,1.0,7.0,,1.0,1.0,1.0,,1.0,6.0,6.0,,,0.00995316,0.6837,0.0,2.0,,,,,1.0,1.0,,,90.0,,1.0,,,,,12.0,,6.5,,,1.0,,,3.0,1.0,,1.0,,16.0,28.0,43.0,2,3.0,63.0,2.0,,2.0,2.0
2023-24,11352428,2,39,Wolverhampton_Wanderers,Home,879349,247632,Pedro Neto,pedro-neto,M,False,,,1.0,21.0,6.0,27.0,1.0,,4.0,,,1.0,,,2.0,6.0,5.0,,,0.0384888,0.1376,0.0,1.0,,,,,,1.0,2.0,,90.0,,,,,,,19.0,,6.8,,,1.0,,,5.0,4.0,,1.0,,29.0,6.0,31.0,2,1.0,55.0,3.0,1.0,3.0,
