matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987699,11,2018-11-03 15:00:00,4,Newcastle,Home,110.0,15.0,3.0,5.0,2.0,4.0,,116.0,4.0,,1.0,3.0,2.0,23.0,221.0,,,14.0,34.0,25.0,3.0,,,,,1.0,,,2.0,,,,,4.0,,,,,,1.0,4.0,14.0,2.0,4.0,6.0,42.0,53.0,1.0,,1.0,2.0,15.0,4.0,3.0,,,8.0,6.0,5.0,,8.0,,56.0,62.0,2.0,29.0,15.0,,,41.0,12.0,10.0,,,2.0,,2.0,147.0,1.0,,,,1.0,,9.0,,,1.0,15.0,,14.0,14.0,1.0,1.0,71.0,81.0,35.0,9.0,,2.0,2.0,2.0,304.0,5.0,,,47.0,48.0,33.0,,,,,162.0,162.0,3.0,27.0,20.0,41.9,,,,,15.0,0.0,66.0,1.0,,1.0,,,4.0,,3.0,36.0,209.0,6.0,4.0,133.0,33.0,29.0,8.0,8.0,19.0,11.0,,69.0,17.0,212.0,,,30.0,3.0,69.0,4.0,326.0,,0.0,10.0,20.0,,22.0,1.0,534.0,20.0,23.0,8.0,8.0,14.0,0.0
987710,12,2018-11-10 15:00:00,4,Newcastle,Home,95.0,24.0,3.0,6.0,3.0,5.0,,133.0,5.0,,1.0,7.0,2.0,35.0,222.0,1.0,1.0,13.0,22.0,25.0,7.0,3.0,,1.0,,,,,,,,,,13.0,,,,,,,7.0,10.0,4.0,13.0,5.0,51.0,60.0,4.0,3.0,2.0,3.0,25.0,4.0,5.0,,1.0,7.0,10.0,4.0,,9.0,2.0,54.0,62.0,3.0,33.0,18.0,,,60.0,9.0,11.0,2.0,,4.0,1.0,,151.0,1.0,,1.0,1.0,,,9.0,2.0,,,18.0,,15.0,15.0,3.0,1.0,60.0,70.0,30.0,10.0,,4.0,7.0,6.0,299.0,5.0,2.0,,36.0,84.0,33.0,,,,,167.0,167.0,5.0,26.0,26.0,39.3,,,,,25.0,0.0,61.0,2.0,1.0,3.0,1.0,1.0,8.0,,3.0,76.0,208.0,15.0,11.0,119.0,48.0,33.0,17.0,7.0,22.0,15.0,1.0,126.0,11.0,226.0,,,27.0,3.0,73.0,2.0,323.0,1.0,0.0,18.0,18.0,1.0,21.0,2.0,553.0,25.0,20.0,8.0,7.0,14.0,0.0
987714,13,2018-11-26 20:30:00,4,Newcastle,Away,216.0,17.0,,5.0,5.0,1.0,,154.0,2.0,,2.0,12.0,4.0,34.0,365.0,,1.0,9.0,26.0,28.0,12.0,1.0,,1.0,,,,,,,,1.0,,14.0,,,,,1.0,,4.0,9.0,5.0,8.0,9.0,77.0,75.0,1.0,3.0,,3.0,10.0,6.0,15.0,,,5.0,10.0,8.0,1.0,10.0,1.0,67.0,52.0,3.0,45.0,30.0,,,50.0,11.0,6.0,,,,,,152.0,1.0,,1.0,,1.0,,6.0,,1.0,,30.0,1.0,13.0,13.0,1.0,2.0,107.0,82.0,44.0,5.0,,6.0,8.0,3.0,431.0,2.0,2.0,,72.0,49.0,24.0,,,,,133.0,133.0,4.0,34.0,33.0,43.5,1.0,,,1.0,10.0,0.0,114.0,2.0,1.0,3.0,,1.0,8.0,1.0,2.0,68.0,354.0,3.0,14.0,237.0,38.0,45.0,12.0,2.0,20.0,18.0,1.0,107.0,7.0,233.0,1.0,,31.0,4.0,72.0,1.0,450.0,,0.0,17.0,12.0,1.0,11.0,1.0,648.0,17.0,13.0,7.0,5.0,8.0,0.0
987730,14,2018-12-01 15:00:00,4,Newcastle,Home,205.0,24.0,2.0,6.0,4.0,2.0,1.0,206.0,2.0,1.0,5.0,11.0,7.0,32.0,405.0,,,26.0,22.0,15.0,11.0,3.0,,,,1.0,,,2.0,,,,,11.0,,,,,,1.0,6.0,7.0,,7.0,9.0,76.0,79.0,1.0,1.0,,,25.0,5.0,9.0,,,7.0,15.0,8.0,,18.0,,67.0,43.0,,12.0,5.0,,,57.0,10.0,10.0,,,7.0,4.0,2.0,166.0,,,,,,,5.0,,1.0,,5.0,,14.0,14.0,2.0,5.0,123.0,74.0,41.0,3.0,,6.0,8.0,4.0,475.0,,2.0,,60.0,79.0,47.0,,,,,164.0,164.0,6.0,36.0,31.0,58.7,,,,,25.0,0.0,127.0,1.0,,1.0,1.0,,7.0,1.0,3.0,99.0,392.0,11.0,14.0,221.0,45.0,12.0,16.0,6.0,33.0,27.0,,145.0,6.0,304.0,1.0,2.0,31.0,8.0,69.0,3.0,492.0,,0.0,16.0,11.0,,28.0,3.0,709.0,21.0,17.0,8.0,7.0,5.0,0.0
987740,15,2018-12-05 19:45:00,4,Newcastle,Away,77.0,16.0,,5.0,5.0,5.0,2.0,57.0,6.0,,3.0,,1.0,22.0,129.0,,1.0,13.0,23.0,24.0,5.0,2.0,,1.0,,,,,,,,,,5.0,,,,,,3.0,10.0,12.0,7.0,7.0,1.0,24.0,52.0,3.0,2.0,1.0,7.0,14.0,,14.0,,,2.0,6.0,1.0,,12.0,1.0,68.0,61.0,7.0,63.0,32.0,,,38.0,18.0,7.0,1.0,,2.0,2.0,,101.0,1.0,,1.0,1.0,,,12.0,1.0,4.0,1.0,32.0,,15.0,15.0,,3.0,38.0,58.0,23.0,14.0,,3.0,5.0,5.0,183.0,8.0,,,29.0,36.0,18.0,,,,,123.0,123.0,1.0,31.0,14.0,23.7,,2.0,,2.0,14.0,0.0,41.0,2.0,,2.0,,1.0,3.0,,2.0,26.0,119.0,8.0,8.0,95.0,26.0,63.0,7.0,2.0,11.0,9.0,1.0,55.0,10.0,120.0,4.0,,29.0,1.0,67.0,2.0,204.0,,0.0,8.0,25.0,1.0,20.0,5.0,446.0,11.0,19.0,5.0,2.0,12.0,0.0
987750,16,2018-12-09 16:00:00,4,Newcastle,Home,206.0,16.0,1.0,9.0,8.0,2.0,3.0,140.0,4.0,1.0,2.0,9.0,3.0,27.0,337.0,,,14.0,33.0,26.0,4.0,3.0,,,,,1.0,,1.0,,,,,6.0,,,1.0,,,3.0,7.0,9.0,4.0,7.0,5.0,60.0,66.0,,,,3.0,16.0,3.0,4.0,,,4.0,12.0,10.0,,7.0,3.0,59.0,61.0,3.0,23.0,11.0,,1.0,50.0,10.0,15.0,1.0,,6.0,5.0,1.0,157.0,1.0,,1.0,,1.0,,7.0,,,,11.0,1.0,7.0,7.0,1.0,2.0,103.0,67.0,33.0,6.0,,2.0,6.0,4.0,398.0,2.0,,,69.0,41.0,33.0,,,,,144.0,144.0,8.0,26.0,26.0,50.4,1.0,,,,16.0,0.0,105.0,3.0,1.0,4.0,,,5.0,,3.0,53.0,322.0,4.0,8.0,219.0,39.0,23.0,14.0,3.0,30.0,27.0,,99.0,9.0,236.0,,1.0,29.0,4.0,62.0,,425.0,,1.0,12.0,13.0,,19.0,2.0,608.0,19.0,17.0,8.0,4.0,10.0,0.0
987755,17,2018-12-15 15:00:00,4,Newcastle,Away,73.0,9.0,,,,1.0,,56.0,3.0,,5.0,10.0,6.0,22.0,129.0,,,15.0,32.0,22.0,4.0,,,,,1.0,,,1.0,,1.0,,,6.0,,,,,,1.0,8.0,10.0,5.0,3.0,5.0,26.0,71.0,2.0,1.0,1.0,4.0,15.0,1.0,9.0,,,1.0,2.0,1.0,,10.0,4.0,72.0,48.0,4.0,61.0,30.0,,,19.0,13.0,4.0,1.0,,1.0,,1.0,123.0,1.0,,1.0,1.0,,,11.0,1.0,3.0,1.0,30.0,,16.0,16.0,1.0,5.0,42.0,60.0,20.0,10.0,,,5.0,5.0,214.0,3.0,1.0,,35.0,31.0,11.0,,,,,167.0,167.0,2.0,36.0,22.0,26.5,,,,1.0,15.0,0.0,42.0,1.0,4.0,5.0,1.0,,2.0,,3.0,25.0,122.0,6.0,5.0,114.0,23.0,61.0,14.0,1.0,4.0,3.0,,43.0,9.0,123.0,3.0,,37.0,6.0,66.0,1.0,233.0,,0.0,8.0,17.0,2.0,27.0,1.0,474.0,8.0,26.0,5.0,1.0,7.0,0.0
987769,18,2018-12-22 15:00:00,4,Newcastle,Home,212.0,29.0,1.0,8.0,7.0,1.0,,201.0,2.0,,6.0,6.0,2.0,39.0,405.0,,,21.0,22.0,21.0,4.0,1.0,,,,,,,,,,,,5.0,,,,,,2.0,5.0,2.0,2.0,5.0,4.0,65.0,62.0,,,,1.0,18.0,4.0,9.0,,1.0,6.0,12.0,18.0,,7.0,,49.0,58.0,1.0,10.0,7.0,,,59.0,9.0,11.0,,,2.0,2.0,,158.0,,,,,,,2.0,,,,7.0,,7.0,7.0,1.0,6.0,138.0,75.0,41.0,,,2.0,3.0,,479.0,2.0,3.0,,61.0,86.0,45.0,,,,,161.0,161.0,5.0,22.0,28.0,53.5,,,,,18.0,0.0,138.0,1.0,1.0,2.0,,,5.0,,2.0,109.0,387.0,9.0,5.0,234.0,59.0,10.0,7.0,4.0,36.0,32.0,,156.0,5.0,301.0,,,28.0,3.0,83.0,2.0,499.0,,0.0,9.0,22.0,1.0,25.0,1.0,700.0,25.0,21.0,5.0,6.0,15.0,0.0
987777,19,2018-12-26 15:00:00,4,Newcastle,Away,67.0,18.0,1.0,5.0,4.0,5.0,1.0,84.0,9.0,1.0,4.0,5.0,,28.0,146.0,,,12.0,16.0,16.0,3.0,1.0,,,,,,,,,,,,5.0,,,,,,1.0,6.0,13.0,3.0,4.0,2.0,44.0,52.0,1.0,1.0,,2.0,15.0,,4.0,,,2.0,2.0,8.0,,4.0,2.0,38.0,46.0,2.0,42.0,22.0,,,42.0,10.0,7.0,,,1.0,2.0,,121.0,,,,,,,13.0,,,,22.0,,15.0,15.0,3.0,4.0,34.0,63.0,26.0,10.0,,3.0,1.0,2.0,204.0,4.0,3.0,,47.0,34.0,17.0,1.0,1.0,1.0,,127.0,127.0,2.0,20.0,17.0,25.0,,,,,15.0,0.0,34.0,3.0,1.0,4.0,2.0,,4.0,,2.0,41.0,125.0,7.0,4.0,93.0,38.0,42.0,12.0,2.0,14.0,12.0,,65.0,13.0,154.0,,1.0,22.0,1.0,66.0,1.0,233.0,,0.0,6.0,15.0,,18.0,0.0,432.0,5.0,13.0,8.0,2.0,10.0,0.0
987791,20,2018-12-29 15:00:00,4,Newcastle,Away,101.0,22.0,2.0,4.0,2.0,3.0,,136.0,1.0,1.0,4.0,9.0,6.0,37.0,233.0,,,9.0,31.0,23.0,4.0,3.0,,,,,,,,,,,,4.0,,,,,,2.0,9.0,5.0,7.0,3.0,5.0,50.0,70.0,1.0,,1.0,3.0,16.0,2.0,15.0,,,6.0,10.0,9.0,,3.0,,67.0,69.0,3.0,34.0,22.0,,,62.0,16.0,16.0,1.0,,3.0,2.0,,132.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,1.0,22.0,,18.0,18.0,3.0,4.0,73.0,70.0,32.0,3.0,,4.0,4.0,2.0,295.0,5.0,2.0,,69.0,49.0,32.0,,,,,142.0,142.0,4.0,24.0,30.0,37.3,,2.0,,,16.0,0.0,71.0,2.0,2.0,4.0,,,4.0,,2.0,66.0,216.0,4.0,8.0,120.0,40.0,34.0,12.0,4.0,25.0,21.0,,116.0,8.0,231.0,1.0,1.0,30.0,7.0,80.0,4.0,326.0,,0.0,8.0,22.0,3.0,11.0,2.0,532.0,13.0,13.0,8.0,6.0,20.0,0.0
