matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987598,1,2018-08-11 12:30:00,4,Newcastle,Home,149.0,19.0,1.0,3.0,2.0,2.0,,122.0,2.0,,5.0,9.0,3.0,29.0,268.0,,2.0,26.0,21.0,33.0,6.0,1.0,,,,,,,,,,,1.0,10.0,,,,1.0,,2.0,7.0,12.0,3.0,9.0,6.0,65.0,68.0,2.0,1.0,1.0,2.0,23.0,5.0,4.0,,,3.0,3.0,5.0,,15.0,3.0,62.0,75.0,2.0,17.0,11.0,,2.0,58.0,11.0,12.0,1.0,,1.0,1.0,,167.0,1.0,,1.0,1.0,,,5.0,1.0,,1.0,11.0,2.0,21.0,21.0,1.0,5.0,71.0,65.0,25.0,5.0,,2.0,6.0,2.0,368.0,3.0,1.0,,54.0,59.0,28.0,,,,,184.0,184.0,5.0,27.0,30.0,40.4,1.0,,,,23.0,0.0,84.0,2.0,1.0,3.0,,,8.0,1.0,3.0,53.0,256.0,9.0,9.0,180.0,43.0,17.0,28.0,3.0,12.0,9.0,,108.0,6.0,219.0,,,34.0,5.0,73.0,1.0,387.0,,0.0,15.0,15.0,6.0,36.0,2.0,622.0,23.0,17.0,16.0,3.0,10.0,0.0
987604,2,2018-08-18 12:30:00,4,Newcastle,Away,120.0,14.0,1.0,3.0,2.0,3.0,,65.0,2.0,,7.0,4.0,4.0,18.0,182.0,,,16.0,34.0,33.0,3.0,2.0,,,,,,1.0,2.0,,,,,4.0,,1.0,,,,2.0,6.0,7.0,5.0,10.0,2.0,31.0,58.0,1.0,2.0,,3.0,15.0,5.0,8.0,1.0,,5.0,4.0,2.0,,16.0,,80.0,61.0,3.0,25.0,16.0,,1.0,56.0,16.0,13.0,,,3.0,,2.0,148.0,,,,,,,9.0,,,,16.0,,8.0,8.0,,7.0,61.0,83.0,28.0,5.0,,,5.0,6.0,282.0,6.0,2.0,,31.0,53.0,25.0,,,,1.0,185.0,185.0,1.0,29.0,21.0,48.7,,,,1.0,15.0,0.0,65.0,1.0,,,1.0,,1.0,,3.0,30.0,172.0,9.0,5.0,155.0,35.0,25.0,9.0,5.0,11.0,6.0,,79.0,9.0,161.0,,,31.0,5.0,74.0,,305.0,,1.0,12.0,12.0,,25.0,2.0,503.0,18.0,21.0,3.0,5.0,9.0,0.0
987618,3,2018-08-26 16:00:00,4,Newcastle,Home,56.0,16.0,2.0,7.0,5.0,3.0,,82.0,2.0,,2.0,8.0,,27.0,131.0,,,12.0,13.0,12.0,3.0,,,,,,,,,1.0,,,,5.0,,,,,,1.0,13.0,11.0,5.0,2.0,4.0,35.0,53.0,,,,1.0,16.0,2.0,7.0,,,4.0,8.0,5.0,,11.0,2.0,53.0,42.0,1.0,36.0,18.0,,,37.0,16.0,8.0,,,2.0,2.0,,96.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,,18.0,,17.0,17.0,2.0,2.0,38.0,53.0,23.0,5.0,,2.0,2.0,2.0,175.0,4.0,2.0,1.0,47.0,32.0,21.0,1.0,1.0,1.0,,117.0,117.0,1.0,29.0,15.0,18.9,,,,,16.0,0.0,31.0,2.0,,2.0,,,2.0,,3.0,45.0,117.0,10.0,4.0,73.0,35.0,36.0,8.0,2.0,17.0,15.0,,78.0,3.0,144.0,1.0,,22.0,,60.0,2.0,200.0,,0.0,6.0,21.0,,17.0,3.0,402.0,14.0,12.0,2.0,4.0,8.0,0.0
987629,4,2018-09-01 17:30:00,4,Newcastle,Away,62.0,15.0,,,,5.0,,75.0,7.0,,1.0,7.0,1.0,27.0,137.0,,,7.0,12.0,15.0,1.0,,,,,,,,,,,,,3.0,,,,,,,9.0,16.0,8.0,2.0,1.0,35.0,49.0,1.0,,1.0,2.0,16.0,,8.0,,,,2.0,2.0,1.0,7.0,4.0,42.0,46.0,2.0,39.0,13.0,1.0,,33.0,13.0,5.0,,,,,,105.0,1.0,,1.0,1.0,,,14.0,1.0,,,13.0,,17.0,17.0,2.0,1.0,42.0,67.0,28.0,4.0,,1.0,1.0,2.0,188.0,7.0,3.0,,36.0,37.0,10.0,,,,,110.0,110.0,,28.0,12.0,21.9,,,,1.0,16.0,0.0,35.0,5.0,1.0,6.0,,,1.0,,3.0,29.0,121.0,10.0,2.0,81.0,28.0,39.0,9.0,,4.0,4.0,,56.0,14.0,140.0,,,22.0,2.0,60.0,1.0,217.0,,0.0,3.0,18.0,1.0,8.0,0.0,388.0,8.0,12.0,7.0,,12.0,0.0
987637,5,2018-09-15 15:00:00,4,Newcastle,Home,91.0,29.0,2.0,5.0,3.0,1.0,,130.0,5.0,,4.0,6.0,2.0,32.0,216.0,,,15.0,24.0,24.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,9.0,8.0,4.0,4.0,,44.0,53.0,1.0,,1.0,2.0,12.0,2.0,6.0,,,10.0,11.0,4.0,,12.0,,58.0,57.0,2.0,17.0,9.0,,,54.0,13.0,10.0,,,1.0,,,147.0,1.0,,1.0,1.0,,,9.0,1.0,,,9.0,,11.0,11.0,1.0,4.0,69.0,76.0,38.0,4.0,,,3.0,2.0,302.0,4.0,1.0,,48.0,77.0,33.0,,,,,159.0,159.0,4.0,28.0,17.0,36.3,,,,,12.0,0.0,67.0,,,,,,,,3.0,51.0,200.0,5.0,3.0,113.0,56.0,17.0,6.0,9.0,24.0,15.0,,102.0,8.0,238.0,,,26.0,2.0,74.0,3.0,327.0,,0.0,4.0,20.0,1.0,17.0,0.0,496.0,19.0,8.0,3.0,10.0,8.0,0.0
987646,6,2018-09-22 15:00:00,4,Newcastle,Away,116.0,12.0,2.0,4.0,2.0,4.0,,93.0,3.0,3.0,1.0,8.0,3.0,27.0,205.0,,,24.0,17.0,15.0,3.0,2.0,,,,,,,,,,,,3.0,,,,,,1.0,9.0,9.0,7.0,4.0,2.0,46.0,59.0,,,,3.0,20.0,,15.0,,,5.0,7.0,2.0,,21.0,2.0,72.0,49.0,3.0,33.0,16.0,,2.0,52.0,11.0,8.0,,,1.0,1.0,,137.0,,,,,,,9.0,,1.0,,16.0,,17.0,17.0,,1.0,58.0,79.0,30.0,9.0,,3.0,2.0,3.0,280.0,5.0,,,58.0,47.0,18.0,,,,,157.0,157.0,3.0,26.0,24.0,38.1,,,,,20.0,0.0,58.0,1.0,3.0,4.0,,,3.0,,3.0,41.0,197.0,10.0,5.0,132.0,23.0,33.0,10.0,5.0,15.0,10.0,,85.0,11.0,182.0,1.0,3.0,39.0,3.0,74.0,1.0,299.0,,0.0,6.0,25.0,1.0,31.0,1.0,529.0,10.0,15.0,2.0,5.0,16.0,0.0
987659,7,2018-09-29 15:00:00,4,Newcastle,Home,142.0,10.0,2.0,3.0,1.0,2.0,,132.0,10.0,1.0,2.0,7.0,18.0,22.0,271.0,1.0,1.0,23.0,31.0,21.0,3.0,1.0,,,,,,,,,1.0,,,5.0,,,,,,,5.0,9.0,3.0,4.0,2.0,56.0,59.0,1.0,1.0,,2.0,23.0,1.0,5.0,,,5.0,4.0,5.0,,16.0,2.0,67.0,54.0,2.0,30.0,16.0,,,49.0,11.0,5.0,,,2.0,,,164.0,,,,,,,11.0,,,2.0,16.0,,10.0,10.0,,2.0,75.0,65.0,27.0,9.0,,3.0,1.0,1.0,357.0,2.0,1.0,,75.0,66.0,19.0,1.0,1.0,1.0,,161.0,161.0,1.0,21.0,35.0,41.5,,,,,23.0,0.0,81.0,2.0,1.0,3.0,,,4.0,,3.0,50.0,256.0,8.0,4.0,174.0,32.0,30.0,10.0,5.0,14.0,9.0,,85.0,10.0,216.0,,1.0,31.0,18.0,60.0,1.0,376.0,1.0,0.0,6.0,24.0,2.0,25.0,0.0,572.0,12.0,19.0,4.0,5.0,21.0,0.0
987668,8,2018-10-06 17:30:00,4,Newcastle,Away,55.0,8.0,3.0,5.0,2.0,1.0,,79.0,4.0,,4.0,6.0,2.0,24.0,129.0,,,15.0,19.0,16.0,6.0,3.0,,,,,,,,,,,,7.0,,,,,,4.0,6.0,10.0,8.0,8.0,5.0,23.0,55.0,2.0,2.0,,10.0,13.0,,7.0,,1.0,6.0,5.0,4.0,,7.0,4.0,45.0,54.0,10.0,52.0,21.0,,,52.0,8.0,16.0,1.0,,3.0,3.0,,119.0,2.0,,2.0,2.0,,,9.0,2.0,,,21.0,,20.0,20.0,1.0,4.0,43.0,58.0,19.0,10.0,1.0,4.0,7.0,8.0,190.0,3.0,3.0,,49.0,45.0,26.0,,,,,137.0,137.0,5.0,27.0,11.0,27.0,,3.0,,2.0,13.0,0.0,37.0,4.0,3.0,7.0,,,5.0,,3.0,43.0,112.0,5.0,11.0,76.0,18.0,52.0,8.0,6.0,18.0,12.0,,87.0,7.0,164.0,,,29.0,3.0,65.0,,222.0,1.0,0.0,13.0,18.0,,24.0,2.0,458.0,23.0,8.0,4.0,6.0,6.0,0.0
987679,9,2018-10-20 15:00:00,4,Newcastle,Home,148.0,19.0,2.0,9.0,7.0,1.0,,275.0,5.0,1.0,7.0,6.0,5.0,37.0,414.0,,,22.0,27.0,30.0,17.0,,,,,,,1.0,1.0,,,,,23.0,,,1.0,,,,9.0,5.0,3.0,13.0,14.0,79.0,56.0,1.0,2.0,,1.0,21.0,9.0,8.0,,,10.0,19.0,12.0,,9.0,,65.0,72.0,1.0,15.0,10.0,,1.0,75.0,13.0,16.0,,,2.0,1.0,1.0,158.0,,,,,,,6.0,,2.0,1.0,10.0,1.0,4.0,4.0,,7.0,130.0,74.0,47.0,2.0,,8.0,9.0,6.0,479.0,1.0,1.0,,78.0,101.0,54.0,,,,,163.0,163.0,5.0,19.0,25.0,68.0,1.0,,,,21.0,0.0,137.0,1.0,,1.0,3.0,,12.0,2.0,1.0,139.0,394.0,11.0,17.0,167.0,40.0,15.0,20.0,9.0,41.0,32.0,,186.0,7.0,378.0,2.0,1.0,18.0,5.0,66.0,1.0,504.0,,0.0,27.0,17.0,,27.0,0.0,745.0,34.0,15.0,10.0,10.0,9.0,0.0
987689,10,2018-10-27 15:00:00,4,Newcastle,Away,165.0,19.0,,2.0,2.0,3.0,1.0,134.0,5.0,,5.0,10.0,4.0,27.0,297.0,,,25.0,29.0,21.0,5.0,,1.0,1.0,,,,,,,,,,4.0,,,,,,1.0,5.0,14.0,8.0,3.0,3.0,73.0,52.0,,,,2.0,19.0,2.0,9.0,,,2.0,7.0,4.0,,5.0,4.0,61.0,48.0,2.0,48.0,25.0,,,53.0,12.0,9.0,,,2.0,2.0,,164.0,,,,,,,15.0,,1.0,1.0,25.0,,13.0,13.0,1.0,6.0,84.0,74.0,31.0,7.0,,3.0,2.0,,391.0,4.0,3.0,,47.0,75.0,23.0,,,,,162.0,162.0,3.0,24.0,19.0,49.8,,,,1.0,19.0,0.0,93.0,3.0,1.0,4.0,,1.0,4.0,,3.0,62.0,288.0,5.0,5.0,197.0,46.0,48.0,11.0,2.0,15.0,13.0,1.0,102.0,9.0,232.0,1.0,,38.0,7.0,79.0,3.0,414.0,,0.0,6.0,16.0,,29.0,1.0,626.0,11.0,8.0,3.0,2.0,6.0,0.0
