matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210277,1.0,2021-08-15 14:00:00,4,Newcastle,Home,170.0,10.0,2.0,6.0,4.0,,,176.0,7.0,,4.0,4.0,2.0,26.0,340.0,1.0,1.0,14.0,20.0,12.0,8.0,2.0,7.0,1.0,,,,,,,,,10.0,,,,,,3.0,12.0,6.0,9.0,8.0,,54.0,49.0,1.0,,1.0,4.0,8.0,7.0,11.0,1.0,,7.0,18.0,2.0,1.0,14.0,1.0,58.0,37.0,4.0,21.0,13.0,,,20.0,38.0,4.0,3.0,1.0,,,,,123.0,2.0,,2.0,2.0,,,10.0,,,2.0,,,,,,13.0,1.0,9.0,9.0,,4.0,106.0,65.0,39.0,6.0,,4.0,8.0,3.0,381.0,,,6.0,,,68.0,62.0,28.0,,1.0,1.0,1.0,,123.0,123.0,3.0,24.0,18.0,46.4,,3.0,,,8.0,0.0,,,,118.0,4.0,1.0,4.0,,2.0,1.0,7.0,,3.0,11.0,74.0,324.0,4.0,12.0,190.0,29.0,21.0,23.0,7.0,27.0,20.0,1.0,92.0,,238.0,,,8.0,2.0,51.0,1.0,401.0,1.0,0.0,17.0,8.0,1.0,16.0,1.0,596.0,28.0,15.0,14.0,7.0,5.0,0.0
2210282,2.0,2021-08-21 15:00:00,4,Newcastle,Away,164.0,12.0,3.0,7.0,4.0,,1.0,100.0,4.0,,3.0,3.0,2.0,18.0,257.0,,3.0,20.0,17.0,18.0,5.0,4.0,3.0,,,,,,,,,1.0,5.0,,,,,1.0,6.0,6.0,4.0,6.0,3.0,,41.0,38.0,1.0,1.0,,1.0,8.0,1.0,2.0,,1.0,4.0,9.0,6.0,,5.0,,48.0,44.0,1.0,20.0,10.0,,,23.0,42.0,18.0,8.0,,,2.0,1.0,,124.0,,,,,,,11.0,,,,,,,,1.0,10.0,,2.0,2.0,,3.0,90.0,59.0,22.0,3.0,,7.0,2.0,1.0,309.0,,,,4.0,,57.0,34.0,24.0,1.0,1.0,1.0,,,120.0,120.0,1.0,21.0,12.0,52.7,,,,,8.0,0.0,,,,78.0,,,,,,,7.0,,3.0,11.0,48.0,245.0,4.0,9.0,180.0,38.0,20.0,12.0,4.0,20.0,16.0,,82.0,1.0,173.0,,,12.0,2.0,53.0,2.0,333.0,1.0,0.0,9.0,14.0,3.0,24.0,4.0,482.0,19.0,8.0,4.0,4.0,7.0,0.0
2210296,3.0,2021-08-28 15:00:00,4,Newcastle,Home,108.0,7.0,1.0,4.0,3.0,1.0,,99.0,6.0,,4.0,8.0,,28.0,203.0,,1.0,12.0,14.0,16.0,5.0,1.0,2.0,1.0,,1.0,,1.0,,,,,7.0,,,,,,8.0,12.0,10.0,7.0,3.0,,32.0,70.0,1.0,,2.0,2.0,13.0,,15.0,,1.0,4.0,8.0,5.0,,12.0,2.0,54.0,62.0,2.0,15.0,5.0,,1.0,23.0,41.0,11.0,5.0,2.0,,1.0,,1.0,128.0,1.0,,1.0,1.0,,,13.0,,,2.0,2.0,,,,1.0,5.0,,5.0,5.0,1.0,4.0,68.0,64.0,29.0,4.0,,3.0,4.0,5.0,271.0,,,9.0,3.0,,44.0,47.0,20.0,1.0,1.0,1.0,,,144.0,144.0,8.0,31.0,24.0,36.3,,2.0,,,13.0,0.0,,,,65.0,2.0,2.0,4.0,,2.0,1.0,5.0,,2.0,13.0,54.0,188.0,2.0,7.0,133.0,20.0,15.0,13.0,4.0,17.0,13.0,1.0,84.0,6.0,177.0,2.0,,27.0,2.0,65.0,5.0,293.0,,0.0,10.0,31.0,1.0,12.0,3.0,478.0,22.0,18.0,10.0,4.0,18.0,0.0
2210308,4.0,2021-09-11 15:00:00,4,Newcastle,Away,181.0,13.0,,2.0,2.0,2.0,,120.0,9.0,,,12.0,1.0,30.0,299.0,,,18.0,7.0,6.0,6.0,,1.0,,,,,,,,,,10.0,,,,,1.0,1.0,12.0,9.0,5.0,7.0,,63.0,43.0,1.0,,1.0,,18.0,3.0,7.0,1.0,,3.0,4.0,3.0,1.0,11.0,,35.0,44.0,,21.0,10.0,1.0,,20.0,32.0,2.0,9.0,,,,,,118.0,1.0,,1.0,1.0,,,11.0,,,1.0,1.0,,,,,10.0,,13.0,13.0,5.0,,94.0,53.0,26.0,7.0,,3.0,4.0,3.0,337.0,,,6.0,1.0,,85.0,29.0,14.0,,,,,,107.0,107.0,3.0,21.0,10.0,35.9,,,,,18.0,0.0,,,,90.0,2.0,1.0,2.0,,,,6.0,,3.0,15.0,50.0,275.0,9.0,7.0,204.0,23.0,21.0,20.0,3.0,10.0,7.0,,71.0,3.0,171.0,1.0,,31.0,3.0,64.0,3.0,365.0,,0.0,12.0,17.0,,19.0,0.0,559.0,17.0,9.0,12.0,3.0,10.0,0.0
2210316,5.0,2021-09-17 20:00:00,4,Newcastle,Home,102.0,11.0,2.0,4.0,2.0,1.0,,113.0,6.0,,5.0,3.0,,25.0,211.0,1.0,,7.0,9.0,14.0,11.0,1.0,2.0,1.0,,,,,,,,,15.0,,,,,,5.0,10.0,12.0,10.0,7.0,,40.0,66.0,1.0,1.0,,1.0,14.0,2.0,11.0,,,4.0,3.0,1.0,,11.0,5.0,48.0,49.0,1.0,28.0,8.0,,,30.0,48.0,9.0,11.0,1.0,,1.0,,,130.0,1.0,,,1.0,,,10.0,,,1.0,,,,,,8.0,,9.0,9.0,,5.0,63.0,64.0,36.0,5.0,,6.0,7.0,7.0,272.0,,,4.0,,,46.0,27.0,19.0,,,,,,131.0,131.0,6.0,30.0,16.0,35.4,,,1.0,,14.0,0.0,,,,68.0,3.0,5.0,9.0,,,1.0,8.0,,3.0,17.0,50.0,193.0,9.0,13.0,125.0,28.0,28.0,15.0,4.0,8.0,4.0,1.0,96.0,7.0,184.0,,,18.0,1.0,59.0,1.0,301.0,1.0,0.0,17.0,17.0,,10.0,2.0,488.0,32.0,14.0,7.0,4.0,10.0,0.0
2210330,6.0,2021-09-25 15:00:00,4,Newcastle,Away,116.0,13.0,1.0,3.0,2.0,,1.0,143.0,3.0,,1.0,5.0,7.0,32.0,256.0,,2.0,11.0,17.0,24.0,11.0,2.0,5.0,1.0,,,,1.0,,,,1.0,12.0,,,,,2.0,3.0,7.0,8.0,10.0,10.0,,52.0,56.0,3.0,3.0,,1.0,12.0,6.0,21.0,,,6.0,2.0,5.0,,6.0,2.0,61.0,74.0,1.0,23.0,14.0,,,20.0,64.0,12.0,17.0,,,4.0,2.0,1.0,129.0,1.0,,,,1.0,,9.0,,,,,,,,2.0,14.0,,9.0,9.0,1.0,1.0,74.0,71.0,39.0,5.0,1.0,6.0,8.0,6.0,306.0,,,5.0,2.0,,73.0,41.0,18.0,,,,,,127.0,127.0,3.0,29.0,21.0,47.8,,2.0,,,12.0,0.0,,,,80.0,1.0,2.0,3.0,,,1.0,8.0,,2.0,13.0,70.0,237.0,6.0,14.0,137.0,29.0,23.0,18.0,6.0,15.0,9.0,1.0,113.0,1.0,213.0,,,20.0,8.0,69.0,1.0,335.0,1.0,0.0,20.0,22.0,3.0,16.0,3.0,536.0,23.0,15.0,11.0,6.0,12.0,0.0
2210340,7.0,2021-10-02 15:00:00,4,Newcastle,Away,164.0,12.0,1.0,3.0,2.0,1.0,1.0,162.0,3.0,,3.0,5.0,4.0,25.0,323.0,,,25.0,11.0,14.0,3.0,1.0,1.0,,,,,1.0,,,,,5.0,,,,,1.0,5.0,4.0,3.0,5.0,3.0,,65.0,56.0,,1.0,,,19.0,3.0,13.0,,,4.0,9.0,9.0,,10.0,1.0,54.0,60.0,,4.0,1.0,,,32.0,40.0,5.0,15.0,,,4.0,4.0,1.0,134.0,1.0,,,1.0,,,4.0,,,1.0,,,,,,1.0,,11.0,11.0,1.0,3.0,104.0,62.0,37.0,,,3.0,2.0,2.0,387.0,,,1.0,,,78.0,77.0,29.0,,,,,,147.0,147.0,4.0,23.0,25.0,48.1,,,,,19.0,0.0,,,,103.0,,1.0,1.0,,,,3.0,,3.0,18.0,77.0,305.0,8.0,5.0,181.0,31.0,4.0,32.0,4.0,26.0,22.0,,114.0,2.0,251.0,,,13.0,4.0,48.0,1.0,406.0,1.0,0.0,8.0,14.0,1.0,27.0,2.0,597.0,20.0,13.0,17.0,4.0,9.0,0.0
2210347,8.0,2021-10-17 16:30:00,4,Newcastle,Home,139.0,18.0,1.0,3.0,2.0,,,129.0,5.0,,5.0,8.0,5.0,28.0,265.0,,,15.0,12.0,23.0,5.0,1.0,2.0,,,,,,,,,,5.0,,,,,,10.0,9.0,5.0,3.0,4.0,,62.0,65.0,1.0,,1.0,2.0,14.0,2.0,12.0,,,2.0,8.0,4.0,,16.0,,64.0,66.0,2.0,25.0,11.0,,,21.0,40.0,13.0,4.0,1.0,,1.0,1.0,,139.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,11.0,,8.0,8.0,2.0,5.0,63.0,65.0,40.0,9.0,,4.0,3.0,1.0,318.0,,,7.0,3.0,,87.0,28.0,21.0,,,,,,131.0,131.0,7.0,25.0,25.0,35.5,,3.0,,2.0,14.0,0.0,,,,70.0,,1.0,1.0,1.0,,,4.0,,3.0,11.0,70.0,251.0,6.0,7.0,155.0,30.0,25.0,24.0,2.0,15.0,13.0,,96.0,,194.0,1.0,,20.0,5.0,49.0,,334.0,,1.0,7.0,26.0,,19.0,4.0,536.0,13.0,16.0,13.0,2.0,16.0,0.0
2210355,9.0,2021-10-23 15:00:00,4,Newcastle,Away,69.0,15.0,2.0,5.0,3.0,1.0,1.0,74.0,5.0,1.0,1.0,6.0,1.0,25.0,138.0,,,8.0,16.0,18.0,3.0,1.0,2.0,,,,,,,,,,1.0,,,,,3.0,4.0,11.0,4.0,5.0,1.0,,29.0,39.0,,1.0,,1.0,10.0,1.0,13.0,,,7.0,6.0,1.0,,4.0,1.0,49.0,54.0,1.0,35.0,17.0,,,25.0,53.0,9.0,13.0,1.0,,1.0,2.0,,118.0,1.0,,,1.0,,,12.0,,,,1.0,,,,,17.0,,7.0,7.0,,1.0,35.0,56.0,25.0,3.0,,2.0,3.0,2.0,185.0,,,6.0,2.0,,26.0,44.0,26.0,,,,,,143.0,143.0,2.0,22.0,9.0,25.0,,,1.0,1.0,10.0,0.0,,,,32.0,2.0,,2.0,,1.0,,3.0,,3.0,16.0,52.0,121.0,3.0,5.0,84.0,36.0,35.0,12.0,7.0,16.0,9.0,,89.0,5.0,146.0,1.0,1.0,23.0,1.0,61.0,3.0,214.0,,0.0,6.0,18.0,1.0,15.0,4.0,420.0,20.0,33.0,5.0,7.0,11.0,0.0
2210366,10.0,2021-10-30 15:00:00,4,Newcastle,Home,60.0,6.0,,3.0,3.0,1.0,2.0,66.0,7.0,1.0,3.0,6.0,2.0,19.0,123.0,,,9.0,17.0,21.0,3.0,1.0,,,,,,,,,,,3.0,,,,,3.0,5.0,9.0,10.0,4.0,2.0,,32.0,48.0,,,,,15.0,3.0,9.0,,,,2.0,3.0,,8.0,,50.0,52.0,,24.0,17.0,,,21.0,45.0,14.0,11.0,,,1.0,2.0,,95.0,,,,,,,11.0,,,,1.0,,,,1.0,17.0,,6.0,6.0,,3.0,36.0,55.0,22.0,2.0,,2.0,2.0,1.0,166.0,,,7.0,,,23.0,48.0,11.0,1.0,1.0,1.0,,,112.0,112.0,2.0,19.0,13.0,20.8,,,,,15.0,0.0,,,,35.0,,3.0,3.0,,,,2.0,1.0,3.0,7.0,31.0,109.0,12.0,4.0,76.0,19.0,24.0,14.0,,7.0,7.0,,65.0,3.0,129.0,2.0,1.0,29.0,2.0,59.0,1.0,198.0,,0.0,6.0,10.0,,11.0,3.0,358.0,10.0,18.0,10.0,,4.0,0.0
