matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attLgLeft,attObxdLeft,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360674,21,2012-01-15 13:30:00,4,Newcastle,Home,217.0,22.0,,2.0,2.0,4.0,1.0,232.0,3.0,,3.0,12.0,16.0,48.0,447.0,1.0,1.0,24.0,17.0,15.0,5.0,2.0,,,,,,,,,9.0,,,,,,1.0,5.0,10.0,92.0,52.0,1.0,,1.0,2.0,5.0,8.0,,3.0,11.0,5.0,,16.0,4.0,53.0,47.0,2.0,5.0,3.0,,1.0,85.0,6.0,9.0,1.0,3.0,1.0,,197.0,1.0,,,1.0,,,7.0,1.0,1.0,1.0,7.0,,9.0,6.0,,3.0,132.0,107.0,55.0,2.0,,3.0,5.0,1.0,4.0,2.0,71.0,70.0,32.0,,,,,,169.0,164.0,1.0,20.0,25.0,60.8,,,0.0,134.0,2.0,4.0,,,,,5.0,1.0,3.0,100.0,8.0,236.0,40.0,10.0,15.0,3.0,20.0,17.0,,163.0,11.0,339.0,1.0,,44.0,17.0,84.0,1.0,555.0,1.0,0.0,11.0,15.0,2.0,26.0,0.0,726.0,6.0,8.0,3.0,9.0,0.0
360682,22,2012-01-21 15:00:00,4,Newcastle,Away,153.0,18.0,1.0,7.0,6.0,1.0,2.0,202.0,5.0,,3.0,11.0,10.0,40.0,348.0,,,16.0,14.0,13.0,10.0,,,,1.0,,1.0,,,,14.0,,,,,,,8.0,4.0,68.0,39.0,1.0,1.0,,1.0,3.0,4.0,,6.0,8.0,10.0,,22.0,2.0,55.0,55.0,1.0,3.0,2.0,,,94.0,13.0,10.0,,1.0,2.0,1.0,161.0,2.0,,1.0,2.0,,,6.0,2.0,1.0,,6.0,,37.0,27.0,1.0,3.0,94.0,99.0,57.0,2.0,2.0,3.0,9.0,8.0,,,49.0,58.0,26.0,2.0,2.0,2.0,,,173.0,162.0,2.0,20.0,7.0,55.7,,,0.0,120.0,3.0,1.0,,,1.0,,6.0,,3.0,87.0,12.0,169.0,33.0,14.0,12.0,5.0,25.0,20.0,,142.0,6.0,299.0,1.0,,28.0,10.0,74.0,4.0,443.0,,0.0,17.0,22.0,2.0,19.0,4.0,658.0,17.0,10.0,6.0,20.0,0.0
360696,23,2012-02-01 20:00:00,4,Newcastle,Away,85.0,15.0,,2.0,2.0,1.0,,120.0,5.0,,1.0,12.0,12.0,38.0,203.0,,1.0,5.0,15.0,20.0,6.0,1.0,1.0,,,,,,,,7.0,,,,,,1.0,14.0,12.0,32.0,31.0,1.0,,1.0,6.0,3.0,7.0,1.0,2.0,5.0,4.0,,12.0,1.0,53.0,53.0,6.0,18.0,9.0,,,65.0,19.0,10.0,,,,,124.0,1.0,,1.0,1.0,,1.0,12.0,1.0,4.0,2.0,21.0,,11.0,8.0,1.0,1.0,62.0,84.0,49.0,14.0,1.0,3.0,5.0,3.0,9.0,1.0,37.0,39.0,14.0,,1.0,1.0,1.0,,145.0,125.0,,10.0,11.0,41.5,,3.0,0.0,57.0,4.0,1.0,,,,1.0,3.0,,3.0,60.0,8.0,98.0,22.0,38.0,10.0,1.0,10.0,9.0,2.0,95.0,3.0,187.0,4.0,,24.0,12.0,56.0,6.0,275.0,,0.0,9.0,15.0,1.0,14.0,2.0,463.0,8.0,8.0,2.0,10.0,0.0
360703,24,2012-02-05 13:30:00,4,Newcastle,Home,130.0,15.0,,9.0,9.0,3.0,,190.0,3.0,,4.0,9.0,12.0,24.0,311.0,,1.0,17.0,15.0,17.0,10.0,,1.0,,,,,,,,16.0,,,,,,1.0,7.0,7.0,84.0,78.0,1.0,1.0,1.0,1.0,8.0,11.0,,4.0,7.0,16.0,,31.0,3.0,71.0,64.0,,15.0,9.0,,,87.0,6.0,11.0,2.0,3.0,2.0,,184.0,1.0,,1.0,1.0,,,5.0,2.0,2.0,,15.0,,16.0,14.0,1.0,5.0,81.0,100.0,48.0,4.0,,4.0,7.0,3.0,2.0,1.0,68.0,61.0,30.0,,,,,,215.0,207.0,2.0,29.0,31.0,51.0,,1.0,0.0,86.0,3.0,3.0,,,,1.0,7.0,,3.0,81.0,11.0,155.0,36.0,22.0,20.0,4.0,29.0,25.0,1.0,151.0,12.0,309.0,2.0,,34.0,15.0,56.0,2.0,435.0,,0.0,18.0,24.0,7.0,18.0,1.0,681.0,17.0,12.0,4.0,19.0,0.0
360717,25,2012-02-11 17:30:00,4,Newcastle,Away,136.0,8.0,,2.0,2.0,1.0,,138.0,4.0,,1.0,4.0,8.0,22.0,272.0,,,11.0,8.0,5.0,5.0,,,,1.0,,1.0,,,,7.0,,,,,,,11.0,7.0,57.0,54.0,1.0,2.0,,6.0,2.0,7.0,,3.0,6.0,7.0,,14.0,2.0,41.0,37.0,6.0,7.0,,,,52.0,9.0,7.0,,1.0,,1.0,120.0,,,,,,,12.0,,,,1.0,,23.0,19.0,1.0,1.0,78.0,73.0,39.0,4.0,,1.0,4.0,2.0,2.0,1.0,41.0,51.0,17.0,,,,,,137.0,131.0,1.0,23.0,27.0,34.6,,,0.0,92.0,1.0,1.0,,,1.0,,4.0,,3.0,64.0,5.0,153.0,20.0,13.0,8.0,2.0,15.0,13.0,,101.0,3.0,209.0,,,14.0,8.0,35.0,,347.0,1.0,0.0,8.0,20.0,1.0,13.0,1.0,514.0,15.0,5.0,3.0,15.0,0.0
360723,26,2012-02-25 15:00:00,4,Newcastle,Home,178.0,11.0,1.0,3.0,2.0,1.0,,156.0,5.0,1.0,1.0,23.0,40.0,40.0,331.0,,1.0,11.0,11.0,9.0,13.0,,,,,,,,,,,,,,,,1.0,4.0,6.0,76.0,39.0,,,1.0,7.0,5.0,5.0,,3.0,5.0,4.0,,20.0,1.0,47.0,38.0,7.0,13.0,2.0,,,84.0,8.0,8.0,1.0,,,,169.0,,,,,,,8.0,,2.0,,6.0,,16.0,12.0,1.0,1.0,87.0,95.0,56.0,3.0,1.0,5.0,8.0,5.0,5.0,3.0,35.0,45.0,20.0,,,,,,160.0,147.0,3.0,17.0,14.0,45.8,,,0.0,89.0,2.0,,,,,,5.0,1.0,3.0,81.0,13.0,200.0,27.0,26.0,7.0,3.0,12.0,9.0,,126.0,5.0,233.0,2.0,1.0,43.0,41.0,65.0,4.0,421.0,,0.0,15.0,17.0,2.0,17.0,1.0,598.0,9.0,4.0,3.0,11.0,0.0
360733,27,2012-03-04 12:00:00,4,Newcastle,Home,115.0,20.0,8.0,12.0,5.0,4.0,,240.0,3.0,2.0,1.0,2.0,18.0,32.0,343.0,,,22.0,11.0,13.0,6.0,6.0,,,1.0,,1.0,,,,10.0,,1.0,1.0,,,3.0,3.0,5.0,75.0,55.0,1.0,1.0,1.0,2.0,11.0,5.0,,18.0,17.0,21.0,,14.0,1.0,53.0,58.0,2.0,10.0,5.0,,,81.0,14.0,14.0,1.0,4.0,2.0,1.0,186.0,1.0,,1.0,1.0,,,3.0,1.0,2.0,,12.0,1.0,4.0,4.0,,1.0,101.0,83.0,47.0,4.0,,7.0,6.0,5.0,3.0,4.0,99.0,63.0,37.0,1.0,1.0,1.0,,1.0,194.0,183.0,2.0,16.0,29.0,63.1,1.0,1.0,0.0,77.0,2.0,1.0,,,,,14.0,2.0,3.0,99.0,13.0,132.0,44.0,21.0,20.0,13.0,51.0,40.0,,154.0,11.0,358.0,2.0,2.0,14.0,19.0,54.0,1.0,439.0,,0.0,30.0,20.0,,26.0,5.0,678.0,16.0,11.0,19.0,18.0,0.0
360739,28,2012-03-12 20:00:00,4,Newcastle,Away,144.0,9.0,,,,2.0,,116.0,7.0,1.0,2.0,12.0,7.0,27.0,260.0,1.0,1.0,14.0,9.0,19.0,2.0,,1.0,,,,,,,,3.0,,,,,,1.0,16.0,7.0,56.0,53.0,,,,2.0,2.0,12.0,1.0,3.0,5.0,5.0,,15.0,1.0,52.0,55.0,2.0,15.0,7.0,,,64.0,12.0,11.0,,,,,135.0,1.0,,,1.0,,,13.0,1.0,,,21.0,,13.0,7.0,,2.0,82.0,84.0,44.0,6.0,1.0,,3.0,2.0,8.0,3.0,33.0,40.0,15.0,,,,,,159.0,142.0,3.0,22.0,19.0,39.1,,,0.0,75.0,5.0,1.0,,,,1.0,,,3.0,61.0,3.0,160.0,14.0,32.0,7.0,2.0,12.0,10.0,1.0,107.0,11.0,200.0,,1.0,42.0,8.0,54.0,2.0,348.0,1.0,0.0,4.0,22.0,4.0,17.0,3.0,529.0,9.0,3.0,3.0,18.0,0.0
360754,29,2012-03-18 16:00:00,4,Newcastle,Home,174.0,20.0,2.0,6.0,4.0,3.0,2.0,142.0,4.0,,2.0,7.0,18.0,17.0,310.0,1.0,2.0,14.0,14.0,10.0,8.0,1.0,,,,,,,,,13.0,,,,,,1.0,6.0,5.0,70.0,68.0,2.0,2.0,,1.0,2.0,7.0,,4.0,7.0,3.0,,12.0,1.0,46.0,47.0,1.0,12.0,5.0,,1.0,60.0,8.0,15.0,1.0,2.0,2.0,,175.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,8.0,,19.0,13.0,,2.0,79.0,89.0,37.0,5.0,,2.0,8.0,6.0,2.0,,32.0,61.0,20.0,,,,,,161.0,157.0,2.0,31.0,26.0,44.2,,,0.0,91.0,3.0,1.0,,,,,6.0,,3.0,46.0,10.0,198.0,42.0,16.0,7.0,4.0,16.0,12.0,,92.0,11.0,233.0,1.0,,34.0,19.0,50.0,,415.0,1.0,0.0,14.0,20.0,4.0,18.0,0.0,592.0,15.0,2.0,4.0,14.0,0.0
360768,30,2012-03-25 16:00:00,4,Newcastle,Away,174.0,13.0,,1.0,1.0,1.0,,140.0,4.0,,,4.0,4.0,20.0,313.0,1.0,1.0,17.0,18.0,8.0,2.0,,3.0,,1.0,,1.0,,,,9.0,,,,,,,10.0,7.0,86.0,61.0,2.0,1.0,2.0,3.0,1.0,12.0,,4.0,4.0,3.0,,19.0,,56.0,43.0,3.0,28.0,13.0,1.0,,65.0,4.0,11.0,2.0,1.0,,1.0,163.0,3.0,,2.0,2.0,1.0,2.0,14.0,2.0,,,18.0,,20.0,11.0,1.0,,76.0,102.0,39.0,10.0,1.0,1.0,4.0,7.0,5.0,3.0,87.0,36.0,11.0,,,,,,182.0,168.0,2.0,25.0,28.0,48.9,,,0.0,93.0,1.0,,1.0,,3.0,3.0,3.0,,3.0,53.0,5.0,197.0,19.0,42.0,9.0,2.0,9.0,7.0,5.0,99.0,4.0,230.0,,,46.0,4.0,59.0,3.0,418.0,1.0,0.0,11.0,18.0,5.0,22.0,1.0,627.0,12.0,6.0,4.0,15.0,0.0
360774,31,2012-04-01 13:30:00,4,Newcastle,Home,227.0,10.0,,7.0,7.0,5.0,,142.0,5.0,1.0,2.0,9.0,22.0,32.0,362.0,,,18.0,14.0,10.0,7.0,1.0,1.0,,,,,,,,,,,,,1.0,2.0,5.0,4.0,90.0,56.0,,,1.0,3.0,3.0,7.0,1.0,3.0,5.0,7.0,,10.0,1.0,50.0,44.0,2.0,12.0,5.0,,1.0,69.0,10.0,10.0,2.0,,,,163.0,2.0,,2.0,2.0,,,7.0,,,,13.0,1.0,18.0,12.0,2.0,2.0,87.0,81.0,47.0,6.0,,4.0,6.0,3.0,5.0,,45.0,48.0,17.0,,,,,,149.0,132.0,1.0,28.0,20.0,48.6,1.0,,0.0,113.0,1.0,1.0,,,,1.0,4.0,,3.0,45.0,10.0,256.0,29.0,28.0,16.0,2.0,16.0,14.0,,92.0,10.0,213.0,1.0,2.0,33.0,24.0,59.0,2.0,453.0,,0.0,10.0,17.0,7.0,19.0,3.0,643.0,8.0,7.0,3.0,11.0,0.0
360787,32,2012-04-06 16:30:00,4,Newcastle,Away,115.0,9.0,,,,1.0,,66.0,4.0,,1.0,9.0,10.0,18.0,181.0,,1.0,12.0,3.0,7.0,2.0,,,,,,,,,,5.0,,,,,,,8.0,11.0,48.0,57.0,2.0,,2.0,4.0,1.0,14.0,,,2.0,,,11.0,2.0,38.0,38.0,4.0,10.0,5.0,,1.0,31.0,9.0,10.0,2.0,2.0,1.0,,126.0,2.0,,2.0,2.0,,,8.0,2.0,,1.0,10.0,,37.0,29.0,2.0,1.0,46.0,59.0,28.0,7.0,,1.0,3.0,3.0,5.0,,24.0,24.0,6.0,,,,,,133.0,125.0,2.0,30.0,17.0,23.0,,,0.0,50.0,1.0,7.0,,,,,1.0,,3.0,20.0,4.0,150.0,19.0,18.0,7.0,,3.0,3.0,,48.0,11.0,123.0,,,29.0,12.0,38.0,1.0,270.0,,0.0,5.0,16.0,2.0,14.0,1.0,439.0,13.0,5.0,,15.0,0.0
360794,33,2012-04-09 15:00:00,4,Newcastle,Home,177.0,8.0,,1.0,1.0,,,139.0,3.0,1.0,5.0,13.0,12.0,27.0,315.0,,,11.0,15.0,11.0,4.0,,1.0,,1.0,,1.0,,,,6.0,,,,,,,5.0,4.0,74.0,51.0,2.0,,2.0,4.0,3.0,10.0,,6.0,10.0,4.0,,15.0,,48.0,51.0,4.0,14.0,4.0,,,72.0,7.0,18.0,1.0,2.0,2.0,1.0,141.0,2.0,,1.0,2.0,,1.0,6.0,2.0,2.0,,6.0,,24.0,13.0,6.0,5.0,92.0,79.0,42.0,5.0,1.0,,6.0,3.0,3.0,,44.0,42.0,24.0,,,,,,157.0,147.0,1.0,22.0,17.0,50.9,,,0.0,94.0,3.0,,,,,1.0,2.0,,3.0,64.0,6.0,197.0,22.0,24.0,12.0,6.0,22.0,16.0,2.0,110.0,4.0,226.0,2.0,1.0,31.0,12.0,57.0,7.0,401.0,,0.0,8.0,11.0,,12.0,1.0,581.0,13.0,11.0,6.0,10.0,0.0
360801,34,2012-05-02 19:45:00,4,Newcastle,Away,132.0,10.0,1.0,2.0,2.0,2.0,,95.0,11.0,,1.0,6.0,4.0,26.0,225.0,,,11.0,14.0,10.0,5.0,2.0,,,,,,,1.0,,,,,1.0,,,1.0,7.0,11.0,51.0,63.0,,,,3.0,1.0,7.0,1.0,4.0,8.0,,,12.0,,44.0,50.0,3.0,18.0,13.0,,,56.0,7.0,9.0,2.0,,,,118.0,2.0,,1.0,1.0,1.0,,18.0,,,2.0,25.0,1.0,21.0,15.0,,1.0,80.0,91.0,45.0,4.0,,4.0,5.0,4.0,5.0,1.0,31.0,25.0,11.0,,,,,,160.0,139.0,1.0,28.0,24.0,36.6,1.0,,0.0,60.0,1.0,2.0,,,,,8.0,,3.0,39.0,9.0,148.0,17.0,39.0,16.0,3.0,12.0,10.0,,81.0,11.0,173.0,,,30.0,4.0,58.0,4.0,309.0,,0.0,13.0,21.0,,15.0,3.0,522.0,11.0,10.0,4.0,13.0,0.0
360816,35,2012-04-21 15:00:00,4,Newcastle,Home,273.0,12.0,1.0,2.0,1.0,1.0,,164.0,6.0,,3.0,13.0,13.0,38.0,435.0,,1.0,15.0,13.0,12.0,10.0,1.0,,,,,1.0,,,,13.0,,,1.0,,,1.0,4.0,4.0,87.0,63.0,2.0,1.0,2.0,4.0,3.0,1.0,,4.0,3.0,,,18.0,,46.0,46.0,4.0,16.0,10.0,,,61.0,9.0,10.0,1.0,1.0,1.0,1.0,169.0,1.0,,1.0,1.0,,,12.0,3.0,,,12.0,1.0,13.0,11.0,,3.0,131.0,99.0,55.0,5.0,2.0,5.0,7.0,9.0,2.0,1.0,46.0,43.0,11.0,,,,,,156.0,151.0,1.0,37.0,21.0,58.1,1.0,,0.0,140.0,,,,,1.0,,5.0,,3.0,52.0,12.0,298.0,27.0,21.0,8.0,4.0,8.0,4.0,,81.0,7.0,237.0,,,29.0,17.0,59.0,2.0,527.0,,0.0,17.0,21.0,4.0,19.0,0.0,699.0,17.0,3.0,4.0,15.0,0.0
360828,36,2012-04-28 15:00:00,4,Newcastle,Away,175.0,13.0,,6.0,6.0,1.0,1.0,153.0,3.0,1.0,1.0,6.0,16.0,38.0,322.0,,2.0,24.0,6.0,8.0,6.0,2.0,,,2.0,,2.0,,,,6.0,,,1.0,,1.0,1.0,7.0,3.0,64.0,40.0,1.0,1.0,,1.0,1.0,4.0,,1.0,4.0,6.0,,16.0,2.0,38.0,45.0,1.0,6.0,3.0,1.0,,51.0,12.0,14.0,,5.0,3.0,2.0,121.0,,,,,,,4.0,,,,3.0,2.0,19.0,14.0,2.0,1.0,93.0,77.0,53.0,4.0,,6.0,2.0,2.0,2.0,1.0,46.0,29.0,19.0,,,,,,111.0,105.0,1.0,14.0,20.0,42.9,2.0,1.0,0.0,109.0,2.0,,,,,,8.0,,3.0,54.0,8.0,195.0,32.0,12.0,7.0,,13.0,13.0,,84.0,4.0,205.0,,1.0,15.0,17.0,55.0,5.0,387.0,,0.0,11.0,16.0,2.0,26.0,1.0,542.0,8.0,7.0,1.0,10.0,0.0
360836,37,2012-05-06 13:30:00,4,Newcastle,Home,142.0,12.0,,4.0,4.0,3.0,,145.0,9.0,,1.0,9.0,17.0,25.0,283.0,,,19.0,4.0,7.0,10.0,,1.0,,,,1.0,,,,12.0,,,,,,2.0,12.0,9.0,60.0,64.0,1.0,1.0,,4.0,7.0,10.0,1.0,2.0,6.0,6.0,,15.0,4.0,46.0,45.0,4.0,11.0,4.0,1.0,1.0,71.0,12.0,7.0,,2.0,1.0,1.0,149.0,,,,,,,13.0,,,,7.0,,14.0,9.0,1.0,1.0,89.0,86.0,40.0,6.0,,5.0,5.0,3.0,5.0,2.0,54.0,26.0,23.0,,,,,,161.0,151.0,1.0,29.0,25.0,43.7,,,0.0,85.0,4.0,2.0,,,1.0,1.0,5.0,,3.0,60.0,10.0,165.0,26.0,21.0,9.0,2.0,15.0,13.0,1.0,110.0,11.0,233.0,,1.0,29.0,18.0,57.0,1.0,383.0,,0.0,15.0,27.0,4.0,21.0,4.0,591.0,11.0,4.0,2.0,18.0,0.0
360840,38,2012-05-13 15:00:00,4,Newcastle,Away,177.0,27.0,,4.0,4.0,1.0,1.0,183.0,3.0,,5.0,3.0,1.0,31.0,356.0,,1.0,17.0,7.0,7.0,10.0,,1.0,,,,,,,,11.0,,,,,,,9.0,8.0,67.0,55.0,1.0,1.0,,4.0,3.0,5.0,,3.0,3.0,4.0,,10.0,2.0,48.0,44.0,4.0,10.0,6.0,,,89.0,16.0,15.0,,4.0,2.0,,179.0,,,,,,,7.0,,2.0,,9.0,,10.0,9.0,1.0,5.0,88.0,88.0,51.0,4.0,,5.0,5.0,3.0,1.0,3.0,65.0,42.0,39.0,,,,,,136.0,130.0,,21.0,17.0,53.1,,,0.0,107.0,2.0,5.0,,,,1.0,5.0,,3.0,85.0,10.0,193.0,61.0,16.0,12.0,2.0,11.0,9.0,1.0,141.0,2.0,259.0,2.0,,18.0,2.0,65.0,1.0,441.0,,0.0,11.0,20.0,1.0,18.0,2.0,610.0,9.0,2.0,3.0,17.0,0.0
