matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695107,21,2014-01-12 14:05:00,4,Newcastle,Home,171.0,19.0,1.0,3.0,2.0,5.0,,184.0,5.0,4.0,4.0,7.0,11.0,27.0,352.0,,,19.0,18.0,17.0,8.0,1.0,,,,,,,,,,,,1.0,10.0,,,,,,2.0,8.0,13.0,1.0,,,51.0,68.0,1.0,1.0,,2.0,17.0,2.0,4.0,,1.0,5.0,6.0,10.0,,13.0,1.0,59.0,53.0,2.0,29.0,17.0,,1.0,62.0,18.0,14.0,,1.0,4.0,5.0,,158.0,,,,,,,8.0,,1.0,1.0,17.0,,14.0,14.0,,4.0,105.0,84.0,45.0,6.0,,4.0,5.0,5.0,421.0,2.0,2.0,,50.0,68.0,29.0,,,,,158.0,158.0,4.0,19.0,39.0,54.4,,,17.0,0.0,125.0,4.0,,4.0,,1.0,,6.0,,3.0,77.0,343.0,12.0,9.0,188.0,44.0,29.0,18.0,5.0,26.0,21.0,,119.0,14.0,277.0,1.0,5.0,23.0,11.0,50.0,3.0,439.0,,0.0,13.0,16.0,1.0,22.0,4.0,664.0,,13.0,8.0,5.0,13.0,0.0
695120,22,2014-01-18 15:00:00,4,Newcastle,Away,155.0,19.0,1.0,5.0,4.0,2.0,,178.0,,1.0,2.0,6.0,15.0,24.0,328.0,,2.0,23.0,24.0,22.0,13.0,,,,1.0,,,,1.0,,,,,1.0,18.0,,,,,,,2.0,9.0,3.0,,,67.0,72.0,2.0,1.0,1.0,4.0,18.0,2.0,2.0,,,3.0,8.0,4.0,,12.0,1.0,55.0,57.0,4.0,72.0,45.0,,,61.0,6.0,7.0,1.0,,2.0,1.0,1.0,166.0,2.0,,1.0,2.0,,,7.0,2.0,2.0,,45.0,,9.0,9.0,,2.0,93.0,89.0,42.0,4.0,2.0,7.0,8.0,8.0,393.0,3.0,3.0,,42.0,58.0,19.0,,,,,152.0,152.0,4.0,32.0,25.0,51.7,,,18.0,0.0,87.0,2.0,,2.0,,1.0,,9.0,,3.0,81.0,320.0,11.0,15.0,172.0,28.0,72.0,21.0,3.0,16.0,13.0,,121.0,11.0,257.0,2.0,1.0,28.0,16.0,49.0,3.0,413.0,,0.0,19.0,20.0,6.0,26.0,0.0,685.0,,17.0,10.0,3.0,15.0,0.0
695125,23,2014-01-28 19:45:00,4,Newcastle,Away,148.0,13.0,2.0,3.0,1.0,5.0,,136.0,3.0,1.0,1.0,5.0,8.0,14.0,281.0,2.0,1.0,24.0,18.0,20.0,13.0,1.0,,2.0,,1.0,1.0,,4.0,,1.0,,,,14.0,,,1.0,,1.0,1.0,,5.0,4.0,,,52.0,55.0,1.0,1.0,,1.0,19.0,9.0,4.0,,,7.0,16.0,5.0,,11.0,2.0,42.0,62.0,1.0,26.0,16.0,,,54.0,7.0,12.0,,,4.0,,4.0,163.0,,,,,,,8.0,,1.0,,16.0,2.0,20.0,20.0,,1.0,72.0,76.0,31.0,7.0,,5.0,9.0,3.0,357.0,4.0,1.0,,56.0,47.0,20.0,,,,,156.0,156.0,2.0,16.0,33.0,53.8,2.0,1.0,19.0,0.0,85.0,1.0,1.0,2.0,,2.0,2.0,9.0,,2.0,64.0,275.0,14.0,14.0,164.0,31.0,26.0,19.0,6.0,27.0,21.0,2.0,110.0,9.0,235.0,1.0,1.0,23.0,8.0,41.0,3.0,372.0,3.0,1.0,21.0,16.0,5.0,27.0,2.0,621.0,,14.0,15.0,7.0,10.0,0.0
695137,24,2014-02-01 12:45:00,4,Newcastle,Home,74.0,14.0,4.0,8.0,4.0,4.0,1.0,178.0,5.0,2.0,3.0,5.0,13.0,12.0,244.0,,1.0,17.0,18.0,26.0,17.0,6.0,,,,,,1.0,1.0,,,,,,19.0,,,,,,4.0,5.0,10.0,6.0,,,32.0,52.0,2.0,2.0,,2.0,16.0,9.0,9.0,,,7.0,10.0,11.0,,8.0,1.0,59.0,66.0,2.0,18.0,11.0,,,54.0,18.0,12.0,,,4.0,3.0,1.0,122.0,,,,,,,12.0,,,,11.0,,16.0,16.0,,3.0,85.0,68.0,34.0,3.0,,8.0,15.0,10.0,300.0,2.0,3.0,,47.0,24.0,33.0,1.0,1.0,1.0,,131.0,131.0,6.0,21.0,19.0,51.0,,,16.0,0.0,77.0,2.0,,2.0,,,,9.0,,3.0,95.0,230.0,10.0,23.0,88.0,30.0,18.0,13.0,5.0,29.0,24.0,,132.0,9.0,257.0,,2.0,22.0,14.0,34.0,2.0,316.0,2.0,0.0,28.0,23.0,1.0,19.0,2.0,541.0,,8.0,5.0,7.0,17.0,0.0
695142,25,2014-02-08 15:00:00,4,Newcastle,Away,135.0,14.0,,1.0,1.0,6.0,,144.0,8.0,2.0,3.0,5.0,10.0,15.0,278.0,1.0,2.0,15.0,10.0,11.0,10.0,,,,,,,,,,1.0,,,2.0,10.0,,,,,,,6.0,10.0,8.0,,,51.0,55.0,2.0,2.0,,5.0,13.0,1.0,9.0,,,5.0,9.0,3.0,,22.0,4.0,62.0,52.0,5.0,26.0,8.0,,,53.0,10.0,7.0,,,,,,142.0,,,,,,,13.0,,1.0,,8.0,,19.0,19.0,1.0,3.0,73.0,69.0,40.0,6.0,,5.0,5.0,6.0,330.0,1.0,4.0,,32.0,62.0,14.0,1.0,1.0,1.0,,138.0,138.0,1.0,23.0,21.0,41.0,,,13.0,0.0,86.0,3.0,2.0,5.0,,1.0,,5.0,,3.0,64.0,263.0,9.0,10.0,153.0,25.0,26.0,25.0,1.0,13.0,12.0,,101.0,18.0,212.0,1.0,3.0,15.0,14.0,31.0,,352.0,1.0,0.0,12.0,20.0,5.0,18.0,3.0,570.0,,7.0,14.0,5.0,15.0,0.0
695160,26,2014-02-12 19:45:00,4,Newcastle,Home,147.0,11.0,2.0,3.0,1.0,7.0,,179.0,6.0,1.0,3.0,10.0,24.0,22.0,323.0,,2.0,25.0,16.0,29.0,8.0,1.0,,,,,,,,,,,,1.0,8.0,,,,,,2.0,2.0,10.0,5.0,,,67.0,69.0,3.0,3.0,,1.0,17.0,3.0,11.0,,,8.0,7.0,8.0,,11.0,2.0,53.0,62.0,1.0,13.0,8.0,1.0,,72.0,6.0,11.0,,,2.0,2.0,,180.0,,,,,,,7.0,,1.0,,8.0,,22.0,22.0,1.0,3.0,105.0,94.0,55.0,6.0,,3.0,6.0,5.0,424.0,4.0,1.0,,54.0,58.0,24.0,,,,,175.0,175.0,4.0,28.0,29.0,49.3,,,17.0,0.0,87.0,2.0,2.0,4.0,,,,5.0,,3.0,59.0,314.0,11.0,9.0,164.0,29.0,13.0,15.0,7.0,24.0,17.0,1.0,121.0,13.0,299.0,1.0,1.0,34.0,24.0,51.0,3.0,439.0,,0.0,13.0,19.0,9.0,25.0,0.0,651.0,,12.0,5.0,8.0,13.0,0.0
695166,27,2014-02-23 13:30:00,4,Newcastle,Home,134.0,23.0,1.0,6.0,5.0,1.0,,183.0,5.0,2.0,5.0,13.0,12.0,32.0,311.0,1.0,,23.0,27.0,27.0,14.0,,,,,2.0,,,3.0,,,,,,15.0,,,,,1.0,2.0,8.0,3.0,7.0,,,59.0,76.0,2.0,2.0,,1.0,15.0,7.0,3.0,,1.0,10.0,17.0,10.0,,9.0,,62.0,68.0,1.0,30.0,15.0,,,69.0,12.0,10.0,1.0,,3.0,,3.0,178.0,,,,,,,6.0,1.0,1.0,,15.0,1.0,24.0,24.0,3.0,5.0,92.0,86.0,46.0,1.0,,6.0,8.0,5.0,398.0,3.0,5.0,,57.0,59.0,30.0,,,,,180.0,180.0,4.0,35.0,27.0,54.7,1.0,,15.0,0.0,85.0,1.0,1.0,2.0,,1.0,,11.0,,2.0,103.0,300.0,6.0,14.0,155.0,43.0,30.0,21.0,8.0,35.0,27.0,,159.0,12.0,294.0,1.0,2.0,30.0,15.0,51.0,5.0,414.0,2.0,0.0,23.0,22.0,9.0,27.0,2.0,672.0,,13.0,10.0,10.0,19.0,0.0
695174,28,2014-03-01 15:00:00,4,Newcastle,Away,138.0,11.0,2.0,2.0,,9.0,,177.0,7.0,1.0,5.0,10.0,9.0,25.0,313.0,1.0,,24.0,27.0,37.0,7.0,1.0,,4.0,,,,,1.0,,,,,1.0,13.0,,,,,,,4.0,10.0,3.0,,,74.0,51.0,,,3.0,4.0,10.0,4.0,3.0,,,3.0,6.0,2.0,,10.0,1.0,61.0,67.0,4.0,54.0,36.0,1.0,,82.0,10.0,10.0,1.0,,4.0,2.0,1.0,165.0,1.0,,1.0,1.0,,2.0,11.0,4.0,1.0,,36.0,,8.0,8.0,,5.0,87.0,88.0,42.0,6.0,3.0,3.0,6.0,7.0,394.0,2.0,2.0,,44.0,62.0,14.0,,,,,150.0,150.0,4.0,19.0,18.0,51.6,,1.0,10.0,0.0,85.0,2.0,,2.0,,,4.0,6.0,1.0,1.0,87.0,301.0,4.0,9.0,158.0,27.0,54.0,20.0,2.0,12.0,10.0,5.0,135.0,18.0,265.0,1.0,1.0,37.0,9.0,49.0,3.0,411.0,1.0,0.0,17.0,12.0,,25.0,2.0,636.0,,11.0,9.0,3.0,12.0,0.0
695186,29,2014-03-25 19:45:00,4,Newcastle,Home,195.0,24.0,2.0,6.0,4.0,3.0,,229.0,2.0,2.0,3.0,5.0,4.0,38.0,418.0,,1.0,24.0,14.0,13.0,9.0,2.0,,,,,,,,,,,,,13.0,,,,,,,2.0,7.0,1.0,,,74.0,64.0,1.0,2.0,,2.0,13.0,7.0,15.0,,,9.0,16.0,4.0,,15.0,1.0,63.0,58.0,2.0,23.0,11.0,,,67.0,8.0,8.0,,,1.0,,,169.0,,,,,,,2.0,,1.0,,11.0,,14.0,14.0,1.0,3.0,116.0,77.0,53.0,8.0,,6.0,5.0,2.0,475.0,1.0,2.0,,56.0,80.0,20.0,,,,,141.0,141.0,4.0,32.0,23.0,54.7,,1.0,13.0,0.0,133.0,3.0,,3.0,,,,7.0,2.0,3.0,115.0,404.0,5.0,11.0,206.0,39.0,23.0,26.0,7.0,27.0,20.0,,158.0,8.0,313.0,1.0,2.0,19.0,4.0,51.0,2.0,492.0,,0.0,16.0,23.0,3.0,25.0,0.0,709.0,,14.0,14.0,9.0,18.0,0.0
695193,30,2014-03-15 15:00:00,4,Newcastle,Away,160.0,16.0,,9.0,9.0,6.0,1.0,188.0,7.0,3.0,12.0,8.0,18.0,29.0,339.0,,,25.0,20.0,26.0,10.0,,,,,1.0,,,1.0,,,,,1.0,11.0,,,,,,,1.0,4.0,8.0,,,64.0,62.0,3.0,3.0,,4.0,17.0,4.0,7.0,,1.0,7.0,11.0,12.0,,15.0,1.0,54.0,71.0,4.0,30.0,17.0,,1.0,73.0,6.0,11.0,,,5.0,3.0,1.0,156.0,,,,,,,11.0,,1.0,,17.0,,9.0,9.0,1.0,12.0,108.0,97.0,54.0,9.0,,4.0,6.0,3.0,424.0,3.0,3.0,,48.0,79.0,28.0,,,,,175.0,175.0,5.0,19.0,24.0,61.1,,1.0,17.0,0.0,112.0,1.0,1.0,2.0,,2.0,,5.0,,3.0,82.0,330.0,9.0,10.0,180.0,36.0,30.0,19.0,7.0,33.0,26.0,,139.0,12.0,293.0,3.0,3.0,30.0,20.0,63.0,1.0,440.0,,0.0,12.0,22.0,2.0,29.0,0.0,694.0,,15.0,11.0,7.0,20.0,0.0
695207,31,2014-03-22 15:00:00,4,Newcastle,Home,273.0,24.0,1.0,6.0,5.0,1.0,,358.0,10.0,,8.0,4.0,25.0,40.0,625.0,,4.0,26.0,24.0,21.0,14.0,,,1.0,,1.0,,,2.0,,,,,1.0,18.0,,,,,,,2.0,5.0,3.0,,,96.0,64.0,3.0,3.0,1.0,2.0,24.0,5.0,6.0,,1.0,9.0,16.0,2.0,,17.0,1.0,64.0,54.0,2.0,25.0,13.0,,,70.0,4.0,8.0,1.0,,3.0,,2.0,212.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,13.0,1.0,11.0,11.0,1.0,8.0,203.0,94.0,72.0,5.0,,6.0,9.0,8.0,699.0,2.0,2.0,,63.0,91.0,19.0,,,,,151.0,151.0,3.0,31.0,22.0,72.7,,,24.0,0.0,201.0,1.0,,1.0,,1.0,1.0,8.0,,3.0,143.0,613.0,11.0,15.0,291.0,45.0,25.0,23.0,8.0,26.0,18.0,1.0,189.0,6.0,447.0,1.0,,12.0,27.0,56.0,1.0,712.0,,0.0,21.0,17.0,6.0,26.0,0.0,942.0,,10.0,9.0,9.0,12.0,0.0
695216,32,2014-03-29 15:00:00,4,Newcastle,Away,176.0,20.0,2.0,5.0,3.0,4.0,,183.0,3.0,1.0,1.0,7.0,18.0,26.0,354.0,,,21.0,13.0,9.0,3.0,1.0,,,,,,,1.0,,,,,1.0,2.0,,,,,,,1.0,17.0,6.0,,,97.0,58.0,,,,3.0,21.0,2.0,8.0,,,5.0,10.0,5.0,,17.0,6.0,52.0,41.0,3.0,17.0,9.0,,1.0,55.0,6.0,5.0,,,1.0,,1.0,146.0,,,,,,,11.0,,2.0,,9.0,,12.0,12.0,,1.0,91.0,80.0,46.0,7.0,,1.0,3.0,2.0,427.0,2.0,2.0,,66.0,56.0,17.0,,,,,149.0,149.0,2.0,19.0,33.0,47.5,,,21.0,0.0,109.0,6.0,1.0,7.0,,1.0,,1.0,,3.0,64.0,342.0,11.0,4.0,202.0,37.0,17.0,21.0,3.0,18.0,15.0,,102.0,9.0,259.0,2.0,1.0,22.0,22.0,50.0,,443.0,,0.0,5.0,14.0,5.0,22.0,1.0,631.0,,11.0,13.0,5.0,12.0,0.0
695227,33,2014-04-05 15:00:00,4,Newcastle,Home,151.0,15.0,,5.0,5.0,5.0,1.0,157.0,5.0,2.0,2.0,5.0,13.0,17.0,303.0,,,18.0,12.0,17.0,9.0,1.0,,,,,,,,,,,,,12.0,,,,,,2.0,6.0,6.0,2.0,,,63.0,55.0,,1.0,,4.0,13.0,2.0,7.0,,,4.0,14.0,6.0,,9.0,,46.0,45.0,4.0,25.0,15.0,,,48.0,16.0,5.0,,,,1.0,,143.0,,,,,,,9.0,,,,15.0,,18.0,18.0,,2.0,93.0,78.0,43.0,5.0,,5.0,5.0,4.0,359.0,,4.0,,35.0,62.0,16.0,,,,,129.0,129.0,1.0,18.0,28.0,43.6,,2.0,13.0,0.0,79.0,,,,,1.0,,8.0,,2.0,62.0,290.0,9.0,10.0,164.0,29.0,25.0,9.0,2.0,23.0,21.0,,99.0,14.0,237.0,,2.0,24.0,17.0,38.0,,378.0,1.0,0.0,14.0,18.0,1.0,21.0,1.0,569.0,,12.0,5.0,4.0,10.0,0.0
695236,34,2014-04-12 15:07:00,4,Newcastle,Away,211.0,18.0,2.0,4.0,2.0,6.0,,179.0,7.0,,3.0,13.0,21.0,26.0,386.0,,,27.0,27.0,19.0,9.0,,,1.0,,,,,,,,,,,10.0,,,,,,2.0,3.0,6.0,4.0,,,76.0,58.0,2.0,2.0,,5.0,18.0,5.0,5.0,,,5.0,8.0,5.0,,14.0,1.0,56.0,64.0,5.0,25.0,14.0,,,65.0,11.0,12.0,,,,2.0,,183.0,,,,,,,8.0,,1.0,,14.0,,11.0,11.0,,3.0,101.0,78.0,48.0,4.0,,5.0,4.0,1.0,458.0,2.0,2.0,,44.0,47.0,29.0,,,,,144.0,144.0,3.0,35.0,15.0,51.1,,1.0,18.0,0.0,112.0,1.0,1.0,2.0,,2.0,1.0,7.0,1.0,3.0,72.0,375.0,10.0,9.0,231.0,47.0,25.0,17.0,5.0,20.0,15.0,1.0,116.0,13.0,261.0,1.0,,30.0,22.0,56.0,1.0,472.0,1.0,0.0,13.0,19.0,5.0,30.0,1.0,698.0,,18.0,14.0,5.0,13.0,0.0
695247,35,2014-04-19 15:00:00,4,Newcastle,Home,141.0,17.0,1.0,6.0,5.0,10.0,,193.0,6.0,4.0,3.0,13.0,13.0,22.0,328.0,1.0,,15.0,23.0,30.0,10.0,1.0,,,,,,,,,,,,,11.0,,,,,,2.0,2.0,4.0,6.0,,,78.0,71.0,,,,4.0,18.0,1.0,7.0,,,2.0,8.0,7.0,,9.0,,52.0,66.0,4.0,32.0,11.0,,1.0,81.0,6.0,9.0,1.0,,1.0,1.0,,185.0,1.0,,1.0,,1.0,,6.0,,2.0,,11.0,,25.0,25.0,2.0,3.0,93.0,98.0,52.0,8.0,,7.0,5.0,4.0,420.0,4.0,1.0,,60.0,44.0,27.0,1.0,1.0,1.0,,161.0,161.0,4.0,29.0,28.0,47.2,,1.0,18.0,0.0,84.0,,,,,,,9.0,,3.0,91.0,314.0,13.0,12.0,154.0,38.0,32.0,13.0,2.0,18.0,16.0,,160.0,29.0,304.0,2.0,4.0,37.0,16.0,49.0,1.0,440.0,1.0,0.0,14.0,24.0,5.0,16.0,2.0,664.0,,17.0,5.0,2.0,14.0,0.0
695251,36,2014-04-28 20:00:00,4,Newcastle,Away,178.0,13.0,,3.0,3.0,1.0,,141.0,2.0,,3.0,5.0,13.0,27.0,316.0,,1.0,23.0,15.0,18.0,8.0,,,,,,,,,,,,,,8.0,,,,,,,3.0,17.0,3.0,3.0,5.0,62.0,55.0,1.0,1.0,,5.0,7.0,1.0,6.0,,1.0,,7.0,6.0,,7.0,2.0,49.0,56.0,5.0,38.0,23.0,,,36.0,8.0,8.0,,,3.0,3.0,,151.0,,,,,,,7.0,,2.0,,23.0,,12.0,12.0,2.0,3.0,90.0,69.0,38.0,14.0,,4.0,4.0,3.0,373.0,3.0,1.0,,44.0,56.0,22.0,,,,,127.0,127.0,4.0,26.0,20.0,38.5,,1.0,14.0,0.0,91.0,5.0,,5.0,,,,4.0,,3.0,39.0,307.0,7.0,8.0,195.0,22.0,38.0,27.0,,16.0,16.0,1.0,71.0,6.0,215.0,2.0,1.0,27.0,15.0,54.0,2.0,394.0,,0.0,8.0,18.0,4.0,25.0,2.0,601.0,6.0,10.0,13.0,,14.0,0.0
695267,37,2014-05-03 15:00:00,4,Newcastle,Home,143.0,19.0,3.0,7.0,4.0,6.0,,194.0,7.0,1.0,1.0,6.0,15.0,23.0,330.0,,1.0,17.0,29.0,29.0,11.0,4.0,,1.0,,,,,2.0,,,,,1.0,12.0,,,,,,1.0,2.0,12.0,4.0,,,58.0,57.0,2.0,,3.0,,10.0,11.0,12.0,1.0,,10.0,12.0,5.0,1.0,9.0,2.0,65.0,69.0,,37.0,18.0,,1.0,55.0,9.0,6.0,2.0,,3.0,1.0,2.0,142.0,2.0,,2.0,1.0,1.0,,14.0,2.0,1.0,1.0,18.0,2.0,15.0,15.0,,1.0,106.0,93.0,53.0,6.0,,4.0,13.0,6.0,396.0,6.0,4.0,,61.0,48.0,17.0,,,,,135.0,135.0,2.0,30.0,20.0,53.8,,2.0,10.0,0.0,103.0,3.0,,2.0,,,1.0,5.0,1.0,3.0,81.0,320.0,9.0,17.0,155.0,32.0,37.0,19.0,6.0,24.0,18.0,1.0,120.0,15.0,278.0,1.0,1.0,23.0,18.0,45.0,,409.0,,0.0,22.0,22.0,2.0,22.0,1.0,641.0,,7.0,12.0,10.0,17.0,0.0
695274,38,2014-05-11 15:00:00,4,Newcastle,Away,154.0,11.0,2.0,3.0,1.0,,,110.0,4.0,,3.0,6.0,9.0,23.0,261.0,,2.0,11.0,13.0,10.0,3.0,2.0,,,,,,,1.0,,,,,1.0,6.0,,,,,,,9.0,6.0,7.0,,,53.0,59.0,1.0,1.0,,2.0,9.0,3.0,10.0,,,2.0,6.0,4.0,,8.0,2.0,50.0,45.0,2.0,26.0,17.0,,,50.0,16.0,8.0,,,1.0,,1.0,112.0,,,,,,,10.0,,2.0,1.0,17.0,,15.0,15.0,3.0,3.0,81.0,83.0,40.0,6.0,,2.0,3.0,2.0,311.0,3.0,1.0,,35.0,46.0,15.0,,,,,126.0,126.0,,32.0,13.0,33.8,,1.0,9.0,0.0,87.0,2.0,1.0,3.0,1.0,1.0,,3.0,,3.0,34.0,252.0,7.0,5.0,172.0,23.0,26.0,16.0,2.0,12.0,10.0,,64.0,9.0,173.0,2.0,1.0,27.0,9.0,52.0,2.0,333.0,,2.0,8.0,19.0,2.0,18.0,3.0,515.0,,14.0,9.0,2.0,18.0,0.0
