matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442003,1.0,2012-08-18 17:30:00,4,Newcastle,Home,220.0,13.0,,1.0,1.0,1.0,,111.0,8.0,1.0,7.0,6.0,5.0,27.0,330.0,,,20.0,8.0,10.0,3.0,,,,,,,,,,,,,6.0,1.0,,,,,,6.0,9.0,,,,74.0,46.0,,,1.0,4.0,2.0,9.0,,,3.0,5.0,7.0,,12.0,2.0,47.0,44.0,4.0,17.0,8.0,,1.0,65.0,13.0,8.0,1.0,,3.0,3.0,,132.0,,,,,,,14.0,,,1.0,1.0,,,,,15.0,,7.0,6.0,,7.0,100.0,74.0,37.0,5.0,1.0,1.0,2.0,3.0,,,,3.0,3.0,,46.0,31.0,17.0,,,,1.0,155.0,137.0,1.0,20.0,14.0,51.9,,2.0,0.0,,,,99.0,1.0,2.0,,,2.0,,2.0,,2.0,39.0,,3.0,236.0,26.0,35.0,13.0,1.0,16.0,15.0,,78.0,4.0,185.0,1.0,1.0,16.0,5.0,53.0,3.0,405.0,,0.0,7.0,18.0,,23.0,2.0,603.0,,15.0,8.0,3.0,15.0,0.0
442010,2.0,2012-08-25 17:30:00,4,Newcastle,Away,258.0,17.0,,5.0,5.0,,1.0,142.0,6.0,,6.0,1.0,7.0,49.0,395.0,,,20.0,19.0,9.0,7.0,1.0,,,,,,,,,,,,10.0,,,,,,1.0,5.0,7.0,,,,77.0,51.0,1.0,1.0,,1.0,2.0,6.0,,,3.0,8.0,8.0,,11.0,2.0,53.0,46.0,1.0,12.0,6.0,,2.0,58.0,11.0,8.0,,,2.0,2.0,,144.0,,,,,,,9.0,,,,,,,,,14.0,,11.0,10.0,1.0,6.0,110.0,65.0,44.0,2.0,,5.0,3.0,3.0,,,,1.0,3.0,,46.0,40.0,18.0,1.0,1.0,1.0,,128.0,113.0,1.0,26.0,15.0,47.5,,,0.0,,,,120.0,2.0,2.0,,,,,6.0,,3.0,44.0,,8.0,273.0,33.0,27.0,17.0,3.0,21.0,18.0,,75.0,1.0,199.0,,,8.0,7.0,66.0,3.0,451.0,,0.0,11.0,18.0,1.0,24.0,0.0,641.0,,11.0,11.0,3.0,11.0,0.0
442022,3.0,2012-09-02 16:00:00,4,Newcastle,Home,153.0,23.0,4.0,12.0,8.0,1.0,2.0,185.0,3.0,,4.0,8.0,10.0,44.0,326.0,,,24.0,18.0,14.0,10.0,4.0,,,,1.0,,1.0,2.0,,,,,10.0,,,,,,1.0,10.0,3.0,,,,71.0,59.0,1.0,1.0,,4.0,3.0,6.0,,,10.0,14.0,11.0,,21.0,2.0,59.0,51.0,4.0,13.0,8.0,,,71.0,6.0,20.0,,,3.0,2.0,2.0,141.0,,,,,,,6.0,,,1.0,2.0,,,,,15.0,,5.0,4.0,,4.0,81.0,73.0,51.0,6.0,1.0,9.0,5.0,4.0,,,,4.0,5.0,,35.0,82.0,30.0,,,,,158.0,140.0,,31.0,19.0,51.7,,,0.0,,,,96.0,3.0,1.0,,,,,10.0,,3.0,81.0,,14.0,166.0,38.0,31.0,14.0,10.0,37.0,27.0,1.0,119.0,2.0,260.0,2.0,,20.0,10.0,71.0,3.0,389.0,,0.0,17.0,11.0,,24.0,1.0,615.0,,12.0,6.0,10.0,6.0,0.0
442031,4.0,2012-09-17 20:00:00,4,Newcastle,Away,129.0,6.0,1.0,2.0,1.0,4.0,,90.0,6.0,1.0,,16.0,6.0,38.0,217.0,1.0,4.0,14.0,22.0,13.0,7.0,,,,,,,,,,,,1.0,10.0,,,,,,1.0,12.0,6.0,,,,53.0,41.0,2.0,3.0,1.0,4.0,3.0,8.0,,1.0,3.0,3.0,1.0,,10.0,3.0,60.0,62.0,4.0,31.0,15.0,,2.0,68.0,13.0,17.0,2.0,,,1.0,,121.0,2.0,,2.0,2.0,,,14.0,,,2.0,,,,,,31.0,,8.0,5.0,,,51.0,79.0,36.0,3.0,,3.0,6.0,3.0,,,,5.0,2.0,,28.0,34.0,21.0,,,,,154.0,129.0,,21.0,15.0,41.7,,1.0,0.0,,,,69.0,4.0,,,,3.0,,5.0,,3.0,43.0,,9.0,140.0,20.0,56.0,17.0,3.0,8.0,5.0,,96.0,9.0,162.0,,1.0,40.0,6.0,71.0,3.0,294.0,1.0,0.0,11.0,22.0,6.0,19.0,3.0,510.0,,11.0,10.0,3.0,18.0,0.0
442042,5.0,2012-09-23 15:00:00,4,Newcastle,Home,185.0,21.0,3.0,9.0,6.0,,1.0,162.0,2.0,,7.0,10.0,13.0,37.0,338.0,,2.0,14.0,32.0,25.0,8.0,3.0,,2.0,,,,,,,,,1.0,13.0,,1.0,,,,2.0,7.0,3.0,,,,77.0,74.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,,4.0,10.0,7.0,,9.0,1.0,62.0,71.0,3.0,28.0,13.0,,,64.0,11.0,19.0,1.0,,2.0,1.0,,136.0,1.0,,1.0,1.0,,,5.0,,,1.0,3.0,,,,,20.0,,15.0,11.0,5.0,7.0,100.0,83.0,38.0,5.0,,6.0,6.0,6.0,,,,4.0,3.0,,34.0,66.0,26.0,,,,1.0,165.0,148.0,3.0,31.0,30.0,52.8,,1.0,0.0,,,,117.0,2.0,1.0,,,,2.0,10.0,,3.0,65.0,,12.0,204.0,39.0,45.0,16.0,3.0,21.0,18.0,2.0,116.0,3.0,247.0,3.0,,38.0,17.0,70.0,3.0,430.0,,0.0,18.0,17.0,4.0,20.0,1.0,642.0,,14.0,10.0,4.0,11.0,0.0
442056,6.0,2012-09-29 15:00:00,4,Newcastle,Away,164.0,19.0,,1.0,1.0,5.0,,151.0,4.0,,4.0,7.0,9.0,40.0,314.0,,1.0,21.0,29.0,41.0,6.0,1.0,,,,,,,,,,,,8.0,,,,,,,12.0,4.0,,,,53.0,55.0,,,,3.0,3.0,6.0,,,3.0,8.0,5.0,,12.0,1.0,65.0,82.0,3.0,38.0,23.0,,,77.0,9.0,8.0,2.0,,2.0,2.0,,143.0,2.0,,2.0,2.0,,,10.0,,,2.0,5.0,,,,,40.0,,5.0,3.0,1.0,4.0,109.0,79.0,36.0,6.0,,4.0,5.0,2.0,,,,2.0,3.0,,55.0,40.0,17.0,,,,,201.0,159.0,1.0,25.0,16.0,52.6,,2.0,0.0,,,,104.0,3.0,,,,,,4.0,,3.0,76.0,,9.0,188.0,34.0,80.0,20.0,2.0,17.0,15.0,,128.0,9.0,238.0,5.0,,27.0,10.0,69.0,1.0,409.0,,0.0,9.0,22.0,2.0,24.0,3.0,663.0,,14.0,11.0,3.0,15.0,0.0
442062,7.0,2012-10-07 16:00:00,4,Newcastle,Home,201.0,15.0,1.0,9.0,8.0,,2.0,177.0,1.0,2.0,5.0,1.0,4.0,35.0,369.0,,,25.0,8.0,13.0,9.0,2.0,,1.0,,,,,,,,,,10.0,,,1.0,,,1.0,9.0,4.0,,,,70.0,45.0,,1.0,,2.0,3.0,3.0,,1.0,8.0,15.0,12.0,,21.0,3.0,58.0,48.0,2.0,9.0,3.0,,3.0,56.0,15.0,12.0,,,1.0,4.0,,138.0,,,,,,,4.0,,,,1.0,,,,,9.0,2.0,16.0,11.0,,5.0,99.0,69.0,45.0,6.0,,8.0,3.0,2.0,,,,2.0,4.0,,67.0,53.0,23.0,,,,,145.0,131.0,1.0,17.0,19.0,45.5,1.0,1.0,0.0,,,,115.0,3.0,2.0,,,,1.0,10.0,,3.0,69.0,,11.0,210.0,30.0,23.0,23.0,6.0,37.0,31.0,1.0,102.0,1.0,249.0,1.0,2.0,8.0,4.0,54.0,,422.0,,0.0,15.0,11.0,,26.0,4.0,638.0,,10.0,12.0,8.0,8.0,0.0
442074,8.0,2012-10-21 13:30:00,4,Newcastle,Away,94.0,12.0,2.0,5.0,3.0,1.0,1.0,81.0,6.0,,,7.0,7.0,34.0,170.0,,1.0,9.0,11.0,14.0,5.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,8.0,,,,,,,10.0,12.0,,,,44.0,52.0,1.0,2.0,1.0,7.0,5.0,7.0,1.0,,4.0,2.0,4.0,,17.0,,59.0,58.0,7.0,35.0,21.0,,1.0,60.0,16.0,14.0,,,3.0,3.0,1.0,112.0,,,,,,,10.0,,,1.0,3.0,,,,1.0,29.0,,10.0,9.0,3.0,,37.0,76.0,35.0,8.0,1.0,,6.0,5.0,,,,10.0,2.0,1.0,19.0,30.0,16.0,,,,,158.0,134.0,1.0,30.0,14.0,34.5,,2.0,0.0,,,,48.0,1.0,1.0,,,,,1.0,,3.0,37.0,,6.0,109.0,21.0,59.0,15.0,4.0,13.0,9.0,,76.0,2.0,145.0,4.0,,27.0,9.0,64.0,,241.0,,1.0,11.0,24.0,3.0,19.0,4.0,474.0,,13.0,6.0,4.0,16.0,0.0
442084,9.0,2012-10-28 15:00:00,4,Newcastle,Home,178.0,12.0,2.0,8.0,6.0,1.0,,155.0,4.0,1.0,7.0,6.0,15.0,41.0,325.0,1.0,,20.0,11.0,19.0,7.0,1.0,,,,,,,,,,,,10.0,,,,,,1.0,8.0,3.0,,,,69.0,53.0,1.0,1.0,1.0,3.0,4.0,6.0,,,6.0,13.0,8.0,,13.0,2.0,53.0,55.0,3.0,15.0,9.0,1.0,,66.0,13.0,7.0,2.0,,1.0,1.0,,152.0,1.0,,,1.0,,,9.0,,,2.0,1.0,,,,,18.0,,14.0,13.0,,7.0,94.0,84.0,46.0,4.0,,4.0,5.0,5.0,,,,,3.0,,51.0,61.0,20.0,,,,,164.0,144.0,1.0,27.0,17.0,50.4,,,0.0,,,,88.0,3.0,,,,1.0,,4.0,,3.0,67.0,,9.0,190.0,20.0,35.0,20.0,4.0,26.0,22.0,,112.0,6.0,239.0,1.0,1.0,29.0,17.0,71.0,3.0,403.0,1.0,0.0,13.0,19.0,2.0,23.0,3.0,623.0,,11.0,10.0,6.0,14.0,0.0
442090,10.0,2012-11-04 16:00:00,4,Newcastle,Away,109.0,6.0,,2.0,2.0,3.0,,103.0,6.0,2.0,4.0,6.0,9.0,26.0,210.0,,1.0,8.0,16.0,7.0,5.0,,,,,1.0,,,1.0,,,,,10.0,,,,,,,11.0,12.0,,,,43.0,56.0,,,,4.0,,14.0,,,3.0,4.0,1.0,,13.0,3.0,71.0,52.0,4.0,29.0,10.0,,1.0,48.0,14.0,10.0,,1.0,3.0,2.0,1.0,107.0,1.0,,1.0,1.0,,,16.0,,,1.0,2.0,,,,,20.0,,15.0,10.0,2.0,4.0,65.0,75.0,35.0,14.0,1.0,3.0,3.0,3.0,,,,9.0,,,35.0,33.0,9.0,,,,,153.0,124.0,,24.0,21.0,34.7,,3.0,0.0,,,,61.0,4.0,1.0,,,,,8.0,,3.0,26.0,,6.0,122.0,16.0,58.0,23.0,2.0,9.0,7.0,,52.0,6.0,163.0,2.0,2.0,22.0,10.0,59.0,1.0,276.0,,1.0,11.0,26.0,1.0,10.0,1.0,512.0,,10.0,9.0,3.0,20.0,0.0
