matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442104,11.0,2012-11-11 15:00:00,4,Newcastle,Home,130.0,9.0,4.0,8.0,4.0,1.0,1.0,171.0,5.0,,5.0,9.0,8.0,46.0,293.0,,1.0,21.0,22.0,16.0,11.0,2.0,,,,,,,,,,,,9.0,,,,,,,11.0,,,,,46.0,50.0,2.0,2.0,,2.0,2.0,1.0,,1.0,11.0,22.0,5.0,,11.0,,55.0,64.0,2.0,17.0,12.0,,2.0,72.0,10.0,14.0,,1.0,2.0,1.0,,140.0,,,,,,,9.0,,,,,,,,2.0,17.0,,10.0,9.0,,5.0,90.0,72.0,46.0,3.0,,5.0,8.0,8.0,,,,2.0,2.0,,53.0,43.0,25.0,,,,,158.0,142.0,1.0,23.0,17.0,49.8,,,0.0,,,,90.0,2.0,,,,1.0,,6.0,,3.0,78.0,,13.0,137.0,30.0,33.0,26.0,7.0,35.0,28.0,1.0,129.0,5.0,264.0,,,27.0,8.0,74.0,1.0,366.0,,0.0,16.0,21.0,2.0,22.0,1.0,597.0,,9.0,13.0,11.0,14.0,0.0
442113,12.0,2012-11-17 15:00:00,4,Newcastle,Home,172.0,18.0,3.0,8.0,5.0,2.0,,198.0,5.0,2.0,3.0,11.0,9.0,50.0,362.0,2.0,,19.0,16.0,21.0,23.0,3.0,,,,,,,1.0,,1.0,,,27.0,,,1.0,,,,12.0,4.0,,,,64.0,69.0,3.0,3.0,,2.0,6.0,2.0,,,5.0,20.0,9.0,,10.0,5.0,49.0,57.0,2.0,13.0,10.0,1.0,1.0,79.0,10.0,7.0,1.0,,1.0,1.0,1.0,163.0,,,,,,,9.0,,,1.0,,,,,2.0,14.0,1.0,16.0,15.0,2.0,3.0,106.0,80.0,52.0,4.0,,15.0,11.0,9.0,,,,3.0,1.0,,63.0,43.0,32.0,,,,,162.0,145.0,5.0,30.0,28.0,52.0,1.0,2.0,0.0,,,,106.0,3.0,2.0,,,,,17.0,,3.0,99.0,,26.0,185.0,33.0,30.0,24.0,5.0,35.0,30.0,,148.0,7.0,289.0,,2.0,25.0,9.0,69.0,2.0,439.0,2.0,0.0,32.0,18.0,1.0,21.0,1.0,673.0,,9.0,11.0,5.0,17.0,0.0
442123,13.0,2012-11-25 15:00:00,4,Newcastle,Away,122.0,14.0,1.0,7.0,6.0,4.0,,118.0,7.0,3.0,3.0,7.0,4.0,36.0,233.0,,1.0,33.0,22.0,15.0,4.0,1.0,,,,,,,,,,,,6.0,,,,,,,12.0,6.0,,,,40.0,48.0,1.0,1.0,,1.0,1.0,5.0,,,3.0,9.0,14.0,,25.0,4.0,70.0,62.0,1.0,15.0,9.0,2.0,3.0,87.0,13.0,12.0,,,1.0,2.0,,150.0,,,,,,,12.0,,,,,,,,1.0,18.0,,17.0,12.0,,3.0,75.0,91.0,44.0,4.0,,1.0,4.0,3.0,,,,2.0,2.0,,37.0,53.0,26.0,,,,,212.0,185.0,1.0,21.0,16.0,50.9,,1.0,0.0,,,,67.0,5.0,1.0,,,,,4.0,,3.0,45.0,,5.0,138.0,29.0,42.0,13.0,3.0,28.0,25.0,,107.0,9.0,222.0,1.0,3.0,38.0,4.0,78.0,6.0,332.0,1.0,0.0,8.0,28.0,1.0,41.0,2.0,596.0,,13.0,7.0,3.0,14.0,0.0
442132,14.0,2012-11-28 19:45:00,4,Newcastle,Away,132.0,15.0,1.0,2.0,1.0,1.0,,109.0,2.0,,3.0,7.0,19.0,28.0,239.0,,,24.0,30.0,19.0,6.0,1.0,,1.0,,,,,,,,,,8.0,,,,,,,11.0,2.0,,,,63.0,62.0,,,1.0,6.0,1.0,7.0,,,2.0,6.0,3.0,,21.0,,75.0,59.0,6.0,28.0,11.0,1.0,,59.0,14.0,13.0,1.0,1.0,,,,138.0,,,,,,,10.0,,,1.0,5.0,,,,,26.0,,23.0,13.0,,3.0,73.0,92.0,41.0,7.0,,2.0,5.0,6.0,,,,1.0,,,43.0,62.0,13.0,,,,,199.0,165.0,2.0,31.0,16.0,47.8,,,0.0,,,,70.0,3.0,,,,,1.0,2.0,,2.0,34.0,,7.0,144.0,40.0,62.0,5.0,2.0,11.0,9.0,1.0,87.0,8.0,211.0,5.0,,29.0,25.0,64.0,,344.0,,0.0,9.0,25.0,,33.0,2.0,586.0,,9.0,2.0,2.0,17.0,0.0
442143,15.0,2012-12-03 20:00:00,4,Newcastle,Home,172.0,11.0,,4.0,4.0,1.0,,243.0,2.0,,3.0,3.0,28.0,31.0,411.0,,1.0,18.0,12.0,9.0,12.0,1.0,,3.0,,,,,,,,,,16.0,1.0,,,,,1.0,3.0,7.0,,,,87.0,54.0,,,2.0,1.0,1.0,12.0,,,4.0,9.0,8.0,,11.0,1.0,54.0,48.0,1.0,18.0,8.0,,,68.0,13.0,14.0,2.0,,3.0,1.0,,148.0,1.0,,,1.0,,1.0,5.0,,,2.0,2.0,,,,,15.0,,3.0,2.0,,3.0,122.0,69.0,48.0,4.0,1.0,8.0,6.0,8.0,,,,4.0,,,73.0,72.0,20.0,,,,1.0,119.0,109.0,5.0,21.0,22.0,50.2,,,0.0,,,,114.0,,1.0,,,,3.0,9.0,,3.0,96.0,,14.0,182.0,26.0,28.0,15.0,4.0,22.0,18.0,4.0,132.0,4.0,311.0,2.0,,17.0,29.0,51.0,2.0,471.0,,0.0,18.0,16.0,2.0,19.0,1.0,643.0,,8.0,9.0,4.0,11.0,0.0
442152,16.0,2012-12-10 20:00:00,4,Newcastle,Away,163.0,17.0,1.0,8.0,7.0,3.0,,224.0,9.0,1.0,3.0,8.0,15.0,38.0,379.0,,,16.0,23.0,24.0,11.0,1.0,,,,,,,1.0,,,,,14.0,,,1.0,,,1.0,10.0,6.0,,,,71.0,68.0,,,,4.0,5.0,4.0,1.0,,4.0,21.0,13.0,,16.0,3.0,63.0,66.0,4.0,22.0,14.0,,1.0,76.0,11.0,13.0,,,2.0,1.0,1.0,184.0,1.0,,,1.0,,,11.0,,,1.0,2.0,,,,,24.0,1.0,17.0,13.0,3.0,3.0,106.0,91.0,61.0,5.0,1.0,5.0,8.0,8.0,,,,1.0,2.0,,73.0,51.0,29.0,,,,,185.0,166.0,1.0,30.0,29.0,54.7,1.0,,0.0,,,,114.0,3.0,2.0,,,,,7.0,,3.0,97.0,,13.0,181.0,34.0,41.0,19.0,4.0,39.0,35.0,,150.0,9.0,333.0,2.0,1.0,27.0,15.0,68.0,1.0,475.0,,0.0,20.0,19.0,1.0,18.0,0.0,714.0,,7.0,10.0,4.0,14.0,0.0
442162,17.0,2012-12-15 12:45:00,4,Newcastle,Home,116.0,17.0,2.0,9.0,7.0,2.0,,216.0,2.0,2.0,3.0,10.0,9.0,27.0,323.0,,,19.0,19.0,27.0,14.0,,,,,,,,,,,,,12.0,,,,,,1.0,14.0,3.0,,,,65.0,50.0,2.0,1.0,1.0,3.0,3.0,9.0,1.0,,12.0,14.0,15.0,,8.0,1.0,64.0,70.0,3.0,18.0,10.0,1.0,1.0,82.0,9.0,16.0,1.0,,2.0,3.0,,148.0,1.0,,1.0,,1.0,,5.0,,,,2.0,,,,,18.0,,12.0,9.0,1.0,3.0,107.0,81.0,52.0,7.0,,7.0,8.0,5.0,,,,4.0,3.0,,70.0,53.0,33.0,,,,,172.0,157.0,2.0,16.0,25.0,53.7,,,0.0,,,,85.0,4.0,1.0,,,,,9.0,,3.0,88.0,,15.0,129.0,39.0,33.0,26.0,10.0,42.0,32.0,,145.0,3.0,318.0,2.0,2.0,22.0,10.0,52.0,,405.0,,0.0,17.0,20.0,2.0,21.0,3.0,630.0,,7.0,7.0,12.0,16.0,0.0
442172,18.0,2012-12-22 15:00:00,4,Newcastle,Home,138.0,11.0,3.0,8.0,5.0,,,212.0,4.0,,5.0,8.0,9.0,33.0,342.0,,,30.0,16.0,24.0,11.0,1.0,,1.0,,3.0,,,4.0,,,,,14.0,,,,,,,1.0,3.0,,,,52.0,62.0,,,,,8.0,9.0,,,10.0,25.0,11.0,,12.0,1.0,53.0,61.0,,21.0,16.0,,,87.0,9.0,15.0,1.0,,7.0,1.0,4.0,177.0,1.0,,,1.0,,,5.0,,,1.0,2.0,,,,,22.0,,9.0,8.0,1.0,6.0,96.0,77.0,47.0,3.0,,5.0,8.0,4.0,,,,,6.0,,82.0,66.0,24.0,,,,,162.0,147.0,1.0,23.0,29.0,58.6,,,0.0,,,,86.0,,3.0,,,1.0,1.0,9.0,,3.0,91.0,,13.0,144.0,25.0,36.0,19.0,10.0,47.0,37.0,1.0,140.0,3.0,314.0,2.0,1.0,22.0,9.0,56.0,2.0,411.0,,0.0,21.0,11.0,2.0,32.0,3.0,643.0,,7.0,11.0,10.0,8.0,0.0
442183,19.0,2012-12-26 15:00:00,4,Newcastle,Away,94.0,12.0,,6.0,6.0,3.0,,128.0,5.0,1.0,3.0,8.0,2.0,20.0,216.0,1.0,,13.0,20.0,11.0,9.0,,,,,,1.0,,1.0,,,,,13.0,,,1.0,1.0,,1.0,12.0,3.0,,,,47.0,50.0,,,1.0,3.0,4.0,4.0,,1.0,2.0,10.0,7.0,1.0,5.0,2.0,51.0,54.0,3.0,13.0,4.0,1.0,,65.0,18.0,12.0,1.0,,2.0,1.0,1.0,124.0,1.0,,1.0,1.0,,,11.0,,,2.0,2.0,,,,1.0,15.0,2.0,10.0,8.0,2.0,3.0,60.0,81.0,38.0,2.0,,2.0,8.0,7.0,,,,3.0,,,29.0,44.0,25.0,,,,,150.0,131.0,,24.0,14.0,39.3,2.0,1.0,0.0,,,,66.0,3.0,,,,,,4.0,1.0,3.0,48.0,,10.0,112.0,23.0,32.0,16.0,2.0,20.0,18.0,2.0,99.0,12.0,205.0,2.0,1.0,29.0,3.0,55.0,,297.0,1.0,0.0,15.0,20.0,1.0,20.0,3.0,493.0,,13.0,11.0,2.0,14.0,0.0
442189,20.0,2012-12-29 17:30:00,4,Newcastle,Away,244.0,21.0,2.0,5.0,3.0,2.0,,225.0,2.0,2.0,11.0,8.0,16.0,48.0,464.0,,,16.0,12.0,7.0,3.0,3.0,2.0,1.0,1.0,,,,1.0,,,,,7.0,,,,,,,11.0,5.0,4.0,7.0,,92.0,63.0,2.0,,2.0,1.0,2.0,14.0,,,6.0,10.0,12.0,,16.0,2.0,60.0,39.0,1.0,10.0,4.0,,1.0,67.0,11.0,8.0,2.0,,2.0,1.0,1.0,162.0,2.0,,2.0,2.0,,,4.0,,,2.0,2.0,,,,1.0,7.0,,18.0,17.0,3.0,11.0,139.0,89.0,67.0,5.0,1.0,2.0,6.0,7.0,512.0,,,2.0,2.0,,74.0,65.0,35.0,,,,,123.0,123.0,1.0,33.0,18.0,55.8,,1.0,0.0,,,,130.0,2.0,1.0,3.0,,,1.0,2.0,,3.0,68.0,457.0,8.0,257.0,38.0,20.0,14.0,6.0,29.0,23.0,1.0,100.0,3.0,295.0,3.0,3.0,19.0,16.0,72.0,1.0,523.0,,0.0,11.0,18.0,2.0,21.0,1.0,721.0,7.0,8.0,6.0,6.0,14.0,0.0
