matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803368,21.0,2016-01-12 19:45:00,4,Newcastle,Home,231.0,32.0,,,,2.0,,197.0,7.0,,2.0,5.0,15.0,28.0,428.0,,,18.0,8.0,8.0,10.0,,,,,,,,1.0,,12.0,1.0,,,,5.0,8.0,4.0,,75.0,66.0,1.0,1.0,1.0,3.0,20.0,4.0,10.0,,1.0,5.0,9.0,5.0,1.0,14.0,1.0,49.0,53.0,3.0,12.0,5.0,1.0,,62.0,10.0,12.0,1.0,,2.0,1.0,,178.0,1.0,,1.0,1.0,,,7.0,,,2.0,1.0,,,,1.0,6.0,,23.0,23.0,3.0,2.0,132.0,77.0,50.0,3.0,1.0,4.0,7.0,6.0,491.0,,,3.0,1.0,,22.0,97.0,37.0,1.0,1.0,1.0,,1.0,155.0,153.0,4.0,34.0,25.0,54.2,,,20.0,0.0,,,,129.0,1.0,,1.0,,1.0,,4.0,,3.0,90.0,410.0,15.0,11.0,252.0,48.0,14.0,15.0,5.0,20.0,15.0,,132.0,7.0,282.0,1.0,,16.0,17.0,50.0,3.0,514.0,,0.0,14.0,27.0,,22.0,1.0,725.0,17.0,7.0,5.0,19.0,0.0
803381,22.0,2016-01-16 15:00:00,4,Newcastle,Home,190.0,17.0,,4.0,4.0,7.0,,185.0,3.0,,1.0,12.0,20.0,34.0,371.0,,,23.0,12.0,14.0,18.0,,1.0,,,,,,,,22.0,,,,,5.0,6.0,4.0,,76.0,73.0,2.0,1.0,1.0,2.0,17.0,5.0,9.0,,,3.0,10.0,2.0,,9.0,,52.0,49.0,2.0,17.0,11.0,1.0,,53.0,9.0,4.0,,1.0,,,,178.0,2.0,,2.0,2.0,,,7.0,,,2.0,1.0,,,,1.0,13.0,,22.0,22.0,3.0,1.0,100.0,71.0,46.0,3.0,2.0,7.0,13.0,10.0,440.0,,,2.0,2.0,,59.0,60.0,19.0,,,,,,150.0,146.0,4.0,33.0,32.0,50.7,,,17.0,0.0,,,,103.0,2.0,,2.0,,2.0,1.0,8.0,,3.0,82.0,362.0,9.0,20.0,217.0,30.0,21.0,21.0,2.0,14.0,12.0,1.0,113.0,11.0,254.0,2.0,,31.0,25.0,66.0,2.0,457.0,,0.0,23.0,24.0,1.0,27.0,1.0,671.0,18.0,7.0,4.0,23.0,0.0
803387,23.0,2016-01-23 15:00:00,4,Newcastle,Away,183.0,26.0,4.0,10.0,6.0,1.0,,137.0,7.0,1.0,6.0,8.0,13.0,41.0,310.0,,1.0,18.0,28.0,17.0,6.0,3.0,,,,,,,,,7.0,,,,2.0,5.0,10.0,3.0,,49.0,68.0,2.0,2.0,,1.0,16.0,1.0,12.0,,,7.0,13.0,8.0,1.0,18.0,2.0,83.0,52.0,1.0,13.0,6.0,,1.0,67.0,12.0,8.0,,,1.0,,,197.0,1.0,1.0,1.0,,1.0,,10.0,,,,1.0,,,,,7.0,,17.0,17.0,1.0,6.0,87.0,95.0,45.0,2.0,,8.0,2.0,2.0,406.0,,,1.0,2.0,,28.0,85.0,34.0,,,,,,188.0,184.0,4.0,34.0,23.0,48.7,,1.0,16.0,0.0,,,,98.0,3.0,,3.0,,,,8.0,,3.0,65.0,291.0,10.0,10.0,211.0,46.0,17.0,22.0,7.0,28.0,21.0,,122.0,11.0,248.0,1.0,1.0,24.0,14.0,82.0,1.0,431.0,,0.0,11.0,18.0,1.0,19.0,1.0,632.0,10.0,9.0,7.0,11.0,0.0
803401,24.0,2016-02-03 19:45:00,4,Newcastle,Away,143.0,12.0,,2.0,2.0,4.0,,138.0,9.0,1.0,5.0,5.0,8.0,29.0,279.0,,,27.0,14.0,10.0,6.0,,,,,,,,,,6.0,,,,,10.0,9.0,9.0,,42.0,56.0,1.0,1.0,,4.0,22.0,2.0,13.0,,,3.0,9.0,5.0,,16.0,4.0,72.0,49.0,4.0,15.0,8.0,,1.0,40.0,15.0,7.0,,,1.0,1.0,,158.0,,,,,,,13.0,,,,,,,,,10.0,,14.0,14.0,,5.0,81.0,83.0,47.0,3.0,,2.0,4.0,3.0,347.0,,,3.0,3.0,,37.0,87.0,20.0,2.0,2.0,2.0,,,165.0,162.0,4.0,25.0,21.0,44.2,,,22.0,0.0,,,,91.0,1.0,3.0,5.0,,,,2.0,,3.0,63.0,259.0,13.0,6.0,170.0,21.0,18.0,25.0,2.0,17.0,15.0,,96.0,11.0,219.0,,1.0,26.0,10.0,57.0,1.0,372.0,,1.0,7.0,21.0,1.0,28.0,2.0,586.0,19.0,11.0,3.0,17.0,0.0
803410,25.0,2016-02-06 15:00:00,4,Newcastle,Home,212.0,21.0,,6.0,6.0,4.0,,218.0,8.0,1.0,4.0,7.0,14.0,39.0,424.0,,1.0,20.0,19.0,17.0,14.0,,,,,,,,,1.0,15.0,,,1.0,,6.0,3.0,4.0,,84.0,61.0,3.0,3.0,1.0,,12.0,7.0,1.0,,,8.0,16.0,8.0,,9.0,,47.0,52.0,,11.0,10.0,,,59.0,12.0,12.0,1.0,,,,,173.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,2.0,11.0,1.0,20.0,20.0,4.0,4.0,119.0,82.0,58.0,4.0,,4.0,11.0,7.0,476.0,,,4.0,,,65.0,80.0,35.0,,,,,,147.0,146.0,4.0,20.0,31.0,68.9,1.0,,12.0,0.0,,,,130.0,,,,,1.0,,5.0,,2.0,96.0,399.0,5.0,15.0,229.0,30.0,12.0,20.0,5.0,29.0,24.0,,141.0,13.0,306.0,,1.0,26.0,14.0,68.0,1.0,506.0,,0.0,19.0,13.0,2.0,25.0,0.0,704.0,17.0,11.0,8.0,11.0,0.0
803415,26.0,2016-02-13 17:30:00,4,Newcastle,Away,235.0,13.0,,2.0,2.0,1.0,,134.0,2.0,1.0,2.0,3.0,8.0,25.0,367.0,,,20.0,12.0,6.0,5.0,1.0,,,,,,,,,9.0,,,,1.0,7.0,7.0,7.0,,84.0,64.0,,,,,24.0,5.0,8.0,,1.0,5.0,12.0,3.0,,14.0,1.0,57.0,37.0,,15.0,7.0,1.0,2.0,40.0,16.0,11.0,,,1.0,1.0,,152.0,1.0,,,1.0,,,6.0,,,1.0,1.0,,,,,7.0,,23.0,23.0,5.0,2.0,102.0,73.0,34.0,8.0,1.0,1.0,6.0,3.0,425.0,,,3.0,2.0,,31.0,67.0,24.0,,,,,,150.0,149.0,3.0,36.0,20.0,45.1,,,24.0,0.0,,,,114.0,,2.0,2.0,,,,2.0,,3.0,58.0,348.0,12.0,7.0,265.0,20.0,16.0,14.0,4.0,20.0,16.0,,78.0,3.0,207.0,1.0,1.0,29.0,9.0,64.0,,452.0,,0.0,10.0,14.0,,23.0,2.0,643.0,20.0,7.0,5.0,11.0,0.0
803428,27.0,2016-04-19 19:45:00,4,Newcastle,Home,128.0,15.0,1.0,2.0,1.0,5.0,,151.0,4.0,1.0,,4.0,17.0,17.0,277.0,,,23.0,22.0,14.0,1.0,,,,,,,,,,5.0,,,,,7.0,6.0,3.0,,58.0,89.0,,1.0,,5.0,27.0,,7.0,,1.0,5.0,10.0,4.0,1.0,16.0,3.0,69.0,55.0,5.0,30.0,12.0,,1.0,58.0,13.0,8.0,,,4.0,1.0,,178.0,1.0,,,1.0,,,4.0,,,1.0,1.0,,,,,14.0,,20.0,20.0,2.0,,76.0,78.0,36.0,3.0,,1.0,1.0,3.0,374.0,,,1.0,3.0,,46.0,96.0,25.0,,,,,,192.0,189.0,6.0,38.0,42.0,43.2,,,27.0,0.0,,,,81.0,3.0,1.0,4.0,,,,2.0,,3.0,64.0,267.0,16.0,2.0,150.0,40.0,33.0,25.0,5.0,20.0,15.0,,121.0,12.0,263.0,1.0,1.0,31.0,20.0,60.0,2.0,393.0,,0.0,5.0,19.0,,26.0,3.0,626.0,20.0,14.0,5.0,13.0,0.0
803441,28.0,2016-03-02 19:45:00,4,Newcastle,Away,143.0,8.0,,5.0,5.0,2.0,1.0,145.0,4.0,,1.0,16.0,11.0,32.0,283.0,,,19.0,12.0,26.0,3.0,1.0,,,,,,,,,4.0,,,,1.0,1.0,3.0,6.0,,63.0,77.0,,,,4.0,11.0,1.0,9.0,,,1.0,9.0,7.0,,20.0,1.0,56.0,68.0,4.0,22.0,14.0,,,62.0,6.0,10.0,,,1.0,1.0,,155.0,,,,,,,9.0,,,,3.0,,,,,18.0,,16.0,16.0,1.0,4.0,80.0,73.0,34.0,5.0,,1.0,3.0,3.0,344.0,,,2.0,2.0,,37.0,61.0,30.0,,,,,,163.0,158.0,2.0,31.0,32.0,44.7,,3.0,11.0,0.0,,,,75.0,1.0,,1.0,,,,1.0,,3.0,65.0,268.0,4.0,4.0,157.0,20.0,27.0,23.0,1.0,18.0,17.0,,110.0,8.0,234.0,3.0,,40.0,12.0,75.0,1.0,373.0,1.0,0.0,5.0,18.0,,26.0,0.0,575.0,13.0,14.0,1.0,13.0,0.0
803444,29.0,2016-03-05 15:00:00,4,Newcastle,Home,147.0,12.0,1.0,5.0,4.0,2.0,,183.0,6.0,,2.0,13.0,4.0,33.0,325.0,,1.0,14.0,24.0,12.0,11.0,,,,,,,1.0,,1.0,13.0,,,,,8.0,13.0,4.0,,71.0,72.0,1.0,,1.0,2.0,21.0,6.0,19.0,,,5.0,10.0,4.0,,15.0,3.0,76.0,61.0,2.0,20.0,16.0,,,68.0,14.0,8.0,,,1.0,1.0,,180.0,1.0,,1.0,1.0,,,8.0,,,1.0,2.0,,,,,19.0,,17.0,17.0,,2.0,94.0,94.0,46.0,4.0,1.0,4.0,8.0,3.0,405.0,,,6.0,3.0,1.0,41.0,73.0,28.0,,,,,,175.0,168.0,3.0,32.0,26.0,49.3,,,21.0,0.0,,,,88.0,2.0,1.0,3.0,,2.0,,5.0,,3.0,84.0,309.0,11.0,12.0,172.0,29.0,27.0,20.0,5.0,20.0,15.0,,130.0,13.0,281.0,2.0,,44.0,5.0,87.0,1.0,433.0,,0.0,14.0,26.0,1.0,19.0,1.0,656.0,16.0,15.0,5.0,16.0,0.0
803456,30.0,2016-03-14 20:00:00,4,Newcastle,Away,192.0,20.0,2.0,6.0,4.0,4.0,,164.0,2.0,1.0,1.0,11.0,17.0,41.0,350.0,,,23.0,26.0,23.0,9.0,1.0,,,,,,,,,11.0,,,,,5.0,7.0,3.0,,83.0,61.0,,,,4.0,31.0,5.0,6.0,,1.0,4.0,8.0,7.0,,13.0,,62.0,67.0,4.0,24.0,14.0,,,65.0,9.0,4.0,,,,1.0,,195.0,,,,,,,6.0,,,,2.0,,,,,16.0,,16.0,16.0,,1.0,83.0,80.0,33.0,8.0,,4.0,6.0,2.0,450.0,,,6.0,2.0,,55.0,60.0,26.0,,,,,,164.0,162.0,2.0,24.0,29.0,50.1,,2.0,31.0,0.0,,,,105.0,,,,,,,5.0,,3.0,85.0,341.0,16.0,10.0,223.0,36.0,26.0,22.0,4.0,20.0,16.0,,138.0,11.0,263.0,2.0,1.0,36.0,19.0,88.0,1.0,466.0,,0.0,12.0,26.0,1.0,26.0,0.0,679.0,5.0,14.0,4.0,17.0,0.0
803470,31.0,2016-03-20 13:30:00,4,Newcastle,Home,172.0,17.0,1.0,6.0,5.0,,,175.0,6.0,,5.0,8.0,10.0,36.0,341.0,,,24.0,17.0,23.0,11.0,1.0,,,1.0,,1.0,,,,14.0,,,,,7.0,7.0,7.0,,60.0,53.0,,,,,16.0,2.0,11.0,,,2.0,12.0,7.0,,15.0,2.0,66.0,69.0,,25.0,12.0,,,65.0,14.0,7.0,1.0,1.0,1.0,,1.0,188.0,1.0,,1.0,1.0,,,8.0,,,1.0,4.0,,,,,13.0,,9.0,9.0,1.0,6.0,86.0,103.0,58.0,5.0,,5.0,8.0,8.0,415.0,,,3.0,2.0,,56.0,54.0,24.0,,,,,,164.0,158.0,2.0,22.0,19.0,59.9,,,16.0,0.0,,,,100.0,2.0,1.0,3.0,,2.0,,7.0,,3.0,75.0,327.0,5.0,13.0,190.0,28.0,31.0,25.0,2.0,21.0,19.0,,118.0,5.0,265.0,4.0,,34.0,12.0,76.0,1.0,434.0,,0.0,17.0,24.0,1.0,29.0,4.0,661.0,15.0,15.0,3.0,17.0,0.0
803476,32.0,2016-04-02 15:00:00,4,Newcastle,Away,185.0,15.0,2.0,12.0,10.0,3.0,1.0,198.0,,1.0,4.0,10.0,17.0,25.0,371.0,,,25.0,19.0,15.0,10.0,1.0,,,,,,,,,10.0,1.0,,,,5.0,8.0,5.0,,68.0,54.0,,,1.0,2.0,12.0,1.0,7.0,,1.0,5.0,16.0,12.0,,6.0,3.0,47.0,38.0,2.0,23.0,11.0,,1.0,54.0,11.0,5.0,,,1.0,1.0,,175.0,1.0,,1.0,1.0,,,6.0,,,1.0,5.0,,,,1.0,16.0,,11.0,11.0,,4.0,107.0,98.0,53.0,6.0,,7.0,5.0,5.0,450.0,,,2.0,1.0,,52.0,73.0,30.0,,,,,1.0,167.0,158.0,,18.0,24.0,57.3,,,12.0,0.0,,,,125.0,2.0,1.0,3.0,,,,7.0,,2.0,92.0,358.0,8.0,12.0,214.0,25.0,32.0,11.0,3.0,32.0,29.0,,131.0,8.0,293.0,6.0,1.0,46.0,17.0,81.0,3.0,475.0,,0.0,13.0,12.0,,31.0,0.0,680.0,13.0,6.0,5.0,6.0,0.0
803488,33.0,2016-04-09 15:00:00,4,Newcastle,Away,196.0,9.0,,2.0,2.0,3.0,,137.0,9.0,2.0,3.0,11.0,18.0,34.0,331.0,,,13.0,12.0,6.0,3.0,,,,,,,,,,5.0,,,,,4.0,14.0,6.0,,72.0,60.0,,,,5.0,16.0,1.0,9.0,,,2.0,10.0,6.0,,12.0,2.0,43.0,40.0,5.0,20.0,9.0,,,41.0,7.0,7.0,,,2.0,2.0,,171.0,1.0,,,1.0,,,13.0,,,1.0,2.0,,,,,14.0,,20.0,20.0,3.0,3.0,84.0,87.0,43.0,11.0,1.0,,4.0,3.0,398.0,,,5.0,1.0,,40.0,64.0,24.0,,,,,,158.0,147.0,,34.0,18.0,49.4,,2.0,16.0,0.0,,,,99.0,2.0,1.0,3.0,,1.0,,1.0,,3.0,44.0,312.0,11.0,4.0,222.0,21.0,31.0,10.0,2.0,20.0,18.0,,75.0,8.0,224.0,2.0,2.0,34.0,19.0,75.0,1.0,426.0,,0.0,5.0,20.0,,15.0,0.0,619.0,15.0,7.0,2.0,18.0,0.0
803498,34.0,2016-04-16 15:00:00,4,Newcastle,Home,82.0,11.0,2.0,3.0,1.0,2.0,,104.0,4.0,,2.0,5.0,10.0,19.0,183.0,,2.0,31.0,16.0,12.0,7.0,1.0,1.0,,,,,,,,9.0,,,,,5.0,8.0,3.0,,40.0,53.0,2.0,,3.0,9.0,27.0,1.0,7.0,,,3.0,9.0,5.0,1.0,10.0,,56.0,49.0,9.0,10.0,6.0,,,61.0,13.0,8.0,,,1.0,1.0,,156.0,2.0,1.0,2.0,1.0,1.0,,12.0,,,1.0,,,,,,10.0,,19.0,19.0,2.0,2.0,47.0,75.0,30.0,7.0,2.0,3.0,7.0,7.0,268.0,,,3.0,,,68.0,63.0,20.0,,,,,,176.0,168.0,3.0,21.0,26.0,34.5,,1.0,27.0,0.0,,,,47.0,1.0,,1.0,,,1.0,4.0,,3.0,58.0,173.0,16.0,10.0,103.0,28.0,18.0,17.0,3.0,18.0,15.0,1.0,109.0,9.0,205.0,,,29.0,13.0,61.0,4.0,290.0,,0.0,12.0,22.0,2.0,42.0,2.0,509.0,11.0,7.0,3.0,17.0,0.0
803506,35.0,2016-04-23 15:00:00,4,Newcastle,Away,74.0,16.0,,5.0,5.0,5.0,,117.0,6.0,,1.0,8.0,11.0,26.0,186.0,,,23.0,13.0,20.0,2.0,1.0,,,,,,,,,5.0,,,,1.0,5.0,6.0,7.0,,48.0,53.0,,,,2.0,26.0,,13.0,,,4.0,8.0,5.0,,11.0,1.0,65.0,67.0,2.0,37.0,27.0,,,55.0,17.0,8.0,1.0,,1.0,1.0,,152.0,2.0,,1.0,2.0,,,9.0,,,2.0,5.0,,,,1.0,30.0,,23.0,23.0,2.0,2.0,51.0,80.0,39.0,5.0,1.0,2.0,3.0,3.0,265.0,,,6.0,1.0,,46.0,60.0,20.0,,,,,,183.0,173.0,3.0,24.0,18.0,33.0,,,26.0,0.0,,,,45.0,2.0,,2.0,,,,3.0,,3.0,55.0,166.0,14.0,5.0,111.0,32.0,47.0,21.0,1.0,15.0,14.0,,94.0,14.0,200.0,5.0,,38.0,13.0,68.0,1.0,296.0,,0.0,6.0,31.0,,28.0,1.0,547.0,21.0,8.0,4.0,24.0,0.0
803514,36.0,2016-04-30 15:00:00,4,Newcastle,Home,110.0,8.0,,3.0,3.0,2.0,,169.0,3.0,3.0,6.0,9.0,13.0,20.0,276.0,,,19.0,20.0,23.0,9.0,,,1.0,,,1.0,,1.0,,9.0,,,,,5.0,4.0,5.0,,62.0,68.0,,,,5.0,14.0,3.0,11.0,,,4.0,11.0,5.0,,12.0,3.0,57.0,75.0,5.0,22.0,16.0,,,73.0,11.0,12.0,,,1.0,,1.0,193.0,,,,,,,9.0,,,,2.0,,,,1.0,18.0,,14.0,14.0,2.0,6.0,65.0,88.0,30.0,8.0,1.0,3.0,6.0,4.0,367.0,,,1.0,3.0,,50.0,83.0,26.0,,1.0,1.0,1.0,,183.0,174.0,3.0,25.0,28.0,49.5,,3.0,14.0,0.0,,,,74.0,2.0,1.0,3.0,,,,3.0,,3.0,93.0,262.0,9.0,9.0,128.0,23.0,31.0,20.0,2.0,18.0,16.0,,147.0,6.0,284.0,2.0,3.0,38.0,17.0,72.0,,394.0,,0.0,10.0,27.0,,26.0,2.0,612.0,13.0,14.0,4.0,24.0,0.0
803526,37.0,2016-05-07 15:00:00,4,Newcastle,Away,176.0,13.0,1.0,9.0,8.0,2.0,,211.0,2.0,,7.0,10.0,17.0,29.0,378.0,,1.0,39.0,15.0,16.0,7.0,,,,,1.0,1.0,,,1.0,7.0,,,,1.0,7.0,1.0,1.0,,73.0,53.0,1.0,1.0,,1.0,22.0,1.0,8.0,,,5.0,17.0,13.0,,14.0,,57.0,46.0,1.0,26.0,17.0,,,56.0,13.0,8.0,,,3.0,2.0,1.0,161.0,,,,,,,4.0,,,,2.0,,,,,21.0,,16.0,16.0,1.0,7.0,101.0,66.0,40.0,,,4.0,3.0,3.0,444.0,,,,2.0,,58.0,127.0,39.0,,,,,,163.0,156.0,1.0,18.0,25.0,54.1,,,22.0,0.0,,,,120.0,,,,,,,5.0,,3.0,99.0,370.0,8.0,7.0,191.0,21.0,33.0,13.0,5.0,37.0,32.0,,138.0,6.0,301.0,2.0,,22.0,19.0,49.0,1.0,455.0,,0.0,9.0,17.0,1.0,47.0,1.0,693.0,19.0,6.0,5.0,14.0,0.0
803540,38.0,2016-05-15 15:00:00,4,Newcastle,Home,120.0,11.0,,4.0,4.0,,,168.0,5.0,,1.0,7.0,15.0,27.0,284.0,,,9.0,5.0,6.0,11.0,,2.0,,,,,,,1.0,15.0,1.0,,1.0,1.0,3.0,7.0,11.0,,68.0,54.0,3.0,1.0,3.0,3.0,16.0,6.0,7.0,,,3.0,8.0,3.0,1.0,13.0,2.0,39.0,42.0,3.0,23.0,10.0,,,38.0,7.0,6.0,1.0,,2.0,,,121.0,4.0,,4.0,4.0,,1.0,11.0,,,4.0,1.0,,,,,17.0,1.0,17.0,17.0,2.0,2.0,76.0,58.0,34.0,8.0,2.0,3.0,12.0,10.0,325.0,,,6.0,,,59.0,69.0,22.0,,,,,1.0,118.0,106.0,3.0,24.0,21.0,38.5,1.0,,16.0,0.0,,,,86.0,3.0,1.0,4.0,,,2.0,3.0,,3.0,76.0,270.0,8.0,15.0,138.0,20.0,35.0,18.0,1.0,12.0,11.0,3.0,95.0,3.0,225.0,1.0,,17.0,15.0,55.0,1.0,351.0,,1.0,19.0,20.0,,11.0,1.0,538.0,6.0,10.0,3.0,18.0,0.0
