matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,headClearance,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645203,1,2026-08-23 16:30:00,4,Newcastle,Home,145.0,9.0,,1.0,1.0,2.0,,80.0,8.0,,3.0,3.0,5.0,15.0,224.0,2.0,12.0,13.0,11.0,4.0,,,2.0,0.0,,1.0,,1.0,10.0,0.0,1.0,7.0,16.0,11.0,6.0,7.0,57.0,40.0,3.0,2.0,1.0,2.0,9.0,4.0,5.0,,2.0,5.0,,0.0,7.0,1.0,51.0,48.0,2.0,39.0,16.0,,2.0,0.747626,1.5752,0.0411,1.5568,2.9684,36.0,16.0,14.0,,2.0,1.0,1.0,113.0,2.0,1.0,2.0,,2.0,13.0,2.0,,16.0,4.0,4.0,,0.0,3.0,55.0,58.0,20.0,6.0,1.0,1.0,5.0,4.0,265.0,16.0,,0.0,41.0,32.0,17.0,1.0,1.0,1.0,125.0,125.0,,22.0,13.0,39.2,2.0,,1.0,13.0,0.0,71.0,4.0,1.0,5.0,1.0,2.0,5.0,,1.0,5.0,47.0,202.0,9.0,6.0,157.0,22.0,39.0,14.0,2.0,8.0,6.0,4.0,76.0,3.0,147.0,,,24.0,7.0,53.0,2.0,296.0,,0.0,13.0,19.0,3.0,20.0,5.0,506.0,16.0,19.0,0.0,4.0,2.0,8.0,0.0
2645214,2,2026-08-29 17:30:00,4,Newcastle,Away,182.0,16.0,2.0,6.0,4.0,,1.0,138.0,9.0,1.0,2.0,2.0,6.0,22.0,314.0,4.0,11.0,10.0,14.0,7.0,2.0,3.0,1.0,0.0,,,,,8.0,0.0,,8.0,10.0,7.0,7.0,4.0,54.0,37.0,1.0,,1.0,2.0,5.0,2.0,7.0,2.0,7.0,3.0,3.0,0.0,9.0,4.0,39.0,46.0,2.0,29.0,13.0,,1.0,1.09533,0.7235,,0.6853,0.906,36.0,9.0,15.0,1.0,2.0,1.0,,113.0,2.0,1.0,1.0,1.0,,12.0,1.0,1.0,13.0,3.0,3.0,,0.0,2.0,107.0,53.0,23.0,9.0,1.0,7.0,4.0,2.0,343.0,5.0,,0.0,55.0,37.0,27.0,,,,100.0,100.0,2.0,18.0,13.0,42.5,,,2.0,10.0,0.0,99.0,6.0,,4.0,1.0,1.0,7.0,1.0,0.0,5.0,62.0,292.0,5.0,11.0,194.0,25.0,29.0,10.0,7.0,14.0,7.0,1.0,83.0,1.0,193.0,1.0,1.0,23.0,7.0,55.0,1.0,373.0,1.0,0.0,11.0,12.0,5.0,13.0,2.0,541.0,21.0,17.0,0.0,6.0,7.0,4.0,0.0
2645223,3,2026-09-05 12:30:00,4,Newcastle,Home,251.0,13.0,,2.0,2.0,2.0,,128.0,6.0,,4.0,7.0,5.0,26.0,377.0,,15.0,22.0,20.0,5.0,,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,0.0,2.0,13.0,10.0,8.0,5.0,3.0,73.0,54.0,1.0,1.0,,2.0,14.0,2.0,9.0,,4.0,3.0,5.0,0.0,5.0,2.0,61.0,55.0,2.0,13.0,10.0,1.0,4.0,0.609351,0.7074,0.0501,1.675,1.9996,38.0,19.0,17.0,,2.0,1.0,1.0,145.0,1.0,,1.0,,,7.0,1.0,,10.0,6.0,6.0,1.0,0.0,5.0,112.0,58.0,31.0,3.0,1.0,3.0,3.0,2.0,431.0,5.0,1.0,1.0,43.0,37.0,24.0,,,,125.0,125.0,1.0,27.0,20.0,57.6,,1.0,,22.0,0.0,129.0,3.0,1.0,4.0,,1.0,4.0,,1.0,5.0,64.0,351.0,14.0,6.0,281.0,36.0,13.0,20.0,2.0,11.0,9.0,1.0,92.0,2.0,189.0,,1.0,23.0,5.0,63.0,1.0,459.0,,0.0,8.0,5.0,,18.0,2.0,632.0,20.0,16.0,0.0,13.0,4.0,2.0,0.0
