matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755505,21,2015-01-10 15:00:00,4,Newcastle,Away,163.0,8.0,,1.0,1.0,1.0,,86.0,4.0,,6.0,5.0,4.0,23.0,248.0,,,13.0,20.0,8.0,7.0,,,,1.0,1.0,,,,,8.0,,,,1.0,2.0,7.0,7.0,2.0,53.0,71.0,,,,1.0,18.0,4.0,16.0,1.0,,4.0,10.0,1.0,,14.0,1.0,72.0,64.0,1.0,20.0,11.0,,1.0,50.0,13.0,12.0,,,2.0,1.0,1.0,165.0,,,,,,,9.0,,1.0,,11.0,1.0,16.0,16.0,,6.0,60.0,65.0,21.0,7.0,,2.0,5.0,5.0,310.0,2.0,1.0,,40.0,41.0,12.0,,,,,152.0,152.0,5.0,32.0,25.0,37.0,1.0,,18.0,0.0,65.0,2.0,1.0,2.0,,1.0,,2.0,,2.0,48.0,231.0,10.0,7.0,189.0,26.0,20.0,29.0,4.0,16.0,12.0,,87.0,4.0,170.0,1.0,,34.0,4.0,71.0,,343.0,,0.0,11.0,26.0,,19.0,3.0,547.0,11.0,19.0,4.0,22.0,0.0
755518,22,2015-01-17 17:30:00,4,Newcastle,Home,203.0,15.0,1.0,6.0,5.0,4.0,,255.0,3.0,1.0,6.0,9.0,20.0,25.0,452.0,,1.0,31.0,30.0,18.0,11.0,2.0,,,,,,,,,12.0,,,,,,5.0,5.0,,93.0,64.0,1.0,1.0,,1.0,25.0,4.0,3.0,,1.0,9.0,18.0,7.0,,21.0,,78.0,59.0,1.0,17.0,7.0,1.0,,65.0,9.0,8.0,,,2.0,1.0,,204.0,,,,,,,5.0,1.0,1.0,,7.0,,16.0,16.0,,6.0,116.0,80.0,54.0,,1.0,9.0,4.0,3.0,520.0,1.0,1.0,,104.0,80.0,19.0,,,,,167.0,167.0,5.0,24.0,28.0,58.0,,,25.0,0.0,130.0,1.0,,1.0,,1.0,,9.0,,3.0,116.0,436.0,16.0,13.0,220.0,29.0,17.0,26.0,5.0,31.0,26.0,,168.0,15.0,354.0,1.0,1.0,20.0,22.0,46.0,1.0,543.0,,0.0,16.0,24.0,2.0,33.0,0.0,786.0,10.0,10.0,9.0,21.0,0.0
755526,23,2015-01-31 12:45:00,4,Newcastle,Away,178.0,18.0,2.0,3.0,2.0,6.0,,168.0,5.0,,5.0,6.0,6.0,21.0,343.0,,,20.0,21.0,24.0,8.0,,,,,,,,,,10.0,,,,,1.0,4.0,7.0,6.0,69.0,70.0,,,,4.0,20.0,2.0,10.0,1.0,,3.0,4.0,2.0,,13.0,3.0,67.0,80.0,4.0,39.0,23.0,,1.0,57.0,13.0,14.0,,,2.0,1.0,,173.0,2.0,,,2.0,,,6.0,3.0,,2.0,23.0,,23.0,23.0,1.0,5.0,105.0,81.0,38.0,3.0,2.0,4.0,6.0,5.0,419.0,3.0,1.0,,56.0,59.0,12.0,,,,,149.0,149.0,4.0,32.0,24.0,47.3,,,20.0,0.0,102.0,3.0,5.0,7.0,,1.0,,5.0,,3.0,77.0,326.0,10.0,10.0,200.0,36.0,39.0,36.0,2.0,8.0,7.0,,127.0,15.0,257.0,,,29.0,10.0,60.0,,449.0,,0.0,12.0,19.0,,23.0,1.0,689.0,8.0,23.0,3.0,16.0,0.0
755538,24,2015-02-08 14:05:00,4,Newcastle,Home,95.0,16.0,,4.0,4.0,7.0,,143.0,2.0,,2.0,7.0,14.0,19.0,234.0,,1.0,19.0,35.0,26.0,8.0,,,,,,,,,1.0,9.0,,,,,,8.0,3.0,4.0,46.0,51.0,1.0,2.0,,7.0,15.0,2.0,9.0,,,5.0,13.0,4.0,,5.0,1.0,76.0,69.0,7.0,43.0,22.0,,,51.0,14.0,16.0,,1.0,2.0,2.0,,154.0,1.0,,1.0,1.0,,,9.0,1.0,,,22.0,,18.0,18.0,1.0,2.0,54.0,66.0,33.0,8.0,1.0,4.0,5.0,3.0,288.0,2.0,,,53.0,65.0,16.0,,,,,144.0,144.0,2.0,31.0,13.0,41.9,,2.0,15.0,0.0,64.0,1.0,1.0,2.0,,,,4.0,,3.0,80.0,219.0,6.0,9.0,113.0,28.0,43.0,31.0,2.0,21.0,19.0,,119.0,15.0,226.0,,,23.0,14.0,54.0,2.0,318.0,,0.0,9.0,12.0,2.0,24.0,2.0,539.0,15.0,16.0,5.0,8.0,0.0
755544,25,2015-02-11 20:00:00,4,Newcastle,Away,140.0,9.0,,2.0,2.0,2.0,1.0,119.0,2.0,,,9.0,11.0,29.0,257.0,1.0,,21.0,27.0,23.0,2.0,,1.0,,,,,,,,4.0,,,,,1.0,8.0,7.0,,58.0,61.0,1.0,,1.0,3.0,19.0,1.0,7.0,,,2.0,7.0,4.0,,26.0,1.0,72.0,59.0,3.0,38.0,27.0,,,71.0,11.0,10.0,1.0,,3.0,1.0,,162.0,1.0,,1.0,1.0,,,9.0,1.0,3.0,,27.0,,16.0,16.0,,,64.0,90.0,32.0,5.0,,1.0,2.0,1.0,339.0,1.0,3.0,,38.0,70.0,9.0,,,,,173.0,173.0,3.0,22.0,27.0,46.5,,,19.0,0.0,85.0,2.0,,2.0,,2.0,1.0,3.0,,3.0,52.0,248.0,16.0,3.0,162.0,24.0,38.0,9.0,1.0,13.0,12.0,1.0,102.0,9.0,220.0,3.0,,42.0,11.0,86.0,,369.0,1.0,0.0,5.0,18.0,,24.0,2.0,586.0,17.0,8.0,2.0,13.0,0.0
755558,26,2015-02-21 17:30:00,4,Newcastle,Away,229.0,23.0,,1.0,1.0,1.0,,163.0,4.0,1.0,5.0,2.0,13.0,23.0,391.0,,,18.0,13.0,1.0,4.0,2.0,,,,,,,,,5.0,,,,,3.0,7.0,9.0,7.0,79.0,54.0,,,,2.0,13.0,2.0,7.0,,,3.0,7.0,6.0,,17.0,3.0,56.0,42.0,2.0,17.0,4.0,1.0,2.0,36.0,8.0,8.0,,,4.0,2.0,,140.0,,,,,,,7.0,,,,4.0,,18.0,18.0,3.0,5.0,105.0,72.0,45.0,7.0,,4.0,2.0,1.0,427.0,1.0,1.0,,35.0,81.0,9.0,1.0,1.0,1.0,,116.0,116.0,1.0,27.0,20.0,43.1,,,13.0,0.0,124.0,1.0,3.0,4.0,,1.0,,5.0,,3.0,58.0,376.0,8.0,6.0,243.0,33.0,17.0,23.0,3.0,18.0,15.0,,75.0,3.0,223.0,,1.0,18.0,13.0,49.0,2.0,448.0,,0.0,8.0,21.0,1.0,20.0,2.0,640.0,9.0,12.0,3.0,15.0,0.0
755568,27,2015-02-28 15:00:00,4,Newcastle,Home,98.0,15.0,1.0,6.0,5.0,5.0,1.0,164.0,3.0,2.0,5.0,11.0,6.0,29.0,256.0,,1.0,19.0,39.0,23.0,5.0,2.0,2.0,,2.0,2.0,,,,,5.0,,,1.0,,2.0,3.0,8.0,6.0,56.0,67.0,1.0,,1.0,3.0,21.0,6.0,3.0,,,9.0,10.0,4.0,,9.0,3.0,65.0,64.0,3.0,43.0,23.0,,1.0,66.0,6.0,16.0,1.0,,6.0,3.0,2.0,149.0,1.0,,1.0,1.0,,,12.0,1.0,2.0,,23.0,1.0,18.0,18.0,2.0,5.0,83.0,74.0,35.0,5.0,,2.0,6.0,5.0,321.0,4.0,,,38.0,88.0,19.0,,,,,157.0,157.0,2.0,23.0,31.0,49.5,1.0,,21.0,0.0,66.0,3.0,,3.0,,2.0,2.0,3.0,,3.0,82.0,239.0,10.0,8.0,111.0,34.0,43.0,17.0,7.0,24.0,17.0,3.0,133.0,13.0,267.0,2.0,2.0,31.0,8.0,70.0,,354.0,,0.0,14.0,16.0,6.0,24.0,1.0,595.0,19.0,9.0,9.0,14.0,0.0
755580,28,2015-03-04 19:45:00,4,Newcastle,Home,64.0,8.0,,2.0,2.0,5.0,1.0,100.0,3.0,3.0,3.0,11.0,13.0,24.0,162.0,,1.0,18.0,20.0,25.0,6.0,1.0,1.0,,,,,,,,6.0,,,,,2.0,2.0,7.0,4.0,38.0,60.0,3.0,3.0,,2.0,17.0,2.0,19.0,,3.0,4.0,10.0,1.0,,8.0,4.0,59.0,76.0,2.0,24.0,12.0,1.0,,55.0,6.0,14.0,,,2.0,2.0,,137.0,,,,,,,10.0,,,,12.0,,20.0,20.0,2.0,3.0,36.0,69.0,28.0,1.0,,3.0,4.0,2.0,222.0,1.0,2.0,,17.0,71.0,15.0,,,,,150.0,150.0,2.0,27.0,22.0,32.4,,,17.0,0.0,46.0,4.0,,4.0,,2.0,1.0,5.0,1.0,3.0,51.0,144.0,7.0,8.0,84.0,27.0,24.0,17.0,4.0,17.0,13.0,3.0,95.0,14.0,190.0,,3.0,28.0,13.0,62.0,1.0,257.0,,0.0,9.0,30.0,1.0,21.0,1.0,467.0,19.0,10.0,4.0,24.0,0.0
755587,29,2015-03-15 16:00:00,4,Newcastle,Away,148.0,22.0,1.0,5.0,4.0,2.0,,164.0,4.0,1.0,3.0,9.0,10.0,31.0,307.0,,,24.0,26.0,13.0,5.0,1.0,,1.0,,1.0,,,,,8.0,,,,,,7.0,4.0,11.0,70.0,62.0,,,,1.0,13.0,4.0,12.0,1.0,,4.0,15.0,3.0,,4.0,2.0,69.0,57.0,1.0,27.0,11.0,2.0,,60.0,10.0,10.0,,,4.0,3.0,1.0,170.0,,,,,,,9.0,,1.0,,11.0,,15.0,15.0,1.0,3.0,74.0,88.0,47.0,3.0,,1.0,5.0,4.0,377.0,3.0,2.0,,45.0,89.0,23.0,1.0,1.0,1.0,,155.0,155.0,1.0,25.0,23.0,45.9,,1.0,13.0,0.0,86.0,1.0,5.0,5.0,,1.0,,4.0,,3.0,69.0,294.0,8.0,6.0,165.0,42.0,27.0,26.0,4.0,25.0,21.0,,114.0,8.0,260.0,2.0,3.0,29.0,10.0,75.0,,400.0,,1.0,12.0,25.0,1.0,28.0,2.0,622.0,14.0,8.0,4.0,19.0,0.0
755597,30,2015-03-21 15:00:00,4,Newcastle,Home,180.0,8.0,3.0,4.0,1.0,2.0,,167.0,,2.0,3.0,3.0,3.0,26.0,343.0,2.0,,25.0,25.0,10.0,10.0,1.0,2.0,,,1.0,,,,,11.0,,,,,,6.0,7.0,,74.0,80.0,2.0,1.0,1.0,1.0,31.0,8.0,18.0,,,9.0,10.0,5.0,,24.0,,86.0,64.0,1.0,21.0,14.0,,,57.0,11.0,6.0,,,2.0,1.0,1.0,173.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,,14.0,,12.0,12.0,3.0,3.0,100.0,70.0,30.0,4.0,1.0,4.0,8.0,4.0,434.0,2.0,2.0,,81.0,64.0,15.0,,,,,178.0,178.0,4.0,34.0,37.0,50.9,,,31.0,0.0,103.0,1.0,,1.0,,,2.0,4.0,2.0,2.0,71.0,335.0,19.0,12.0,205.0,25.0,21.0,30.0,8.0,24.0,16.0,2.0,122.0,5.0,269.0,1.0,3.0,30.0,3.0,67.0,3.0,450.0,3.0,0.0,16.0,26.0,,32.0,0.0,690.0,7.0,22.0,9.0,22.0,0.0
755610,31,2015-04-05 16:00:00,4,Newcastle,Away,90.0,10.0,1.0,3.0,2.0,4.0,,133.0,5.0,2.0,4.0,11.0,8.0,20.0,220.0,,,18.0,31.0,21.0,6.0,,,,,,,,,,7.0,,,,,2.0,12.0,9.0,7.0,28.0,62.0,,1.0,,6.0,19.0,4.0,12.0,,,4.0,8.0,1.0,,15.0,,85.0,66.0,6.0,34.0,15.0,,1.0,55.0,18.0,13.0,,,1.0,2.0,,149.0,,,,,,,8.0,,2.0,,15.0,,26.0,26.0,2.0,4.0,67.0,68.0,28.0,8.0,,2.0,4.0,1.0,282.0,7.0,2.0,,52.0,42.0,16.0,,,,,146.0,146.0,2.0,24.0,27.0,46.8,,2.0,19.0,0.0,65.0,2.0,1.0,3.0,,,,5.0,,2.0,59.0,205.0,13.0,6.0,101.0,22.0,34.0,24.0,4.0,15.0,11.0,,108.0,13.0,223.0,2.0,2.0,33.0,12.0,53.0,1.0,309.0,,0.0,10.0,20.0,2.0,22.0,2.0,549.0,11.0,12.0,4.0,16.0,0.0
755614,32,2015-04-13 20:00:00,4,Newcastle,Away,112.0,14.0,,1.0,1.0,5.0,,141.0,5.0,,4.0,5.0,8.0,20.0,252.0,,,18.0,13.0,13.0,8.0,,,1.0,,1.0,,,1.0,,6.0,,,,,,12.0,11.0,3.0,53.0,63.0,,,,1.0,12.0,2.0,16.0,,1.0,6.0,8.0,5.0,,14.0,1.0,68.0,54.0,1.0,26.0,13.0,1.0,1.0,42.0,17.0,8.0,,,1.0,,1.0,151.0,,,,,,,9.0,,2.0,1.0,13.0,,28.0,28.0,2.0,5.0,62.0,70.0,38.0,6.0,,4.0,4.0,3.0,304.0,3.0,3.0,,54.0,56.0,19.0,,,,,143.0,143.0,5.0,21.0,27.0,38.2,,1.0,12.0,0.0,63.0,2.0,2.0,4.0,1.0,,,5.0,,3.0,69.0,240.0,6.0,8.0,130.0,21.0,26.0,22.0,6.0,19.0,13.0,,98.0,13.0,218.0,2.0,,25.0,9.0,48.0,2.0,329.0,,1.0,10.0,21.0,2.0,19.0,0.0,549.0,18.0,13.0,6.0,15.0,0.0
755631,33,2015-04-19 16:00:00,4,Newcastle,Home,112.0,10.0,1.0,5.0,4.0,2.0,2.0,111.0,3.0,,6.0,7.0,3.0,17.0,218.0,,,18.0,11.0,12.0,6.0,1.0,,,,,,,,,8.0,,,,,3.0,6.0,7.0,7.0,42.0,67.0,,,1.0,1.0,25.0,3.0,13.0,,1.0,4.0,13.0,3.0,,15.0,4.0,54.0,83.0,1.0,14.0,4.0,,,49.0,11.0,13.0,,,4.0,3.0,,160.0,,,,,,,7.0,1.0,,2.0,4.0,,18.0,18.0,,6.0,64.0,72.0,29.0,3.0,1.0,2.0,5.0,5.0,301.0,3.0,,,49.0,42.0,18.0,,,,,167.0,167.0,5.0,33.0,22.0,38.9,,,25.0,0.0,61.0,3.0,2.0,5.0,,1.0,,3.0,,3.0,58.0,201.0,17.0,7.0,143.0,23.0,14.0,19.0,4.0,23.0,19.0,,103.0,10.0,207.0,1.0,,34.0,3.0,57.0,1.0,327.0,,0.0,11.0,44.0,1.0,21.0,2.0,563.0,15.0,13.0,4.0,30.0,0.0
755638,34,2015-04-25 15:00:00,4,Newcastle,Home,127.0,18.0,,7.0,7.0,12.0,1.0,196.0,2.0,2.0,,9.0,12.0,20.0,316.0,,,19.0,24.0,16.0,7.0,1.0,,1.0,,1.0,,,,,9.0,,,,,1.0,6.0,8.0,3.0,70.0,71.0,2.0,1.0,2.0,1.0,20.0,2.0,6.0,,,9.0,15.0,8.0,,11.0,,64.0,62.0,1.0,24.0,13.0,,1.0,74.0,14.0,9.0,1.0,,2.0,2.0,1.0,173.0,1.0,,1.0,1.0,,,6.0,2.0,1.0,,13.0,,18.0,18.0,,,82.0,80.0,43.0,6.0,,4.0,5.0,4.0,387.0,2.0,2.0,,58.0,76.0,27.0,,,,,165.0,165.0,6.0,18.0,40.0,48.2,,,20.0,0.0,85.0,1.0,2.0,3.0,,1.0,,6.0,,3.0,100.0,303.0,12.0,9.0,139.0,39.0,24.0,15.0,9.0,34.0,25.0,,157.0,21.0,305.0,1.0,2.0,35.0,13.0,62.0,,410.0,,0.0,12.0,31.0,,25.0,1.0,635.0,16.0,6.0,9.0,27.0,0.0
755646,35,2015-05-02 12:45:00,4,Newcastle,Away,105.0,10.0,1.0,2.0,1.0,2.0,1.0,153.0,1.0,3.0,6.0,5.0,11.0,23.0,256.0,,1.0,21.0,38.0,14.0,8.0,1.0,,,1.0,1.0,,,,,8.0,,,,,1.0,7.0,16.0,3.0,53.0,55.0,,,,3.0,19.0,2.0,9.0,,1.0,7.0,6.0,7.0,,17.0,2.0,89.0,52.0,3.0,36.0,26.0,,1.0,57.0,13.0,9.0,,,2.0,1.0,1.0,136.0,,,,,,,8.0,,,,26.0,,16.0,16.0,3.0,6.0,79.0,60.0,28.0,10.0,,6.0,3.0,3.0,316.0,4.0,4.0,,72.0,43.0,18.0,1.0,1.0,1.0,,152.0,152.0,2.0,25.0,20.0,52.1,,,19.0,0.0,73.0,4.0,,4.0,2.0,1.0,,7.0,,3.0,89.0,245.0,14.0,9.0,122.0,34.0,36.0,22.0,7.0,21.0,14.0,,140.0,5.0,240.0,,3.0,23.0,13.0,58.0,1.0,341.0,1.0,2.0,12.0,19.0,3.0,28.0,2.0,571.0,7.0,10.0,7.0,16.0,0.0
755661,36,2015-05-09 15:00:00,4,Newcastle,Home,134.0,11.0,2.0,10.0,8.0,2.0,4.0,233.0,2.0,,4.0,4.0,14.0,13.0,357.0,,,25.0,26.0,13.0,8.0,3.0,,1.0,,1.0,,,,,7.0,,,,,6.0,7.0,8.0,,56.0,58.0,,1.0,,2.0,14.0,3.0,7.0,,,7.0,17.0,4.0,,14.0,2.0,71.0,73.0,2.0,15.0,11.0,,,69.0,11.0,17.0,,,8.0,8.0,1.0,160.0,1.0,1.0,1.0,,1.0,,7.0,,,,11.0,,15.0,15.0,,4.0,121.0,73.0,36.0,2.0,1.0,5.0,7.0,5.0,419.0,2.0,3.0,,67.0,68.0,18.0,,,,,151.0,151.0,3.0,17.0,32.0,60.7,,,14.0,0.0,103.0,2.0,,2.0,,,,7.0,,3.0,111.0,347.0,7.0,12.0,141.0,29.0,15.0,33.0,7.0,36.0,29.0,,165.0,6.0,335.0,,1.0,19.0,16.0,48.0,,440.0,,0.0,15.0,24.0,1.0,30.0,2.0,672.0,6.0,19.0,7.0,18.0,0.0
755666,37,2015-05-16 15:00:00,4,Newcastle,Away,71.0,6.0,4.0,7.0,3.0,5.0,,155.0,2.0,1.0,3.0,6.0,13.0,22.0,219.0,1.0,,22.0,23.0,26.0,10.0,2.0,,1.0,1.0,2.0,,,,1.0,14.0,,,,,1.0,5.0,4.0,4.0,52.0,84.0,2.0,2.0,1.0,3.0,18.0,9.0,6.0,,1.0,12.0,11.0,2.0,,20.0,1.0,71.0,91.0,3.0,40.0,23.0,1.0,,76.0,8.0,12.0,1.0,1.0,2.0,,2.0,169.0,1.0,1.0,,,1.0,,5.0,,3.0,,23.0,,23.0,23.0,2.0,3.0,59.0,75.0,24.0,3.0,,1.0,12.0,8.0,310.0,1.0,,,82.0,33.0,21.0,,,,,192.0,192.0,7.0,36.0,24.0,52.5,,,18.0,0.0,58.0,,2.0,2.0,,1.0,,5.0,2.0,3.0,89.0,204.0,11.0,13.0,99.0,21.0,40.0,38.0,12.0,25.0,13.0,,159.0,15.0,264.0,3.0,1.0,43.0,15.0,72.0,1.0,338.0,2.0,0.0,22.0,30.0,3.0,29.0,0.0,622.0,12.0,24.0,12.0,24.0,0.0
755681,38,2015-05-24 15:00:00,4,Newcastle,Home,88.0,15.0,1.0,7.0,6.0,4.0,,160.0,5.0,2.0,4.0,7.0,11.0,22.0,241.0,,,20.0,24.0,19.0,10.0,1.0,,,,,,,,2.0,15.0,,,,,,7.0,2.0,2.0,57.0,64.0,2.0,3.0,1.0,4.0,23.0,4.0,6.0,,,2.0,18.0,7.0,,9.0,1.0,55.0,68.0,4.0,15.0,13.0,,,54.0,9.0,9.0,,,2.0,1.0,,153.0,2.0,,1.0,2.0,,,8.0,2.0,,,13.0,,8.0,8.0,1.0,4.0,58.0,65.0,36.0,3.0,2.0,7.0,6.0,4.0,302.0,1.0,2.0,,39.0,78.0,35.0,,,,,146.0,146.0,4.0,19.0,36.0,40.8,,1.0,23.0,0.0,55.0,1.0,,1.0,,,,9.0,1.0,1.0,82.0,230.0,16.0,14.0,109.0,37.0,15.0,23.0,1.0,27.0,26.0,1.0,117.0,6.0,241.0,,2.0,23.0,12.0,56.0,1.0,323.0,,0.0,17.0,25.0,,25.0,2.0,538.0,19.0,15.0,2.0,20.0,0.0
