matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128293,1,2020-09-12 20:00:00,4,Newcastle,Away,117.0,21.0,2.0,7.0,5.0,2.0,,156.0,2.0,,2.0,7.0,2.0,34.0,266.0,,8.0,17.0,25.0,10.0,1.0,1.0,2.0,,,,,1.0,,,,1.0,,,13.0,,,,,,,3.0,10.0,5.0,10.0,5.0,63.0,68.0,1.0,,1.0,4.0,10.0,6.0,5.0,,,7.0,7.0,7.0,,8.0,1.0,41.0,57.0,4.0,28.0,15.0,,,23.0,58.0,7.0,11.0,1.0,,1.0,,1.0,136.0,2.0,,2.0,2.0,,,3.0,2.0,,,15.0,,5.0,5.0,,,2.0,71.0,66.0,31.0,8.0,1.0,7.0,6.0,2.0,320.0,7.0,1.0,,46.0,50.0,29.0,,,,,,123.0,123.0,3.0,27.0,32.0,41.7,,,,,10.0,0.0,72.0,3.0,,3.0,,,2.0,7.0,,,3.0,14.0,78.0,255.0,4.0,13.0,136.0,39.0,28.0,15.0,6.0,20.0,14.0,2.0,114.0,5.0,226.0,,,25.0,2.0,72.0,4.0,342.0,2.0,0.0,15.0,13.0,,10.0,2.0,526.0,25.0,13.0,,9.0,7.0,10.0,0.0
2128303,2,2020-09-20 14:00:00,4,Newcastle,Home,156.0,14.0,,2.0,2.0,1.0,,142.0,2.0,,5.0,6.0,1.0,26.0,296.0,,13.0,15.0,21.0,5.0,,1.0,,,,,,,,,,,,,4.0,,,,,,1.0,11.0,6.0,7.0,3.0,3.0,47.0,37.0,1.0,1.0,,1.0,13.0,2.0,2.0,,,7.0,7.0,4.0,,6.0,1.0,40.0,47.0,1.0,14.0,7.0,,,20.0,47.0,16.0,15.0,,,3.0,4.0,,140.0,,,,,,,8.0,,1.0,1.0,7.0,,9.0,9.0,3.0,,5.0,93.0,67.0,30.0,1.0,,3.0,2.0,,359.0,1.0,,,54.0,60.0,27.0,1.0,1.0,1.0,,,138.0,138.0,5.0,11.0,14.0,47.2,,,,1.0,13.0,0.0,106.0,1.0,2.0,4.0,,,,4.0,,,3.0,8.0,59.0,279.0,1.0,5.0,174.0,36.0,14.0,4.0,5.0,20.0,15.0,,93.0,6.0,232.0,1.0,,20.0,1.0,60.0,1.0,386.0,,0.0,6.0,10.0,,18.0,3.0,534.0,10.0,16.0,,2.0,7.0,5.0,0.0
2128313,3,2020-09-27 14:00:00,4,Newcastle,Away,139.0,18.0,2.0,4.0,2.0,2.0,1.0,112.0,3.0,,6.0,11.0,7.0,32.0,247.0,,7.0,17.0,24.0,3.0,1.0,2.0,,,,,,,,,,,,,2.0,1.0,,,,,1.0,3.0,15.0,8.0,4.0,2.0,55.0,52.0,,,1.0,1.0,8.0,3.0,8.0,,1.0,4.0,4.0,7.0,,7.0,8.0,43.0,60.0,1.0,25.0,9.0,,,15.0,29.0,9.0,14.0,1.0,,2.0,2.0,,115.0,,,,,,,6.0,,1.0,1.0,9.0,,10.0,10.0,,,8.0,73.0,63.0,34.0,10.0,,2.0,2.0,1.0,293.0,4.0,,,51.0,40.0,23.0,,,,,1.0,114.0,114.0,1.0,25.0,12.0,34.2,,,1.0,1.0,8.0,0.0,76.0,7.0,4.0,11.0,,,,2.0,,,3.0,5.0,54.0,233.0,5.0,4.0,161.0,30.0,25.0,9.0,4.0,17.0,13.0,,79.0,5.0,175.0,1.0,,25.0,7.0,64.0,1.0,319.0,,0.0,6.0,16.0,,11.0,4.0,498.0,14.0,12.0,,6.0,4.0,11.0,0.0
2128323,4,2020-10-03 20:00:00,4,Newcastle,Home,168.0,21.0,,4.0,4.0,,,146.0,2.0,,8.0,7.0,2.0,28.0,310.0,,15.0,33.0,23.0,6.0,,,,,,,,,,,,,,,9.0,1.0,,,,,,6.0,6.0,1.0,6.0,4.0,81.0,57.0,2.0,1.0,2.0,1.0,14.0,1.0,3.0,,,3.0,10.0,4.0,,9.0,1.0,60.0,51.0,1.0,34.0,15.0,,,30.0,41.0,13.0,17.0,2.0,,3.0,,,146.0,2.0,,1.0,2.0,,,4.0,2.0,1.0,,15.0,,5.0,5.0,,,8.0,106.0,80.0,40.0,4.0,1.0,3.0,5.0,5.0,386.0,2.0,,,71.0,55.0,18.0,,,,,1.0,156.0,156.0,1.0,20.0,23.0,47.7,,,,4.0,14.0,0.0,83.0,2.0,,2.0,,1.0,,4.0,,,3.0,13.0,66.0,291.0,6.0,8.0,202.0,41.0,34.0,13.0,1.0,15.0,14.0,,101.0,1.0,229.0,4.0,,36.0,3.0,76.0,4.0,416.0,,0.0,10.0,5.0,,18.0,2.0,606.0,21.0,19.0,,9.0,3.0,2.0,0.0
2128332,5,2020-10-17 20:00:00,4,Newcastle,Home,164.0,16.0,,4.0,4.0,,,96.0,6.0,,5.0,5.0,3.0,26.0,256.0,,17.0,21.0,19.0,7.0,,,1.0,,,,,,,,,,,,6.0,,,,,,1.0,6.0,15.0,13.0,3.0,4.0,51.0,62.0,1.0,1.0,,2.0,20.0,1.0,11.0,2.0,,,5.0,3.0,,11.0,5.0,55.0,62.0,2.0,24.0,9.0,,,34.0,48.0,9.0,12.0,,1.0,1.0,2.0,,153.0,,,,,,,10.0,,,,9.0,,17.0,17.0,2.0,,5.0,76.0,63.0,33.0,7.0,,2.0,5.0,4.0,326.0,10.0,3.0,,32.0,36.0,14.0,,1.0,1.0,1.0,,146.0,146.0,2.0,27.0,23.0,36.4,,3.0,,2.0,20.0,0.0,78.0,7.0,3.0,8.0,,,1.0,2.0,,,3.0,17.0,32.0,238.0,5.0,7.0,201.0,35.0,24.0,18.0,,10.0,10.0,1.0,68.0,5.0,167.0,,,21.0,3.0,63.0,,358.0,,0.0,7.0,18.0,,22.0,1.0,562.0,14.0,15.0,,15.0,,11.0,0.0
2128345,6,2020-10-25 16:30:00,4,Newcastle,Away,228.0,12.0,,2.0,2.0,,,103.0,6.0,,4.0,4.0,4.0,24.0,329.0,,15.0,8.0,13.0,4.0,,,,1.0,,,,1.0,,,,,,,4.0,,,,,,,5.0,4.0,12.0,2.0,3.0,59.0,45.0,,,,3.0,17.0,3.0,16.0,,,3.0,8.0,5.0,1.0,7.0,3.0,44.0,58.0,3.0,18.0,10.0,,,26.0,35.0,10.0,10.0,,,2.0,1.0,1.0,127.0,,,,,,,12.0,,1.0,1.0,10.0,,7.0,7.0,1.0,,4.0,109.0,59.0,29.0,2.0,,,4.0,2.0,376.0,5.0,2.0,,44.0,45.0,17.0,,,,,,112.0,112.0,,25.0,15.0,36.6,,,1.0,1.0,17.0,0.0,105.0,,2.0,3.0,,1.0,,,1.0,,3.0,14.0,47.0,314.0,7.0,4.0,252.0,29.0,18.0,16.0,2.0,16.0,14.0,,69.0,3.0,164.0,1.0,,18.0,5.0,57.0,,400.0,,0.0,5.0,23.0,,17.0,1.0,567.0,7.0,12.0,,12.0,3.0,10.0,0.0
2128352,7,2020-11-01 14:00:00,4,Newcastle,Home,179.0,15.0,4.0,5.0,2.0,1.0,,111.0,4.0,,4.0,4.0,1.0,28.0,285.0,1.0,25.0,10.0,6.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,6.0,1.0,,,,,1.0,4.0,9.0,6.0,7.0,4.0,77.0,43.0,1.0,2.0,2.0,5.0,18.0,4.0,5.0,,,5.0,3.0,4.0,,12.0,,45.0,40.0,5.0,23.0,10.0,,,27.0,23.0,9.0,10.0,2.0,,3.0,,,125.0,,,,,,,11.0,1.0,1.0,1.0,10.0,,5.0,5.0,2.0,,5.0,83.0,67.0,34.0,4.0,,2.0,4.0,4.0,341.0,5.0,,,41.0,39.0,15.0,,,,,1.0,127.0,127.0,,22.0,10.0,37.7,,,,1.0,18.0,0.0,84.0,2.0,1.0,3.0,,,1.0,3.0,,,3.0,13.0,41.0,269.0,5.0,6.0,205.0,30.0,23.0,21.0,5.0,11.0,7.0,1.0,65.0,6.0,175.0,2.0,,24.0,1.0,68.0,1.0,369.0,,0.0,11.0,13.0,1.0,29.0,2.0,557.0,15.0,9.0,,11.0,5.0,10.0,0.0
2128363,8,2020-11-06 20:00:00,4,Newcastle,Away,175.0,14.0,1.0,4.0,3.0,,,99.0,3.0,,3.0,5.0,1.0,21.0,270.0,,17.0,10.0,8.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,2.0,,,,,,,7.0,9.0,6.0,3.0,1.0,54.0,68.0,,,,,18.0,1.0,9.0,1.0,,3.0,2.0,5.0,,13.0,3.0,61.0,41.0,,13.0,4.0,2.0,,29.0,39.0,11.0,11.0,,,1.0,,1.0,136.0,,,,,,,8.0,,,1.0,4.0,,10.0,10.0,1.0,,3.0,85.0,62.0,23.0,8.0,,1.0,2.0,2.0,333.0,6.0,1.0,,48.0,37.0,10.0,,,,,,146.0,146.0,5.0,29.0,30.0,39.3,,,,,18.0,0.0,85.0,3.0,3.0,5.0,,2.0,,1.0,,,3.0,12.0,46.0,253.0,11.0,3.0,201.0,31.0,13.0,28.0,3.0,10.0,7.0,,85.0,1.0,169.0,,,25.0,1.0,59.0,1.0,360.0,,0.0,4.0,13.0,,20.0,2.0,540.0,3.0,13.0,,9.0,3.0,7.0,0.0
2128372,9,2020-11-21 12:30:00,4,Newcastle,Home,98.0,11.0,,1.0,1.0,2.0,,114.0,3.0,,4.0,5.0,1.0,24.0,211.0,,12.0,19.0,15.0,7.0,,2.0,2.0,,,,,,1.0,1.0,,,,,6.0,,,1.0,,,,3.0,10.0,5.0,4.0,4.0,45.0,47.0,,,,,9.0,3.0,5.0,,,7.0,9.0,6.0,,9.0,2.0,46.0,39.0,,23.0,10.0,,1.0,28.0,39.0,11.0,12.0,,,2.0,1.0,,106.0,,,,,,,7.0,,3.0,1.0,10.0,1.0,5.0,5.0,1.0,,4.0,78.0,49.0,22.0,4.0,,4.0,3.0,1.0,258.0,5.0,1.0,1.0,40.0,39.0,25.0,,,,,,129.0,129.0,4.0,21.0,14.0,29.0,1.0,,,,9.0,0.0,58.0,2.0,,2.0,,,2.0,4.0,,,3.0,11.0,55.0,190.0,4.0,7.0,119.0,25.0,23.0,11.0,4.0,20.0,16.0,2.0,89.0,7.0,188.0,3.0,,20.0,2.0,56.0,2.0,287.0,1.0,0.0,8.0,6.0,,17.0,2.0,447.0,9.0,13.0,,7.0,7.0,1.0,0.0
2128379,10,2020-11-27 20:00:00,4,Newcastle,Away,130.0,22.0,1.0,4.0,3.0,1.0,,150.0,5.0,,4.0,8.0,4.0,38.0,276.0,,22.0,28.0,23.0,6.0,,,1.0,,,,1.0,2.0,,,,,,1.0,10.0,,,,,,2.0,7.0,8.0,4.0,7.0,7.0,67.0,52.0,2.0,1.0,1.0,2.0,10.0,2.0,10.0,,,3.0,7.0,8.0,,11.0,3.0,63.0,59.0,2.0,18.0,11.0,,,34.0,53.0,10.0,9.0,2.0,,3.0,,2.0,146.0,2.0,,1.0,2.0,,1.0,10.0,2.0,1.0,,11.0,,12.0,12.0,1.0,,4.0,86.0,82.0,46.0,7.0,,3.0,5.0,7.0,353.0,1.0,1.0,,59.0,60.0,18.0,,,,,,141.0,141.0,2.0,18.0,24.0,42.6,,,,,10.0,0.0,76.0,2.0,1.0,3.0,,,1.0,5.0,,,2.0,17.0,56.0,263.0,3.0,8.0,156.0,37.0,18.0,8.0,2.0,17.0,15.0,2.0,91.0,2.0,236.0,1.0,,27.0,6.0,75.0,,375.0,,0.0,14.0,24.0,,24.0,2.0,555.0,16.0,11.0,,4.0,3.0,11.0,0.0
