matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918899,1.0,2017-08-13 13:30:00,4,Newcastle,Home,87.0,12.0,,1.0,1.0,3.0,,71.0,1.0,,4.0,7.0,5.0,22.0,157.0,,1.0,24.0,15.0,16.0,5.0,,,,,,,,,,,,5.0,,,,,1.0,4.0,10.0,8.0,6.0,,,39.0,53.0,1.0,1.0,,4.0,19.0,,10.0,,,5.0,13.0,1.0,,13.0,2.0,47.0,39.0,4.0,29.0,16.0,,,40.0,6.0,9.0,,,1.0,1.0,,116.0,,,,,,,7.0,,,,,,,,,16.0,,8.0,8.0,,4.0,42.0,57.0,24.0,7.0,,4.0,1.0,2.0,219.0,,,7.0,3.0,,45.0,39.0,24.0,,,,,,137.0,137.0,3.0,26.0,14.0,26.9,,,,,19.0,0.0,,,,48.0,2.0,2.0,4.0,,2.0,,4.0,,3.0,38.0,146.0,10.0,5.0,111.0,25.0,29.0,7.0,4.0,19.0,15.0,,74.0,8.0,153.0,,,25.0,6.0,61.0,2.0,245.0,1.0,1.0,6.0,12.0,3.0,26.0,1.0,430.0,16.0,8.0,4.0,5.0,9.0,0.0
918905,2.0,2017-08-20 13:30:00,4,Newcastle,Away,165.0,14.0,1.0,4.0,3.0,1.0,,135.0,6.0,,,9.0,7.0,35.0,296.0,,,25.0,24.0,12.0,9.0,,,,,,,,,,,,12.0,,,,,,9.0,3.0,4.0,9.0,4.0,,68.0,53.0,1.0,1.0,,2.0,30.0,5.0,5.0,,1.0,3.0,5.0,5.0,,17.0,1.0,62.0,50.0,2.0,27.0,14.0,,1.0,75.0,10.0,12.0,,,2.0,1.0,,182.0,,,,,,,8.0,,,,,,,,,14.0,,7.0,7.0,2.0,,79.0,81.0,41.0,7.0,,2.0,7.0,5.0,388.0,,,1.0,1.0,,60.0,51.0,23.0,,,,,,171.0,171.0,2.0,18.0,27.0,47.3,,,,1.0,30.0,0.0,,,,86.0,,2.0,2.0,,,,3.0,1.0,3.0,56.0,280.0,13.0,9.0,188.0,35.0,27.0,16.0,3.0,14.0,11.0,,122.0,2.0,241.0,,,35.0,9.0,81.0,5.0,415.0,,0.0,13.0,18.0,,29.0,4.0,611.0,19.0,8.0,9.0,3.0,13.0,0.0
918919,3.0,2017-08-26 15:00:00,4,Newcastle,Home,62.0,20.0,2.0,7.0,5.0,4.0,,114.0,5.0,1.0,5.0,6.0,12.0,26.0,169.0,,1.0,14.0,16.0,25.0,11.0,1.0,,,,,,,,,,2.0,16.0,,,,,,7.0,3.0,5.0,10.0,7.0,,46.0,54.0,4.0,1.0,3.0,1.0,18.0,3.0,8.0,,,7.0,9.0,6.0,1.0,9.0,2.0,57.0,56.0,1.0,21.0,15.0,,,59.0,17.0,10.0,1.0,,1.0,1.0,,140.0,3.0,,3.0,3.0,,,6.0,,,3.0,3.0,,,,1.0,15.0,,15.0,15.0,,5.0,36.0,75.0,36.0,5.0,,4.0,11.0,8.0,247.0,,,,1.0,,31.0,54.0,29.0,,,,,,149.0,149.0,5.0,12.0,29.0,37.5,,,,,18.0,0.0,,,,49.0,2.0,1.0,3.0,,,,6.0,,3.0,63.0,151.0,10.0,15.0,84.0,30.0,21.0,16.0,5.0,21.0,16.0,,109.0,13.0,208.0,3.0,1.0,24.0,13.0,53.0,,271.0,,0.0,17.0,14.0,1.0,19.0,1.0,457.0,32.0,10.0,8.0,7.0,12.0,0.0
918931,4.0,2017-09-10 16:00:00,4,Newcastle,Away,101.0,17.0,2.0,5.0,3.0,2.0,,144.0,3.0,1.0,1.0,3.0,10.0,21.0,240.0,,,12.0,21.0,16.0,12.0,1.0,,,,,,,,,,,13.0,,,,,,9.0,7.0,3.0,7.0,9.0,,45.0,58.0,2.0,1.0,1.0,3.0,16.0,5.0,13.0,1.0,,5.0,10.0,3.0,1.0,10.0,3.0,62.0,53.0,3.0,34.0,16.0,,,47.0,15.0,11.0,,,1.0,1.0,,144.0,1.0,1.0,1.0,,1.0,,11.0,,,,,,,,1.0,16.0,,11.0,11.0,,1.0,76.0,66.0,30.0,8.0,,2.0,12.0,8.0,303.0,,,2.0,2.0,,64.0,43.0,31.0,,,,,,142.0,142.0,1.0,26.0,24.0,38.2,,,,1.0,16.0,0.0,,,,64.0,3.0,1.0,3.0,,,,3.0,,3.0,78.0,228.0,6.0,14.0,118.0,29.0,34.0,9.0,5.0,19.0,14.0,,122.0,13.0,230.0,,1.0,18.0,10.0,54.0,,329.0,,0.0,16.0,21.0,,14.0,3.0,528.0,16.0,21.0,5.0,5.0,15.0,0.0
918939,5.0,2017-09-16 15:00:00,4,Newcastle,Home,107.0,16.0,2.0,5.0,3.0,3.0,,105.0,12.0,1.0,2.0,8.0,4.0,31.0,207.0,,1.0,14.0,22.0,23.0,8.0,1.0,,,,,,,,,,1.0,7.0,,,,,1.0,8.0,7.0,6.0,8.0,6.0,,44.0,48.0,4.0,4.0,1.0,2.0,18.0,5.0,11.0,,,7.0,8.0,3.0,1.0,10.0,3.0,59.0,64.0,2.0,37.0,17.0,,,51.0,13.0,11.0,,,3.0,3.0,,134.0,2.0,1.0,2.0,1.0,1.0,,13.0,,,1.0,,,,,1.0,17.0,,10.0,10.0,2.0,2.0,58.0,59.0,27.0,5.0,1.0,6.0,5.0,3.0,263.0,,,2.0,1.0,,38.0,59.0,30.0,,,,,,135.0,135.0,3.0,20.0,21.0,42.1,,,,1.0,18.0,0.0,,,,55.0,2.0,1.0,3.0,,1.0,,6.0,,3.0,60.0,186.0,12.0,11.0,128.0,37.0,37.0,11.0,4.0,18.0,14.0,,97.0,7.0,181.0,,1.0,27.0,4.0,69.0,2.0,291.0,1.0,0.0,14.0,25.0,2.0,22.0,3.0,497.0,20.0,12.0,6.0,7.0,14.0,0.0
918944,6.0,2017-09-24 16:00:00,4,Newcastle,Away,165.0,13.0,2.0,3.0,1.0,1.0,,203.0,5.0,2.0,4.0,1.0,12.0,13.0,365.0,,,25.0,33.0,21.0,6.0,2.0,,,,1.0,,1.0,3.0,,,,11.0,,,,,1.0,3.0,5.0,2.0,9.0,8.0,,62.0,46.0,1.0,2.0,,4.0,15.0,5.0,6.0,,,8.0,8.0,5.0,,9.0,2.0,62.0,51.0,4.0,29.0,14.0,,,51.0,8.0,6.0,,,4.0,1.0,3.0,147.0,,,,,,,9.0,,,,,,,,,14.0,1.0,12.0,12.0,2.0,5.0,121.0,64.0,26.0,2.0,,4.0,4.0,5.0,441.0,,,1.0,2.0,,37.0,75.0,40.0,,,,,,142.0,142.0,3.0,13.0,22.0,51.2,,,,,15.0,0.0,,,,128.0,1.0,1.0,2.0,,1.0,,7.0,,3.0,116.0,354.0,2.0,8.0,189.0,34.0,29.0,18.0,6.0,20.0,14.0,,160.0,6.0,289.0,1.0,2.0,16.0,13.0,44.0,,458.0,1.0,0.0,17.0,14.0,1.0,28.0,1.0,658.0,24.0,10.0,11.0,8.0,10.0,0.0
918959,7.0,2017-10-01 16:30:00,4,Newcastle,Home,110.0,18.0,,,,4.0,,86.0,8.0,2.0,4.0,6.0,6.0,23.0,196.0,,1.0,15.0,20.0,17.0,4.0,,,,,,,,,,,,7.0,,,,,,8.0,10.0,7.0,2.0,6.0,,32.0,56.0,,,,5.0,12.0,2.0,10.0,,,1.0,5.0,2.0,,14.0,1.0,57.0,39.0,5.0,35.0,14.0,,1.0,46.0,11.0,6.0,1.0,,2.0,2.0,,143.0,,,,,,,16.0,,,1.0,,,,,,14.0,,13.0,13.0,1.0,4.0,62.0,79.0,33.0,5.0,,,4.0,5.0,270.0,,,6.0,2.0,,32.0,37.0,15.0,,,,,,147.0,147.0,1.0,26.0,21.0,32.2,,,1.0,1.0,12.0,0.0,,,,58.0,1.0,,1.0,,,,1.0,,3.0,41.0,184.0,5.0,4.0,130.0,35.0,35.0,5.0,1.0,10.0,9.0,,75.0,14.0,175.0,,2.0,32.0,7.0,64.0,1.0,295.0,,0.0,8.0,14.0,3.0,21.0,1.0,470.0,9.0,13.0,3.0,1.0,10.0,0.0
918969,8.0,2017-10-15 16:00:00,4,Newcastle,Away,136.0,12.0,1.0,3.0,2.0,3.0,1.0,127.0,4.0,,2.0,5.0,11.0,19.0,260.0,,,14.0,28.0,18.0,10.0,2.0,,,,,,,,,,,12.0,,1.0,,,3.0,9.0,7.0,5.0,12.0,7.0,,53.0,60.0,,,,2.0,18.0,6.0,12.0,,,8.0,11.0,5.0,,9.0,,62.0,52.0,2.0,39.0,18.0,,,50.0,12.0,11.0,1.0,,2.0,2.0,,135.0,,,,,,,7.0,,,2.0,2.0,,,,,18.0,1.0,6.0,6.0,,2.0,80.0,65.0,28.0,3.0,1.0,5.0,7.0,5.0,322.0,,,4.0,3.0,,59.0,36.0,39.0,1.0,1.0,1.0,,,140.0,140.0,2.0,27.0,22.0,38.2,1.0,2.0,,1.0,18.0,0.0,,,,79.0,,,,,,,8.0,,3.0,67.0,244.0,7.0,12.0,151.0,26.0,39.0,11.0,8.0,26.0,18.0,,111.0,7.0,222.0,2.0,,27.0,14.0,56.0,,347.0,,0.0,19.0,14.0,3.0,19.0,2.0,539.0,23.0,11.0,9.0,8.0,9.0,0.0
918977,9.0,2017-10-21 15:00:00,4,Newcastle,Home,199.0,17.0,,1.0,1.0,1.0,,163.0,8.0,2.0,3.0,12.0,13.0,38.0,361.0,,,18.0,27.0,23.0,5.0,,,,,,,,,,,,6.0,,,,,,11.0,7.0,3.0,3.0,4.0,,63.0,60.0,,,,5.0,23.0,3.0,13.0,,,3.0,9.0,5.0,,9.0,,68.0,58.0,5.0,30.0,18.0,,,49.0,12.0,14.0,,,2.0,1.0,,149.0,,,,,,,11.0,,,,,,,,,18.0,,6.0,6.0,,3.0,128.0,82.0,52.0,5.0,,,5.0,3.0,425.0,,,3.0,1.0,,48.0,79.0,30.0,,,,,,146.0,146.0,2.0,26.0,27.0,55.3,,,,,23.0,0.0,,,,113.0,,,,,1.0,,1.0,,3.0,64.0,338.0,15.0,5.0,220.0,36.0,30.0,12.0,2.0,17.0,15.0,,106.0,9.0,250.0,,2.0,25.0,14.0,70.0,,453.0,,0.0,7.0,16.0,,22.0,4.0,642.0,14.0,17.0,5.0,3.0,12.0,0.0
918986,10.0,2017-10-30 20:00:00,4,Newcastle,Away,217.0,21.0,,2.0,2.0,4.0,,194.0,1.0,,3.0,14.0,12.0,42.0,409.0,,,18.0,24.0,29.0,8.0,,,,,,,,,,,,9.0,,,,,1.0,5.0,9.0,3.0,4.0,8.0,,94.0,66.0,,,,3.0,9.0,4.0,9.0,,,3.0,7.0,8.0,,10.0,2.0,54.0,52.0,3.0,27.0,17.0,,,67.0,10.0,7.0,,,,,,187.0,,,,,,,7.0,,,,4.0,,,,3.0,17.0,,12.0,12.0,,3.0,118.0,84.0,42.0,5.0,,2.0,6.0,5.0,494.0,,,3.0,1.0,,60.0,77.0,20.0,,,,,,162.0,162.0,2.0,31.0,23.0,52.9,,,,,9.0,0.0,,,,122.0,3.0,1.0,4.0,,,,3.0,,3.0,77.0,395.0,5.0,8.0,245.0,39.0,27.0,11.0,1.0,16.0,15.0,,118.0,10.0,292.0,4.0,,37.0,13.0,86.0,1.0,521.0,,0.0,12.0,10.0,,22.0,0.0,699.0,6.0,16.0,7.0,3.0,6.0,0.0
