matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918997,11.0,2017-11-04 15:00:00,4,Newcastle,Home,118.0,12.0,3.0,6.0,3.0,6.0,,164.0,7.0,,4.0,11.0,14.0,35.0,276.0,,,12.0,36.0,31.0,11.0,3.0,,,,,,,,,,,12.0,,,1.0,,2.0,5.0,11.0,5.0,8.0,8.0,,61.0,52.0,,,,5.0,17.0,3.0,5.0,1.0,1.0,11.0,8.0,7.0,,8.0,4.0,61.0,69.0,5.0,28.0,15.0,,,71.0,11.0,12.0,,,,1.0,,166.0,,,,,,,11.0,,,,,,,,1.0,15.0,1.0,12.0,12.0,1.0,4.0,80.0,85.0,44.0,9.0,,8.0,6.0,4.0,345.0,,,5.0,2.0,,49.0,47.0,35.0,,,,,,147.0,147.0,3.0,17.0,25.0,48.0,1.0,,,,17.0,0.0,,,,66.0,5.0,,4.0,,1.0,,9.0,1.0,3.0,82.0,256.0,9.0,14.0,136.0,31.0,28.0,10.0,10.0,26.0,16.0,,133.0,12.0,263.0,,,37.0,14.0,80.0,5.0,373.0,,0.0,16.0,19.0,1.0,14.0,2.0,569.0,17.0,11.0,8.0,11.0,12.0,0.0
919010,12.0,2017-11-18 17:30:00,4,Newcastle,Away,132.0,16.0,2.0,4.0,2.0,2.0,1.0,132.0,5.0,,4.0,8.0,13.0,25.0,260.0,1.0,,11.0,14.0,13.0,8.0,1.0,,,,,,,,,,,11.0,,,,,,5.0,14.0,2.0,6.0,6.0,,50.0,51.0,2.0,1.0,1.0,6.0,14.0,1.0,12.0,,,4.0,5.0,1.0,,10.0,1.0,50.0,53.0,6.0,34.0,18.0,,,46.0,9.0,10.0,1.0,,2.0,2.0,,133.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,,18.0,,9.0,9.0,,4.0,78.0,68.0,35.0,11.0,,4.0,6.0,5.0,319.0,,,3.0,4.0,,38.0,28.0,20.0,,,,,,122.0,122.0,1.0,29.0,13.0,35.3,,3.0,,1.0,14.0,0.0,,,,83.0,3.0,,3.0,,1.0,,6.0,,3.0,56.0,245.0,9.0,10.0,150.0,25.0,34.0,17.0,4.0,12.0,8.0,,91.0,12.0,206.0,,,33.0,14.0,62.0,1.0,344.0,1.0,0.0,12.0,18.0,1.0,12.0,1.0,526.0,17.0,9.0,12.0,4.0,13.0,0.0
919018,13.0,2017-11-25 15:00:00,4,Newcastle,Home,189.0,15.0,,3.0,3.0,4.0,,192.0,5.0,1.0,4.0,9.0,18.0,29.0,378.0,1.0,1.0,21.0,23.0,28.0,11.0,,,1.0,,,,,,1.0,,,11.0,,,,,,4.0,10.0,3.0,8.0,4.0,,64.0,69.0,1.0,1.0,,1.0,20.0,5.0,4.0,,,6.0,10.0,5.0,,15.0,1.0,61.0,64.0,1.0,22.0,13.0,,,73.0,8.0,13.0,,1.0,3.0,3.0,,180.0,,,,,,,9.0,,,,,,,,1.0,13.0,,21.0,21.0,3.0,4.0,125.0,82.0,38.0,3.0,,5.0,6.0,2.0,455.0,,,1.0,3.0,1.0,51.0,50.0,44.0,,,,,,174.0,174.0,2.0,30.0,32.0,52.4,,,,,20.0,0.0,,,,111.0,2.0,,2.0,,,1.0,5.0,2.0,3.0,97.0,361.0,13.0,11.0,204.0,37.0,22.0,23.0,6.0,24.0,18.0,1.0,151.0,13.0,300.0,,1.0,29.0,18.0,71.0,4.0,480.0,2.0,0.0,12.0,12.0,4.0,26.0,1.0,699.0,29.0,11.0,11.0,6.0,8.0,0.0
919028,14.0,2017-11-28 20:00:00,4,Newcastle,Away,136.0,14.0,2.0,7.0,5.0,1.0,1.0,213.0,6.0,,4.0,10.0,9.0,30.0,342.0,,,22.0,27.0,27.0,7.0,2.0,,,,1.0,,,2.0,,,,9.0,,,,,1.0,6.0,5.0,3.0,5.0,9.0,,61.0,75.0,1.0,,1.0,1.0,17.0,5.0,11.0,,,6.0,5.0,8.0,1.0,16.0,1.0,72.0,62.0,1.0,29.0,21.0,,,64.0,12.0,12.0,,,3.0,2.0,2.0,173.0,1.0,1.0,1.0,,1.0,,6.0,,,,,,,,,21.0,,7.0,7.0,,4.0,102.0,80.0,45.0,1.0,,5.0,5.0,4.0,415.0,,,2.0,5.0,,64.0,67.0,31.0,,,,,,158.0,158.0,4.0,36.0,28.0,52.1,,,1.0,,17.0,0.0,,,,99.0,2.0,,2.0,,,,5.0,,3.0,104.0,325.0,10.0,10.0,158.0,37.0,29.0,12.0,6.0,21.0,15.0,,148.0,5.0,298.0,,,32.0,10.0,70.0,2.0,435.0,,0.0,14.0,18.0,1.0,25.0,0.0,654.0,14.0,19.0,6.0,6.0,16.0,0.0
919036,15.0,2017-12-02 12:30:00,4,Newcastle,Away,172.0,7.0,1.0,2.0,1.0,,,129.0,4.0,,5.0,4.0,7.0,24.0,299.0,,,13.0,20.0,10.0,5.0,1.0,,,,,,,,,,,6.0,,,,,1.0,11.0,18.0,5.0,3.0,5.0,,63.0,65.0,,,1.0,4.0,19.0,2.0,18.0,,1.0,4.0,5.0,2.0,,14.0,3.0,68.0,41.0,4.0,37.0,18.0,1.0,,51.0,13.0,8.0,1.0,,,,,138.0,,,,,,,7.0,,,1.0,1.0,,,,1.0,18.0,,13.0,13.0,,5.0,103.0,59.0,25.0,11.0,,4.0,2.0,2.0,367.0,,,5.0,,,56.0,52.0,14.0,1.0,1.0,1.0,,,135.0,135.0,8.0,24.0,21.0,34.4,,3.0,,,19.0,0.0,,,,86.0,6.0,,6.0,,2.0,,4.0,,3.0,57.0,285.0,10.0,6.0,191.0,24.0,37.0,10.0,4.0,11.0,7.0,,103.0,7.0,210.0,1.0,,22.0,7.0,55.0,1.0,390.0,,0.0,8.0,17.0,1.0,16.0,1.0,579.0,8.0,13.0,6.0,4.0,10.0,0.0
919048,16.0,2017-12-09 17:30:00,4,Newcastle,Home,117.0,12.0,2.0,3.0,1.0,4.0,,116.0,4.0,,2.0,9.0,5.0,28.0,230.0,,,15.0,24.0,33.0,4.0,2.0,,,,,,1.0,1.0,1.0,1.0,,6.0,,,,,,7.0,7.0,7.0,5.0,5.0,,40.0,57.0,1.0,,1.0,3.0,22.0,2.0,22.0,,,6.0,4.0,2.0,,9.0,2.0,76.0,71.0,3.0,22.0,11.0,,,60.0,10.0,8.0,2.0,,2.0,1.0,1.0,159.0,2.0,,1.0,1.0,1.0,,8.0,,,1.0,,,,,,11.0,,10.0,10.0,1.0,2.0,62.0,69.0,36.0,5.0,,4.0,4.0,4.0,312.0,,,1.0,1.0,1.0,39.0,44.0,24.0,,,,,,153.0,153.0,3.0,19.0,31.0,37.8,,3.0,,,22.0,0.0,,,,76.0,2.0,1.0,3.0,,1.0,,4.0,1.0,3.0,56.0,215.0,13.0,8.0,145.0,23.0,22.0,20.0,5.0,12.0,7.0,,109.0,11.0,204.0,1.0,,33.0,6.0,63.0,1.0,337.0,1.0,0.0,10.0,21.0,,21.0,2.0,519.0,17.0,9.0,9.0,6.0,15.0,0.0
919060,17.0,2017-12-13 19:45:00,4,Newcastle,Home,186.0,21.0,1.0,4.0,3.0,8.0,,210.0,2.0,,3.0,11.0,9.0,31.0,392.0,,,28.0,37.0,34.0,7.0,1.0,,,,,,,1.0,,1.0,,12.0,,,1.0,1.0,2.0,5.0,4.0,3.0,7.0,9.0,,89.0,63.0,,,,,21.0,8.0,4.0,,,4.0,10.0,9.0,,18.0,3.0,74.0,72.0,,7.0,4.0,1.0,,67.0,10.0,11.0,,,4.0,2.0,1.0,194.0,,,,,,,7.0,,,,,,,,1.0,4.0,2.0,10.0,10.0,1.0,3.0,106.0,86.0,41.0,1.0,,2.0,6.0,4.0,486.0,,,,2.0,,81.0,80.0,37.0,,,,,,192.0,192.0,6.0,24.0,28.0,55.0,2.0,,,,21.0,0.0,,,,120.0,3.0,,3.0,1.0,,,4.0,,3.0,96.0,378.0,9.0,8.0,218.0,44.0,7.0,18.0,3.0,24.0,21.0,,142.0,16.0,315.0,,,39.0,9.0,75.0,2.0,509.0,,1.0,16.0,17.0,,41.0,1.0,717.0,18.0,13.0,11.0,4.0,10.0,0.0
919064,18.0,2017-12-16 15:00:00,4,Newcastle,Away,97.0,11.0,2.0,4.0,2.0,7.0,,108.0,8.0,,1.0,13.0,3.0,36.0,201.0,,,8.0,26.0,38.0,7.0,1.0,,,,,,,,,,,8.0,,,,,1.0,3.0,18.0,5.0,4.0,6.0,,32.0,67.0,,,,1.0,22.0,4.0,21.0,,,5.0,5.0,4.0,,10.0,2.0,71.0,79.0,1.0,41.0,18.0,,,66.0,9.0,12.0,,,1.0,,,145.0,,,,,,,11.0,,,,,,,,1.0,18.0,,14.0,14.0,2.0,1.0,69.0,70.0,36.0,7.0,,2.0,6.0,2.0,269.0,,,7.0,2.0,,30.0,39.0,28.0,,,,,,142.0,142.0,3.0,33.0,25.0,28.7,,,,1.0,22.0,0.0,,,,53.0,3.0,1.0,4.0,,,,4.0,,3.0,52.0,180.0,15.0,8.0,113.0,27.0,41.0,15.0,5.0,14.0,9.0,,112.0,17.0,200.0,,,34.0,3.0,76.0,2.0,299.0,,0.0,10.0,21.0,,11.0,1.0,511.0,13.0,10.0,8.0,5.0,12.0,0.0
919082,19.0,2017-12-23 15:00:00,4,Newcastle,Away,85.0,8.0,,1.0,1.0,5.0,,71.0,6.0,,1.0,9.0,7.0,21.0,155.0,,,15.0,37.0,31.0,3.0,,,1.0,1.0,,,,2.0,,,,8.0,,1.0,1.0,,1.0,7.0,9.0,10.0,5.0,6.0,,35.0,52.0,3.0,1.0,2.0,5.0,16.0,2.0,17.0,,1.0,3.0,6.0,4.0,,12.0,3.0,81.0,67.0,5.0,56.0,32.0,1.0,,51.0,12.0,9.0,,1.0,3.0,1.0,2.0,131.0,2.0,,2.0,2.0,,1.0,9.0,,,2.0,2.0,,,,,32.0,2.0,8.0,8.0,1.0,1.0,51.0,69.0,24.0,6.0,3.0,3.0,2.0,4.0,222.0,,,7.0,2.0,,28.0,51.0,18.0,,1.0,1.0,1.0,,137.0,137.0,1.0,28.0,14.0,36.5,2.0,,3.0,1.0,16.0,0.0,,,,32.0,2.0,2.0,4.0,,,1.0,5.0,,3.0,45.0,140.0,7.0,5.0,107.0,19.0,56.0,8.0,3.0,14.0,11.0,2.0,88.0,19.0,156.0,3.0,,39.0,8.0,69.0,,249.0,,0.0,11.0,23.0,,19.0,1.0,462.0,11.0,7.0,4.0,3.0,15.0,0.0
919089,20.0,2017-12-27 19:45:00,4,Newcastle,Home,64.0,8.0,1.0,3.0,2.0,1.0,,72.0,6.0,,3.0,12.0,1.0,25.0,133.0,,,18.0,15.0,22.0,4.0,1.0,1.0,,,,,,,,1.0,,5.0,,,,,,6.0,12.0,10.0,3.0,3.0,,28.0,54.0,,,,,20.0,1.0,13.0,,,3.0,1.0,1.0,,12.0,4.0,52.0,51.0,,23.0,10.0,,2.0,33.0,11.0,4.0,,,1.0,1.0,,122.0,,,,,,,14.0,,,,2.0,,,,1.0,10.0,,11.0,11.0,1.0,3.0,42.0,57.0,27.0,8.0,,3.0,2.0,2.0,198.0,,,3.0,,,43.0,21.0,9.0,,,,,,128.0,128.0,2.0,29.0,12.0,22.0,,,,1.0,20.0,0.0,,,,36.0,4.0,1.0,5.0,,,,3.0,,3.0,23.0,115.0,11.0,5.0,87.0,22.0,23.0,14.0,3.0,6.0,3.0,,62.0,11.0,147.0,2.0,,28.0,1.0,61.0,4.0,228.0,,0.0,6.0,14.0,1.0,19.0,1.0,392.0,7.0,10.0,11.0,3.0,5.0,0.0
919099,21.0,2017-12-30 15:00:00,4,Newcastle,Home,122.0,17.0,1.0,4.0,3.0,7.0,,174.0,6.0,,6.0,10.0,5.0,25.0,292.0,,,28.0,31.0,28.0,6.0,1.0,,,,,,,,,,,9.0,,,,,,6.0,6.0,4.0,4.0,7.0,,67.0,70.0,1.0,1.0,,3.0,20.0,4.0,10.0,,,3.0,11.0,3.0,,8.0,2.0,64.0,62.0,3.0,20.0,11.0,,,76.0,11.0,10.0,,,2.0,2.0,,182.0,,,,,,,7.0,,,,1.0,,,,1.0,11.0,,9.0,9.0,2.0,6.0,84.0,95.0,46.0,6.0,,3.0,4.0,2.0,391.0,,,2.0,1.0,,49.0,88.0,31.0,,,,,,177.0,177.0,4.0,24.0,32.0,45.3,,,,,20.0,0.0,,,,78.0,1.0,2.0,3.0,,,,5.0,,3.0,78.0,281.0,8.0,7.0,148.0,37.0,20.0,17.0,3.0,19.0,16.0,,138.0,12.0,282.0,1.0,,39.0,8.0,69.0,1.0,411.0,,0.0,11.0,12.0,2.0,36.0,2.0,614.0,14.0,20.0,12.0,3.0,8.0,0.0
919110,22.0,2018-01-01 15:00:00,4,Newcastle,Away,132.0,21.0,2.0,4.0,2.0,2.0,1.0,95.0,5.0,,5.0,7.0,6.0,26.0,223.0,,,15.0,30.0,28.0,8.0,1.0,,,,1.0,,,1.0,,,,10.0,,,,,,8.0,6.0,5.0,10.0,4.0,,46.0,63.0,2.0,2.0,1.0,1.0,17.0,3.0,14.0,,1.0,5.0,5.0,2.0,,9.0,4.0,69.0,65.0,1.0,39.0,24.0,,,63.0,11.0,10.0,1.0,,4.0,2.0,1.0,155.0,1.0,,1.0,1.0,,,10.0,,,1.0,2.0,,,,,24.0,,12.0,12.0,5.0,5.0,61.0,62.0,26.0,10.0,,2.0,8.0,6.0,312.0,,,4.0,1.0,,32.0,51.0,31.0,,,,,,155.0,155.0,3.0,30.0,22.0,41.2,,,,2.0,17.0,0.0,,,,73.0,2.0,2.0,4.0,,,,5.0,,3.0,48.0,208.0,9.0,10.0,162.0,44.0,39.0,15.0,3.0,12.0,9.0,,104.0,8.0,185.0,2.0,,31.0,7.0,75.0,,335.0,2.0,0.0,14.0,17.0,3.0,20.0,1.0,542.0,23.0,15.0,10.0,5.0,12.0,0.0
919119,23.0,2018-01-13 15:00:00,4,Newcastle,Home,144.0,15.0,1.0,5.0,4.0,2.0,,137.0,4.0,1.0,2.0,9.0,8.0,26.0,276.0,,2.0,14.0,40.0,23.0,8.0,,,2.0,,1.0,,,1.0,,,,11.0,,,,,,6.0,6.0,2.0,9.0,3.0,,47.0,58.0,2.0,2.0,,3.0,21.0,1.0,7.0,2.0,,4.0,8.0,2.0,,6.0,1.0,65.0,59.0,3.0,19.0,6.0,,,57.0,11.0,10.0,,1.0,3.0,1.0,1.0,147.0,,,,,,1.0,9.0,,,1.0,1.0,,,,1.0,6.0,,8.0,8.0,,2.0,84.0,81.0,38.0,5.0,,4.0,4.0,4.0,349.0,,,3.0,4.0,,57.0,46.0,31.0,,,,,,134.0,134.0,4.0,28.0,23.0,42.2,,,1.0,,21.0,0.0,,,,91.0,3.0,1.0,2.0,,2.0,2.0,7.0,,2.0,63.0,267.0,13.0,8.0,164.0,36.0,19.0,7.0,4.0,15.0,11.0,2.0,107.0,5.0,220.0,1.0,1.0,34.0,9.0,73.0,2.0,369.0,,0.0,12.0,22.0,2.0,18.0,0.0,543.0,19.0,12.0,5.0,4.0,16.0,0.0
919128,24.0,2018-01-20 17:30:00,4,Newcastle,Away,51.0,7.0,,2.0,2.0,2.0,,65.0,4.0,,2.0,8.0,2.0,21.0,114.0,,1.0,10.0,17.0,16.0,2.0,,,1.0,,,,,,,,1.0,5.0,,,,,1.0,6.0,13.0,8.0,5.0,1.0,,23.0,44.0,2.0,1.0,1.0,5.0,21.0,1.0,22.0,,,,5.0,2.0,,14.0,2.0,71.0,47.0,5.0,41.0,14.0,,,39.0,10.0,4.0,,,,,,100.0,1.0,,1.0,1.0,,1.0,14.0,,,1.0,1.0,,,,,14.0,,19.0,19.0,3.0,2.0,29.0,57.0,21.0,18.0,1.0,1.0,2.0,4.0,160.0,,,2.0,2.0,,36.0,18.0,14.0,1.0,1.0,1.0,,,131.0,131.0,1.0,23.0,10.0,19.5,,,,,21.0,0.0,,,,41.0,5.0,1.0,6.0,,1.0,1.0,1.0,,3.0,34.0,100.0,11.0,3.0,64.0,14.0,41.0,19.0,,7.0,7.0,2.0,67.0,9.0,136.0,1.0,,31.0,2.0,62.0,2.0,193.0,1.0,0.0,6.0,18.0,3.0,16.0,1.0,397.0,13.0,14.0,10.0,,13.0,0.0
919139,25.0,2018-01-31 19:45:00,4,Newcastle,Home,118.0,21.0,2.0,4.0,2.0,3.0,,166.0,3.0,,7.0,12.0,9.0,32.0,280.0,,,20.0,33.0,42.0,8.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,7.0,1.0,,,,,9.0,7.0,5.0,9.0,5.0,,62.0,66.0,2.0,3.0,1.0,5.0,24.0,3.0,5.0,,,7.0,9.0,6.0,1.0,7.0,2.0,69.0,80.0,5.0,43.0,30.0,,1.0,51.0,15.0,14.0,,,2.0,,1.0,172.0,1.0,1.0,1.0,,1.0,,6.0,,,,2.0,,,,,30.0,1.0,9.0,9.0,1.0,7.0,91.0,85.0,39.0,4.0,,6.0,4.0,4.0,370.0,,,2.0,,1.0,90.0,66.0,29.0,,,,,1.0,172.0,172.0,3.0,25.0,26.0,52.5,,2.0,,,24.0,0.0,,,,72.0,2.0,,2.0,,,1.0,7.0,,3.0,76.0,267.0,9.0,10.0,142.0,36.0,43.0,19.0,4.0,19.0,15.0,1.0,121.0,14.0,274.0,2.0,,40.0,11.0,76.0,2.0,397.0,1.0,0.0,14.0,17.0,1.0,25.0,1.0,621.0,23.0,15.0,8.0,7.0,11.0,0.0
919147,26.0,2018-02-04 14:15:00,4,Newcastle,Away,158.0,11.0,1.0,4.0,3.0,4.0,,99.0,5.0,,1.0,11.0,14.0,31.0,253.0,,,21.0,31.0,19.0,7.0,2.0,,1.0,,,,,,,,,7.0,,,,,1.0,4.0,14.0,6.0,7.0,5.0,,55.0,64.0,1.0,,1.0,5.0,25.0,2.0,15.0,2.0,,6.0,4.0,7.0,,14.0,2.0,73.0,42.0,5.0,30.0,8.0,,3.0,51.0,8.0,11.0,,,1.0,1.0,,164.0,1.0,,,,1.0,,13.0,,,,1.0,,,,,8.0,,17.0,17.0,2.0,1.0,60.0,78.0,33.0,5.0,1.0,2.0,8.0,8.0,331.0,,,6.0,1.0,,55.0,31.0,26.0,1.0,1.0,1.0,,,160.0,160.0,2.0,36.0,21.0,45.7,,2.0,,1.0,25.0,0.0,,,,84.0,5.0,,4.0,,,1.0,2.0,,3.0,47.0,238.0,10.0,10.0,189.0,29.0,30.0,9.0,6.0,18.0,12.0,1.0,89.0,13.0,192.0,2.0,,38.0,16.0,77.0,3.0,363.0,1.0,0.0,12.0,11.0,2.0,21.0,1.0,567.0,14.0,12.0,3.0,6.0,7.0,0.0
919157,27.0,2018-02-11 14:15:00,4,Newcastle,Home,126.0,17.0,,1.0,1.0,4.0,,126.0,2.0,1.0,2.0,8.0,17.0,21.0,251.0,,,14.0,19.0,24.0,6.0,,,,,1.0,,,1.0,,,,6.0,,,,,3.0,7.0,12.0,1.0,3.0,7.0,,47.0,65.0,1.0,,1.0,2.0,30.0,2.0,18.0,1.0,1.0,,4.0,4.0,,8.0,3.0,61.0,63.0,2.0,47.0,29.0,,,60.0,12.0,12.0,,,1.0,,1.0,149.0,1.0,,1.0,,1.0,,2.0,,,,2.0,,,,,29.0,,12.0,12.0,,2.0,79.0,74.0,31.0,10.0,1.0,3.0,4.0,3.0,341.0,,,7.0,1.0,,45.0,42.0,15.0,,,,,,148.0,148.0,3.0,33.0,23.0,35.9,,,,1.0,30.0,0.0,,,,86.0,4.0,,3.0,,,,5.0,,3.0,69.0,235.0,17.0,7.0,149.0,37.0,47.0,13.0,,8.0,8.0,,123.0,10.0,220.0,2.0,1.0,33.0,19.0,63.0,2.0,361.0,,0.0,10.0,20.0,1.0,18.0,0.0,580.0,13.0,12.0,9.0,,13.0,0.0
919163,28.0,2018-02-24 15:00:00,4,Newcastle,Away,118.0,21.0,,1.0,1.0,4.0,,117.0,4.0,1.0,,9.0,11.0,25.0,234.0,,1.0,11.0,23.0,29.0,6.0,,,2.0,,1.0,,,2.0,,,,10.0,,,,,2.0,7.0,10.0,8.0,7.0,8.0,,58.0,66.0,4.0,3.0,2.0,4.0,12.0,5.0,9.0,,,1.0,3.0,3.0,,12.0,2.0,57.0,69.0,4.0,50.0,31.0,,,64.0,10.0,12.0,2.0,,3.0,,2.0,171.0,1.0,,1.0,,1.0,,11.0,,,1.0,1.0,,,,,31.0,,13.0,13.0,2.0,,53.0,86.0,40.0,8.0,,3.0,4.0,4.0,309.0,,,4.0,,,36.0,64.0,17.0,,,,,,163.0,163.0,3.0,31.0,27.0,36.8,,2.0,,,12.0,0.0,,,,56.0,2.0,1.0,3.0,,,2.0,6.0,,3.0,57.0,225.0,6.0,7.0,143.0,43.0,50.0,11.0,1.0,7.0,6.0,2.0,108.0,10.0,202.0,1.0,1.0,32.0,13.0,74.0,4.0,338.0,1.0,0.0,15.0,21.0,4.0,17.0,4.0,562.0,19.0,27.0,7.0,1.0,15.0,0.0
919177,29.0,2018-03-03 17:30:00,4,Newcastle,Away,115.0,10.0,,2.0,2.0,2.0,,95.0,1.0,2.0,5.0,5.0,5.0,18.0,208.0,,,18.0,29.0,21.0,5.0,,,,,,,1.0,1.0,,,,4.0,,,,,1.0,6.0,12.0,2.0,1.0,6.0,,40.0,66.0,,,,2.0,9.0,3.0,8.0,,,3.0,3.0,2.0,,12.0,,71.0,63.0,2.0,18.0,11.0,,,50.0,9.0,7.0,,,,,1.0,145.0,,,,,,,9.0,,,,2.0,,,,1.0,11.0,,14.0,14.0,4.0,5.0,62.0,85.0,28.0,8.0,,2.0,3.0,2.0,291.0,,,8.0,4.0,,53.0,38.0,14.0,,,,,,160.0,160.0,,34.0,23.0,29.1,,,,,9.0,0.0,,,,68.0,1.0,,1.0,,,,2.0,,3.0,35.0,199.0,8.0,5.0,139.0,34.0,18.0,37.0,2.0,7.0,5.0,,73.0,9.0,183.0,2.0,2.0,29.0,6.0,71.0,1.0,315.0,,0.0,7.0,12.0,5.0,22.0,0.0,507.0,7.0,13.0,23.0,3.0,7.0,0.0
919189,30.0,2018-03-10 15:00:00,4,Newcastle,Home,90.0,14.0,1.0,2.0,1.0,4.0,,100.0,5.0,1.0,3.0,8.0,7.0,21.0,188.0,,1.0,26.0,20.0,28.0,3.0,1.0,,2.0,,,,,,,,,6.0,,,,,,5.0,3.0,3.0,5.0,2.0,,36.0,60.0,3.0,1.0,2.0,4.0,17.0,,10.0,,,2.0,2.0,3.0,,8.0,2.0,54.0,60.0,4.0,35.0,17.0,,,59.0,10.0,9.0,,,2.0,2.0,,163.0,3.0,,3.0,3.0,,1.0,14.0,,,3.0,3.0,,,,,17.0,,16.0,16.0,,3.0,56.0,87.0,32.0,6.0,3.0,2.0,5.0,5.0,276.0,,,1.0,1.0,,33.0,59.0,22.0,,,,,,158.0,158.0,5.0,22.0,22.0,37.0,,,,1.0,17.0,0.0,,,,50.0,1.0,1.0,2.0,,2.0,2.0,2.0,,3.0,45.0,178.0,10.0,8.0,113.0,37.0,35.0,14.0,2.0,9.0,7.0,3.0,93.0,12.0,201.0,3.0,1.0,37.0,8.0,80.0,1.0,305.0,,0.0,7.0,15.0,1.0,28.0,0.0,499.0,13.0,16.0,8.0,2.0,10.0,0.0
919201,31.0,2018-05-09 20:00:00,4,Newcastle,Away,106.0,17.0,1.0,8.0,7.0,2.0,,113.0,5.0,,3.0,12.0,8.0,33.0,211.0,,1.0,11.0,18.0,24.0,9.0,2.0,,,,,1.0,,1.0,,,,10.0,,,,1.0,1.0,6.0,8.0,3.0,10.0,4.0,,41.0,59.0,,,,5.0,13.0,2.0,11.0,,,4.0,8.0,5.0,,8.0,4.0,49.0,62.0,5.0,22.0,14.0,,1.0,66.0,8.0,10.0,,,1.0,,1.0,155.0,,,,,,,6.0,,,,,,,,,14.0,1.0,3.0,3.0,,3.0,58.0,73.0,33.0,6.0,,7.0,4.0,3.0,293.0,,,1.0,2.0,,37.0,53.0,27.0,,,,,,153.0,153.0,1.0,28.0,21.0,37.1,1.0,,,1.0,13.0,0.0,,,,65.0,4.0,2.0,6.0,,,,9.0,1.0,2.0,63.0,195.0,8.0,11.0,140.0,29.0,22.0,11.0,3.0,16.0,13.0,,113.0,14.0,195.0,,,45.0,9.0,80.0,1.0,319.0,,0.0,14.0,21.0,2.0,17.0,3.0,496.0,21.0,16.0,7.0,4.0,15.0,0.0
