matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059811,11.0,2019-11-02 15:00:00,4,Newcastle,Away,75.0,17.0,,1.0,1.0,,1.0,102.0,5.0,1.0,,7.0,5.0,27.0,176.0,,1.0,8.0,18.0,20.0,6.0,,1.0,4.0,1.0,,,1.0,,,,,,,9.0,,1.0,,,1.0,3.0,13.0,3.0,7.0,5.0,,40.0,65.0,4.0,3.0,1.0,4.0,8.0,,11.0,,1.0,3.0,3.0,4.0,2.0,5.0,3.0,49.0,64.0,4.0,40.0,22.0,,,,,,,,36.0,7.0,10.0,,,2.0,2.0,1.0,135.0,2.0,,2.0,,2.0,,12.0,,,,2.0,,,,,22.0,1.0,10.0,10.0,1.0,,39.0,68.0,26.0,7.0,1.0,1.0,7.0,9.0,233.0,,,4.0,3.0,,51.0,43.0,19.0,,,,,128.0,128.0,3.0,36.0,14.0,30.5,1.0,,,,8.0,0.0,,,,48.0,3.0,1.0,4.0,,4.0,3.0,,3.0,50.0,162.0,4.0,8.0,91.0,31.0,40.0,24.0,2.0,11.0,9.0,4.0,84.0,4.0,182.0,2.0,1.0,28.0,6.0,70.0,4.0,262.0,,0.0,12.0,18.0,2.0,8.0,1.0,454.0,19.0,12.0,16.0,3.0,12.0,0.0
1059817,12.0,2019-11-09 15:00:00,4,Newcastle,Home,101.0,18.0,1.0,3.0,2.0,1.0,,97.0,2.0,,7.0,8.0,3.0,30.0,195.0,,,14.0,19.0,23.0,9.0,1.0,3.0,2.0,,,,,,,,,,1.0,17.0,,1.0,,,,6.0,9.0,7.0,12.0,9.0,,40.0,61.0,1.0,2.0,2.0,2.0,9.0,7.0,9.0,,,5.0,9.0,5.0,2.0,8.0,2.0,52.0,55.0,2.0,31.0,18.0,,,,,,,,42.0,10.0,5.0,,,,,,126.0,,,,,,,7.0,,,1.0,1.0,,,,,18.0,1.0,8.0,8.0,,7.0,57.0,66.0,25.0,4.0,,3.0,7.0,9.0,259.0,,,5.0,1.0,,37.0,48.0,26.0,,,,,138.0,138.0,3.0,27.0,19.0,33.9,1.0,,3.0,,9.0,0.0,,,,56.0,3.0,,3.0,,2.0,5.0,,3.0,48.0,184.0,5.0,10.0,120.0,48.0,31.0,15.0,4.0,18.0,14.0,2.0,83.0,5.0,177.0,1.0,,20.0,3.0,69.0,4.0,279.0,,0.0,21.0,18.0,,21.0,2.0,485.0,22.0,13.0,9.0,5.0,8.0,0.0
1059824,13.0,2019-11-25 20:00:00,4,Newcastle,Away,106.0,18.0,1.0,3.0,2.0,1.0,,129.0,6.0,,7.0,5.0,5.0,32.0,232.0,1.0,,18.0,18.0,22.0,7.0,1.0,1.0,2.0,,,1.0,1.0,,,,1.0,,,9.0,,,,,,6.0,12.0,5.0,5.0,6.0,,42.0,53.0,1.0,1.0,,2.0,15.0,3.0,8.0,,,6.0,8.0,7.0,,7.0,4.0,50.0,57.0,2.0,27.0,18.0,,,,,,,,41.0,9.0,10.0,,,1.0,,1.0,117.0,,,,,,,10.0,,,,,,,,,18.0,,9.0,9.0,3.0,7.0,61.0,55.0,35.0,11.0,,3.0,5.0,5.0,272.0,,,3.0,2.0,,39.0,52.0,24.0,,,,,121.0,121.0,8.0,23.0,12.0,38.0,,,,1.0,15.0,0.0,,,,76.0,5.0,1.0,6.0,,2.0,3.0,,3.0,64.0,215.0,5.0,8.0,125.0,35.0,27.0,21.0,6.0,21.0,15.0,2.0,93.0,5.0,192.0,,,15.0,5.0,62.0,2.0,296.0,1.0,0.0,11.0,15.0,1.0,24.0,1.0,505.0,14.0,14.0,13.0,6.0,7.0,0.0
1059837,14.0,2019-11-30 12:30:00,4,Newcastle,Home,79.0,10.0,,,,1.0,,75.0,2.0,,,6.0,2.0,20.0,154.0,,,11.0,16.0,17.0,2.0,,,,,2.0,,2.0,,,,,,,3.0,,,,,1.0,1.0,15.0,9.0,1.0,5.0,,46.0,67.0,,,,1.0,9.0,,10.0,,,1.0,5.0,4.0,1.0,8.0,3.0,41.0,56.0,1.0,40.0,18.0,,,,,,,,34.0,4.0,6.0,,,3.0,,2.0,118.0,2.0,1.0,2.0,1.0,1.0,,10.0,,,1.0,,,,,1.0,18.0,,17.0,17.0,5.0,,38.0,60.0,23.0,10.0,1.0,1.0,3.0,3.0,212.0,,,7.0,5.0,,35.0,34.0,12.0,,,,,137.0,137.0,1.0,37.0,16.0,23.6,,,1.0,,9.0,0.0,,,,36.0,5.0,2.0,7.0,,,3.0,,2.0,34.0,144.0,4.0,4.0,107.0,28.0,40.0,19.0,1.0,10.0,9.0,,56.0,5.0,141.0,,,21.0,3.0,60.0,3.0,238.0,,0.0,6.0,18.0,,23.0,1.0,453.0,4.0,11.0,15.0,1.0,8.0,0.0
1059846,15.0,2019-12-05 19:30:00,4,Newcastle,Away,81.0,13.0,,2.0,2.0,3.0,1.0,88.0,2.0,,4.0,9.0,2.0,24.0,167.0,,,12.0,20.0,26.0,3.0,,,,,,1.0,1.0,,,,,,1.0,5.0,,,,,,2.0,10.0,3.0,3.0,3.0,,33.0,60.0,1.0,,1.0,7.0,13.0,1.0,6.0,,1.0,1.0,4.0,2.0,,11.0,3.0,50.0,56.0,7.0,41.0,21.0,,,,,,,,47.0,6.0,10.0,,,2.0,1.0,1.0,132.0,2.0,,2.0,2.0,,,10.0,,,2.0,1.0,,,,,21.0,,10.0,10.0,1.0,4.0,40.0,61.0,21.0,8.0,2.0,1.0,4.0,4.0,230.0,,,3.0,,,33.0,39.0,19.0,,,,,136.0,136.0,,33.0,17.0,26.7,,,,2.0,13.0,0.0,,,,48.0,5.0,1.0,6.0,3.0,,1.0,,3.0,49.0,157.0,6.0,5.0,107.0,32.0,41.0,14.0,1.0,8.0,7.0,,82.0,9.0,154.0,1.0,,31.0,3.0,67.0,2.0,253.0,,0.0,6.0,14.0,,21.0,0.0,449.0,14.0,15.0,7.0,1.0,9.0,0.0
1059857,16.0,2019-12-08 14:00:00,4,Newcastle,Home,103.0,27.0,1.0,3.0,2.0,6.0,,133.0,5.0,,3.0,8.0,5.0,32.0,233.0,,,22.0,33.0,37.0,5.0,1.0,3.0,,,,,,,,,,,,7.0,,,,,2.0,8.0,12.0,7.0,7.0,5.0,,53.0,48.0,,,1.0,1.0,17.0,6.0,9.0,,,3.0,8.0,5.0,1.0,8.0,2.0,77.0,91.0,1.0,25.0,15.0,,1.0,,,,,,47.0,11.0,17.0,,,3.0,,,157.0,1.0,,1.0,,1.0,,11.0,,,,,,,,,15.0,,18.0,18.0,5.0,3.0,62.0,80.0,37.0,12.0,1.0,,7.0,6.0,312.0,,,5.0,2.0,,64.0,41.0,25.0,,,,,176.0,176.0,2.0,27.0,13.0,45.3,,,3.0,,17.0,0.0,,,,72.0,1.0,2.0,3.0,,,,1.0,3.0,64.0,214.0,5.0,7.0,134.0,43.0,25.0,37.0,2.0,15.0,13.0,,101.0,12.0,225.0,,,36.0,6.0,79.0,,344.0,,0.0,12.0,16.0,,31.0,1.0,581.0,20.0,18.0,21.0,3.0,6.0,0.0
1059863,17.0,2019-12-14 15:00:00,4,Newcastle,Away,150.0,20.0,,5.0,5.0,3.0,,146.0,4.0,1.0,2.0,4.0,4.0,29.0,291.0,,,14.0,32.0,21.0,5.0,,1.0,,,,,,,,,,,,7.0,,,,,,3.0,6.0,1.0,4.0,5.0,,61.0,59.0,2.0,2.0,,1.0,18.0,2.0,8.0,,,3.0,13.0,8.0,,8.0,2.0,64.0,64.0,1.0,15.0,11.0,,1.0,,,,,,45.0,12.0,15.0,,,1.0,2.0,,147.0,,,,,,,7.0,,,,,,,,1.0,11.0,,7.0,7.0,,2.0,85.0,74.0,32.0,4.0,,4.0,1.0,,369.0,,,1.0,1.0,,48.0,59.0,34.0,,,,,162.0,162.0,3.0,29.0,24.0,52.0,,,,,18.0,0.0,,,,104.0,2.0,1.0,3.0,,,7.0,,2.0,72.0,275.0,7.0,5.0,180.0,47.0,15.0,17.0,1.0,24.0,23.0,,111.0,8.0,241.0,,1.0,29.0,4.0,79.0,1.0,397.0,,0.0,9.0,17.0,,18.0,2.0,575.0,9.0,17.0,11.0,3.0,8.0,0.0
1059877,18.0,2019-12-21 15:00:00,4,Newcastle,Home,156.0,21.0,1.0,3.0,2.0,,,129.0,8.0,,3.0,3.0,6.0,32.0,282.0,,1.0,15.0,23.0,19.0,5.0,1.0,1.0,,,,,,,1.0,,,,,6.0,,,,,,6.0,9.0,7.0,4.0,4.0,,49.0,54.0,,,1.0,1.0,12.0,3.0,16.0,,,4.0,12.0,7.0,,7.0,2.0,68.0,62.0,1.0,16.0,10.0,,,,,,,,53.0,12.0,11.0,,,1.0,,,128.0,,,,,,,10.0,,,,,,,,,10.0,,12.0,12.0,2.0,3.0,92.0,65.0,33.0,5.0,1.0,2.0,4.0,3.0,341.0,,,5.0,,,77.0,29.0,31.0,,,,,137.0,137.0,3.0,24.0,23.0,42.5,,,,,12.0,0.0,,,,96.0,4.0,,4.0,,,2.0,1.0,3.0,68.0,263.0,7.0,6.0,177.0,44.0,16.0,19.0,3.0,22.0,19.0,,106.0,1.0,210.0,,,16.0,7.0,66.0,2.0,365.0,,0.0,8.0,25.0,1.0,20.0,2.0,552.0,18.0,10.0,8.0,4.0,14.0,0.0
1059888,19.0,2019-12-26 17:30:00,4,Newcastle,Away,120.0,18.0,,1.0,1.0,4.0,1.0,94.0,6.0,,3.0,5.0,5.0,25.0,213.0,,1.0,15.0,14.0,17.0,5.0,1.0,,1.0,,,,,,,,,,,6.0,,,,,1.0,3.0,8.0,14.0,5.0,2.0,,59.0,51.0,1.0,1.0,,,18.0,,13.0,,,,3.0,1.0,,10.0,4.0,49.0,56.0,,22.0,9.0,3.0,,,,,,,33.0,7.0,9.0,,,1.0,1.0,,130.0,1.0,,1.0,1.0,,1.0,12.0,,,1.0,,,,,1.0,9.0,,10.0,10.0,1.0,3.0,60.0,59.0,29.0,5.0,1.0,5.0,2.0,2.0,265.0,,,4.0,,,52.0,26.0,12.0,,,,,121.0,121.0,2.0,30.0,11.0,26.7,,3.0,,,18.0,0.0,,,,46.0,2.0,4.0,6.0,,1.0,5.0,,3.0,39.0,194.0,8.0,7.0,153.0,34.0,22.0,17.0,,5.0,5.0,2.0,62.0,10.0,147.0,,,18.0,7.0,58.0,1.0,295.0,,0.0,7.0,20.0,1.0,19.0,2.0,471.0,9.0,13.0,10.0,,13.0,0.0
1059897,20.0,2019-12-28 15:00:00,4,Newcastle,Home,101.0,32.0,2.0,6.0,4.0,4.0,2.0,138.0,2.0,,5.0,12.0,2.0,46.0,233.0,,1.0,17.0,24.0,49.0,13.0,1.0,3.0,2.0,,,,,,,,,,,16.0,,,1.0,,1.0,6.0,16.0,6.0,16.0,4.0,,37.0,61.0,1.0,1.0,,3.0,9.0,6.0,9.0,,2.0,5.0,9.0,10.0,1.0,5.0,3.0,60.0,89.0,3.0,25.0,12.0,1.0,,,,,,,58.0,13.0,12.0,,,6.0,4.0,,127.0,1.0,,1.0,,1.0,,6.0,,,,,,,,1.0,12.0,1.0,9.0,9.0,,5.0,68.0,66.0,39.0,8.0,,5.0,10.0,5.0,297.0,,,6.0,1.0,,31.0,49.0,35.0,,,,,141.0,141.0,6.0,25.0,22.0,42.7,1.0,,,1.0,9.0,0.0,,,,85.0,6.0,1.0,7.0,,2.0,9.0,,3.0,69.0,218.0,5.0,15.0,124.0,54.0,25.0,24.0,5.0,28.0,23.0,2.0,107.0,14.0,221.0,,,21.0,3.0,79.0,3.0,317.0,1.0,0.0,20.0,14.0,2.0,20.0,2.0,535.0,35.0,13.0,14.0,5.0,7.0,0.0
1059907,21.0,2020-01-01 15:00:00,4,Newcastle,Home,99.0,6.0,,1.0,1.0,1.0,,72.0,5.0,,2.0,4.0,1.0,17.0,170.0,,1.0,13.0,22.0,11.0,4.0,,,1.0,,,,,,,,,,2.0,5.0,,,,,,2.0,10.0,7.0,3.0,2.0,,44.0,50.0,1.0,2.0,,2.0,18.0,1.0,5.0,,,4.0,7.0,2.0,,5.0,4.0,52.0,45.0,2.0,20.0,3.0,2.0,,,,,,,31.0,8.0,12.0,,,,,,116.0,,,,,,,10.0,,,,,,,,,3.0,,10.0,10.0,1.0,2.0,43.0,55.0,24.0,5.0,,1.0,3.0,2.0,214.0,,,2.0,2.0,,38.0,28.0,14.0,,,,,138.0,138.0,1.0,30.0,14.0,23.4,,,,1.0,18.0,0.0,,,,41.0,5.0,2.0,7.0,1.0,1.0,2.0,,3.0,24.0,154.0,9.0,4.0,122.0,23.0,20.0,20.0,4.0,13.0,9.0,1.0,47.0,6.0,135.0,,,20.0,2.0,55.0,,244.0,,0.0,5.0,15.0,1.0,22.0,1.0,431.0,9.0,24.0,8.0,4.0,9.0,0.0
1059921,22.0,2020-01-11 15:00:00,4,Newcastle,Away,103.0,9.0,,2.0,2.0,3.0,,132.0,2.0,,,8.0,5.0,23.0,233.0,,,12.0,18.0,15.0,4.0,,,,,,,,,,,,,,5.0,,,,,,6.0,5.0,4.0,1.0,4.0,,51.0,54.0,,,,2.0,13.0,2.0,13.0,1.0,,2.0,7.0,3.0,,5.0,2.0,58.0,52.0,2.0,37.0,20.0,,,,,,,,51.0,12.0,12.0,,,,,,117.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,20.0,,7.0,7.0,,,57.0,56.0,21.0,5.0,1.0,2.0,3.0,1.0,284.0,,,3.0,4.0,,34.0,79.0,13.0,,,,,131.0,131.0,5.0,28.0,19.0,34.3,,2.0,,,13.0,0.0,,,,86.0,3.0,,2.0,2.0,,2.0,,3.0,66.0,223.0,8.0,5.0,121.0,25.0,37.0,22.0,1.0,11.0,10.0,,105.0,4.0,201.0,1.0,1.0,23.0,6.0,62.0,1.0,311.0,,0.0,5.0,15.0,,22.0,3.0,496.0,4.0,13.0,11.0,2.0,11.0,0.0
1059927,23.0,2020-01-18 17:30:00,4,Newcastle,Home,97.0,14.0,,5.0,5.0,4.0,2.0,100.0,8.0,1.0,1.0,10.0,3.0,30.0,192.0,,,17.0,21.0,29.0,4.0,1.0,1.0,,,,,,,,,,,,5.0,,1.0,,,1.0,6.0,8.0,11.0,4.0,3.0,,35.0,54.0,2.0,1.0,1.0,2.0,15.0,,7.0,1.0,,1.0,6.0,2.0,,6.0,1.0,51.0,63.0,2.0,40.0,19.0,,,,,,,,39.0,9.0,13.0,,,,2.0,,120.0,1.0,,1.0,,1.0,,11.0,,,,1.0,,,,,19.0,1.0,11.0,11.0,2.0,1.0,59.0,62.0,28.0,10.0,1.0,5.0,1.0,2.0,257.0,,,9.0,,,67.0,29.0,17.0,,,,,151.0,151.0,3.0,31.0,12.0,30.1,1.0,,,,15.0,0.0,,,,72.0,2.0,2.0,3.0,,,5.0,,3.0,40.0,178.0,7.0,6.0,123.0,34.0,40.0,18.0,1.0,11.0,10.0,,71.0,8.0,174.0,1.0,1.0,29.0,3.0,60.0,1.0,286.0,,0.0,7.0,13.0,1.0,27.0,1.0,507.0,10.0,25.0,9.0,1.0,7.0,0.0
1059934,24.0,2020-01-21 19:30:00,4,Newcastle,Away,230.0,18.0,1.0,2.0,1.0,1.0,,141.0,4.0,,4.0,5.0,5.0,24.0,369.0,,,15.0,27.0,18.0,2.0,1.0,4.0,,,,,,,,,,,,2.0,,,,1.0,3.0,6.0,7.0,10.0,7.0,2.0,,59.0,63.0,,,,2.0,29.0,3.0,9.0,,,4.0,6.0,7.0,,11.0,3.0,61.0,47.0,2.0,27.0,13.0,,,,,,,,41.0,10.0,12.0,,,,1.0,,167.0,,,,,,,5.0,,,,,,,,,13.0,1.0,11.0,11.0,1.0,4.0,110.0,70.0,40.0,6.0,,2.0,1.0,3.0,440.0,,,2.0,2.0,,51.0,79.0,24.0,,,,,154.0,154.0,2.0,28.0,26.0,45.1,1.0,,1.0,1.0,29.0,0.0,,,,126.0,1.0,5.0,6.0,,,3.0,2.0,3.0,55.0,351.0,10.0,3.0,255.0,41.0,27.0,12.0,4.0,18.0,14.0,,90.0,6.0,225.0,,,19.0,5.0,56.0,,462.0,,0.0,9.0,9.0,,20.0,1.0,659.0,16.0,23.0,8.0,4.0,5.0,0.0
1059948,25.0,2020-02-01 15:00:00,4,Newcastle,Home,143.0,16.0,3.0,5.0,2.0,1.0,,153.0,5.0,1.0,3.0,5.0,3.0,26.0,291.0,1.0,,10.0,25.0,22.0,7.0,4.0,3.0,,,1.0,,2.0,,,,,,,9.0,,,,,1.0,8.0,13.0,6.0,7.0,8.0,,64.0,54.0,,1.0,,2.0,10.0,6.0,12.0,,,8.0,8.0,11.0,,5.0,1.0,57.0,61.0,2.0,37.0,24.0,,,,,,,,45.0,10.0,15.0,,1.0,4.0,1.0,2.0,135.0,,,,,,,10.0,,,,,,,,,24.0,,16.0,16.0,,3.0,89.0,64.0,40.0,12.0,,2.0,9.0,5.0,340.0,,,6.0,3.0,,58.0,64.0,32.0,,,,,131.0,131.0,1.0,23.0,25.0,43.4,,,,,10.0,0.0,,,,77.0,3.0,1.0,4.0,,,4.0,,3.0,67.0,273.0,5.0,11.0,161.0,32.0,37.0,14.0,7.0,27.0,20.0,,102.0,6.0,231.0,,1.0,13.0,3.0,51.0,3.0,365.0,1.0,0.0,15.0,15.0,,14.0,2.0,579.0,20.0,14.0,9.0,8.0,12.0,0.0
1059952,26.0,2020-02-16 16:30:00,4,Newcastle,Away,119.0,7.0,3.0,4.0,2.0,3.0,1.0,124.0,8.0,,1.0,6.0,3.0,22.0,239.0,1.0,,6.0,16.0,16.0,7.0,2.0,3.0,,,1.0,,1.0,,,,,,,6.0,,,,1.0,,6.0,10.0,5.0,5.0,5.0,,46.0,45.0,2.0,2.0,,1.0,6.0,3.0,12.0,,,6.0,6.0,2.0,,7.0,2.0,49.0,61.0,1.0,20.0,10.0,1.0,,,,,,,27.0,9.0,15.0,,,4.0,2.0,1.0,106.0,,,,,,,13.0,,,,,,,,,10.0,1.0,10.0,10.0,1.0,1.0,68.0,59.0,35.0,5.0,,4.0,5.0,2.0,264.0,,,2.0,2.0,,61.0,31.0,17.0,,,,,102.0,102.0,6.0,19.0,12.0,31.6,1.0,,,1.0,6.0,0.0,,,,75.0,2.0,1.0,3.0,1.0,,5.0,,3.0,44.0,218.0,3.0,9.0,132.0,14.0,20.0,18.0,6.0,15.0,10.0,,62.0,10.0,178.0,,,16.0,3.0,44.0,4.0,295.0,2.0,0.0,10.0,18.0,,9.0,0.0,463.0,19.0,14.0,13.0,6.0,8.0,0.0
1059965,27.0,2020-02-22 15:00:00,4,Newcastle,Away,228.0,14.0,1.0,5.0,4.0,2.0,,121.0,4.0,,8.0,5.0,5.0,25.0,344.0,,,16.0,22.0,13.0,5.0,1.0,2.0,,,,,,,,,,,,6.0,,,,,,6.0,12.0,6.0,2.0,6.0,,66.0,64.0,,,,1.0,22.0,3.0,14.0,,,5.0,8.0,4.0,,9.0,3.0,68.0,58.0,1.0,15.0,6.0,,,,,,,,33.0,11.0,14.0,,,,,,150.0,,,,,,,11.0,,,,,,,,1.0,6.0,,14.0,14.0,4.0,9.0,118.0,69.0,33.0,7.0,,3.0,3.0,2.0,418.0,,,1.0,1.0,,46.0,44.0,22.0,,,,,158.0,158.0,2.0,26.0,25.0,55.8,,,,1.0,22.0,0.0,,,,113.0,6.0,2.0,8.0,2.0,,3.0,,2.0,52.0,327.0,11.0,6.0,259.0,41.0,15.0,28.0,5.0,17.0,12.0,,93.0,5.0,205.0,,,18.0,6.0,66.0,3.0,447.0,,1.0,8.0,16.0,,18.0,6.0,655.0,15.0,14.0,15.0,5.0,7.0,0.0
1059977,28.0,2020-02-29 15:00:00,4,Newcastle,Home,152.0,14.0,3.0,6.0,5.0,3.0,,108.0,3.0,,3.0,7.0,3.0,21.0,254.0,,,18.0,34.0,22.0,11.0,2.0,6.0,2.0,,1.0,,1.0,,,,,,,13.0,,,,,1.0,6.0,5.0,2.0,12.0,9.0,,40.0,67.0,,,,3.0,17.0,11.0,7.0,,,11.0,14.0,6.0,,6.0,,64.0,54.0,3.0,18.0,10.0,,1.0,,,,,,31.0,11.0,9.0,,,1.0,,1.0,173.0,,,,,,,6.0,,,,,,,,1.0,10.0,1.0,7.0,7.0,,3.0,78.0,79.0,28.0,7.0,,4.0,9.0,4.0,353.0,,,3.0,1.0,,38.0,48.0,31.0,,,,,184.0,184.0,2.0,32.0,25.0,54.0,,,,2.0,17.0,0.0,,,,85.0,,,,1.0,2.0,6.0,1.0,1.0,60.0,240.0,7.0,13.0,197.0,35.0,18.0,13.0,9.0,27.0,20.0,2.0,86.0,13.0,206.0,,,38.0,5.0,69.0,2.0,376.0,,0.0,21.0,19.0,,29.0,4.0,576.0,27.0,13.0,5.0,11.0,11.0,0.0
1059990,29.0,2020-03-07 15:00:00,4,Newcastle,Away,182.0,13.0,2.0,4.0,2.0,1.0,,225.0,5.0,,1.0,7.0,4.0,27.0,403.0,1.0,,17.0,19.0,14.0,7.0,2.0,3.0,,,,,,,,,,,,10.0,1.0,,,,,7.0,4.0,2.0,11.0,3.0,,56.0,53.0,3.0,6.0,,1.0,22.0,4.0,11.0,,,8.0,10.0,3.0,,6.0,,61.0,56.0,1.0,18.0,9.0,,,,,,,,58.0,15.0,13.0,,,4.0,1.0,,140.0,,,,,,,8.0,,,1.0,,,,,2.0,9.0,,7.0,7.0,2.0,1.0,153.0,73.0,40.0,5.0,1.0,3.0,6.0,7.0,478.0,,,2.0,,,87.0,85.0,25.0,,,,1.0,161.0,161.0,1.0,23.0,27.0,62.0,,,,,22.0,0.0,,,,151.0,1.0,2.0,3.0,2.0,,3.0,,3.0,88.0,386.0,5.0,9.0,216.0,27.0,18.0,28.0,6.0,20.0,14.0,,118.0,5.0,304.0,,,26.0,4.0,62.0,2.0,500.0,1.0,0.0,14.0,15.0,,21.0,3.0,696.0,28.0,23.0,15.0,8.0,7.0,0.0
1059997,30.0,2020-06-21 14:00:00,4,Newcastle,Home,245.0,16.0,1.0,4.0,3.0,2.0,,120.0,5.0,,3.0,7.0,3.0,29.0,361.0,2.0,1.0,17.0,22.0,20.0,7.0,,1.0,1.0,,1.0,,1.0,,,,,,1.0,10.0,,,,,,5.0,6.0,1.0,7.0,5.0,,72.0,60.0,4.0,2.0,2.0,6.0,15.0,2.0,6.0,,,2.0,3.0,5.0,,9.0,,53.0,50.0,6.0,12.0,8.0,,,,,,,,45.0,9.0,10.0,1.0,,4.0,3.0,1.0,158.0,3.0,,2.0,3.0,,,11.0,,,3.0,,,,,,8.0,,6.0,6.0,1.0,3.0,103.0,70.0,32.0,4.0,2.0,1.0,9.0,8.0,424.0,,,2.0,3.0,,45.0,53.0,19.0,,,,,131.0,131.0,6.0,31.0,20.0,46.0,,,,1.0,15.0,0.0,,,,109.0,1.0,,1.0,,1.0,2.0,2.0,5.0,57.0,350.0,6.0,10.0,271.0,39.0,12.0,16.0,2.0,13.0,11.0,1.0,86.0,8.0,184.0,,,17.0,3.0,65.0,3.0,442.0,2.0,0.0,12.0,11.0,2.0,21.0,2.0,603.0,20.0,15.0,9.0,2.0,7.0,0.0
1060007,31.0,2020-06-24 18:00:00,4,Newcastle,Home,171.0,25.0,2.0,3.0,2.0,1.0,,152.0,6.0,,9.0,6.0,7.0,41.0,320.0,,,14.0,29.0,22.0,9.0,2.0,1.0,,,,,,,,,,,,10.0,,,,,2.0,6.0,7.0,7.0,4.0,9.0,,84.0,52.0,1.0,,1.0,,8.0,6.0,5.0,,,6.0,8.0,5.0,,1.0,,52.0,54.0,,32.0,18.0,1.0,,,,,,,54.0,15.0,13.0,,,2.0,1.0,,154.0,1.0,,1.0,1.0,,,11.0,,,1.0,4.0,,,,1.0,18.0,,5.0,5.0,1.0,9.0,71.0,86.0,45.0,9.0,,3.0,9.0,3.0,389.0,,,5.0,2.0,,54.0,73.0,22.0,,,,,139.0,139.0,3.0,17.0,20.0,52.1,,2.0,,,8.0,0.0,,,,107.0,,1.0,1.0,1.0,,4.0,6.0,4.0,70.0,303.0,2.0,12.0,196.0,46.0,32.0,17.0,5.0,18.0,14.0,,108.0,3.0,238.0,4.0,,27.0,7.0,87.0,1.0,416.0,,0.0,13.0,6.0,,17.0,2.0,595.0,14.0,17.0,13.0,6.0,4.0,0.0
