matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367644,11,2023-11-04 17:30:00,4,Newcastle,Home,135.0,12.0,,2.0,2.0,1.0,,138.0,3.0,,3.0,1.0,4.0,21.0,271.0,,,19.0,14.0,13.0,8.0,,,1.0,,,,,,1.0,,9.0,,,,,,8.0,5.0,9.0,5.0,4.0,50.0,40.0,1.0,,1.0,1.0,5.0,4.0,7.0,,1.0,,8.0,2.0,,9.0,,46.0,47.0,1.0,26.0,14.0,,,,,,,,38.0,14.0,9.0,1.0,,,,,136.0,1.0,,,1.0,,,10.0,1.0,,,14.0,,7.0,7.0,,3.0,88.0,67.0,34.0,11.0,,3.0,6.0,2.0,320.0,8.0,2.0,,36.0,51.0,15.0,,,,,,113.0,113.0,,22.0,13.0,40.9,,,,1.0,18.0,0.0,68.0,1.0,,1.0,,,1.0,3.0,,,4.0,67.0,260.0,5.0,9.0,153.0,31.0,26.0,9.0,,10.0,10.0,1.0,94.0,4.0,199.0,,,13.0,4.0,55.0,2.0,342.0,,0.0,9.0,18.0,,21.0,5.0,521.0,16.0,17.0,7.0,,11.0,0.0
2367648,12,2023-11-11 17:30:00,4,Newcastle,Away,217.0,12.0,,,,2.0,,160.0,6.0,,7.0,2.0,3.0,24.0,377.0,,,12.0,14.0,12.0,4.0,,1.0,,,,,,,,,6.0,,,,,1.0,2.0,15.0,4.0,4.0,4.0,71.0,65.0,,,,,11.0,,11.0,,,5.0,4.0,1.0,,14.0,5.0,56.0,52.0,,18.0,8.0,,,,,,,,39.0,4.0,10.0,,,1.0,1.0,,163.0,,,,,,,7.0,,,,8.0,,6.0,6.0,1.0,8.0,106.0,55.0,29.0,6.0,,1.0,3.0,5.0,447.0,3.0,1.0,,48.0,57.0,16.0,,,,,,146.0,146.0,5.0,32.0,18.0,52.4,,,,3.0,20.0,0.0,129.0,5.0,3.0,8.0,,,,3.0,,,4.0,87.0,357.0,11.0,4.0,254.0,27.0,18.0,20.0,3.0,9.0,6.0,,117.0,7.0,224.0,,,15.0,3.0,51.0,2.0,469.0,,0.0,8.0,23.0,,12.0,1.0,659.0,19.0,14.0,7.0,5.0,16.0,0.0
2367664,13,2023-11-25 15:00:00,4,Newcastle,Home,205.0,22.0,2.0,5.0,3.0,,,216.0,4.0,1.0,4.0,,3.0,21.0,416.0,1.0,3.0,14.0,10.0,5.0,5.0,2.0,3.0,,,1.0,,1.0,,,,8.0,,,1.0,,2.0,7.0,4.0,3.0,9.0,5.0,89.0,57.0,3.0,1.0,3.0,1.0,8.0,5.0,9.0,,,4.0,8.0,4.0,1.0,16.0,1.0,57.0,53.0,1.0,2.0,2.0,,1.0,,,,,,52.0,13.0,17.0,2.0,,6.0,6.0,1.0,161.0,3.0,,2.0,2.0,1.0,,5.0,3.0,,,2.0,1.0,9.0,9.0,,4.0,111.0,58.0,39.0,2.0,1.0,3.0,7.0,5.0,463.0,,1.0,,47.0,89.0,31.0,,,,,,123.0,123.0,7.0,20.0,26.0,54.0,1.0,,,,18.0,0.0,121.0,2.0,1.0,3.0,,,,4.0,,,5.0,123.0,402.0,8.0,10.0,223.0,39.0,2.0,21.0,4.0,22.0,18.0,,156.0,2.0,281.0,,1.0,7.0,3.0,40.0,,482.0,1.0,0.0,14.0,20.0,4.0,15.0,4.0,667.0,31.0,12.0,11.0,4.0,10.0,0.0
2367675,14,2023-12-02 20:00:00,4,Newcastle,Home,159.0,19.0,2.0,4.0,2.0,3.0,,280.0,1.0,,2.0,3.0,15.0,22.0,435.0,2.0,2.0,16.0,10.0,20.0,16.0,,3.0,,,1.0,,1.0,,,,18.0,,,1.0,,,4.0,4.0,4.0,13.0,9.0,86.0,65.0,3.0,3.0,1.0,1.0,9.0,7.0,5.0,,,7.0,7.0,3.0,,9.0,,36.0,62.0,1.0,12.0,9.0,,,2.48301,2.4969,0.09,2.0817,0.1989,62.0,6.0,14.0,1.0,,3.0,1.0,1.0,182.0,1.0,,1.0,1.0,,,4.0,1.0,1.0,,9.0,1.0,11.0,11.0,,2.0,120.0,57.0,39.0,3.0,,9.0,8.0,4.0,502.0,4.0,2.0,,70.0,82.0,41.0,,,,,,131.0,131.0,8.0,19.0,35.0,58.3,1.0,,,,22.0,0.0,134.0,1.0,,1.0,,1.0,,11.0,1.0,,2.0,161.0,422.0,9.0,17.0,174.0,34.0,12.0,17.0,6.0,17.0,11.0,,214.0,5.0,365.0,2.0,,12.0,16.0,48.0,,522.0,4.0,0.0,22.0,17.0,2.0,17.0,1.0,712.0,41.0,13.0,11.0,7.0,15.0,0.0
2367681,15,2023-12-07 19:30:00,4,Newcastle,Away,279.0,13.0,,2.0,2.0,1.0,,175.0,9.0,,8.0,1.0,9.0,20.0,452.0,,,18.0,19.0,10.0,9.0,,1.0,1.0,,,1.0,1.0,,,1.0,10.0,,,,,1.0,7.0,16.0,5.0,7.0,6.0,90.0,51.0,3.0,4.0,,1.0,8.0,3.0,5.0,,,2.0,7.0,3.0,,10.0,1.0,53.0,50.0,1.0,32.0,25.0,2.0,,,,,,,59.0,8.0,18.0,,,3.0,1.0,1.0,169.0,,,,,,,13.0,,1.0,,25.0,,1.0,1.0,,8.0,143.0,62.0,31.0,5.0,,6.0,3.0,3.0,505.0,7.0,2.0,,47.0,71.0,24.0,,,,,,133.0,133.0,4.0,22.0,15.0,61.5,,,,,18.0,0.0,137.0,3.0,,3.0,,2.0,1.0,7.0,1.0,,2.0,81.0,424.0,8.0,9.0,306.0,33.0,32.0,24.0,1.0,12.0,11.0,1.0,121.0,2.0,245.0,2.0,,9.0,10.0,53.0,2.0,539.0,,0.0,13.0,10.0,,19.0,0.0,739.0,23.0,9.0,12.0,2.0,7.0,0.0
2367696,16,2023-12-10 16:30:00,4,Newcastle,Away,202.0,28.0,1.0,4.0,3.0,,,145.0,4.0,,9.0,2.0,2.0,29.0,343.0,,1.0,18.0,13.0,3.0,6.0,1.0,1.0,,,,,,,,,8.0,,,,,,11.0,18.0,5.0,6.0,3.0,66.0,62.0,2.0,2.0,1.0,1.0,15.0,2.0,16.0,1.0,,6.0,8.0,4.0,,18.0,5.0,71.0,48.0,1.0,20.0,8.0,,,,,,,,45.0,12.0,10.0,,,3.0,1.0,,137.0,1.0,,1.0,1.0,,,9.0,1.0,,,8.0,,14.0,14.0,1.0,10.0,99.0,50.0,24.0,3.0,1.0,3.0,5.0,3.0,385.0,4.0,,,32.0,56.0,31.0,1.0,1.0,1.0,,,124.0,124.0,9.0,26.0,17.0,43.8,,,,,26.0,0.0,107.0,5.0,3.0,7.0,,,,4.0,,,5.0,90.0,328.0,15.0,8.0,225.0,43.0,20.0,21.0,6.0,19.0,13.0,,116.0,2.0,203.0,,,12.0,2.0,52.0,3.0,409.0,,0.0,9.0,27.0,1.0,18.0,3.0,631.0,23.0,8.0,8.0,6.0,12.0,0.0
2367705,17,2023-12-16 15:00:00,4,Newcastle,Home,219.0,16.0,,9.0,9.0,2.0,1.0,419.0,3.0,,9.0,,12.0,19.0,629.0,3.0,2.0,16.0,4.0,17.0,21.0,,,,,,,,,,,23.0,,,1.0,1.0,4.0,6.0,3.0,3.0,19.0,8.0,104.0,55.0,5.0,3.0,3.0,1.0,2.0,7.0,3.0,,,5.0,20.0,3.0,1.0,5.0,,36.0,51.0,1.0,6.0,2.0,,1.0,,,,,,86.0,7.0,12.0,1.0,,6.0,4.0,,231.0,2.0,,,2.0,,,3.0,2.0,2.0,,2.0,2.0,8.0,8.0,1.0,9.0,191.0,64.0,49.0,1.0,,9.0,14.0,10.0,679.0,,2.0,,96.0,132.0,55.0,,,,,,116.0,116.0,7.0,14.0,25.0,70.8,2.0,,,,12.0,0.0,170.0,2.0,2.0,4.0,,1.0,,10.0,2.0,1.0,5.0,229.0,612.0,2.0,23.0,231.0,29.0,6.0,28.0,1.0,28.0,27.0,,274.0,2.0,493.0,2.0,,3.0,12.0,32.0,2.0,696.0,4.0,0.0,27.0,11.0,4.0,17.0,0.0,890.0,54.0,3.0,11.0,5.0,6.0,0.0
2367712,18,2023-12-23 15:00:00,4,Newcastle,Away,258.0,15.0,4.0,9.0,5.0,1.0,1.0,220.0,6.0,,5.0,3.0,12.0,22.0,469.0,,1.0,18.0,10.0,16.0,10.0,2.0,4.0,,,,,,,,,10.0,,,,,1.0,4.0,9.0,7.0,13.0,2.0,86.0,55.0,1.0,1.0,,1.0,10.0,6.0,13.0,,,7.0,10.0,7.0,,11.0,1.0,42.0,64.0,1.0,13.0,8.0,,,,,,,,50.0,6.0,11.0,,,1.0,1.0,,203.0,,,,,,,13.0,,1.0,,8.0,,9.0,9.0,4.0,5.0,156.0,75.0,43.0,6.0,,5.0,7.0,2.0,542.0,2.0,,,44.0,71.0,41.0,,,,,,146.0,146.0,3.0,26.0,20.0,65.2,,,,,19.0,0.0,123.0,3.0,1.0,4.0,,1.0,,7.0,1.0,,4.0,118.0,450.0,10.0,12.0,289.0,31.0,13.0,10.0,5.0,23.0,18.0,,157.0,4.0,302.0,1.0,,14.0,12.0,51.0,3.0,568.0,,0.0,15.0,29.0,2.0,19.0,2.0,767.0,37.0,16.0,8.0,7.0,14.0,0.0
2367726,19,2023-12-26 12:30:00,4,Newcastle,Home,181.0,23.0,2.0,5.0,3.0,,1.0,268.0,9.0,,8.0,2.0,3.0,24.0,444.0,,,20.0,12.0,9.0,10.0,1.0,3.0,,1.0,,,1.0,,,,14.0,1.0,,,,,10.0,10.0,5.0,16.0,3.0,75.0,52.0,2.0,3.0,1.0,,10.0,6.0,13.0,,,10.0,18.0,8.0,,12.0,2.0,54.0,45.0,,7.0,6.0,,1.0,,,,,,51.0,10.0,11.0,1.0,,5.0,2.0,1.0,165.0,,,,,,,10.0,,,,6.0,,11.0,11.0,1.0,8.0,126.0,56.0,46.0,2.0,,3.0,8.0,7.0,489.0,2.0,,,51.0,105.0,54.0,,,,,1.0,138.0,138.0,9.0,15.0,19.0,62.0,,3.0,,,22.0,0.0,147.0,3.0,,3.0,,1.0,,6.0,,,4.0,144.0,422.0,10.0,11.0,199.0,38.0,7.0,22.0,8.0,36.0,28.0,,181.0,1.0,350.0,,,6.0,3.0,39.0,,513.0,1.0,0.0,19.0,12.0,,20.0,3.0,721.0,56.0,17.0,13.0,10.0,9.0,0.0
2367731,20,2024-01-01 20:00:00,4,Newcastle,Away,174.0,18.0,1.0,1.0,,,,91.0,3.0,,4.0,2.0,2.0,17.0,264.0,,3.0,13.0,9.0,11.0,2.0,,1.0,,,,,,,,1.0,4.0,,,,,,14.0,25.0,9.0,4.0,1.0,49.0,61.0,2.0,,2.0,,10.0,1.0,15.0,1.0,,3.0,1.0,1.0,1.0,8.0,9.0,54.0,58.0,,39.0,13.0,,2.0,,,,,,29.0,15.0,15.0,1.0,,1.0,1.0,,138.0,2.0,1.0,2.0,1.0,1.0,,8.0,1.0,1.0,,13.0,,9.0,9.0,1.0,4.0,80.0,49.0,22.0,7.0,,1.0,3.0,3.0,320.0,13.0,2.0,,54.0,18.0,18.0,1.0,2.0,2.0,1.0,,129.0,129.0,2.0,37.0,17.0,38.1,,,,1.0,20.0,0.0,83.0,9.0,2.0,10.0,,,,1.0,,,3.0,40.0,241.0,10.0,4.0,212.0,33.0,39.0,20.0,2.0,5.0,3.0,,58.0,4.0,143.0,1.0,,23.0,2.0,52.0,3.0,350.0,,0.0,5.0,20.0,5.0,14.0,5.0,563.0,12.0,18.0,13.0,3.0,13.0,0.0
2367746,21,2024-01-13 17:30:00,4,Newcastle,Home,145.0,11.0,,3.0,3.0,1.0,,61.0,6.0,,6.0,3.0,2.0,15.0,203.0,1.0,2.0,12.0,5.0,12.0,8.0,1.0,,3.0,,,,,,,2.0,11.0,,,,,1.0,7.0,15.0,12.0,10.0,2.0,44.0,57.0,3.0,3.0,,,13.0,5.0,16.0,,,3.0,3.0,3.0,,8.0,7.0,38.0,44.0,,29.0,11.0,,,,,,,,23.0,7.0,7.0,2.0,,,,,107.0,2.0,,1.0,2.0,,2.0,9.0,2.0,,,11.0,,9.0,9.0,2.0,6.0,57.0,34.0,15.0,13.0,,1.0,10.0,5.0,255.0,9.0,,,10.0,23.0,16.0,,,,,,113.0,113.0,6.0,28.0,16.0,27.4,,3.0,,1.0,17.0,0.0,69.0,4.0,4.0,8.0,,,3.0,2.0,,,1.0,38.0,186.0,13.0,11.0,179.0,25.0,29.0,4.0,2.0,8.0,6.0,5.0,61.0,6.0,106.0,,,20.0,2.0,44.0,8.0,277.0,2.0,0.0,12.0,24.0,3.0,13.0,1.0,470.0,26.0,14.0,1.0,3.0,13.0,0.0
2367748,22,2024-01-30 20:15:00,4,Newcastle,Away,190.0,16.0,4.0,5.0,1.0,,,99.0,3.0,1.0,6.0,1.0,3.0,22.0,284.0,,1.0,7.0,7.0,15.0,7.0,3.0,7.0,3.0,,,,,,,1.0,7.0,,,,,,10.0,9.0,3.0,13.0,1.0,52.0,57.0,4.0,3.0,2.0,3.0,9.0,5.0,9.0,1.0,,7.0,7.0,1.0,2.0,10.0,2.0,41.0,53.0,3.0,27.0,10.0,,,,,,,,47.0,12.0,14.0,,,3.0,3.0,,137.0,1.0,1.0,1.0,,1.0,,4.0,,2.0,,10.0,1.0,10.0,10.0,2.0,6.0,83.0,51.0,27.0,8.0,,4.0,7.0,5.0,338.0,3.0,,,41.0,42.0,26.0,,,,,,113.0,113.0,4.0,24.0,20.0,39.0,,,,,18.0,0.0,87.0,4.0,1.0,4.0,,,3.0,4.0,1.0,,3.0,48.0,267.0,9.0,11.0,210.0,26.0,27.0,8.0,6.0,17.0,11.0,3.0,87.0,1.0,166.0,2.0,1.0,16.0,3.0,45.0,4.0,359.0,,0.0,14.0,19.0,2.0,7.0,1.0,539.0,29.0,9.0,5.0,7.0,9.0,0.0
2367766,23,2024-02-03 15:00:00,4,Newcastle,Home,160.0,18.0,1.0,4.0,3.0,,,161.0,,,11.0,3.0,4.0,24.0,317.0,1.0,1.0,24.0,16.0,10.0,8.0,,,3.0,,,,,,,,15.0,,,,,4.0,13.0,10.0,1.0,14.0,5.0,65.0,56.0,3.0,1.0,3.0,1.0,10.0,7.0,15.0,,,8.0,10.0,6.0,1.0,7.0,2.0,58.0,61.0,1.0,9.0,1.0,,,,,,,,66.0,13.0,16.0,,,5.0,4.0,,167.0,3.0,,2.0,3.0,,1.0,,4.0,,,1.0,,4.0,4.0,1.0,11.0,93.0,50.0,27.0,2.0,2.0,4.0,7.0,6.0,411.0,3.0,1.0,,44.0,62.0,45.0,1.0,1.0,1.0,,,171.0,171.0,7.0,19.0,18.0,54.2,,2.0,1.0,,24.0,0.0,106.0,4.0,,4.0,,,3.0,6.0,,1.0,3.0,105.0,302.0,10.0,11.0,200.0,39.0,9.0,16.0,6.0,26.0,20.0,3.0,162.0,3.0,257.0,,,18.0,4.0,56.0,,431.0,1.0,0.0,19.0,26.0,4.0,26.0,2.0,645.0,32.0,18.0,9.0,8.0,16.0,0.0
2367774,24,2024-02-10 17:30:00,4,Newcastle,Away,360.0,21.0,,4.0,4.0,,1.0,190.0,12.0,1.0,4.0,3.0,5.0,31.0,546.0,,,14.0,11.0,16.0,3.0,,2.0,,,,,,,,,4.0,,,,,1.0,6.0,5.0,8.0,3.0,4.0,110.0,50.0,1.0,,1.0,2.0,5.0,1.0,11.0,,,4.0,4.0,5.0,1.0,12.0,,47.0,43.0,2.0,34.0,22.0,,,,,,,,39.0,6.0,9.0,,,2.0,1.0,,179.0,2.0,,2.0,,2.0,,12.0,1.0,2.0,1.0,22.0,,5.0,5.0,1.0,4.0,165.0,68.0,44.0,4.0,2.0,1.0,4.0,5.0,596.0,5.0,1.0,,70.0,54.0,19.0,,,,,,127.0,127.0,4.0,24.0,18.0,62.3,,,,1.0,13.0,0.0,170.0,1.0,,1.0,,1.0,,1.0,,,3.0,86.0,519.0,5.0,5.0,389.0,37.0,34.0,12.0,2.0,12.0,10.0,,116.0,2.0,247.0,2.0,1.0,19.0,5.0,60.0,,624.0,,0.0,7.0,14.0,,15.0,2.0,809.0,18.0,19.0,4.0,4.0,5.0,0.0
2367784,25,2024-02-17 15:00:00,4,Newcastle,Home,201.0,22.0,,5.0,5.0,1.0,,180.0,7.0,1.0,4.0,3.0,9.0,25.0,376.0,,2.0,19.0,17.0,19.0,13.0,,2.0,1.0,,,,,,,,14.0,1.0,,,,,9.0,6.0,6.0,10.0,7.0,84.0,62.0,,,2.0,3.0,8.0,2.0,5.0,1.0,1.0,4.0,9.0,3.0,,11.0,4.0,52.0,68.0,3.0,16.0,5.0,1.0,,,,,,,48.0,9.0,21.0,1.0,,4.0,2.0,,180.0,,,,,,,8.0,1.0,,1.0,5.0,,6.0,6.0,,4.0,96.0,65.0,39.0,2.0,,9.0,4.0,5.0,443.0,2.0,,,46.0,48.0,32.0,,,,,1.0,161.0,161.0,3.0,35.0,20.0,62.6,,,1.0,1.0,17.0,0.0,118.0,2.0,3.0,4.0,,1.0,1.0,10.0,,1.0,4.0,99.0,349.0,8.0,13.0,240.0,40.0,16.0,24.0,3.0,17.0,14.0,1.0,134.0,2.0,255.0,,1.0,16.0,9.0,50.0,,478.0,,0.0,17.0,16.0,4.0,21.0,1.0,692.0,39.0,22.0,12.0,4.0,11.0,0.0
2367789,26,2024-02-24 20:00:00,4,Newcastle,Away,260.0,11.0,,3.0,3.0,,,113.0,5.0,2.0,5.0,3.0,8.0,24.0,370.0,,2.0,16.0,16.0,6.0,2.0,,,1.0,,,,,1.0,,,3.0,,,,,,5.0,16.0,3.0,3.0,,65.0,42.0,,,,3.0,5.0,,4.0,1.0,,,3.0,3.0,,6.0,3.0,34.0,38.0,3.0,21.0,10.0,1.0,,,,,,,32.0,6.0,14.0,,,1.0,1.0,,149.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,1.0,10.0,,5.0,5.0,4.0,5.0,132.0,53.0,23.0,9.0,,1.0,2.0,2.0,432.0,5.0,,1.0,43.0,38.0,15.0,,,,,,120.0,120.0,,18.0,14.0,45.2,,,,,18.0,0.0,116.0,4.0,1.0,4.0,,1.0,1.0,1.0,,1.0,5.0,56.0,347.0,5.0,3.0,301.0,29.0,21.0,12.0,,7.0,7.0,1.0,82.0,,168.0,1.0,2.0,21.0,8.0,60.0,2.0,462.0,,0.0,3.0,11.0,3.0,16.0,0.0,604.0,9.0,11.0,7.0,,5.0,0.0
2367804,27,2024-03-02 15:00:00,4,Newcastle,Home,215.0,16.0,2.0,2.0,,4.0,,141.0,4.0,,7.0,1.0,2.0,23.0,354.0,,1.0,21.0,6.0,16.0,8.0,2.0,2.0,2.0,,,,1.0,,,,11.0,,,,,,7.0,8.0,4.0,8.0,6.0,70.0,57.0,3.0,2.0,3.0,2.0,14.0,3.0,14.0,,,3.0,6.0,3.0,,3.0,2.0,36.0,51.0,2.0,15.0,7.0,,,,,,,,60.0,8.0,11.0,2.0,,1.0,,1.0,182.0,1.0,,,1.0,,1.0,6.0,3.0,1.0,,7.0,,5.0,5.0,,7.0,95.0,66.0,34.0,5.0,,4.0,7.0,7.0,432.0,3.0,,,61.0,46.0,17.0,,,,,,131.0,131.0,4.0,21.0,23.0,44.2,,,,,26.0,0.0,104.0,2.0,1.0,3.0,,,2.0,4.0,,1.0,5.0,69.0,338.0,14.0,11.0,245.0,37.0,15.0,10.0,2.0,11.0,9.0,2.0,112.0,8.0,217.0,1.0,,12.0,3.0,56.0,,451.0,,0.0,14.0,19.0,3.0,22.0,0.0,628.0,21.0,16.0,5.0,3.0,8.0,0.0
2367812,28,2024-03-11 20:00:00,4,Newcastle,Away,230.0,25.0,1.0,7.0,6.0,,2.0,201.0,3.0,,7.0,1.0,8.0,32.0,424.0,,,36.0,7.0,11.0,4.0,3.0,1.0,,,,,,,,,7.0,,,,,3.0,6.0,6.0,6.0,8.0,3.0,93.0,56.0,,,,,12.0,3.0,10.0,1.0,,4.0,15.0,5.0,,12.0,2.0,57.0,51.0,,8.0,1.0,,,,,,,,51.0,7.0,12.0,1.0,,2.0,3.0,,171.0,2.0,,,2.0,,,3.0,2.0,,,1.0,,9.0,9.0,1.0,7.0,127.0,65.0,42.0,,,4.0,5.0,3.0,492.0,1.0,2.0,,66.0,83.0,31.0,,,,,,155.0,155.0,6.0,20.0,22.0,55.0,,,,,26.0,0.0,121.0,3.0,2.0,4.0,,,,5.0,,1.0,5.0,97.0,404.0,12.0,9.0,248.0,45.0,8.0,32.0,2.0,25.0,23.0,,143.0,2.0,289.0,,,12.0,8.0,59.0,2.0,512.0,,0.0,11.0,17.0,,37.0,1.0,734.0,29.0,11.0,11.0,4.0,12.0,0.0
2367821,29,2024-04-24 20:00:00,4,Newcastle,Away,225.0,11.0,1.0,3.0,2.0,2.0,,165.0,6.0,,8.0,2.0,9.0,12.0,387.0,,1.0,18.0,14.0,13.0,4.0,2.0,1.0,,,,,,,,1.0,5.0,,,,,1.0,8.0,9.0,11.0,6.0,1.0,66.0,60.0,1.0,1.0,,2.0,13.0,3.0,10.0,,,2.0,8.0,2.0,,13.0,1.0,65.0,60.0,2.0,15.0,8.0,,,,,,,,43.0,15.0,10.0,,,,,,206.0,,,,,,,11.0,,1.0,,8.0,,8.0,8.0,,9.0,118.0,56.0,26.0,7.0,,2.0,4.0,2.0,474.0,7.0,,,45.0,67.0,22.0,,,,,,172.0,172.0,2.0,30.0,19.0,53.3,,,,1.0,27.0,0.0,113.0,2.0,3.0,5.0,,2.0,,2.0,,,4.0,74.0,366.0,13.0,6.0,272.0,32.0,15.0,23.0,2.0,12.0,10.0,,114.0,10.0,243.0,1.0,,15.0,9.0,45.0,2.0,503.0,,0.0,7.0,27.0,4.0,20.0,3.0,718.0,20.0,16.0,10.0,2.0,18.0,0.0
2367834,30,2024-03-30 12:30:00,4,Newcastle,Home,202.0,11.0,,3.0,3.0,1.0,,226.0,4.0,,2.0,2.0,4.0,14.0,425.0,1.0,2.0,16.0,18.0,14.0,17.0,,,2.0,,,,,,,1.0,22.0,2.0,,1.0,,,9.0,9.0,1.0,18.0,6.0,50.0,55.0,4.0,3.0,3.0,1.0,11.0,8.0,13.0,,1.0,3.0,12.0,4.0,,19.0,1.0,59.0,53.0,1.0,13.0,8.0,,,,,,,,62.0,9.0,7.0,2.0,,3.0,1.0,,209.0,2.0,,1.0,2.0,,,8.0,2.0,,1.0,8.0,1.0,10.0,10.0,1.0,2.0,126.0,60.0,32.0,4.0,,6.0,13.0,9.0,497.0,2.0,2.0,,54.0,66.0,45.0,,,,,2.0,145.0,145.0,5.0,20.0,26.0,59.9,1.0,,3.0,,15.0,0.0,133.0,1.0,,1.0,1.0,,2.0,7.0,1.0,2.0,5.0,146.0,411.0,11.0,19.0,228.0,19.0,13.0,10.0,2.0,19.0,17.0,2.0,185.0,2.0,309.0,,,17.0,4.0,42.0,1.0,518.0,2.0,1.0,24.0,24.0,2.0,18.0,1.0,707.0,52.0,10.0,8.0,3.0,13.0,0.0
2367847,31,2024-04-02 19:30:00,4,Newcastle,Home,226.0,16.0,3.0,6.0,3.0,1.0,,183.0,5.0,1.0,9.0,1.0,5.0,18.0,403.0,1.0,,18.0,29.0,24.0,13.0,1.0,2.0,1.0,,,,,,,1.0,15.0,,,,,1.0,9.0,8.0,2.0,13.0,5.0,77.0,59.0,3.0,3.0,1.0,2.0,7.0,8.0,4.0,,1.0,7.0,10.0,4.0,,11.0,1.0,58.0,72.0,2.0,19.0,11.0,,,,,,,,45.0,9.0,14.0,1.0,,2.0,1.0,,156.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,,11.0,,5.0,5.0,1.0,9.0,135.0,54.0,28.0,3.0,,4.0,11.0,6.0,472.0,1.0,,,64.0,58.0,37.0,1.0,1.0,1.0,,,142.0,142.0,6.0,24.0,19.0,58.2,,2.0,,,18.0,0.0,127.0,2.0,,2.0,,1.0,1.0,4.0,1.0,,2.0,102.0,389.0,7.0,15.0,253.0,35.0,19.0,20.0,7.0,22.0,15.0,1.0,143.0,3.0,264.0,1.0,1.0,11.0,6.0,45.0,2.0,495.0,2.0,0.0,18.0,21.0,4.0,19.0,0.0,705.0,45.0,14.0,14.0,7.0,9.0,0.0
