matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561996,11,2025-11-09 14:00:00,4,Newcastle,Away,191.0,13.0,,2.0,2.0,,,173.0,5.0,1.0,7.0,2.0,15.0,23.0,362.0,,,12.0,19.0,14.0,4.0,,1.0,1.0,0.0,,,,,,,,,,4.0,0.0,,,,,7.0,13.0,2.0,2.0,3.0,70.0,49.0,,,1.0,,11.0,1.0,6.0,,,2.0,9.0,4.0,0.0,13.0,1.0,53.0,39.0,,56.0,29.0,1.0,1.0,0.37851,0.4395,,0.2155,2.7499,51.0,13.0,9.0,1.0,,,,,150.0,,,,,,,7.0,1.0,1.0,,29.0,,5.0,5.0,,0.0,7.0,94.0,68.0,39.0,6.0,0.0,3.0,1.0,1.0,417.0,4.0,1.0,0.0,50.0,65.0,22.0,1.0,1.0,1.0,,123.0,123.0,2.0,17.0,23.0,51.2,,3.0,,2.0,17.0,0.0,126.0,4.0,,4.0,1.0,,1.0,3.0,,0.0,6.0,69.0,346.0,11.0,4.0,215.0,23.0,56.0,11.0,2.0,15.0,13.0,110554.55,1.0,101.0,4.0,240.0,1.0,1.0,19.0,15.0,50.0,,440.0,,1.0,5.0,10.0,,14.0,1.0,632.0,16.0,12.0,0.0,7.0,2.0,7.0,0.0
2562013,12,2025-11-22 17:30:00,4,Newcastle,Home,113.0,15.0,1.0,5.0,4.0,,,112.0,6.0,1.0,4.0,4.0,4.0,25.0,220.0,,1.0,9.0,11.0,16.0,5.0,1.0,4.0,1.0,0.0,,,,,,,,,,5.0,0.0,1.0,,,,6.0,14.0,3.0,7.0,2.0,43.0,41.0,3.0,4.0,1.0,1.0,6.0,1.0,9.0,,,5.0,6.0,3.0,0.0,8.0,,45.0,45.0,1.0,36.0,20.0,1.0,1.0,1.03507,2.2431,,2.5006,0.8345,41.0,13.0,8.0,,,,,,111.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,1.0,20.0,1.0,7.0,7.0,1.0,0.0,4.0,73.0,55.0,25.0,9.0,2.0,3.0,4.0,5.0,262.0,4.0,,0.0,58.0,36.0,20.0,,,,,103.0,103.0,3.0,22.0,12.0,33.0,1.0,,,,14.0,0.0,58.0,3.0,,3.0,,1.0,1.0,3.0,1.0,0.0,3.0,49.0,207.0,6.0,7.0,128.0,29.0,36.0,9.0,5.0,14.0,9.0,111784.25,1.0,76.0,3.0,171.0,1.0,1.0,20.0,5.0,56.0,3.0,285.0,,0.0,9.0,17.0,4.0,11.0,1.0,448.0,14.0,11.0,0.0,4.0,5.0,11.0,0.0
2562019,13,2025-11-29 17:30:00,4,Newcastle,Away,268.0,17.0,3.0,7.0,4.0,1.0,,224.0,3.0,,5.0,3.0,9.0,20.0,485.0,,1.0,14.0,17.0,18.0,7.0,,4.0,1.0,0.0,,,,,,,,,3.0,9.0,0.0,,,,,3.0,7.0,3.0,10.0,3.0,110.0,45.0,5.0,2.0,3.0,2.0,7.0,4.0,4.0,,,7.0,8.0,2.0,2.0,9.0,,46.0,41.0,2.0,30.0,20.0,1.0,1.0,1.44093,1.9053,,2.7675,0.8892,47.0,6.0,2.0,1.0,,,,,184.0,4.0,1.0,3.0,2.0,2.0,,6.0,2.0,1.0,,20.0,1.0,3.0,3.0,1.0,0.0,5.0,127.0,77.0,55.0,8.0,1.0,,11.0,8.0,540.0,2.0,1.0,0.0,60.0,72.0,27.0,,,,,117.0,117.0,1.0,20.0,19.0,51.2,,,,,17.0,0.0,132.0,,1.0,1.0,,1.0,1.0,1.0,,0.0,5.0,106.0,478.0,7.0,11.0,287.0,23.0,30.0,15.0,7.0,17.0,10.0,117259.42,1.0,137.0,3.0,283.0,1.0,,13.0,9.0,36.0,,553.0,,0.0,13.0,16.0,1.0,18.0,0.0,741.0,28.0,15.0,0.0,5.0,7.0,16.0,0.0
2562033,14,2025-12-02 20:15:00,4,Newcastle,Home,198.0,5.0,1.0,10.0,9.0,1.0,,189.0,3.0,,3.0,3.0,10.0,13.0,377.0,,1.0,13.0,14.0,25.0,11.0,,2.0,1.0,0.0,,,,,,,,,,13.0,1.0,,1.0,,,4.0,7.0,1.0,13.0,6.0,45.0,54.0,,,1.0,1.0,12.0,7.0,10.0,,1.0,11.0,14.0,12.0,0.0,12.0,,46.0,63.0,1.0,28.0,14.0,,,0.746243,2.0428,,2.4169,1.3632,53.0,5.0,11.0,,,3.0,3.0,,128.0,1.0,,,1.0,,,5.0,1.0,1.0,,14.0,1.0,9.0,9.0,1.0,0.0,3.0,131.0,58.0,32.0,8.0,0.0,3.0,9.0,7.0,423.0,5.0,4.0,0.0,38.0,80.0,46.0,,,,1.0,131.0,131.0,11.0,14.0,24.0,53.3,1.0,2.0,,1.0,20.0,0.0,136.0,,,,,,1.0,5.0,3.0,2.0,4.0,88.0,362.0,12.0,12.0,209.0,11.0,28.0,14.0,11.0,40.0,29.0,112297.12,1.0,118.0,3.0,271.0,1.0,,13.0,10.0,33.0,3.0,440.0,,0.0,19.0,18.0,2.0,14.0,0.0,670.0,38.0,13.0,0.0,9.0,11.0,13.0,0.0
2562042,15,2025-12-06 15:00:00,4,Newcastle,Home,218.0,11.0,,1.0,1.0,,,337.0,4.0,,7.0,3.0,9.0,29.0,554.0,,1.0,12.0,9.0,16.0,10.0,,3.0,1.0,0.0,1.0,,1.0,2.0,,,1.0,,,11.0,1.0,1.0,,1.0,,3.0,5.0,4.0,6.0,11.0,87.0,58.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,,1.0,9.0,15.0,6.0,0.0,7.0,,34.0,54.0,1.0,27.0,17.0,,1.0,1.31929,1.7672,0.1409,2.3592,1.258,78.0,9.0,10.0,1.0,,3.0,,2.0,162.0,,,,,,,5.0,0.0,,3.0,17.0,2.0,1.0,1.0,,0.0,8.0,178.0,62.0,44.0,9.0,1.0,4.0,6.0,7.0,589.0,2.0,,0.0,95.0,89.0,38.0,1.0,1.0,1.0,1.0,110.0,110.0,4.0,21.0,23.0,69.5,2.0,,,1.0,11.0,0.0,184.0,1.0,1.0,2.0,,,1.0,7.0,2.0,0.0,5.0,176.0,534.0,6.0,10.0,231.0,21.0,27.0,17.0,4.0,25.0,21.0,116550.35,1.0,209.0,2.0,405.0,1.0,,9.0,10.0,49.0,3.0,611.0,,0.0,17.0,19.0,1.0,12.0,2.0,799.0,26.0,10.0,0.0,9.0,9.0,15.0,0.0
2562053,16,2025-12-14 14:00:00,4,Newcastle,Away,193.0,9.0,1.0,2.0,1.0,2.0,,186.0,3.0,1.0,7.0,4.0,4.0,32.0,377.0,,,20.0,27.0,27.0,4.0,1.0,1.0,,0.0,,,,,1.0,,,,,4.0,0.0,,,,,5.0,4.0,2.0,2.0,4.0,38.0,39.0,,,,2.0,7.0,3.0,7.0,,,6.0,9.0,10.0,0.0,3.0,1.0,54.0,53.0,2.0,53.0,40.0,,,0.555052,0.2421,,0.286,0.2443,57.0,10.0,10.0,,,1.0,1.0,,133.0,,,,,,,7.0,0.0,1.0,,40.0,,3.0,3.0,1.0,0.0,7.0,132.0,52.0,25.0,3.0,0.0,1.0,4.0,2.0,426.0,2.0,2.0,1.0,49.0,71.0,38.0,,,,,118.0,118.0,1.0,17.0,13.0,53.4,,,,1.0,10.0,0.0,141.0,1.0,,1.0,,,,1.0,1.0,0.0,5.0,87.0,367.0,7.0,5.0,207.0,23.0,53.0,15.0,6.0,26.0,20.0,113368.37,,122.0,3.0,263.0,1.0,1.0,20.0,5.0,62.0,,444.0,,0.0,6.0,8.0,3.0,22.0,4.0,644.0,14.0,13.0,0.0,8.0,6.0,5.0,0.0
2562062,17,2025-12-20 12:30:00,4,Newcastle,Home,148.0,12.0,,8.0,8.0,2.0,1.0,138.0,6.0,1.0,5.0,3.0,3.0,16.0,278.0,,1.0,17.0,15.0,17.0,6.0,1.0,1.0,1.0,0.0,1.0,,,1.0,,1.0,,,,6.0,0.0,,,,3.0,5.0,10.0,3.0,9.0,2.0,52.0,53.0,6.0,5.0,2.0,2.0,6.0,,9.0,,,6.0,15.0,8.0,0.0,10.0,2.0,46.0,48.0,2.0,19.0,11.0,1.0,,1.40338,2.3056,0.0325,2.3162,1.4446,46.0,13.0,14.0,2.0,,2.0,1.0,1.0,152.0,1.0,,1.0,,1.0,,11.0,1.0,2.0,1.0,11.0,,14.0,14.0,2.0,0.0,5.0,75.0,56.0,30.0,4.0,0.0,4.0,4.0,5.0,332.0,4.0,,0.0,48.0,53.0,33.0,,,,,130.0,130.0,4.0,21.0,22.0,46.6,,2.0,,,14.0,0.0,82.0,2.0,,2.0,,,1.0,6.0,,0.0,4.0,74.0,258.0,6.0,8.0,169.0,16.0,19.0,6.0,4.0,28.0,24.0,115535.47,1.0,109.0,4.0,220.0,2.0,1.0,19.0,5.0,43.0,2.0,361.0,,0.0,11.0,13.0,2.0,19.0,3.0,547.0,21.0,12.0,0.0,5.0,6.0,8.0,0.0
2562071,18,2025-12-26 20:00:00,4,Newcastle,Away,188.0,11.0,1.0,7.0,6.0,,1.0,367.0,5.0,,5.0,1.0,9.0,18.0,548.0,,1.0,15.0,13.0,18.0,10.0,1.0,4.0,,0.0,,,,,,,,,,11.0,0.0,1.0,,,1.0,2.0,8.0,2.0,14.0,2.0,94.0,54.0,1.0,1.0,,1.0,13.0,7.0,7.0,,,11.0,20.0,18.0,0.0,8.0,2.0,45.0,52.0,1.0,13.0,5.0,,2.0,0.944249,1.178,,0.9598,0.9647,85.0,5.0,9.0,,,2.0,1.0,,174.0,,,,,,,6.0,0.0,1.0,,5.0,1.0,6.0,6.0,,0.0,6.0,202.0,63.0,45.0,2.0,0.0,6.0,5.0,3.0,607.0,,1.0,0.0,92.0,127.0,55.0,,,,,162.0,162.0,7.0,17.0,25.0,66.7,1.0,,,,27.0,0.0,157.0,2.0,1.0,3.0,,1.0,,6.0,2.0,0.0,4.0,186.0,529.0,13.0,11.0,201.0,23.0,13.0,23.0,8.0,46.0,38.0,116342.2,,239.0,2.0,472.0,1.0,,9.0,11.0,36.0,1.0,627.0,1.0,0.0,16.0,14.0,1.0,16.0,1.0,843.0,44.0,20.0,0.0,11.0,11.0,7.0,0.0
2562077,19,2025-12-30 19:30:00,4,Newcastle,Away,231.0,7.0,1.0,4.0,3.0,1.0,1.0,162.0,5.0,,5.0,5.0,8.0,19.0,389.0,1.0,1.0,15.0,22.0,23.0,8.0,2.0,3.0,1.0,0.0,,,,,,,,,1.0,14.0,0.0,,,,3.0,1.0,8.0,7.0,13.0,7.0,77.0,52.0,4.0,6.0,1.0,1.0,3.0,6.0,5.0,1.0,,4.0,10.0,4.0,0.0,11.0,1.0,51.0,57.0,1.0,36.0,20.0,,2.0,0.801477,2.314,,2.4785,0.3995,45.0,3.0,9.0,1.0,,2.0,1.0,,155.0,,,,,,,13.0,3.0,,,20.0,,11.0,11.0,,0.0,5.0,122.0,60.0,32.0,3.0,2.0,4.0,6.0,9.0,442.0,4.0,2.0,0.0,51.0,36.0,21.0,,,,,138.0,138.0,2.0,17.0,27.0,51.9,,,,,10.0,0.0,113.0,2.0,1.0,2.0,,2.0,1.0,5.0,,0.0,4.0,65.0,372.0,3.0,10.0,255.0,17.0,36.0,16.0,4.0,19.0,15.0,112387.87,1.0,91.0,6.0,231.0,,,18.0,10.0,47.0,2.0,467.0,1.0,0.0,20.0,19.0,2.0,16.0,1.0,677.0,23.0,19.0,0.0,6.0,4.0,10.0,0.0
2562092,20,2026-01-04 15:00:00,4,Newcastle,Home,221.0,20.0,,7.0,7.0,,,194.0,6.0,,3.0,1.0,5.0,25.0,408.0,,2.0,16.0,17.0,20.0,7.0,,4.0,,0.0,,,,,,,,,,7.0,0.0,,,,1.0,2.0,9.0,2.0,11.0,1.0,75.0,56.0,3.0,3.0,2.0,2.0,13.0,2.0,8.0,,1.0,8.0,14.0,7.0,1.0,14.0,1.0,57.0,62.0,2.0,35.0,28.0,,,1.98372,2.079,,2.6492,0.0405,62.0,5.0,11.0,1.0,,3.0,2.0,,180.0,1.0,,1.0,1.0,1.0,,9.0,0.0,1.0,1.0,28.0,1.0,7.0,7.0,1.0,0.0,3.0,132.0,68.0,43.0,6.0,1.0,2.0,6.0,7.0,473.0,5.0,1.0,0.0,52.0,70.0,39.0,,,,,162.0,162.0,3.0,29.0,20.0,59.4,,,,,31.0,0.0,107.0,1.0,,1.0,,,,3.0,1.0,0.0,5.0,84.0,392.0,13.0,8.0,242.0,43.0,35.0,29.0,8.0,31.0,23.0,112524.15,,129.0,2.0,283.0,1.0,,10.0,5.0,52.0,5.0,494.0,,0.0,12.0,16.0,2.0,16.0,1.0,750.0,35.0,18.0,0.0,15.0,8.0,9.0,0.0
2562103,21,2026-01-07 20:15:00,4,Newcastle,Home,224.0,16.0,2.0,9.0,7.0,,1.0,256.0,8.0,1.0,3.0,4.0,13.0,25.0,471.0,,,16.0,19.0,23.0,8.0,3.0,6.0,,0.0,,,,,,,,,,8.0,1.0,,,2.0,2.0,3.0,12.0,2.0,15.0,3.0,83.0,47.0,2.0,2.0,1.0,1.0,4.0,4.0,8.0,,,8.0,19.0,7.0,0.0,7.0,,52.0,53.0,1.0,32.0,18.0,1.0,3.0,1.66864,2.435,,2.8711,2.2222,51.0,11.0,9.0,2.0,,2.0,1.0,,145.0,3.0,,2.0,3.0,,,11.0,2.0,2.0,1.0,18.0,2.0,9.0,9.0,2.0,0.0,4.0,157.0,69.0,48.0,4.0,2.0,5.0,9.0,8.0,522.0,3.0,1.0,0.0,69.0,104.0,47.0,1.0,1.0,1.0,1.0,137.0,137.0,2.0,20.0,21.0,62.5,2.0,,3.0,,10.0,0.0,160.0,2.0,1.0,3.0,,,,6.0,1.0,0.0,5.0,105.0,451.0,4.0,14.0,253.0,25.0,32.0,18.0,8.0,35.0,27.0,122725.28,,128.0,2.0,327.0,2.0,1.0,16.0,13.0,47.0,1.0,545.0,,0.0,18.0,14.0,1.0,16.0,3.0,762.0,37.0,17.0,0.0,8.0,8.0,11.0,0.0
2562114,22,2026-01-18 14:00:00,4,Newcastle,Away,249.0,20.0,2.0,10.0,8.0,1.0,1.0,324.0,6.0,2.0,7.0,2.0,15.0,22.0,563.0,1.0,1.0,12.0,11.0,19.0,7.0,1.0,1.0,,0.0,1.0,,,1.0,,,,,,6.0,0.0,,,,4.0,4.0,6.0,,9.0,3.0,92.0,45.0,,,,2.0,9.0,4.0,7.0,,,7.0,17.0,8.0,0.0,4.0,,37.0,49.0,2.0,20.0,13.0,,,1.19306,0.9423,0.0491,0.4824,0.1512,60.0,8.0,14.0,,,5.0,2.0,1.0,155.0,,,,,,,7.0,0.0,,,13.0,,8.0,8.0,1.0,0.0,7.0,195.0,52.0,44.0,4.0,0.0,4.0,4.0,2.0,594.0,2.0,1.0,0.0,92.0,104.0,51.0,,,,,113.0,113.0,3.0,11.0,24.0,67.0,,,,,17.0,0.0,172.0,2.0,,2.0,,3.0,,6.0,,0.0,3.0,163.0,545.0,9.0,8.0,259.0,25.0,20.0,13.0,7.0,34.0,27.0,113062.34,,196.0,1.0,389.0,,2.0,7.0,16.0,34.0,3.0,614.0,1.0,0.0,12.0,10.0,4.0,12.0,2.0,808.0,24.0,23.0,0.0,6.0,7.0,7.0,0.0
2562123,23,2026-01-25 14:00:00,4,Newcastle,Home,219.0,8.0,,6.0,6.0,,,234.0,6.0,2.0,10.0,4.0,11.0,18.0,447.0,,,14.0,16.0,18.0,11.0,,1.0,1.0,0.0,,,,,,,,,,13.0,0.0,,,,,3.0,7.0,7.0,9.0,6.0,72.0,70.0,3.0,3.0,,,2.0,7.0,6.0,,,6.0,16.0,12.0,0.0,16.0,3.0,49.0,66.0,,22.0,12.0,,3.0,0.926615,2.1754,,1.3053,1.7976,79.0,7.0,12.0,,,,,,184.0,,,,,,,8.0,0.0,,,12.0,,3.0,3.0,1.0,0.0,11.0,134.0,58.0,38.0,5.0,0.0,2.0,9.0,4.0,496.0,2.0,2.0,0.0,37.0,90.0,48.0,,,,,140.0,140.0,4.0,24.0,30.0,60.7,,,,,14.0,0.0,129.0,2.0,4.0,6.0,,,1.0,4.0,,0.0,4.0,131.0,431.0,2.0,11.0,238.0,15.0,22.0,18.0,6.0,34.0,28.0,118854.23,1.0,170.0,,315.0,,2.0,14.0,14.0,36.0,2.0,519.0,,0.0,15.0,24.0,,14.0,1.0,740.0,24.0,14.0,0.0,13.0,6.0,15.0,0.0
2562129,24,2026-01-31 20:00:00,4,Newcastle,Away,150.0,8.0,3.0,6.0,3.0,,1.0,122.0,3.0,,13.0,2.0,1.0,14.0,266.0,,1.0,17.0,15.0,7.0,3.0,3.0,2.0,1.0,0.0,,1.0,,1.0,,,,,,3.0,0.0,,,1.0,2.0,3.0,11.0,6.0,4.0,4.0,55.0,47.0,,,,1.0,8.0,3.0,7.0,,,11.0,8.0,5.0,0.0,8.0,2.0,46.0,34.0,1.0,23.0,12.0,2.0,1.0,0.347833,0.3588,0.097,0.5327,3.1326,54.0,7.0,11.0,1.0,,2.0,2.0,1.0,128.0,,,,,,1.0,9.0,1.0,1.0,1.0,12.0,1.0,8.0,8.0,,0.0,13.0,76.0,45.0,22.0,7.0,0.0,2.0,4.0,2.0,308.0,3.0,4.0,0.0,49.0,36.0,37.0,,,,,125.0,125.0,,20.0,12.0,46.2,1.0,3.0,,,11.0,0.0,73.0,1.0,2.0,3.0,,,1.0,3.0,1.0,0.0,5.0,74.0,251.0,8.0,6.0,168.0,21.0,23.0,13.0,10.0,25.0,15.0,112947.24,1.0,109.0,5.0,189.0,2.0,,13.0,1.0,42.0,3.0,332.0,1.0,0.0,8.0,13.0,3.0,17.0,3.0,531.0,21.0,15.0,0.0,3.0,11.0,7.0,0.0
2562143,25,2026-02-07 17:30:00,4,Newcastle,Home,166.0,11.0,3.0,4.0,2.0,1.0,,189.0,4.0,,9.0,6.0,7.0,28.0,351.0,,,11.0,16.0,23.0,8.0,2.0,6.0,1.0,0.0,1.0,,,1.0,,,,,,7.0,1.0,,,,1.0,8.0,6.0,5.0,10.0,6.0,59.0,58.0,2.0,3.0,1.0,2.0,6.0,4.0,6.0,,1.0,9.0,5.0,7.0,1.0,11.0,1.0,49.0,59.0,2.0,31.0,16.0,,1.0,1.27493,2.2434,0.0432,1.7469,1.6254,65.0,14.0,18.0,,,3.0,1.0,1.0,152.0,1.0,1.0,1.0,,1.0,,4.0,0.0,,2.0,16.0,,4.0,4.0,,0.0,10.0,117.0,64.0,36.0,3.0,1.0,5.0,6.0,4.0,402.0,3.0,,0.0,54.0,58.0,32.0,1.0,1.0,1.0,1.0,127.0,127.0,2.0,16.0,29.0,53.8,,3.0,,1.0,10.0,0.0,100.0,,2.0,3.0,,,1.0,8.0,,0.0,5.0,99.0,328.0,6.0,11.0,184.0,31.0,31.0,14.0,9.0,21.0,13.0,118543.76,1.0,133.0,8.0,265.0,,,19.0,7.0,56.0,1.0,428.0,,0.0,16.0,9.0,,12.0,2.0,624.0,24.0,15.0,0.0,10.0,9.0,6.0,0.0
2562153,26,2026-02-10 19:30:00,4,Newcastle,Away,117.0,12.0,5.0,8.0,3.0,1.0,,168.0,1.0,,4.0,8.0,2.0,24.0,277.0,,1.0,12.0,12.0,18.0,7.0,2.0,9.0,1.0,0.0,,,,,,,,,,7.0,0.0,,,,5.0,10.0,10.0,6.0,17.0,4.0,43.0,46.0,,2.0,1.0,1.0,8.0,9.0,9.0,,1.0,12.0,15.0,6.0,1.0,8.0,1.0,48.0,57.0,1.0,26.0,18.0,,,1.2353,2.4833,,1.5867,0.7275,53.0,11.0,13.0,,,1.0,1.0,,124.0,1.0,,1.0,1.0,,1.0,7.0,1.0,2.0,,18.0,,3.0,3.0,,0.0,5.0,87.0,45.0,29.0,2.0,1.0,3.0,7.0,5.0,316.0,8.0,2.0,0.0,50.0,61.0,36.0,,,,,130.0,130.0,4.0,22.0,12.0,47.2,,,,1.0,16.0,0.0,85.0,1.0,1.0,1.0,,,1.0,7.0,3.0,0.0,5.0,98.0,264.0,8.0,10.0,129.0,24.0,26.0,11.0,12.0,34.0,22.0,115011.87,1.0,136.0,1.0,244.0,2.0,,14.0,3.0,45.0,2.0,339.0,,0.0,21.0,23.0,1.0,14.0,2.0,564.0,53.0,19.0,0.0,3.0,12.0,15.0,0.0
2562160,27,2026-02-21 20:00:00,4,Newcastle,Away,168.0,13.0,1.0,4.0,3.0,1.0,1.0,141.0,2.0,1.0,10.0,5.0,4.0,27.0,305.0,,,10.0,13.0,16.0,8.0,1.0,4.0,1.0,0.0,1.0,,,1.0,,,,,,4.0,0.0,,,,4.0,5.0,10.0,5.0,8.0,5.0,58.0,50.0,,,,,5.0,3.0,14.0,,,5.0,6.0,3.0,1.0,11.0,3.0,61.0,49.0,,18.0,8.0,,,0.532987,0.6235,0.0313,1.1039,1.8598,45.0,13.0,12.0,,,2.0,1.0,1.0,123.0,1.0,,1.0,,1.0,,7.0,0.0,,,8.0,,8.0,8.0,2.0,0.0,10.0,100.0,55.0,29.0,5.0,0.0,1.0,10.0,7.0,353.0,2.0,1.0,0.0,47.0,61.0,22.0,,,,,115.0,115.0,2.0,14.0,24.0,45.2,,,,1.0,11.0,0.0,94.0,5.0,,5.0,,1.0,1.0,3.0,,0.0,4.0,65.0,293.0,5.0,10.0,182.0,25.0,18.0,13.0,3.0,13.0,10.0,112389.02,1.0,99.0,5.0,206.0,,1.0,17.0,5.0,59.0,5.0,375.0,,0.0,13.0,18.0,3.0,12.0,5.0,549.0,20.0,7.0,0.0,3.0,5.0,10.0,0.0
2562173,28,2026-02-28 15:00:00,4,Newcastle,Home,186.0,8.0,,4.0,4.0,1.0,,328.0,3.0,1.0,4.0,1.0,14.0,10.0,510.0,,,24.0,26.0,16.0,8.0,,3.0,,0.0,1.0,,,1.0,,,,,,11.0,0.0,,,,2.0,8.0,5.0,4.0,7.0,10.0,98.0,46.0,,1.0,,,6.0,4.0,12.0,,,7.0,20.0,4.0,0.0,19.0,2.0,80.0,48.0,,11.0,4.0,2.0,1.0,0.672999,1.0288,0.0332,0.6783,2.8706,67.0,15.0,7.0,,,2.0,,1.0,213.0,2.0,,1.0,2.0,,,4.0,2.0,,,4.0,1.0,5.0,5.0,,0.0,4.0,142.0,59.0,46.0,2.0,1.0,2.0,8.0,7.0,568.0,1.0,3.0,0.0,100.0,85.0,39.0,,,,,152.0,152.0,5.0,16.0,21.0,66.1,,,,1.0,16.0,0.0,134.0,1.0,1.0,2.0,,,,6.0,1.0,1.0,5.0,182.0,496.0,6.0,10.0,207.0,24.0,11.0,20.0,6.0,30.0,24.0,107670.36,,227.0,1.0,410.0,,1.0,10.0,14.0,31.0,,587.0,3.0,0.0,17.0,13.0,,27.0,2.0,782.0,32.0,16.0,0.0,12.0,7.0,5.0,0.0
2562182,29,2026-03-04 20:15:00,4,Newcastle,Home,147.0,19.0,2.0,5.0,3.0,2.0,1.0,149.0,4.0,,1.0,5.0,4.0,32.0,291.0,,,19.0,20.0,22.0,5.0,2.0,1.0,2.0,0.0,,,,,,,,,,8.0,1.0,,,,1.0,6.0,8.0,6.0,8.0,4.0,66.0,46.0,2.0,2.0,1.0,1.0,9.0,1.0,7.0,,,2.0,8.0,2.0,0.0,6.0,4.0,53.0,60.0,1.0,30.0,17.0,,1.0,1.05676,2.4822,,2.5331,0.7237,48.0,15.0,16.0,1.0,,4.0,3.0,,136.0,1.0,,,1.0,,1.0,12.0,1.0,,,17.0,1.0,9.0,9.0,2.0,0.0,1.0,91.0,67.0,29.0,4.0,0.0,3.0,5.0,5.0,354.0,5.0,1.0,0.0,48.0,59.0,19.0,,,,1.0,129.0,129.0,2.0,24.0,18.0,45.1,,,,,18.0,0.0,88.0,2.0,2.0,4.0,1.0,,2.0,6.0,,1.0,4.0,71.0,280.0,9.0,8.0,164.0,30.0,30.0,10.0,2.0,15.0,13.0,109415.85,3.0,108.0,11.0,232.0,,,29.0,5.0,74.0,,381.0,,1.0,12.0,18.0,,21.0,2.0,574.0,23.0,14.0,0.0,4.0,2.0,14.0,0.0
