matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561896,1,2025-08-16 12:30:00,4,Newcastle,Away,159.0,15.0,1.0,6.0,5.0,,1.0,223.0,1.0,3.0,12.0,1.0,8.0,21.0,376.0,1.0,1.0,9.0,10.0,20.0,14.0,,1.0,2.0,0.0,,,,,,1.0,,,,12.0,0.0,,,,3.0,5.0,3.0,,9.0,7.0,56.0,63.0,2.0,2.0,,2.0,4.0,7.0,9.0,,,6.0,12.0,6.0,0.0,3.0,1.0,40.0,43.0,2.0,22.0,8.0,,,0.887939,1.4325,,0.6442,0.2041,55.0,11.0,13.0,,,3.0,2.0,,143.0,,,,,,,3.0,0.0,3.0,,8.0,,12.0,12.0,1.0,0.0,12.0,121.0,59.0,35.0,3.0,0.0,6.0,8.0,3.0,434.0,,1.0,0.0,67.0,67.0,36.0,,,,,123.0,123.0,6.0,19.0,25.0,60.1,,,,,12.0,0.0,131.0,3.0,,3.0,,1.0,2.0,6.0,,0.0,3.0,122.0,365.0,4.0,14.0,181.0,30.0,22.0,10.0,6.0,26.0,20.0,108530.25,2.0,161.0,1.0,296.0,3.0,3.0,11.0,10.0,43.0,1.0,451.0,1.0,0.0,16.0,10.0,4.0,9.0,1.0,634.0,33.0,15.0,0.0,2.0,6.0,8.0,0.0
2561913,2,2025-08-25 20:00:00,4,Newcastle,Home,82.0,10.0,1.0,6.0,5.0,,,94.0,2.0,1.0,3.0,3.0,,12.0,170.0,,,16.0,18.0,16.0,5.0,1.0,3.0,,0.0,1.0,,,1.0,,,1.0,,,4.0,0.0,,,,1.0,9.0,3.0,2.0,8.0,2.0,32.0,41.0,2.0,2.0,2.0,1.0,6.0,3.0,5.0,,1.0,7.0,17.0,2.0,0.0,4.0,1.0,51.0,51.0,1.0,21.0,15.0,,1.0,0.876877,0.9815,0.0423,1.8662,2.2552,51.0,17.0,15.0,,,3.0,,1.0,108.0,1.0,,1.0,,1.0,,5.0,0.0,,,15.0,,8.0,8.0,4.0,0.0,3.0,49.0,42.0,14.0,1.0,1.0,3.0,4.0,3.0,224.0,1.0,1.0,0.0,32.0,35.0,40.0,,,,,126.0,126.0,4.0,17.0,15.0,37.6,,,,,15.0,0.0,58.0,1.0,,1.0,,1.0,,4.0,,1.0,5.0,53.0,159.0,6.0,7.0,94.0,22.0,21.0,17.0,7.0,26.0,19.0,105959.0,,104.0,4.0,179.0,,1.0,27.0,,51.0,,247.0,2.0,1.0,10.0,12.0,2.0,22.0,2.0,419.0,27.0,10.0,0.0,8.0,7.0,5.0,0.0
2561918,3,2025-08-30 17:30:00,4,Newcastle,Away,246.0,12.0,1.0,2.0,2.0,1.0,,219.0,5.0,1.0,10.0,3.0,9.0,30.0,463.0,,,23.0,8.0,12.0,7.0,,,1.0,0.0,,,,,,,,,,7.0,0.0,,,,,8.0,4.0,6.0,4.0,4.0,76.0,55.0,,,,1.0,10.0,3.0,7.0,,,5.0,13.0,4.0,0.0,10.0,,47.0,37.0,1.0,6.0,3.0,,1.0,0.320653,0.4602,,0.1351,0.0926,65.0,15.0,10.0,,,,,,192.0,,,,,,,8.0,0.0,2.0,,3.0,,8.0,8.0,2.0,0.0,11.0,129.0,67.0,41.0,5.0,0.0,3.0,4.0,2.0,526.0,3.0,2.0,0.0,48.0,99.0,25.0,,,,,143.0,143.0,5.0,19.0,20.0,57.0,,,,,20.0,0.0,150.0,1.0,,1.0,,,1.0,3.0,1.0,0.0,4.0,99.0,448.0,10.0,7.0,271.0,30.0,6.0,13.0,5.0,21.0,17.0,120060.09,1.0,134.0,2.0,297.0,3.0,1.0,16.0,10.0,64.0,,547.0,,0.0,8.0,10.0,,24.0,1.0,722.0,13.0,18.0,0.0,5.0,5.0,4.0,0.0
2561933,4,2025-09-13 15:00:00,4,Newcastle,Home,167.0,8.0,5.0,8.0,3.0,1.0,1.0,202.0,6.0,,6.0,2.0,8.0,21.0,361.0,,,25.0,13.0,22.0,8.0,3.0,4.0,1.0,0.0,,,,,,,,,,9.0,0.0,,,1.0,1.0,3.0,7.0,1.0,8.0,8.0,83.0,43.0,1.0,1.0,,,8.0,5.0,8.0,,,9.0,9.0,7.0,0.0,7.0,2.0,46.0,53.0,,20.0,11.0,,,1.03216,1.5541,,1.7517,0.366,75.0,10.0,17.0,1.0,,,1.0,,162.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,1.0,11.0,1.0,6.0,6.0,2.0,0.0,6.0,102.0,59.0,30.0,4.0,0.0,5.0,7.0,4.0,423.0,2.0,2.0,0.0,69.0,80.0,45.0,,,,,141.0,141.0,4.0,17.0,16.0,56.7,1.0,,,,19.0,0.0,102.0,3.0,,3.0,,1.0,1.0,7.0,,0.0,4.0,112.0,344.0,8.0,12.0,180.0,26.0,20.0,14.0,8.0,25.0,17.0,110388.97,1.0,168.0,3.0,294.0,2.0,,15.0,8.0,52.0,1.0,449.0,1.0,0.0,16.0,10.0,3.0,28.0,1.0,650.0,28.0,14.0,0.0,5.0,10.0,5.0,0.0
2561935,5,2025-09-21 14:00:00,4,Newcastle,Away,145.0,12.0,,2.0,2.0,2.0,,155.0,2.0,3.0,4.0,5.0,5.0,21.0,298.0,1.0,1.0,13.0,19.0,16.0,3.0,,1.0,,0.0,,,,,,,,,,3.0,0.0,,,,,2.0,4.0,7.0,1.0,3.0,76.0,54.0,,,,2.0,6.0,1.0,6.0,,,2.0,8.0,6.0,0.0,8.0,1.0,47.0,54.0,2.0,35.0,24.0,,,0.363565,0.1398,,0.0971,0.259,67.0,10.0,7.0,,1.0,,,,157.0,,,,,,,7.0,0.0,3.0,2.0,24.0,,8.0,8.0,,0.0,4.0,71.0,62.0,26.0,5.0,0.0,2.0,1.0,1.0,371.0,5.0,2.0,0.0,49.0,57.0,24.0,,,,,160.0,160.0,2.0,21.0,23.0,43.9,,,,,18.0,0.0,86.0,1.0,1.0,2.0,,,,2.0,,0.0,4.0,85.0,291.0,6.0,3.0,171.0,20.0,35.0,19.0,2.0,16.0,14.0,113440.08,,134.0,6.0,235.0,3.0,3.0,27.0,6.0,56.0,2.0,390.0,1.0,0.0,4.0,19.0,1.0,28.0,1.0,604.0,17.0,19.0,0.0,12.0,2.0,11.0,0.0
2561952,6,2025-09-28 16:30:00,4,Newcastle,Home,117.0,11.0,2.0,3.0,1.0,1.0,,80.0,6.0,2.0,7.0,7.0,2.0,20.0,194.0,,1.0,10.0,22.0,26.0,5.0,2.0,3.0,2.0,0.0,,,,,,,,,,3.0,0.0,,,,2.0,5.0,18.0,2.0,7.0,1.0,43.0,42.0,1.0,,1.0,2.0,4.0,4.0,11.0,,,7.0,5.0,4.0,0.0,10.0,4.0,54.0,49.0,2.0,41.0,17.0,,,0.605297,0.6125,,0.9259,2.7305,46.0,8.0,8.0,1.0,,,,,103.0,1.0,,1.0,,1.0,,7.0,0.0,2.0,,17.0,,8.0,8.0,1.0,0.0,8.0,70.0,61.0,26.0,12.0,0.0,1.0,7.0,3.0,257.0,6.0,,0.0,41.0,33.0,31.0,,1.0,,,130.0,130.0,3.0,15.0,12.0,36.6,,3.0,,,8.0,0.0,63.0,5.0,1.0,5.0,,2.0,2.0,1.0,,0.0,5.0,46.0,180.0,4.0,8.0,135.0,22.0,41.0,6.0,6.0,15.0,9.0,112259.74,2.0,90.0,7.0,159.0,4.0,2.0,31.0,3.0,55.0,1.0,279.0,,0.0,8.0,12.0,1.0,21.0,2.0,475.0,17.0,7.0,0.0,3.0,7.0,8.0,0.0
2561963,7,2025-10-05 14:00:00,4,Newcastle,Home,147.0,11.0,3.0,5.0,2.0,1.0,,245.0,2.0,,7.0,2.0,10.0,13.0,387.0,,1.0,21.0,13.0,12.0,13.0,1.0,5.0,2.0,0.0,,,,,,1.0,,,1.0,11.0,1.0,1.0,,,1.0,6.0,4.0,1.0,13.0,5.0,54.0,52.0,4.0,5.0,1.0,1.0,6.0,5.0,13.0,,,8.0,16.0,2.0,0.0,6.0,,54.0,47.0,1.0,16.0,9.0,,,1.11678,3.4522,,3.8432,0.2541,71.0,16.0,14.0,1.0,,2.0,1.0,,174.0,1.0,,,1.0,,,4.0,1.0,1.0,,9.0,1.0,9.0,9.0,1.0,0.0,7.0,121.0,61.0,40.0,1.0,1.0,3.0,12.0,9.0,443.0,,,0.0,44.0,120.0,42.0,,,,1.0,138.0,138.0,7.0,18.0,20.0,51.3,1.0,,,1.0,14.0,0.0,115.0,3.0,1.0,4.0,,1.0,2.0,4.0,1.0,0.0,4.0,122.0,371.0,6.0,15.0,164.0,22.0,16.0,12.0,7.0,26.0,19.0,109006.2,2.0,160.0,2.0,326.0,1.0,,20.0,10.0,42.0,,464.0,,0.0,18.0,16.0,3.0,25.0,0.0,668.0,33.0,23.0,0.0,5.0,8.0,11.0,0.0
2561965,8,2025-10-18 15:00:00,4,Newcastle,Away,202.0,12.0,2.0,7.0,5.0,,1.0,224.0,3.0,2.0,13.0,1.0,6.0,17.0,419.0,,1.0,19.0,16.0,13.0,8.0,2.0,1.0,,0.0,,,,,,,,,,9.0,0.0,,,,2.0,5.0,6.0,7.0,10.0,6.0,66.0,50.0,1.0,1.0,,1.0,10.0,5.0,11.0,,,4.0,10.0,8.0,0.0,7.0,2.0,57.0,49.0,1.0,22.0,7.0,,1.0,1.38733,1.4498,,1.0555,1.4405,49.0,9.0,9.0,1.0,,3.0,2.0,,153.0,1.0,,1.0,1.0,,,5.0,1.0,2.0,,7.0,,7.0,7.0,1.0,0.0,13.0,136.0,56.0,36.0,8.0,0.0,7.0,4.0,3.0,473.0,5.0,2.0,0.0,52.0,57.0,35.0,,,,,126.0,126.0,2.0,17.0,18.0,54.4,,,,1.0,20.0,0.0,136.0,1.0,2.0,3.0,,,,8.0,,0.0,5.0,104.0,406.0,10.0,11.0,229.0,20.0,22.0,24.0,4.0,24.0,20.0,115043.2,,131.0,3.0,286.0,2.0,2.0,15.0,6.0,36.0,1.0,491.0,,0.0,16.0,17.0,1.0,23.0,1.0,701.0,25.0,9.0,0.0,10.0,4.0,13.0,0.0
2561983,9,2025-10-25 15:00:00,4,Newcastle,Home,214.0,19.0,,6.0,6.0,,1.0,173.0,1.0,,5.0,5.0,13.0,22.0,381.0,,1.0,15.0,11.0,14.0,13.0,1.0,1.0,3.0,0.0,,,,,,,,,1.0,14.0,0.0,,1.0,1.0,2.0,7.0,8.0,4.0,10.0,8.0,70.0,52.0,3.0,3.0,1.0,1.0,10.0,5.0,5.0,,,4.0,10.0,4.0,0.0,10.0,2.0,46.0,52.0,1.0,20.0,11.0,,2.0,1.26243,2.1388,,2.1465,2.6891,51.0,11.0,18.0,1.0,,4.0,3.0,,149.0,,,,,,1.0,5.0,2.0,1.0,,11.0,2.0,7.0,7.0,1.0,0.0,5.0,112.0,61.0,42.0,3.0,1.0,6.0,8.0,7.0,427.0,4.0,1.0,0.0,41.0,58.0,23.0,,,,,133.0,133.0,6.0,15.0,25.0,50.8,1.0,,,,17.0,0.0,121.0,2.0,2.0,4.0,,,3.0,6.0,1.0,0.0,5.0,89.0,361.0,10.0,14.0,232.0,29.0,20.0,15.0,2.0,19.0,17.0,114423.39,3.0,123.0,4.0,239.0,1.0,,15.0,14.0,44.0,,452.0,,0.0,18.0,14.0,1.0,19.0,0.0,672.0,35.0,25.0,0.0,6.0,4.0,9.0,0.0
2561994,10,2025-11-02 14:00:00,4,Newcastle,Away,194.0,15.0,1.0,2.0,1.0,1.0,,275.0,5.0,2.0,8.0,2.0,4.0,22.0,467.0,,,23.0,5.0,11.0,7.0,,1.0,,0.0,,,,,1.0,,,,,11.0,0.0,,,,,4.0,11.0,5.0,6.0,6.0,88.0,42.0,,,,2.0,2.0,2.0,7.0,,,6.0,14.0,8.0,0.0,13.0,4.0,41.0,31.0,2.0,19.0,6.0,1.0,1.0,0.503252,0.5201,,0.7865,1.925,89.0,10.0,5.0,1.0,,1.0,,,183.0,1.0,,,1.0,,,5.0,1.0,1.0,2.0,6.0,,9.0,9.0,,0.0,8.0,127.0,55.0,37.0,7.0,0.0,3.0,5.0,4.0,526.0,3.0,1.0,1.0,73.0,97.0,38.0,,1.0,,,141.0,141.0,1.0,14.0,18.0,62.6,,3.0,,3.0,11.0,0.0,147.0,4.0,3.0,7.0,,,,6.0,,0.0,5.0,136.0,448.0,2.0,8.0,207.0,26.0,19.0,15.0,5.0,27.0,22.0,116171.34,,180.0,2.0,365.0,1.0,2.0,10.0,4.0,44.0,,545.0,1.0,0.0,12.0,8.0,,25.0,2.0,737.0,22.0,15.0,0.0,7.0,6.0,5.0,0.0
