season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352254,1,31,Crystal_Palace,Away,32124,49413,James Tomkins,james-tomkins,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,6.4e-06,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,1.0,24.0,26.0,50.0,,3.0,6.0,,,,,,,1.0,3.0,5.0,,,0.0217638,0.0,0.0,1.0,,,,,,,,,90.0,,,,,,,17.0,,6.9,,,,,2.0,1.0,2.0,,4.0,,33.0,27.0,58.0,0,2.0,85.0,2.0,,,1.0
2023-24,11352254,1,31,Crystal_Palace,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,10.0,33.0,45.0,78.0,1.0,4.0,6.0,,,,,,,,3.0,10.0,,,0.11382,0.1512,0.33,2.0,,,,,,,2.0,,90.0,2.0,1.0,,,,,8.0,,8.6,,,,,6.0,2.0,1.0,,12.0,,39.0,46.0,84.0,2,3.0,101.0,,1.0,2.0,1.0
2023-24,11352254,1,31,Crystal_Palace,Away,877994,209036,Marc Guéhi,marc-guehi,D,False,,,8.0,16.0,58.0,74.0,2.0,3.0,4.0,,,,,,,,2.0,7.0,,,0.00796476,0.03,0.0,,,,,,,2.0,1.0,,89.0,,2.0,,,,,10.0,,7.6,,,1.0,,2.0,1.0,,,11.0,,19.0,64.0,83.0,1,1.0,95.0,1.0,2.0,1.0,
2023-24,11352254,1,31,Crystal_Palace,Away,931844,427623,Chris Richards,chris-richards,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352346,2,31,Crystal_Palace,Home,32124,49413,James Tomkins,james-tomkins,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352346,2,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,,,1.0,8.0,11.0,19.0,2.0,,3.0,,,,,,,,2.0,2.0,,,0.0044552,0.0,0.0,,,,,,,1.0,,,83.0,,1.0,,,,,5.0,,6.8,,,,,,1.0,1.0,,3.0,,12.0,11.0,22.0,0,1.0,36.0,1.0,,1.0,1.0
2023-24,11352346,2,31,Crystal_Palace,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352346,2,31,Crystal_Palace,Home,362682,174874,Joachim Andersen,joachim-andersen,D,False,1.0,,7.0,36.0,27.0,62.0,1.0,2.0,5.0,,,,1.0,,,,3.0,7.0,,,0.0235242,0.0,0.0,1.0,,,,,,1.0,,,90.0,,1.0,,,,,10.0,,7.2,,,,,3.0,1.0,3.0,,12.0,,43.0,30.0,70.0,0,1.0,85.0,,3.0,1.0,
2023-24,11352346,2,31,Crystal_Palace,Home,877994,209036,Marc Guéhi,marc-guehi,D,False,,,9.0,33.0,33.0,66.0,,,6.0,,,,1.0,,,1.0,2.0,2.0,,,0.0611372,0.0,0.0,,,,,,,1.0,,,90.0,,2.0,,,,,7.0,,7.3,,,,,2.0,,,,11.0,,37.0,34.0,71.0,0,1.0,82.0,1.0,1.0,,
2023-24,11352346,2,31,Crystal_Palace,Home,931844,427623,Chris Richards,chris-richards,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352456,3,31,Crystal_Palace,Away,32124,49413,James Tomkins,james-tomkins,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352456,3,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,,11.0,11.0,22.0,7.0,5.0,4.0,,,,2.0,,,,10.0,11.0,,,0.0188655,0.0,0.0,1.0,,,,,,,,,90.0,,1.0,,,,,8.0,,7.0,,,,,3.0,1.0,2.0,,1.0,,14.0,15.0,27.0,0,3.0,49.0,1.0,2.0,1.0,1.0
2023-24,11352456,3,31,Crystal_Palace,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352456,3,31,Crystal_Palace,Away,362682,174874,Joachim Andersen,joachim-andersen,D,False,2.0,,1.0,20.0,20.0,38.0,4.0,7.0,4.0,,,,,,,,4.0,11.0,,,0.123162,0.0526,0.0634,1.0,,1.0,,,,1.0,4.0,,90.0,1.0,1.0,,,,,15.0,,8.6,,,,,7.0,1.0,2.0,,8.0,,29.0,23.0,50.0,1,3.0,74.0,2.0,,1.0,3.0
2023-24,11352456,3,31,Crystal_Palace,Away,877994,209036,Marc Guéhi,marc-guehi,D,False,,,2.0,12.0,25.0,37.0,1.0,,8.0,,,,,,,,3.0,3.0,,,0.006973,0.0,0.0,2.0,,,,,,,,,90.0,,1.0,,,,,5.0,,6.8,,,,,6.0,,,,5.0,,15.0,27.0,42.0,0,1.0,52.0,,2.0,,1.0
2023-24,11352456,3,31,Crystal_Palace,Away,931844,427623,Chris Richards,chris-richards,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352578,4,31,Crystal_Palace,Home,32124,49413,James Tomkins,james-tomkins,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352578,4,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,,,2.0,9.0,14.0,23.0,1.0,,5.0,,,,,,,,2.0,3.0,,,0.0150332,0.0138,0.0,1.0,,,,,,,,,90.0,,,,,,,13.0,,6.5,,,1.0,,7.0,,,,10.0,,17.0,18.0,35.0,1,3.0,54.0,1.0,,,2.0
2023-24,11352578,4,31,Crystal_Palace,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352578,4,31,Crystal_Palace,Home,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,5.0,22.0,25.0,47.0,1.0,2.0,3.0,,,,,,,,1.0,4.0,,,0.0107458,0.0,0.0,1.0,,,,,,2.0,,,90.0,,1.0,,,,,16.0,,7.0,,,,,7.0,,2.0,,12.0,,34.0,29.0,61.0,0,1.0,77.0,,1.0,,1.0
2023-24,11352578,4,31,Crystal_Palace,Home,877994,209036,Marc Guéhi,marc-guehi,D,False,,,4.0,22.0,26.0,48.0,,1.0,2.0,,,,,,,,1.0,3.0,,,0.0138721,0.0,0.0,1.0,,,,,,,,,90.0,,1.0,,,,,6.0,,6.8,,,,,1.0,,,,8.0,,28.0,26.0,54.0,0,2.0,59.0,,,,2.0
2023-24,11352578,4,31,Crystal_Palace,Home,931844,427623,Chris Richards,chris-richards,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352602,5,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,,5.0,7.0,12.0,2.0,,5.0,,1.0,,1.0,,,,5.0,4.0,,1.0,0.00197815,0.4496,0.0,2.0,,,,,,1.0,,,90.0,,,,,,,10.0,,6.0,,,1.0,,2.0,,1.0,,5.0,,12.0,9.0,20.0,1,2.0,41.0,,2.0,,2.0
2023-24,11352602,5,31,Crystal_Palace,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
