playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,overruns,goalAssists,offsides,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,shotsBlockedInBox,headedGoals,freekickTotal,iboxBlocked,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,ownGoalScored,hitWoodwork,throwInsToOppositionPlayer,foulWonPenalty,penaltiesTaken,penaltyGoals,lastPlayerTackle,secondGoalAssists,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,leftFootGoals,redCards2ndYellow,setPiecesGoals
18665,Alexander Tettey,Midfielder,Norwich,45,Norway,2013-14,76.0,2.0,0.7003,0.0,4.0,3.0,0.7351,43.0,10.0,1.0,93.0,21.0,17.0,17.0,110.0,4.0,901.0,1.0,0.0,4.0,4.0,57.0,6.0,1.0,2.0,1.0,1488.0,1.0,27.0,93.0,2.0,20.0,63.0,741.0,2.0,2.0,24.9015,14.0,3.0,32.0,23.0,49.0,271.0,12.0,0.0,169.0,11.0,1.0,252.0,91.0,21.0,1.0,1.0,12.0,2.0,374.0,21.0,4.0,14.0,112.0,30.0,0.0,889.0,7.0,4.0,142.0,31.0,9.0,5.0,241.0,23.0,42.0,50.0,137.0,1112.0,1.0,6.0,4.0,12.0,419.0,10.0,1.0,0.4636,7.0,17.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40451,Anthony Pilkington,Midfielder,Norwich,45,Ireland,2013-14,68.0,3.0,0.2223,0.0,5.0,4.0,2.4617,13.0,12.0,3.0,43.0,15.0,18.0,10.0,51.0,9.0,232.0,1.0,0.0,3.0,5.0,25.0,,2.0,4.0,1.0,831.0,1.0,13.0,46.0,1.0,19.0,34.0,174.0,24.0,,16.5531,3.0,,6.0,19.0,55.0,70.0,9.0,0.0,114.0,12.0,1.0,65.0,20.0,15.0,2.0,,6.0,16.0,106.0,18.0,13.0,28.0,89.0,12.0,0.0,218.0,8.0,6.0,123.0,7.0,15.0,1.0,30.0,16.0,7.0,7.0,67.0,408.0,10.0,8.0,3.0,8.0,79.0,2.0,1.0,1.8974,2.0,8.0,9.0,0.0499,7.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19569,Bradley Johnson,Midfielder,Norwich,45,England,2013-14,167.0,5.0,2.4698,1.0,14.0,7.0,2.0256,56.0,27.0,10.0,269.0,32.0,23.0,28.0,353.0,11.0,1364.0,3.0,2.0,12.0,4.0,82.0,7.0,3.0,7.0,1.0,2461.0,1.0,37.0,131.0,10.0,50.0,86.0,891.0,24.0,4.0,43.2314,21.0,5.0,51.0,48.0,130.0,345.0,25.0,0.0,298.0,24.0,1.0,570.0,137.0,32.0,3.0,1.0,20.0,6.0,586.0,38.0,11.0,39.0,216.0,45.0,1.0,1325.0,20.0,8.0,436.0,36.0,8.0,12.0,334.0,48.0,73.0,120.0,115.0,1783.0,7.0,5.0,12.0,25.0,432.0,25.0,,1.9392,6.0,84.0,72.0,0.0616,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
17812,David Fox,Midfielder,Norwich,45,England,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41262,Elliott Bennett,Midfielder,Norwich,45,England,2013-14,12.0,1.0,0.1555,0.0,1.0,2.0,0.4405,4.0,2.0,,7.0,2.0,3.0,1.0,9.0,3.0,32.0,,,1.0,1.0,6.0,,1.0,2.0,1.0,104.0,1.0,6.0,9.0,1.0,1.0,9.0,22.0,2.0,,2.8745,1.0,,1.0,2.0,6.0,12.0,2.0,0.0,21.0,,,6.0,4.0,2.0,1.0,,,2.0,13.0,1.0,10.0,4.0,15.0,,0.0,30.0,,2.0,24.0,4.0,3.0,,6.0,,1.0,1.0,8.0,66.0,3.0,,1.0,,12.0,,,0.1414,0.0,2.0,1.0,,1.0,,,6.0,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38297,Jonny Howson,Midfielder,Norwich,45,England,2013-14,141.0,3.0,1.4178,0.0,7.0,8.0,1.2183,38.0,16.0,6.0,140.0,27.0,24.0,23.0,175.0,18.0,1138.0,2.0,2.0,7.0,4.0,43.0,5.0,6.0,4.0,,2084.0,,36.0,76.0,8.0,34.0,69.0,881.0,16.0,3.0,45.611,19.0,3.0,21.0,45.0,105.0,285.0,14.0,1.0,217.0,17.0,0.0,334.0,121.0,27.0,6.0,2.0,10.0,12.0,576.0,37.0,19.0,58.0,174.0,7.0,0.0,1125.0,8.0,4.0,275.0,28.0,17.0,8.0,351.0,26.0,33.0,82.0,168.0,1445.0,12.0,3.0,7.0,23.0,391.0,10.0,,0.8502,3.0,35.0,36.0,,6.0,,,2.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
21060,Jonás Gutiérrez,Midfielder,Norwich,45,Argentina,2013-14,18.0,3.0,0.1433,0.0,1.0,,,15.0,2.0,,21.0,6.0,,3.0,23.0,10.0,87.0,,,1.0,3.0,8.0,,,3.0,,260.0,,4.0,30.0,1.0,9.0,26.0,63.0,5.0,,2.7396,3.0,,2.0,5.0,14.0,24.0,8.0,0.0,48.0,5.0,,40.0,16.0,6.0,,,3.0,1.0,51.0,4.0,11.0,8.0,40.0,4.0,0.0,82.0,2.0,1.0,49.0,12.0,3.0,1.0,12.0,5.0,7.0,1.0,11.0,169.0,4.0,3.0,1.0,3.0,16.0,1.0,2.0,0.0792,0.0,2.0,3.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
114245,Josh Murphy,Midfielder,Norwich,45,England,2013-14,19.0,1.0,0.0395,0.0,1.0,1.0,0.0195,2.0,4.0,,7.0,9.0,1.0,,7.0,7.0,34.0,,,1.0,9.0,3.0,,1.0,1.0,,131.0,,3.0,9.0,2.0,4.0,9.0,24.0,6.0,,4.7385,,,1.0,5.0,16.0,15.0,2.0,0.0,28.0,3.0,,9.0,4.0,9.0,1.0,,1.0,6.0,19.0,3.0,10.0,9.0,25.0,,0.0,32.0,3.0,4.0,35.0,1.0,5.0,1.0,5.0,1.0,,3.0,5.0,85.0,1.0,,1.0,2.0,9.0,1.0,,0.144,1.0,,,,4.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49277,Leroy Fer,Midfielder,Norwich,45,Netherlands,2013-14,239.0,1.0,1.5072,1.0,9.0,19.0,4.1639,77.0,31.0,10.0,165.0,29.0,47.0,28.0,189.0,3.0,1154.0,3.0,2.0,5.0,1.0,111.0,10.0,3.0,1.0,13.0,2465.0,13.0,64.0,193.0,8.0,40.0,146.0,881.0,46.0,3.0,41.1017,29.0,,26.0,41.0,175.0,316.0,36.0,0.0,432.0,11.0,1.0,286.0,160.0,29.0,3.0,1.0,17.0,18.0,509.0,33.0,3.0,81.0,321.0,47.0,0.0,1137.0,12.0,9.0,317.0,60.0,34.0,9.0,332.0,51.0,34.0,84.0,220.0,1571.0,2.0,4.0,5.0,5.0,457.0,24.0,1.0,4.7373,5.0,24.0,44.0,,2.0,1.0,,,1.0,,4.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
18987,Robert Snodgrass,Midfielder,Norwich,45,Scotland,2013-14,314.0,18.0,6.9476,0.0,22.0,22.0,8.0127,55.0,49.0,6.0,240.0,30.0,92.0,29.0,268.0,88.0,1106.0,6.0,2.0,8.0,1.0,158.0,9.0,9.0,63.0,7.0,2572.0,7.0,92.0,225.0,7.0,61.0,159.0,807.0,128.0,3.0,43.5376,65.0,5.0,29.0,41.0,222.0,145.0,79.0,3.0,539.0,32.0,4.0,329.0,124.0,30.0,9.0,1.0,16.0,43.0,634.0,34.0,214.0,121.0,381.0,66.0,0.0,1066.0,27.0,31.0,672.0,39.0,31.0,2.0,353.0,50.0,35.0,31.0,279.0,1954.0,21.0,4.0,8.0,11.0,267.0,23.0,2.0,6.3261,6.0,28.0,46.0,0.5898,10.0,2.0,3.0,140.0,2.0,34.0,14.0,1.0,8.0,14.0,8.0,98.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,4.0,,1.0
