playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,savesMadeCaught,cleanSheets,punches,ownGoalScored,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,throwInsToOppositionPlayer,clearancesOffTheLine,secondGoalAssists,rightFootGoals,hitWoodwork,foulWonPenalty,handballsConceded,expectedGoalsFreekick,penaltiesTaken,freekickTotal,attemptsFromSetPieces,penaltyGoals,setPiecesGoals
122798,Andy Robertson,Defender,Liverpool,14,Scotland,2021-22,1.0,1.0,5.0,73.0,19.0,5.5214,52.0,4.0,8.0,1.7834,36.0,14.0,3.0,201.0,29.0,10.0,3.0,22.0,29.0,286.0,86.0,1928.0,3.0,4.0,1.0,3.0,,81.0,40.0,2.0,45.0,2541.0,,14.0,84.0,5.0,55.0,58.0,1583.0,93.0,20.0749,45.0,7.0,51.0,20.0,1.0,59.0,909.0,9.0,1.0,157.0,21.0,2.0,630.0,180.0,29.0,2.0,15.0,1.0,10.0,1042.0,15.0,2.0,150.0,25.0,1.0,117.0,26.0,1881.0,6.0,26.0,519.0,21.0,13.0,3.0,68.0,19.0,23.0,52.0,59.0,321.0,2618.0,198.0,3.0,3.0,43.0,645.0,10.0,1.4089,85.0,81.0,,,,16.0,,,,,,,,,,3.0,3.0,24.0,21.0,1.0,1.0,,,,,,,,,,
492777,Conor Bradley,Defender,Liverpool,14,Northern Ireland,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204716,Ibrahima Konaté,Defender,Liverpool,14,France,2021-22,0.0,0.0,2.0,34.0,,0.1563,26.0,,,,16.0,4.0,2.0,57.0,11.0,,,13.0,11.0,89.0,,750.0,,,0.0,,,,53.0,,,990.0,,19.0,55.0,3.0,5.0,21.0,638.0,6.0,12.2254,,3.0,37.0,10.0,,15.0,197.0,3.0,0.0,89.0,4.0,0.0,286.0,64.0,11.0,,6.0,,1.0,269.0,7.0,,,2.0,,36.0,34.0,745.0,4.0,,97.0,10.0,2.0,9.0,240.0,10.0,16.0,,23.0,27.0,867.0,2.0,,,14.0,392.0,7.0,0.2034,32.0,33.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
441428,Jarell Quansah,Defender,Liverpool,14,England,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171287,Joe Gomez,Defender,Liverpool,14,England,2021-22,0.0,0.0,2.0,21.0,4.0,0.497,4.0,,,,10.0,1.0,,33.0,8.0,1.0,,1.0,4.0,40.0,15.0,239.0,,,0.0,,4.0,,16.0,,4.0,330.0,,6.0,26.0,2.0,6.0,16.0,190.0,6.0,1.8082,2.0,1.0,6.0,3.0,,15.0,12.0,2.0,0.0,47.0,3.0,0.0,77.0,19.0,8.0,,4.0,,4.0,116.0,1.0,,15.0,6.0,,31.0,10.0,232.0,1.0,5.0,73.0,6.0,4.0,1.0,115.0,5.0,5.0,,9.0,35.0,343.0,27.0,1.0,,2.0,87.0,,0.0229,7.0,10.0,,,,2.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,
60914,Joël Matip,Defender,Liverpool,14,Cameroon,2021-22,0.0,0.0,2.0,82.0,,1.9709,58.0,9.0,9.0,2.6253,47.0,26.0,3.0,185.0,31.0,3.0,1.0,41.0,31.0,266.0,1.0,2319.0,3.0,,2.0,,,,160.0,,,2790.0,,51.0,175.0,5.0,22.0,66.0,1944.0,64.0,19.9607,9.0,7.0,90.0,21.0,9.0,31.0,477.0,11.0,1.0,257.0,12.0,1.0,806.0,185.0,31.0,,13.0,,1.0,802.0,16.0,1.0,1.0,8.0,9.0,97.0,109.0,2279.0,17.0,3.0,292.0,34.0,9.0,14.0,860.0,13.0,44.0,,109.0,176.0,2690.0,21.0,,,37.0,1251.0,8.0,3.4121,81.0,91.0,,,,17.0,,,,,,,,,,6.0,6.0,,,1.0,1.0,2.0,2.0,,,,,,,,
214285,Kostas Tsimikas,Defender,Liverpool,14,Greece,2021-22,0.0,0.0,3.0,52.0,12.0,1.8684,23.0,3.0,2.0,0.2947,27.0,5.0,,75.0,13.0,2.0,,10.0,9.0,96.0,56.0,512.0,,,0.0,1.0,4.0,44.0,23.0,,26.0,873.0,,11.0,53.0,2.0,28.0,41.0,406.0,32.0,6.8682,23.0,1.0,19.0,6.0,2.0,41.0,183.0,6.0,0.0,105.0,4.0,0.0,181.0,62.0,13.0,,15.0,,12.0,280.0,4.0,,90.0,17.0,2.0,82.0,12.0,505.0,3.0,16.0,222.0,12.0,8.0,2.0,13.0,20.0,10.0,31.0,10.0,135.0,837.0,66.0,1.0,1.0,10.0,162.0,12.0,0.6206,21.0,44.0,,,,3.0,,,,,,,,,,2.0,2.0,11.0,10.0,,,,,,,,,,,,
197464,Nathaniel Phillips,Defender,Liverpool,14,England,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215136,Neco Williams,Defender,Liverpool,14,Wales,2021-22,0.0,0.0,0.0,2.0,,0.4735,,,,,,,,,1.0,1.0,,,,,,8.0,,,0.0,,1.0,,2.0,,,7.0,,2.0,1.0,,,1.0,8.0,1.0,0.2645,,,,,,,1.0,,0.0,3.0,,0.0,,,1.0,,,,,4.0,,,,,,1.0,,8.0,,,,,1.0,,5.0,,,,,2.0,11.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430992,Owen Beck,Defender,Liverpool,14,Wales,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219937,Rhys Williams,Defender,Liverpool,14,England,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169187,Trent Alexander-Arnold,Defender,Liverpool,14,England,2021-22,0.0,0.0,2.0,97.0,35.0,13.0098,44.0,15.0,15.0,1.3963,40.0,36.0,17.0,294.0,32.0,12.0,2.0,21.0,32.0,471.0,97.0,2155.0,2.0,11.0,1.0,10.0,,131.0,28.0,7.0,82.0,2853.0,,13.0,81.0,5.0,52.0,66.0,1481.0,86.0,24.2891,78.0,8.0,33.0,22.0,5.0,84.0,127.0,7.0,0.0,178.0,18.0,1.0,898.0,235.0,32.0,7.0,17.0,,20.0,1150.0,17.0,,191.0,39.0,5.0,150.0,15.0,2072.0,21.0,37.0,798.0,23.0,19.0,4.0,871.0,12.0,43.0,80.0,203.0,259.0,3107.0,273.0,2.0,10.0,61.0,616.0,2.0,2.377,177.0,100.0,,,,17.0,,,,,,,,,,6.0,6.0,38.0,51.0,1.0,,2.0,,,,0.4918,,8.0,8.0,,1.0
97032,Virgil van Dijk,Defender,Liverpool,14,Netherlands,2021-22,0.0,0.0,3.0,53.0,,0.9736,44.0,6.0,14.0,1.8505,16.0,29.0,6.0,156.0,34.0,1.0,,27.0,34.0,277.0,,2646.0,3.0,,1.0,1.0,,,151.0,1.0,,3060.0,,34.0,147.0,6.0,12.0,30.0,2204.0,57.0,22.6001,8.0,9.0,107.0,21.0,5.0,19.0,1007.0,8.0,0.0,200.0,7.0,2.0,943.0,204.0,34.0,1.0,6.0,,2.0,814.0,15.0,2.0,,5.0,5.0,49.0,117.0,2575.0,15.0,5.0,289.0,10.0,6.0,14.0,573.0,9.0,31.0,,165.0,123.0,2921.0,7.0,,1.0,36.0,1555.0,6.0,2.0387,121.0,86.0,,,,21.0,,,,,,,,,,10.0,10.0,,,1.0,,1.0,1.0,,,0.0386,,1.0,1.0,,
