playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,iboxTarget,shotsOnTargetInBox,throughBalls,goals,awayGoals,shotsBlockedInBox,homeGoals,leftFootGoals,headedGoals,iboxBlocked,handballsConceded,rightFootGoals,otherGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,foulWonPenalty,shotsOnTargetOutsideBox,unsuccessfulLayoffs,penaltiesTaken,oboxTarget,unsuccessfulCornersIntoBox,clearancesOffTheLine,cornersTakenInclShortCorners,penaltyGoals,goalKicks,ownGoalScored,gkUnsuccessfulDistribution,successfulCornersIntoBox,setPiecesGoals,secondGoalAssists,gkSuccessfulDistribution,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,savesMadeParried,savesMadeFromInsideBox
44354,Aly Cissokho,Defender,Liverpool,14,France,2013-14,56.0,2.0,0.3258,0.0,2.0,1.0,34.0,3.0,68.0,15.0,1.0,2.0,12.0,86.0,27.0,435.0,1.0,2.0,3.0,49.0,2.0,2.0,1089.0,21.0,81.0,4.0,1.0,27.0,53.0,339.0,12.0,22.0,2.0,13.2889,7.0,4.0,54.0,16.0,35.0,182.0,9.0,0.0,137.0,16.0,163.0,46.0,15.0,13.0,1.0,15.0,214.0,12.0,27.0,20.0,88.0,28.0,0.0,429.0,3.0,7.0,168.0,21.0,11.0,3.0,6.0,10.0,17.0,10.0,84.0,777.0,87.0,2.0,2.0,19.0,137.0,3.0,0.199,2.0,18.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89088,Andre Wisdom,Defender,Liverpool,14,England,2013-14,8.0,,0.009,0.0,,,3.0,2.0,6.0,2.0,,,1.0,10.0,,32.0,,,1.0,4.0,,,81.0,3.0,5.0,,,1.0,4.0,22.0,3.0,4.0,,1.9024,,,5.0,2.0,5.0,,,0.0,13.0,1.0,18.0,6.0,2.0,,,,11.0,2.0,,3.0,9.0,1.0,0.0,31.0,1.0,,19.0,3.0,1.0,,9.0,2.0,,,5.0,60.0,7.0,1.0,,3.0,11.0,1.0,0.2295,1.0,4.0,5.0,1.0,0.5291,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120447,Brad Smith,Defender,Liverpool,14,Australia,2013-14,5.0,,0.0011,0.0,,,,,2.0,1.0,,,,2.0,1.0,3.0,,,1.0,1.0,,,30.0,1.0,,,,,,1.0,1.0,,,0.136,,,,,4.0,2.0,,0.0,5.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,4.0,,0.0,3.0,,,7.0,,,,,3.0,1.0,,,11.0,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21094,Daniel Agger,Defender,Liverpool,14,Denmark,2013-14,39.0,,0.1321,0.0,1.0,1.0,27.0,6.0,59.0,20.0,1.0,,16.0,87.0,1.0,796.0,,,4.0,70.0,8.0,,1420.0,25.0,85.0,2.0,1.0,9.0,40.0,672.0,14.0,4.0,1.0,19.0988,1.0,4.0,114.0,16.0,14.0,280.0,11.0,1.0,124.0,7.0,374.0,65.0,20.0,7.0,,,195.0,14.0,1.0,1.0,54.0,45.0,0.0,772.0,3.0,,102.0,20.0,2.0,8.0,104.0,10.0,20.0,37.0,38.0,1028.0,9.0,2.0,,24.0,514.0,4.0,1.0944,0.0,28.0,24.0,3.0,0.3374,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,Glen Johnson,Defender,Liverpool,14,England,2013-14,159.0,5.0,2.5041,0.0,9.0,7.0,64.0,11.0,183.0,29.0,2.0,17.0,29.0,232.0,46.0,1457.0,1.0,7.0,,92.0,7.0,5.0,2521.0,50.0,189.0,8.0,,50.0,147.0,1168.0,55.0,41.0,1.0,29.2685,26.0,5.0,71.0,38.0,109.0,105.0,38.0,0.0,348.0,14.0,489.0,148.0,29.0,12.0,,31.0,631.0,30.0,46.0,65.0,256.0,42.0,0.0,1424.0,6.0,22.0,431.0,52.0,46.0,8.0,565.0,23.0,49.0,57.0,298.0,2267.0,262.0,5.0,7.0,24.0,599.0,6.0,1.1131,3.0,49.0,56.0,5.0,0.6523,1.0,1.0,3.0,,,2.0,,,,2.0,,,,,,,,,4.0,1.0,,4.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
91979,Jon Flanagan,Defender,Liverpool,14,England,2013-14,130.0,2.0,0.7098,0.0,1.0,3.0,79.0,6.0,120.0,23.0,1.0,1.0,23.0,144.0,14.0,886.0,1.0,1.0,,62.0,4.0,2.0,1898.0,33.0,142.0,6.0,,19.0,113.0,708.0,21.0,27.0,2.0,23.5157,12.0,2.0,75.0,30.0,97.0,309.0,20.0,0.0,272.0,7.0,297.0,114.0,23.0,20.0,,11.0,354.0,24.0,14.0,35.0,210.0,29.0,0.0,869.0,3.0,3.0,245.0,59.0,15.0,4.0,108.0,25.0,40.0,34.0,172.0,1416.0,159.0,8.0,1.0,18.0,390.0,10.0,0.3036,3.0,24.0,42.0,3.0,0.6762,2.0,2.0,2.0,1.0,1.0,,0.0,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26725,José Enrique,Defender,Liverpool,14,Spain,2013-14,20.0,3.0,0.747,0.0,1.0,1.0,11.0,2.0,47.0,8.0,2.0,,6.0,64.0,18.0,326.0,1.0,1.0,2.0,9.0,3.0,3.0,602.0,7.0,20.0,,,7.0,18.0,237.0,12.0,6.0,,8.3805,7.0,1.0,20.0,4.0,13.0,141.0,1.0,0.0,40.0,2.0,123.0,44.0,8.0,3.0,,2.0,138.0,4.0,18.0,7.0,31.0,2.0,0.0,318.0,1.0,2.0,104.0,8.0,6.0,1.0,5.0,4.0,9.0,25.0,57.0,476.0,47.0,,1.0,9.0,127.0,2.0,0.5731,0.0,17.0,14.0,1.0,0.8292,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450,Kolo Touré,Defender,Liverpool,14,Cote d’Ivoire,2013-14,67.0,,0.7038,0.0,2.0,1.0,33.0,5.0,62.0,20.0,2.0,,15.0,96.0,1.0,707.0,1.0,,5.0,85.0,3.0,,1439.0,42.0,86.0,5.0,,16.0,43.0,568.0,18.0,10.0,2.0,19.0937,5.0,9.0,147.0,20.0,25.0,115.0,1.0,0.0,153.0,6.0,357.0,78.0,20.0,5.0,,7.0,209.0,15.0,1.0,9.0,68.0,43.0,0.0,700.0,4.0,2.0,129.0,28.0,10.0,13.0,187.0,11.0,15.0,43.0,48.0,1014.0,31.0,,,30.0,402.0,3.0,0.4052,2.0,34.0,27.0,1.0,0.4988,,,1.0,,,2.0,,,,2.0,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
40784,Mamadou Sakho,Defender,Liverpool,14,France,2013-14,61.0,1.0,0.1651,0.0,2.0,,27.0,8.0,57.0,18.0,,1.0,17.0,70.0,4.0,921.0,,,1.0,85.0,1.0,1.0,1480.0,37.0,87.0,6.0,,10.0,39.0,808.0,14.0,9.0,1.0,19.9343,2.0,2.0,136.0,25.0,24.0,377.0,8.0,1.0,148.0,8.0,442.0,108.0,18.0,2.0,1.0,1.0,278.0,19.0,4.0,11.0,63.0,48.0,0.0,903.0,7.0,2.0,106.0,25.0,6.0,7.0,70.0,10.0,27.0,43.0,32.0,1221.0,24.0,3.0,,9.0,574.0,2.0,1.6741,0.0,13.0,27.0,1.0,0.4694,,,,1.0,0.0,2.0,1.0,1.0,,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58786,Martin Kelly,Defender,Liverpool,14,England,2013-14,9.0,,0.0124,0.0,,,4.0,,9.0,5.0,,,,10.0,3.0,51.0,,,5.0,6.0,,,107.0,5.0,5.0,,,6.0,4.0,40.0,1.0,1.0,1.0,1.6557,,,5.0,2.0,4.0,6.0,,0.0,14.0,4.0,17.0,10.0,5.0,1.0,,,18.0,2.0,3.0,1.0,8.0,1.0,0.0,51.0,,,15.0,3.0,,,15.0,2.0,3.0,1.0,13.0,87.0,14.0,,,3.0,23.0,,,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26793,Martin Skrtel,Defender,Liverpool,14,Slovakia,2013-14,97.0,1.0,0.5481,0.0,1.0,,50.0,14.0,101.0,36.0,1.0,1.0,36.0,162.0,3.0,1760.0,1.0,,,185.0,8.0,1.0,3222.0,56.0,197.0,10.0,1.0,16.0,68.0,1485.0,34.0,,3.0,40.658,6.0,11.0,409.0,50.0,41.0,287.0,12.0,1.0,294.0,5.0,741.0,165.0,36.0,13.0,1.0,2.0,379.0,40.0,3.0,4.0,109.0,129.0,0.0,1708.0,6.0,2.0,182.0,37.0,10.0,38.0,597.0,28.0,62.0,113.0,135.0,2432.0,11.0,1.0,,58.0,1220.0,8.0,2.579,6.0,61.0,47.0,8.0,4.1766,1.0,1.0,,7.0,3.0,1.0,4.0,2.0,4.0,1.0,,1.0,,,,,,,,,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,
102548,Tiago Ilori,Defender,Liverpool,14,Portugal,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
