playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,goalAssists,goalKicks,savesMadeCaught,cleanSheets,penaltiesFaced,goalsConcededOutsideBox,savesFromPenalty,punches,penaltyGoalsConceded,successfulLaunches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCrossesOpenPlay,overruns,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,throwInsToOppositionPlayer,shotsBlockedInBox,iboxBlocked,unsuccessfulCornersIntoBox,handballsConceded,secondGoalAssists,rightFootGoals,leftFootGoals,clearancesOffTheLine,foulWonPenalty,unsuccessfulLayoffs,hitWoodwork,penaltiesConceded,ownGoalScored,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,setPiecesGoals
122798,Andy Robertson,Defender,Liverpool,14,Scotland,2022-23,0.0,0.0,3.0,95.0,6.504,32.0,5.0,4.0,0.2026,38.0,8.0,2.0,203.0,34.0,1.0,11.0,29.0,289.0,72.0,1834.0,,7.0,,1.0,5.0,46.0,,4.0,2588.0,4.0,24.0,87.0,68.0,65.0,1491.0,62.0,38.4691,44.0,43.0,34.0,71.0,821.0,10.0,0.0,182.0,27.0,,634.0,174.0,34.0,,17.0,23.0,786.0,32.0,,140.0,30.0,136.0,22.0,1790.0,4.0,32.0,527.0,21.0,17.0,5.0,70.0,22.0,18.0,54.0,309.0,2544.0,203.0,10.0,1.0,34.0,814.0,8.0,1.2357,86.0,91.0,,,,8.0,,,7.0,,2.0,,,1.0,3.0,,,,,,,,21.0,3.0,81.0,55.0,24.0,26.0,4.0,4.0,48.0,1.0,1.0,,,,,,,,,,,,,,
489580,Calvin Ramsay,Defender,Liverpool,14,Scotland,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204716,Ibrahima Konaté,Defender,Liverpool,14,France,2022-23,0.0,0.0,5.0,60.0,0.7798,32.0,5.0,3.0,1.053,38.0,6.0,2.0,94.0,18.0,1.0,21.0,17.0,145.0,1.0,1130.0,,1.0,,,1.0,60.0,,3.0,1551.0,3.0,14.0,109.0,12.0,63.0,951.0,23.0,23.4782,1.0,56.0,22.0,46.0,248.0,15.0,0.0,169.0,7.0,,453.0,107.0,18.0,,12.0,2.0,365.0,21.0,,1.0,6.0,109.0,46.0,1114.0,3.0,2.0,165.0,26.0,10.0,5.0,361.0,29.0,26.0,34.0,68.0,1359.0,3.0,,,11.0,620.0,16.0,1.181,51.0,65.0,,,,,,,7.0,,1.0,,,1.0,6.0,,,,,,,,,,,,,,5.0,5.0,,,,,,1.0,,,,1.0,1.0,,,,,,
171287,Joe Gomez,Defender,Liverpool,14,England,2022-23,0.0,0.0,3.0,65.0,0.6916,38.0,1.0,2.0,0.4179,28.0,5.0,2.0,108.0,21.0,,24.0,15.0,177.0,4.0,1321.0,,1.0,,1.0,6.0,84.0,2.0,,1461.0,,38.0,84.0,11.0,38.0,1071.0,6.0,23.2247,1.0,47.0,16.0,27.0,342.0,4.0,0.0,149.0,6.0,,431.0,126.0,21.0,2.0,7.0,1.0,423.0,15.0,,4.0,6.0,65.0,46.0,1312.0,3.0,2.0,214.0,21.0,6.0,11.0,480.0,13.0,24.0,73.0,68.0,1546.0,22.0,,1.0,22.0,721.0,8.0,0.1578,69.0,64.0,,,,,3.0,,8.0,,1.0,,,1.0,6.0,,,,3.0,,,,,,,,,8.0,,,,,,,,,,,,1.0,,,,,,,
60914,Joël Matip,Defender,Liverpool,14,Cameroon,2022-23,0.0,0.0,3.0,48.0,0.4164,24.0,,3.0,0.545,14.0,5.0,,86.0,14.0,,15.0,12.0,117.0,1.0,879.0,1.0,1.0,1.0,,2.0,48.0,,2.0,1093.0,2.0,23.0,48.0,10.0,23.0,726.0,17.0,17.5409,4.0,42.0,20.0,25.0,173.0,5.0,1.0,96.0,5.0,0.0,310.0,78.0,14.0,,6.0,3.0,253.0,18.0,1.0,1.0,4.0,48.0,25.0,872.0,2.0,1.0,137.0,8.0,4.0,3.0,328.0,10.0,21.0,36.0,68.0,1020.0,4.0,2.0,,11.0,509.0,5.0,0.8692,31.0,42.0,,,,,,,3.0,,2.0,,,1.0,6.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,
214285,Kostas Tsimikas,Defender,Liverpool,14,Greece,2022-23,0.0,0.0,3.0,42.0,1.2974,11.0,4.0,2.0,,14.0,3.0,1.0,54.0,20.0,,7.0,9.0,65.0,33.0,444.0,,,,2.0,11.0,14.0,,2.0,768.0,2.0,7.0,36.0,16.0,29.0,362.0,22.0,13.6782,14.0,14.0,11.0,35.0,154.0,9.0,0.0,78.0,7.0,,136.0,50.0,20.0,,5.0,8.0,207.0,10.0,,65.0,15.0,64.0,7.0,430.0,1.0,14.0,172.0,9.0,6.0,1.0,16.0,13.0,12.0,17.0,138.0,745.0,75.0,7.0,2.0,4.0,192.0,9.0,0.313,11.0,22.0,,,,4.0,,,1.0,,1.0,,,1.0,,,,,,,,,6.0,,36.0,20.0,13.0,12.0,2.0,2.0,21.0,,,,,,,,,,,,,,,,
462491,Luke Chambers,Defender,Liverpool,14,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197464,Nathaniel Phillips,Defender,Liverpool,14,England,2022-23,0.0,0.0,0.0,1.0,0.0105,2.0,1.0,,,2.0,,,6.0,2.0,,,1.0,11.0,,82.0,,,,,1.0,4.0,,,66.0,,,6.0,,2.0,63.0,1.0,1.0322,,1.0,1.0,1.0,30.0,,0.0,7.0,,,32.0,14.0,2.0,,1.0,,30.0,1.0,,,,3.0,4.0,80.0,,,13.0,1.0,,,19.0,1.0,2.0,8.0,1.0,90.0,,1.0,,3.0,41.0,,0.0433,5.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
219937,Rhys Williams,Defender,Liverpool,14,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444765,Sepp van den Berg,Defender,Liverpool,14,Netherlands,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
