playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,penaltyGoalsConceded,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,offsides,throwInsToOppositionPlayer,leftFootGoals,clearancesOffTheLine,secondGoalAssists,ownGoalScored,foulWonPenalty,redCards2ndYellow,penaltiesConceded,otherGoals,setPiecesGoals
611926,Amara Nallo,Defender,Liverpool,14,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122798,Andy Robertson,Defender,Liverpool,14,Scotland,2023-24,0.0,0.0,2.0,55.0,3.0,7.0,1.8562,35.0,,23.0,1244.0,3.0,2.0,1.0,5.0,4.0,4.0,13.0,2.0,45.0,32.0,23.0539,60.0,5.0,2.0,5.0,1.0,104.0,23.0,1.0,12.0,128.0,18.0,,1208.0,2.0,335.0,24.0,,66.0,9.0,55.0,47.0,211.0,1744.0,101.0,,508.0,1.0,49.0,47.0,21.0,4.3979,,,9.0,104.0,2.0,3.0,18.0,153.0,68.0,90.0,27.0,2.0,,56.0,1691.0,,59.0,43.0,1044.0,56.0,34.0,22.0,42.0,515.0,114.0,14.0,1.0,452.0,,,11.0,,639.0,20.0,,2.0,87.0,14.0,22.0,5.0,6.0,13.0,,4.0,1.0,23.0,5.0,1.9487,,,,,,,,,,,,,,,3.0,8.0,2.0,1.0,3.0,,,,,,
519328,Calum Scanlon,Defender,Liverpool,14,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492777,Conor Bradley,Defender,Liverpool,14,Northern Ireland,2023-24,0.0,0.0,2.0,51.0,4.0,4.0,1.6553,33.0,3.0,11.0,437.0,1.0,0.0,1.0,1.0,3.0,3.0,5.0,1.0,58.0,,7.8652,12.0,2.0,3.0,12.0,1.0,50.0,11.0,1.0,14.0,14.0,24.0,,427.0,4.0,155.0,25.0,,169.0,8.0,,15.0,97.0,705.0,64.0,,131.0,,15.0,22.0,4.0,1.1933,,3.0,8.0,71.0,3.0,,10.0,86.0,14.0,,16.0,,,4.0,761.0,,69.0,32.0,336.0,40.0,13.0,7.0,46.0,44.0,120.0,16.0,1.0,127.0,,,8.0,,224.0,6.0,,3.0,104.0,11.0,10.0,13.0,1.0,10.0,,8.0,1.0,14.0,8.0,0.8925,,,,,,,,,,,,,,,2.0,11.0,,,,1.0,,,,,
204716,Ibrahima Konaté,Defender,Liverpool,14,France,2023-24,0.0,1.0,3.0,68.0,1.0,2.0,0.5334,36.0,5.0,22.0,1449.0,,,,5.0,2.0,2.0,31.0,,55.0,,17.3818,8.0,9.0,1.0,13.0,0.0,97.0,22.0,,1.0,1.0,6.0,,1425.0,8.0,191.0,22.0,,512.0,25.0,,47.0,89.0,1662.0,11.0,,663.0,,62.0,59.0,,0.5445,,,10.0,112.0,,,17.0,174.0,1.0,,108.0,5.0,,,1571.0,,132.0,14.0,1228.0,19.0,51.0,18.0,37.0,263.0,200.0,6.0,,585.0,,,14.0,1.0,612.0,18.0,,1.0,92.0,77.0,1.0,6.0,12.0,20.0,,2.0,,31.0,18.0,0.6812,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,
441428,Jarell Quansah,Defender,Liverpool,14,England,2023-24,0.0,0.0,1.0,43.0,,4.0,0.6279,25.0,1.0,17.0,1165.0,2.0,1.0,,4.0,1.0,1.0,22.0,3.0,31.0,,13.7248,3.0,9.0,,2.0,0.0,72.0,17.0,1.0,3.0,,5.0,,1147.0,2.0,142.0,22.0,,447.0,10.0,,44.0,106.0,1301.0,4.0,,673.0,,54.0,47.0,,0.1717,,,6.0,77.0,,,13.0,131.0,,,67.0,2.0,1.0,,1189.0,,76.0,10.0,990.0,8.0,39.0,15.0,21.0,222.0,119.0,8.0,1.0,390.0,,1.0,3.0,,361.0,12.0,1.0,,52.0,45.0,,4.0,8.0,17.0,,3.0,,30.0,8.0,1.04,,,2.0,,,,,,,,2.0,,,,,,,,,,,,1.0,,
171287,Joe Gomez,Defender,Liverpool,14,England,2023-24,0.0,0.0,5.0,94.0,5.0,2.0,0.2545,47.0,3.0,32.0,1149.0,,,5.0,15.0,2.0,2.0,11.0,2.0,78.0,,21.4152,21.0,5.0,,16.0,0.0,111.0,32.0,,12.0,32.0,23.0,,1133.0,12.0,279.0,31.0,,256.0,28.0,,48.0,217.0,1619.0,116.0,,480.0,,34.0,47.0,7.0,1.0994,,,14.0,124.0,1.0,3.0,17.0,158.0,32.0,,42.0,5.0,,7.0,1778.0,,109.0,51.0,943.0,30.0,45.0,19.0,83.0,323.0,203.0,22.0,,353.0,,,16.0,,518.0,17.0,,,161.0,31.0,15.0,15.0,4.0,19.0,,5.0,5.0,16.0,23.0,0.769,,,2.0,,,,1.0,,,,2.0,,,,,37.0,,,,,,,,,
60914,Joël Matip,Defender,Liverpool,14,Cameroon,2023-24,0.0,0.0,2.0,27.0,1.0,,,12.0,,10.0,563.0,,,,1.0,,,10.0,1.0,15.0,,9.3638,2.0,3.0,1.0,3.0,0.0,58.0,10.0,,2.0,,6.0,,559.0,4.0,80.0,6.0,,217.0,7.0,,16.0,39.0,677.0,,,339.0,,22.0,30.0,,0.1277,,1.0,4.0,47.0,,,9.0,69.0,,,38.0,2.0,,,783.0,,43.0,8.0,478.0,12.0,41.0,9.0,17.0,97.0,70.0,4.0,,210.0,,,6.0,,155.0,8.0,,1.0,32.0,28.0,,,12.0,9.0,,3.0,,12.0,6.0,0.4872,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,
214285,Kostas Tsimikas,Defender,Liverpool,14,Greece,2023-24,0.0,0.0,0.0,44.0,1.0,,,19.0,,13.0,360.0,,,,5.0,,,14.0,,29.0,9.0,7.3095,13.0,1.0,1.0,7.0,0.0,43.0,13.0,,10.0,53.0,14.0,,351.0,2.0,141.0,13.0,,18.0,11.0,20.0,12.0,99.0,596.0,56.0,,138.0,,15.0,22.0,6.0,1.2515,,1.0,2.0,37.0,3.0,,8.0,52.0,31.0,29.0,18.0,3.0,,19.0,677.0,,33.0,18.0,296.0,17.0,9.0,7.0,30.0,126.0,77.0,8.0,,117.0,,,6.0,,189.0,7.0,,1.0,59.0,4.0,11.0,4.0,1.0,6.0,,2.0,,10.0,9.0,0.1014,,,,,,,1.0,,,,,,,,1.0,11.0,,,,,,,,,
462491,Luke Chambers,Defender,Liverpool,14,England,2023-24,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
