playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,penaltiesConceded,foulWonPenalty,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,setPiecesGoals,penaltiesSaved,savesFromPenalty,drops
100059,Alberto Moreno,Defender,Liverpool,14,Spain,2016-17,12.0,1.0,,,6.0,,12.0,182.0,,,,,10.0,,,4.0,,15.0,1.0,1.0,4.846,4.0,,1.0,6.0,0.0,15.0,12.0,,,,10.0,1.0,176.0,2.0,53.0,6.0,4.0,2.0,1.0,5.0,41.0,276.0,24.0,1.0,59.0,,16.0,6.0,,1.0,0.407,0.0,2.0,14.0,1.0,1.0,2.0,30.0,7.0,3.0,6.0,,,3.0,298.0,1.0,17.0,3.0,147.0,6.0,4.0,17.0,7.0,8.0,71.0,29.0,2.0,,66.0,,,96.0,7.0,,1.0,23.0,2.0,0.0,3.0,3.0,,2.0,,,9.0,2.0,0.2187,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
134383,Connor Randall,Defender,Liverpool,14,England,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
38454,Dejan Lovren,Defender,Liverpool,14,Croatia,2016-17,102.0,3.0,5.0,1.4731,41.0,1.0,29.0,2001.0,2.0,1.0,2.0,,,2.0,2.0,57.0,4.0,61.0,,3.0,29.0014,7.0,25.0,3.0,20.0,0.0,130.0,29.0,1.0,,,6.0,4.0,1952.0,7.0,290.0,31.0,557.0,25.0,,140.0,135.0,2387.0,12.0,1.0,1108.0,1.0,161.0,62.0,,1.0,1.7742,0.0,12.0,110.0,1.0,1.0,29.0,271.0,6.0,,160.0,11.0,1.0,1.0,2554.0,,164.0,13.0,1590.0,29.0,1.0,182.0,31.0,45.0,502.0,266.0,9.0,0.0,807.0,1.0,10.0,623.0,27.0,1.0,3.0,106.0,103.0,0.0,3.0,1.0,16.0,45.0,2.0,,100.0,9.0,1.0901,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
171287,Joe Gomez,Defender,Liverpool,14,England,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
91979,Jon Flanagan,Defender,Liverpool,14,England,2016-17,30.0,,,,23.0,,6.0,136.0,,,,,3.0,,,4.0,,25.0,,1.0,5.1008,1.0,5.0,,2.0,0.0,27.0,6.0,,,1.0,4.0,5.0,134.0,,74.0,13.0,25.0,9.0,,11.0,18.0,260.0,21.0,,46.0,1.0,21.0,9.0,,,0.0954,0.0,,22.0,,,3.0,43.0,4.0,,7.0,1.0,,,359.0,,28.0,7.0,82.0,,18.0,23.0,4.0,26.0,29.0,58.0,3.0,,64.0,,10.0,47.0,4.0,,,51.0,3.0,0.0,3.0,,,14.0,1.0,,16.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
60914,Joël Matip,Defender,Liverpool,14,Cameroon,2016-17,67.0,8.0,4.0,0.7959,47.0,1.0,29.0,1698.0,1.0,,1.0,1.0,2.0,3.0,3.0,40.0,3.0,68.0,,,26.2984,10.0,11.0,7.0,11.0,1.0,149.0,29.0,,,4.0,5.0,7.0,1666.0,14.0,240.0,35.0,700.0,14.0,,93.0,142.0,2062.0,7.0,3.0,879.0,,88.0,65.0,,,0.8379,0.0,18.0,130.0,,5.0,27.0,218.0,5.0,,103.0,9.0,,,2456.0,1.0,131.0,18.0,1387.0,42.0,,154.0,25.0,27.0,225.0,198.0,9.0,0.0,631.0,,12.0,601.0,22.0,1.0,7.0,95.0,63.0,0.0,9.0,10.0,12.0,47.0,,1.0,45.0,7.0,3.1561,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
40784,Mamadou Sakho,Defender,Liverpool,14,France,2016-17,26.0,,,,3.0,,8.0,225.0,,,,,,,,17.0,,9.0,,,8.4778,4.0,3.0,,3.0,0.0,59.0,8.0,,,1.0,,4.0,220.0,2.0,49.0,2.0,34.0,1.0,,12.0,14.0,327.0,2.0,,133.0,,16.0,13.0,,1.0,0.1811,0.0,2.0,23.0,,,8.0,39.0,,,36.0,4.0,,1.0,687.0,,28.0,4.0,174.0,9.0,,47.0,6.0,9.0,77.0,54.0,3.0,,100.0,,1.0,54.0,6.0,,,18.0,19.0,0.0,,3.0,3.0,15.0,1.0,,10.0,1.0,0.1674,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
57328,Nathaniel Clyne,Defender,Liverpool,14,England,2016-17,116.0,8.0,5.0,1.0057,80.0,1.0,37.0,1795.0,,1.0,,4.0,,2.0,2.0,43.0,5.0,121.0,,3.0,38.9855,43.0,14.0,4.0,20.0,0.0,174.0,37.0,,,17.0,79.0,37.0,1778.0,13.0,507.0,61.0,758.0,14.0,,44.0,301.0,2694.0,343.0,1.0,481.0,1.0,93.0,72.0,,18.0,3.5939,0.0,18.0,206.0,2.0,8.0,37.0,299.0,79.0,,56.0,12.0,3.0,18.0,3324.0,,134.0,85.0,1452.0,57.0,55.0,54.0,41.0,73.0,106.0,250.0,37.0,,630.0,3.0,19.0,1033.0,36.0,,4.0,194.0,13.0,0.0,21.0,21.0,2.0,43.0,1.0,4.0,54.0,8.0,1.3293,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
33871,Ragnar Klavan,Defender,Liverpool,14,Estonia,2016-17,57.0,1.0,2.0,0.2894,25.0,1.0,20.0,938.0,,,,,5.0,2.0,2.0,33.0,2.0,38.0,,2.0,15.5669,3.0,8.0,1.0,7.0,0.0,86.0,20.0,,,,,1.0,917.0,1.0,116.0,18.0,208.0,15.0,,50.0,50.0,1125.0,4.0,,607.0,,59.0,27.0,,1.0,0.4378,0.0,3.0,50.0,,,15.0,109.0,,,71.0,3.0,,1.0,1408.0,,76.0,8.0,779.0,12.0,,92.0,19.0,24.0,360.0,133.0,4.0,,320.0,,7.0,223.0,17.0,,1.0,62.0,38.0,0.0,,6.0,9.0,14.0,,,33.0,6.0,0.29,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
169187,Trent Alexander-Arnold,Defender,Liverpool,14,England,2016-17,10.0,1.0,2.0,0.6425,4.0,,7.0,71.0,,,,,5.0,1.0,1.0,1.0,,7.0,,,1.5597,1.0,,1.0,2.0,0.0,9.0,7.0,,,2.0,5.0,4.0,70.0,,47.0,2.0,20.0,1.0,,3.0,20.0,137.0,13.0,,18.0,,8.0,9.0,,1.0,0.0657,0.0,2.0,17.0,,1.0,2.0,25.0,5.0,,1.0,,1.0,1.0,165.0,,7.0,4.0,43.0,5.0,6.0,11.0,2.0,9.0,3.0,17.0,1.0,,28.0,1.0,2.0,29.0,2.0,,1.0,16.0,,0.0,,1.0,1.0,3.0,1.0,,3.0,,0.1437,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
