playerId,playerName,position,team_name,team_id,nationality,season,punches,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,rightsidePasses,savesMade,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,aerialDuels,gkUnsuccessfulDistribution,cleanSheets,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,successfulLayoffs,successfulFiftyFifty,unsuccessfulCrossesOpenPlay,goals,oboxBlocked,substituteOn,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,putthroughBlockedDistribution,groundDuelsWon,totalTouchesInOppositionBox,keyPassesAttemptAssists,groundDuelsLost,totalFoulsWon,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,penaltiesSaved,catches,savesMadeCaught,penaltiesFaced,penaltiesConceded,savesFromPenalty,penaltyGoalsConceded,drops,lastPlayerTackle,headedGoals,tacklesWon,successfulCrossesOpenPlay,throughBalls,offsides,cornersTakenInclShortCorners,successfulCrossesAndCorners,unsuccessfulLayoffs,successfulCornersIntoBox,throwInsToOppositionPlayer,shotsBlockedInBox,iboxBlocked,blocks,unsuccessfulCornersIntoBox,clearancesOffTheLine,rightFootGoals,hitWoodwork,secondGoalAssists,foulWonPenalty,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,handballsConceded,penaltiesTaken,penaltyGoals
122798,Andy Robertson,Defender,Liverpool,14,Scotland,2020-21,,44.4037,14.0,5.8963,68.0,42.0,0.0,1318.0,,1.0,227.0,1.0,811.0,229.0,38.0,,294.0,38.0,1412.0,38.0,38.0,417.0,2680.0,0.0,,30.0,0.0,,2603.0,767.0,56.0,,10.0,,105.0,79.0,3385.0,3683.0,113.0,4.0,49.0,911.0,2184.0,,2.0,123.0,114.0,114.0,78.0,5.0,5.0,10.0,1.0696,46.0,14.0,7.0,1.0,31.0,135.0,1.0,1.0,,,4.0,4.0,26.0,81.0,83.0,98.0,59.0,88.0,10.0,30.0,,12.0,1.0,25.0,234.0,36.0,171.0,9.0,41.0,28.0,23.0,21.0,446.0,301.0,3.0,1.0,14.0,1.4709,,,,,1.0,,4.0,,,,34.0,36.0,2.0,8.0,119.0,60.0,1.0,20.0,20.0,4.0,4.0,9.0,80.0,1.0,,,,,,,,,,
152898,Ben Davies,Defender,Liverpool,14,England,2020-21,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480818,Billy Koumetio,Defender,Liverpool,14,France,2020-21,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171287,Joe Gomez,Defender,Liverpool,14,England,2020-21,,8.4622,3.0,0.0593,28.0,14.0,0.0,155.0,,0.0,64.0,0.0,172.0,35.0,7.0,,28.0,7.0,160.0,6.0,12.0,57.0,556.0,0.0,,21.0,0.0,,543.0,63.0,39.0,,,,202.0,39.0,590.0,619.0,34.0,2.0,8.0,339.0,460.0,,0.0,29.0,20.0,30.0,21.0,,,,,3.0,,,,8.0,,,,1.0,,,,18.0,2.0,13.0,,1.0,12.0,6.0,1.0,,1.0,,,,3.0,25.0,,1.0,4.0,6.0,4.0,27.0,1.0,1.0,,3.0,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,,
60914,Joël Matip,Defender,Liverpool,14,Cameroon,2020-21,,6.5075,2.0,0.3877,22.0,5.0,0.0,136.0,,0.0,64.0,1.0,165.0,43.0,10.0,,43.0,10.0,139.0,9.0,5.0,67.0,546.0,0.0,,23.0,0.0,,532.0,71.0,34.0,,3.0,,208.0,14.0,691.0,620.0,41.0,,6.0,340.0,465.0,,2.0,24.0,17.0,23.0,21.0,1.0,2.0,,0.5993,14.0,4.0,2.0,,12.0,,1.0,,1.0,,1.0,1.0,11.0,6.0,18.0,6.0,1.0,12.0,4.0,6.0,,5.0,,,,1.0,30.0,2.0,,,11.0,7.0,37.0,,3.0,,3.0,0.8048,,,,,,,1.0,,1.0,1.0,9.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,
214285,Kostas Tsimikas,Defender,Liverpool,14,Greece,2020-21,,,,0.0003,,,0.0,2.0,,0.0,3.0,0.0,1.0,,2.0,,1.0,2.0,,,,1.0,5.0,0.0,,,0.0,,5.0,4.0,2.0,,,,,,6.0,10.0,,,,4.0,4.0,,0.0,,,3.0,2.0,,,,,,,,,,2.0,,,2.0,,,,2.0,1.0,,,,1.0,,,,,,,2.0,,1.0,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197464,Nathaniel Phillips,Defender,Liverpool,14,England,2020-21,,14.6039,5.0,0.3068,81.0,11.0,0.0,264.0,,0.0,211.0,0.0,400.0,83.0,17.0,,113.0,17.0,301.0,15.0,10.0,177.0,1117.0,1.0,,96.0,0.0,,1099.0,190.0,146.0,,7.0,,381.0,45.0,1455.0,1335.0,128.0,1.0,24.0,639.0,895.0,,2.0,64.0,68.0,83.0,41.0,2.0,2.0,,0.1495,22.0,13.0,1.0,,29.0,1.0,1.0,,2.0,,1.0,1.0,50.0,9.0,32.0,24.0,6.0,33.0,9.0,3.0,,8.0,,,1.0,3.0,65.0,11.0,1.0,2.0,20.0,20.0,72.0,8.0,,,9.0,1.0221,,,,,,,2.0,,,1.0,14.0,,,,,,,,,2.0,2.0,14.0,,2.0,,,,,,,,,,
215136,Neco Williams,Defender,Liverpool,14,Wales,2020-21,,3.4596,1.0,0.0935,4.0,1.0,0.0,9.0,,0.0,36.0,0.0,58.0,16.0,6.0,,16.0,6.0,84.0,3.0,1.0,32.0,157.0,0.0,,3.0,0.0,,154.0,65.0,8.0,,,,55.0,3.0,248.0,259.0,19.0,,6.0,42.0,122.0,,1.0,16.0,10.0,17.0,5.0,1.0,,,,6.0,1.0,,,2.0,23.0,,,3.0,,,,5.0,12.0,16.0,8.0,3.0,12.0,6.0,2.0,,1.0,,2.0,23.0,5.0,28.0,1.0,2.0,5.0,3.0,6.0,35.0,25.0,3.0,,1.0,0.083,,,,,1.0,,,,,,5.0,1.0,,,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
438277,Ozan Kabak,Defender,Liverpool,14,Turkey,2020-21,,11.5811,3.0,0.0405,27.0,9.0,0.0,218.0,,0.0,91.0,0.0,177.0,54.0,9.0,,30.0,9.0,127.0,9.0,8.0,66.0,584.0,0.0,,26.0,0.0,,576.0,77.0,46.0,,2.0,,139.0,15.0,803.0,681.0,51.0,1.0,15.0,391.0,503.0,,3.0,36.0,24.0,40.0,19.0,,,,,19.0,1.0,,,9.0,,,,,,,,20.0,1.0,25.0,7.0,1.0,20.0,3.0,,,9.0,,2.0,,5.0,45.0,1.0,1.0,3.0,12.0,12.0,50.0,2.0,2.0,,8.0,0.1356,,,,,,,1.0,,1.0,,10.0,,,,,,,,,,,2.0,,,,,,,,,,,,
219937,Rhys Williams,Defender,Liverpool,14,England,2020-21,,7.1568,3.0,0.1999,26.0,6.0,0.0,179.0,,0.0,50.0,0.0,137.0,34.0,9.0,,47.0,9.0,126.0,7.0,6.0,64.0,504.0,0.0,,30.0,0.0,,498.0,64.0,38.0,,3.0,,149.0,19.0,660.0,560.0,38.0,,9.0,314.0,421.0,,0.0,17.0,35.0,12.0,7.0,2.0,,,,6.0,5.0,,,4.0,,,,2.0,,,,8.0,1.0,8.0,10.0,2.0,4.0,2.0,1.0,,2.0,,,,,12.0,5.0,1.0,,4.0,6.0,39.0,,1.0,,1.0,0.494,,,,,,,,,,,4.0,,1.0,,,,,,,2.0,2.0,3.0,,,,,,,,,,,,
