season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025050,1,43,Manchester_City,Away,125274,88248,Stefan Ortega,stefan-ortega,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025050,1,43,Manchester_City,Away,980643,432720,James Trafford,james-trafford,G,False,,3.0,2.0,,19.0,19.0,,,,10.0,,,,,,,,,,,,0.00013093,,,,0.0,,0.7363,1.0,,,,,0.04,1.24,0.11,0.0,4.01,90.0,,,,,,,,9.0,,1.0,7.4,3.0,3.0,,,,2.0,,,3.0,10.0,,7.0,21.0,28.0,,,0,,38.0,,,,
2025-26,14025083,2,43,Manchester_City,Home,254491,121160,Ederson,ederson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025083,2,43,Manchester_City,Home,980643,432720,James Trafford,james-trafford,G,False,,3.0,4.0,1.0,25.0,26.0,,,,10.0,,,,,,,,,3.0,1.0,,9.578e-05,,,,0.0,,0.0815,,,,,,,,,,,90.0,,,,,,,,11.0,,,6.3,3.0,3.0,,,,3.0,,,4.0,13.0,,10.0,27.0,37.0,,,0,2.0,51.0,,1.0,,1.0
2025-26,14025094,3,43,Manchester_City,Away,254491,121160,Ederson,ederson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,43,Manchester_City,Away,980643,432720,James Trafford,james-trafford,G,False,,1.0,7.0,2.0,30.0,32.0,,1.0,,13.0,,,,,,,,,2.0,,,0.00076961,,,,0.0,,1.0718,1.0,,,,,,,,,,90.0,,,,1.0,,,,10.0,,,8.5,3.0,5.0,,,,1.0,1.0,,1.0,17.0,,9.0,33.0,42.0,,,0,,53.0,,,1.0,
2025-26,14025142,4,43,Manchester_City,Home,824509,204936,Gianluigi Donnarumma,gianluigi-donnarumma,G,False,,,6.0,2.0,15.0,17.0,,1.0,,6.0,,,,,,,,,1.0,,,0.00012469,,,,0.0,,0.1434,,,,,,,,,,,90.0,,,,,,,,13.0,,3.0,7.0,1.0,2.0,,,,3.0,,,,19.0,,11.0,19.0,30.0,,,0,,39.0,,,,
2025-26,14025142,4,43,Manchester_City,Home,980643,432720,James Trafford,james-trafford,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025154,5,43,Manchester_City,Away,824509,204936,Gianluigi Donnarumma,gianluigi-donnarumma,G,False,,,8.0,5.0,9.0,14.0,,1.0,,4.0,,,,,,,,,1.0,,1.0,0.00153736,,,,0.0,,0.237,,,,,,,,,,,90.0,,,,,,,,13.0,,4.0,6.3,2.0,2.0,,,,5.0,,,,21.0,,14.0,13.0,27.0,,,0,,36.0,,,,
2025-26,14025154,5,43,Manchester_City,Away,980643,432720,James Trafford,james-trafford,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
