season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896992,1,6,Tottenham_Hotspur,Home,108579,78830,Harry Kane,harry-kane,F,False,,,1.0,7.0,2.0,9.0,1.0,2.0,2.0,1.0,,,3.0,,2.0,8.0,3.0,,,1.0,,,,,,2.0,,90.0,1.0,,,,,,11.0,,7.0,,,1.0,,1.0,2.0,1.0,,2.0,,15.0,2.0,16.0,2,,27.0,,,1.0,
2020-21,8896992,1,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,3.0,,,20.0,1.0,18.0,,,,1.0,,1.0,1.0,,2.0,3.0,1.0,,,,,,,,,3.0,,90.0,1.0,,,,,,15.0,,7.1,,,,,,,9.0,,,,28.0,2.0,21.0,2,1.0,41.0,4.0,,,1.0
2020-21,8896992,1,6,Tottenham_Hotspur,Home,149710,95715,Lucas Moura,lucas-moura,F,False,,,1.0,21.0,6.0,27.0,3.0,3.0,5.0,,,1.0,3.0,,7.0,17.0,5.0,,,2.0,,,,,1.0,,,90.0,1.0,,,,,,21.0,,5.5,,,,,,2.0,2.0,,2.0,,30.0,7.0,35.0,2,,57.0,1.0,2.0,,
2020-21,8896924,2,6,Tottenham_Hotspur,Away,108579,78830,Harry Kane,harry-kane,F,False,,,4.0,7.0,1.0,8.0,3.0,1.0,3.0,3.0,,,,,,4.0,3.0,,,,4.0,1.0,,,,4.0,,84.0,1.0,,,,,,10.0,,9.9,,,1.0,,3.0,2.0,,,5.0,1.0,9.0,4.0,13.0,2,1.0,27.0,2.0,,1.0,1.0
2020-21,8896924,2,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,,,,10.0,7.0,17.0,1.0,1.0,6.0,,,,1.0,,2.0,4.0,2.0,,,,,4.0,,,1.0,2.0,,90.0,4.0,,,,,,14.0,,10.0,,,,,,1.0,4.0,,,4.0,18.0,9.0,23.0,4,,39.0,2.0,,1.0,
2020-21,8896924,2,6,Tottenham_Hotspur,Away,149710,95715,Lucas Moura,lucas-moura,F,False,,,,1.0,4.0,5.0,5.0,1.0,4.0,,,,,,,8.0,3.0,,,1.0,,,,,,,,61.0,,,,,,,9.0,,6.3,,,,,,3.0,,,1.0,1.0,5.0,4.0,9.0,0,,20.0,2.0,1.0,1.0,
2020-21,8896939,3,6,Tottenham_Hotspur,Home,108579,78830,Harry Kane,harry-kane,F,False,,,4.0,15.0,,15.0,2.0,1.0,,1.0,2.0,,,,4.0,7.0,2.0,,,1.0,1.0,,,,,2.0,,90.0,5.0,,,,,,11.0,,7.2,,,3.0,,,1.0,1.0,,5.0,,19.0,,18.0,8,,40.0,3.0,,1.0,
2020-21,8896939,3,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,2.0,,1.0,13.0,3.0,14.0,,,2.0,1.0,,,,,,,1.0,,,,,,,2.0,1.0,3.0,,45.0,,,,,,,5.0,,7.7,,,2.0,,,1.0,3.0,,1.0,,17.0,3.0,17.0,2,,25.0,1.0,,1.0,
2020-21,8896939,3,6,Tottenham_Hotspur,Home,149710,95715,Lucas Moura,lucas-moura,F,False,,,,31.0,2.0,33.0,3.0,1.0,4.0,,,1.0,,,,7.0,4.0,,,3.0,,1.0,,,,1.0,,79.0,2.0,,,,,,16.0,,7.3,,,,,1.0,3.0,1.0,,1.0,,41.0,5.0,45.0,3,,61.0,2.0,1.0,2.0,
2020-21,8896904,4,6,Tottenham_Hotspur,Away,108579,78830,Harry Kane,harry-kane,F,False,,,2.0,18.0,5.0,23.0,2.0,,1.0,1.0,,2.0,2.0,,1.0,7.0,2.0,,,1.0,1.0,2.0,,,1.0,3.0,,90.0,3.0,,,,,,7.0,,9.0,,,2.0,,,1.0,2.0,,2.0,,22.0,6.0,26.0,7,,42.0,,2.0,,
