season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576188,1,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,1.0,,,22.0,4.0,25.0,7.0,2.0,4.0,,,2.0,,,,1.0,8.0,4.0,,,,,1.0,,,,,1.0,,90.0,1.0,,,,,,12.0,,7.7,,,2.0,,,1.0,6.0,,,1.0,30.0,4.0,28.0,5,,49.0,2.0,1.0,1.0,
2021-22,9576188,1,6,Tottenham_Hotspur,Home,149710,95715,Lucas Moura,lucas-moura,F,False,,,1.0,19.0,10.0,29.0,2.0,5.0,10.0,,,1.0,2.0,,,3.0,13.0,16.0,,,2.0,,,,,,1.0,3.0,,90.0,1.0,,,,,,17.0,,7.5,,,1.0,,3.0,10.0,,,1.0,1.0,24.0,12.0,36.0,3,1.0,68.0,2.0,4.0,6.0,
2021-22,9576188,1,6,Tottenham_Hotspur,Home,998772,490145,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,108579,78830,Harry Kane,harry-kane,F,True,,,,4.0,2.0,6.0,1.0,2.0,,,1.0,,,,,1.0,2.0,2.0,,,,,,,,,,1.0,,18.0,1.0,,,,,,6.0,,6.4,,,,,,,,,,,8.0,2.0,10.0,1,,14.0,,,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,,,,7.0,3.0,10.0,1.0,,5.0,,,1.0,1.0,,,2.0,4.0,3.0,,,,,,,,,,,,72.0,1.0,,,,,,13.0,,6.8,,,,,,2.0,3.0,,,,12.0,5.0,14.0,2,,28.0,4.0,1.0,2.0,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,149710,95715,Lucas Moura,lucas-moura,F,False,,,,11.0,1.0,12.0,2.0,2.0,2.0,,,,1.0,,,1.0,4.0,7.0,,,,,,,,,2.0,,,67.0,,,,,,,9.0,,6.9,,,,,1.0,,,,1.0,,12.0,3.0,15.0,0,3.0,30.0,5.0,2.0,,
2021-22,9576150,2,6,Tottenham_Hotspur,Away,998772,490145,Dane Scarlett,dane-scarlett,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,108579,78830,Harry Kane,harry-kane,F,False,,,2.0,21.0,2.0,23.0,3.0,,1.0,,,,1.0,,,2.0,7.0,3.0,,,1.0,,,,,,,3.0,,90.0,1.0,,,,,,9.0,,7.0,,,,,1.0,1.0,1.0,,2.0,1.0,26.0,2.0,27.0,1,1.0,39.0,2.0,1.0,1.0,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,2.0,,1.0,30.0,1.0,29.0,,1.0,3.0,,,,,,,1.0,4.0,4.0,,,1.0,,1.0,,,,,2.0,,88.0,2.0,,,,,,22.0,,7.8,,,1.0,,,5.0,10.0,,1.0,1.0,44.0,3.0,37.0,3,,62.0,2.0,,3.0,
2021-22,9576132,3,6,Tottenham_Hotspur,Home,149710,95715,Lucas Moura,lucas-moura,F,True,,,,6.0,3.0,9.0,1.0,1.0,1.0,,,,1.0,,,2.0,5.0,3.0,,,,,,,,,,,,22.0,1.0,,,,,,7.0,,6.6,,,,,,2.0,,,,,8.0,3.0,11.0,1,,22.0,1.0,1.0,1.0,
