season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827868,1,6,Tottenham_Hotspur,Away,11692,19760,Fernando Llorente,fernando-llorente,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827868,1,6,Tottenham_Hotspur,Away,108579,78830,Harry Kane,harry-kane,F,False,,,2.0,16.0,6.0,22.0,2.0,1.0,5.0,1.0,,1.0,2.0,,,1.0,7.0,5.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,17.0,,6.7,,,1.0,,1.0,1.0,,,7.0,,22.0,10.0,32.0,2,1.0,51.0,4.0,3.0,,1.0
2018-19,7827868,1,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,True,,,,4.0,1.0,5.0,,,1.0,,,,,,,,,4.0,,,,,,,,,,,10.0,,,,,,,,2.0,,6.9,,,,,,,,,,,5.0,1.0,6.0,0,4.0,11.0,1.0,,,3.0
2018-19,7827868,1,6,Tottenham_Hotspur,Away,149710,95715,Lucas Moura,lucas-moura,F,False,,,,10.0,4.0,14.0,4.0,1.0,2.0,,,1.0,1.0,,,1.0,8.0,4.0,,,1.0,,,,,1.0,,,68.0,,,,,,,,14.0,,6.3,,,,,1.0,2.0,,,1.0,,13.0,8.0,21.0,1,1.0,35.0,5.0,1.0,1.0,1.0
2018-19,7827903,2,6,Tottenham_Hotspur,Home,108579,78830,Harry Kane,harry-kane,F,False,1.0,,3.0,18.0,1.0,18.0,,2.0,1.0,,2.0,,1.0,,,1.0,5.0,5.0,,,1.0,,1.0,,1.0,,2.0,,89.0,2.0,,,,,,,10.0,,7.2,,,2.0,,,5.0,1.0,,4.0,,21.0,1.0,21.0,4,,40.0,4.0,,3.0,
2018-19,7827903,2,6,Tottenham_Hotspur,Home,149710,95715,Lucas Moura,lucas-moura,F,False,,,,24.0,5.0,29.0,,2.0,2.0,,2.0,,2.0,,,2.0,8.0,10.0,,,2.0,,1.0,,,2.0,,,90.0,1.0,,,,,,,15.0,,7.0,,,1.0,,,4.0,,,,,32.0,5.0,37.0,2,4.0,57.0,2.0,2.0,2.0,2.0
2018-19,7827907,3,6,Tottenham_Hotspur,Away,11692,19760,Fernando Llorente,fernando-llorente,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827907,3,6,Tottenham_Hotspur,Away,108579,78830,Harry Kane,harry-kane,F,False,,,1.0,5.0,2.0,7.0,5.0,1.0,3.0,1.0,1.0,,,,,2.0,12.0,4.0,,,2.0,1.0,1.0,,,,1.0,,89.0,1.0,,,,,,,15.0,,7.3,,,1.0,,1.0,3.0,,,1.0,,9.0,2.0,11.0,2,1.0,29.0,6.0,2.0,,1.0
2018-19,7827907,3,6,Tottenham_Hotspur,Away,149710,95715,Lucas Moura,lucas-moura,F,False,,,,7.0,3.0,10.0,4.0,1.0,5.0,,,,,,,1.0,7.0,6.0,,,2.0,,2.0,,,3.0,1.0,,90.0,2.0,,,,,,,14.0,,8.5,,,,,1.0,2.0,,,,1.0,13.0,5.0,18.0,2,1.0,35.0,5.0,2.0,2.0,
2018-19,7827923,4,6,Tottenham_Hotspur,Away,11692,19760,Fernando Llorente,fernando-llorente,F,True,,,,1.0,1.0,2.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,9.0,,,,,,,,4.0,,6.4,,,,,,,1.0,,,,3.0,1.0,3.0,0,,6.0,2.0,,,
