season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352309,1,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,,,,27.0,3.0,30.0,,,2.0,,,,1.0,,2.0,5.0,3.0,,,0.0463333,0.1005,0.1274,1.0,,,,,,,,,75.0,1.0,,,1.0,,,9.0,,6.7,,,1.0,,,2.0,2.0,,,,33.0,3.0,34.0,2,1.0,46.0,,1.0,1.0,1.0
2023-24,11352309,1,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,False,,,,10.0,3.0,13.0,5.0,,1.0,,,1.0,,,3.0,10.0,3.0,,,0.0147996,0.1736,0.0626,,,,,,,,1.0,,90.0,1.0,,,,,,13.0,,6.6,,,,,,5.0,,,,,13.0,5.0,18.0,2,,36.0,3.0,,3.0,
2023-24,11352309,1,6,Tottenham_Hotspur,Away,862223,235674,Manor Solomon,manor-solomon,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352407,2,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,,,,25.0,5.0,30.0,,,5.0,1.0,,1.0,,,,2.0,6.0,,,0.37968,0.1291,0.0,,,,,,,1.0,4.0,,90.0,,,,,,,15.0,,7.9,,,,,2.0,5.0,3.0,,,,32.0,9.0,38.0,1,1.0,55.0,1.0,2.0,3.0,1.0
2023-24,11352407,2,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,False,,,2.0,7.0,2.0,9.0,5.0,,,,,,,,3.0,11.0,1.0,,,0.0079923,0.0,0.0,1.0,,,,,,,1.0,,70.0,,1.0,,,,,15.0,,6.4,,,,,1.0,3.0,,,2.0,,11.0,3.0,14.0,0,,28.0,5.0,,1.0,
2023-24,11352407,2,6,Tottenham_Hotspur,Home,862223,235674,Manor Solomon,manor-solomon,F,True,,,,2.0,4.0,6.0,,,1.0,,,,,,,,1.0,,,0.00080555,0.0,0.0,,,,,,,,,,12.0,,,,,,,1.0,,6.7,,,,,1.0,1.0,1.0,,,,3.0,4.0,6.0,0,,9.0,,,1.0,
2023-24,11352437,3,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,,,,26.0,7.0,33.0,,,3.0,1.0,,,1.0,,,2.0,4.0,,,0.288253,0.0472,0.0,,,,,,,1.0,4.0,,90.0,,,,,,,11.0,,8.0,,,2.0,,1.0,3.0,2.0,,,,34.0,7.0,39.0,2,,53.0,2.0,2.0,2.0,
2023-24,11352437,3,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,False,,,,4.0,6.0,10.0,3.0,2.0,1.0,,1.0,,1.0,,2.0,8.0,4.0,,,0.0449921,0.2623,0.1521,1.0,,,,,,,,,60.0,1.0,,,,,,11.0,,6.3,,,1.0,,,2.0,,,,,6.0,7.0,13.0,2,,29.0,4.0,1.0,1.0,
2023-24,11352437,3,6,Tottenham_Hotspur,Away,862223,235674,Manor Solomon,manor-solomon,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352561,4,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,1.0,,,10.0,5.0,14.0,,,2.0,,,2.0,1.0,,,2.0,,,,0.0674035,1.1174,1.5596,,,3.0,,,,,1.0,,72.0,3.0,,,,,,5.0,,9.2,,,,,,1.0,1.0,,,,12.0,6.0,17.0,5,,27.0,1.0,,,
2023-24,11352561,4,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,True,,,,,2.0,2.0,2.0,,,,,,,,,3.0,1.0,,,3.306e-05,0.0,0.0,,,,,,,,,,18.0,,1.0,,,,,2.0,,6.5,,,,,,1.0,,,1.0,1.0,1.0,2.0,3.0,0,,7.0,,1.0,,
2023-24,11352561,4,6,Tottenham_Hotspur,Away,862223,235674,Manor Solomon,manor-solomon,F,False,,,,16.0,4.0,20.0,1.0,,2.0,1.0,,2.0,,,,3.0,5.0,,,0.312919,0.1169,0.0,,2.0,,,,,1.0,5.0,,68.0,,,,,,,6.0,,8.4,,,,,,5.0,,,,,18.0,4.0,22.0,2,2.0,37.0,2.0,,3.0,2.0
2023-24,11352621,5,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,,,,12.0,4.0,16.0,1.0,1.0,,,,1.0,,,,3.0,2.0,,,0.0159938,0.1605,0.3545,1.0,,,,,,,,,80.0,1.0,,,,,,8.0,,6.8,,,1.0,,,1.0,,,,1.0,14.0,4.0,18.0,3,,29.0,5.0,1.0,,
2023-24,11352621,5,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,True,,,,3.0,,3.0,2.0,3.0,,,,,,,1.0,4.0,4.0,,,0.0530503,0.2925,0.1477,2.0,1.0,1.0,,,,,1.0,,10.0,1.0,,,,,,3.0,,8.6,,,1.0,,,,,,,,5.0,,5.0,2,,10.0,,1.0,,
2023-24,11352621,5,6,Tottenham_Hotspur,Home,862223,235674,Manor Solomon,manor-solomon,F,False,1.0,,,21.0,4.0,24.0,,,5.0,,,,1.0,,1.0,8.0,5.0,,,0.358861,0.2808,0.1828,2.0,,,,,,,4.0,,80.0,1.0,,,,,,14.0,,7.0,,,3.0,,,8.0,2.0,,,,26.0,5.0,29.0,4,,52.0,3.0,1.0,4.0,
2023-24,11352621,5,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,True,1.0,,,7.0,,6.0,,,,,,,1.0,,,3.0,1.0,,,0.0439285,0.0,0.0,2.0,,,,,,,1.0,,10.0,,,,,,,1.0,,6.5,,,,,,1.0,1.0,,,1.0,7.0,,6.0,0,,10.0,,1.0,,
2023-24,11352627,6,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,,,,7.0,6.0,13.0,2.0,,2.0,1.0,,1.0,,,,3.0,1.0,,,0.351407,0.512,1.8099,1.0,,2.0,,,,,2.0,,79.0,2.0,,,,,,1.0,,8.6,,,,,,,,,,2.0,8.0,6.0,14.0,3,,18.0,,1.0,,
2023-24,11352627,6,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,True,,,,2.0,,2.0,1.0,,,,,2.0,,,,3.0,,,,0.00145555,0.1827,0.3723,1.0,,,,,,,,,11.0,1.0,,,,,,2.0,,6.6,,,,,,1.0,,,,1.0,2.0,1.0,3.0,3,,7.0,,,,
2023-24,11352627,6,6,Tottenham_Hotspur,Away,862223,235674,Manor Solomon,manor-solomon,F,True,,,2.0,2.0,3.0,5.0,,,1.0,,,,,,1.0,1.0,1.0,,,0.00111688,0.0,0.0,,,,,,,1.0,,,27.0,,,,,,,3.0,,6.7,,,,,,1.0,1.0,,2.0,,4.0,3.0,6.0,0,,12.0,,,1.0,
2023-24,11352627,6,6,Tottenham_Hotspur,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,False,,,,3.0,4.0,7.0,,1.0,5.0,,2.0,1.0,,,1.0,2.0,2.0,,,0.00102588,0.5874,0.9704,,,,,,,1.0,,,63.0,2.0,,,,,,6.0,,6.0,,,,,,1.0,1.0,,,,6.0,4.0,9.0,3,,18.0,1.0,1.0,,
2023-24,11352627,6,6,Tottenham_Hotspur,Away,1116987,536908,Alejo Véliz,alejo-veliz,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352644,7,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,,,,8.0,5.0,13.0,,,2.0,,1.0,1.0,,,1.0,2.0,,,,0.124029,0.871,1.2447,,,1.0,,,1.0,,,,69.0,3.0,,,,,,7.0,,7.1,,,,,,1.0,,,,,11.0,5.0,16.0,4,,25.0,2.0,,,
2023-24,11352644,7,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,False,,,,15.0,2.0,17.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,,,8.0,7.0,,,0.356587,0.7833,0.2661,3.0,1.0,,,,,2.0,2.0,,90.0,2.0,,,,,,10.0,,7.8,,,2.0,,1.0,2.0,2.0,,,1.0,21.0,2.0,21.0,5,2.0,49.0,2.0,3.0,1.0,
2023-24,11352644,7,6,Tottenham_Hotspur,Home,862223,235674,Manor Solomon,manor-solomon,F,True,,,,20.0,2.0,22.0,,,2.0,,,1.0,,,,1.0,2.0,,,0.076354,0.0178,0.0,,,,,,,1.0,3.0,,21.0,,,,,,,2.0,,7.5,,,,,,2.0,1.0,,,1.0,21.0,2.0,22.0,1,1.0,31.0,,,1.0,1.0
2023-24,11352644,7,6,Tottenham_Hotspur,Home,1116987,536908,Alejo Véliz,alejo-veliz,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,0.00281984,0.0,0.0,,,,,,,,,,8.0,,,,,,,,,6.5,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2023-24,11352653,8,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,,,,12.0,6.0,18.0,,,,1.0,,1.0,,,1.0,2.0,3.0,,,0.448076,0.2374,0.0959,,,,,,,,2.0,,76.0,1.0,,,,,,6.0,,7.3,,,1.0,,,1.0,,,,,14.0,6.0,20.0,3,1.0,31.0,2.0,2.0,,
2023-24,11352653,8,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,False,1.0,,,12.0,7.0,18.0,2.0,3.0,3.0,,2.0,,,,3.0,7.0,7.0,,,0.0863776,0.8534,0.4169,,,,,,,1.0,,,45.0,1.0,,,,,,12.0,,6.5,,,3.0,,,2.0,2.0,,1.0,,18.0,7.0,23.0,4,2.0,41.0,1.0,2.0,,2.0
2023-24,11352653,8,6,Tottenham_Hotspur,Away,1116987,536908,Alejo Véliz,alejo-veliz,F,True,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,0.00018891,0.0,0.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,2.0,2.0,,2.0,0,,3.0,1.0,,,
2023-24,11352667,9,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,,,,15.0,5.0,20.0,,,5.0,1.0,,,1.0,,3.0,5.0,4.0,,,0.171794,0.2919,0.4881,,1.0,1.0,,,,,4.0,,82.0,2.0,,,,,,9.0,,8.9,,,1.0,,,4.0,,,,1.0,19.0,5.0,24.0,3,1.0,37.0,1.0,,3.0,1.0
2023-24,11352667,9,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,False,,,1.0,11.0,6.0,17.0,1.0,,5.0,,,1.0,,,4.0,5.0,3.0,,,0.075711,0.1746,,,1.0,,,,,1.0,1.0,,81.0,,,,,,,17.0,,7.2,,,2.0,,2.0,,4.0,,1.0,,21.0,7.0,24.0,3,1.0,49.0,1.0,2.0,,1.0
2023-24,11352667,9,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,True,,,,3.0,2.0,5.0,,,2.0,,,,,,,,1.0,,,0.00048351,,,,,,,,,,,,9.0,,,,,,,1.0,,6.6,,,,,,,,,,,4.0,2.0,6.0,0,,7.0,,1.0,,
2023-24,11352667,9,6,Tottenham_Hotspur,Home,1116987,536908,Alejo Véliz,alejo-veliz,F,True,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,8.0,,,,,,,1.0,,6.4,,,,,,,,,,1.0,,,,0,,2.0,,,,
2023-24,11352673,10,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,,,1.0,11.0,6.0,17.0,,,,,,1.0,,,,3.0,1.0,,,0.0284425,0.8237,0.7782,2.0,,1.0,,,,,1.0,,90.0,1.0,,,,,,6.0,,7.3,,,,,,2.0,1.0,,1.0,1.0,15.0,6.0,20.0,2,,29.0,1.0,,1.0,
2023-24,11352673,10,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,False,,,1.0,13.0,7.0,20.0,1.0,2.0,5.0,,,,,,4.0,9.0,4.0,,,0.0931793,0.0242,,2.0,,,,,,1.0,1.0,,64.0,,1.0,,,,,20.0,,6.7,,,1.0,,2.0,2.0,2.0,,2.0,,20.0,9.0,27.0,1,1.0,52.0,4.0,1.0,,1.0
2023-24,11352673,10,6,Tottenham_Hotspur,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,True,,,,7.0,,7.0,,,,1.0,,,,,,1.0,2.0,,,0.520684,,,,1.0,,,,,,2.0,,26.0,,,,,,,2.0,,7.3,,,,,1.0,1.0,,,,,8.0,,8.0,0,2.0,12.0,,,,2.0
2023-24,11352323,11,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,,,1.0,5.0,7.0,12.0,1.0,,,,,,,,,3.0,1.0,,,0.00886119,0.2004,0.2099,,,,,,,1.0,,,90.0,2.0,,,,,,5.0,,6.7,,,,,,2.0,,,1.0,1.0,7.0,7.0,14.0,2,,24.0,1.0,1.0,,
2023-24,11352323,11,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352323,11,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,False,1.0,,,5.0,1.0,5.0,,1.0,1.0,,,,1.0,,,2.0,1.0,,,0.0285445,,,,,,,,,1.0,,,34.0,,,,,,,3.0,,6.5,,,,,,1.0,1.0,,,,6.0,1.0,6.0,0,,10.0,,,,
2023-24,11352349,12,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,,,1.0,15.0,5.0,20.0,,1.0,1.0,,,1.0,1.0,,2.0,4.0,4.0,,,0.0523018,0.1153,,,,,,,,,1.0,,90.0,,,,,,,12.0,,6.5,,,,,1.0,2.0,,,2.0,1.0,20.0,5.0,25.0,1,,38.0,3.0,2.0,1.0,
2023-24,11352349,12,6,Tottenham_Hotspur,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,False,,,1.0,17.0,5.0,22.0,,,5.0,,,,,,,2.0,3.0,,,0.0162002,0.4129,0.9162,1.0,,1.0,,,,,,,75.0,1.0,,,,,,13.0,,7.5,,,1.0,,,1.0,2.0,,2.0,,24.0,8.0,30.0,2,1.0,41.0,2.0,2.0,,1.0
2023-24,11352349,12,6,Tottenham_Hotspur,Away,1116987,536908,Alejo Véliz,alejo-veliz,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352385,13,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,,,1.0,16.0,6.0,22.0,1.0,,2.0,2.0,,,1.0,,,3.0,1.0,,,0.545423,0.1337,0.0461,,,,,,,,3.0,,90.0,1.0,,,,,,5.0,,7.7,,,1.0,,,1.0,,,1.0,2.0,19.0,6.0,25.0,2,,32.0,1.0,1.0,,
2023-24,11352385,13,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,False,,,1.0,15.0,6.0,21.0,,,5.0,,1.0,,1.0,,,5.0,2.0,,,0.101622,0.6268,0.5662,,,,,,,,1.0,,90.0,2.0,,,,,,11.0,,6.7,,,1.0,,,5.0,2.0,,2.0,2.0,22.0,6.0,26.0,3,,39.0,,1.0,1.0,
2023-24,11352385,13,6,Tottenham_Hotspur,Home,1116987,536908,Alejo Véliz,alejo-veliz,F,True,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,12.0,,,,,,,,,6.7,,,,,,,,,,,,,,0,1.0,2.0,,1.0,,
2023-24,11352405,14,6,Tottenham_Hotspur,Away,111505,85971,Son Heung-min,son-heung-min,F,False,,,1.0,10.0,7.0,17.0,,1.0,2.0,,,,,,,,4.0,,,0.02586,0.1337,0.1737,,1.0,1.0,,,,,2.0,,90.0,1.0,,1.0,,,,5.0,,8.0,,,,,,2.0,,,1.0,,13.0,7.0,20.0,1,1.0,30.0,2.0,,2.0,
2023-24,11352405,14,6,Tottenham_Hotspur,Away,840217,212319,Richarlison,richarlison,F,True,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,11.0,,,,,,,2.0,,6.4,,,,,,,,,,,1.0,,1.0,0,,2.0,1.0,,,
2023-24,11352405,14,6,Tottenham_Hotspur,Away,1085180,242898,Brennan Johnson,brennan-johnson,F,False,1.0,,,3.0,9.0,11.0,1.0,,5.0,,,1.0,2.0,,,3.0,4.0,,,0.190123,0.0436,0.0497,,1.0,,,,,,2.0,,89.0,1.0,,,,,,13.0,,7.0,,,,,3.0,,1.0,,2.0,,9.0,14.0,22.0,2,1.0,39.0,1.0,3.0,,1.0
2023-24,11352405,14,6,Tottenham_Hotspur,Away,1116987,536908,Alejo Véliz,alejo-veliz,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11777279,15,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,,,2.0,27.0,6.0,33.0,,,1.0,,,,,,1.0,1.0,3.0,,,0.69259,0.099,0.0255,,,,,,,,2.0,,88.0,1.0,,,,,,12.0,,7.8,,,,,,,1.0,,2.0,,37.0,6.0,42.0,1,3.0,51.0,1.0,,,3.0
2023-24,11777279,15,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,True,,,,1.0,2.0,3.0,,1.0,1.0,,1.0,,,,,,2.0,,,0.00115775,0.2851,,,,,,,,,,,23.0,,,,,,,1.0,,6.4,,,2.0,,,,,,,,2.0,2.0,4.0,2,,8.0,,1.0,,
2023-24,11777279,15,6,Tottenham_Hotspur,Home,1085180,242898,Brennan Johnson,brennan-johnson,F,False,,,,23.0,6.0,29.0,1.0,,5.0,,,1.0,,,,1.0,2.0,,,0.10579,0.4415,0.0694,,,,,,,,2.0,,84.0,2.0,,,,,,7.0,,7.8,,,2.0,,,2.0,2.0,,,1.0,29.0,6.0,33.0,5,,46.0,1.0,,2.0,
2023-24,11777279,15,6,Tottenham_Hotspur,Home,1116987,536908,Alejo Véliz,alejo-veliz,F,True,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,8.0,,,,,,,3.0,,6.2,,,,,,1.0,,,,,1.0,,1.0,0,,3.0,,,,
2023-24,11352473,16,6,Tottenham_Hotspur,Home,111505,85971,Son Heung-min,son-heung-min,F,False,,,,17.0,8.0,25.0,1.0,,7.0,2.0,1.0,,1.0,,1.0,6.0,7.0,,,0.344968,1.0692,1.2237,1.0,2.0,1.0,,,,2.0,4.0,,89.0,2.0,,,,,1.0,12.0,,9.5,,,2.0,,,5.0,1.0,,,1.0,21.0,11.0,31.0,4,2.0,54.0,2.0,2.0,3.0,1.0
2023-24,11352473,16,6,Tottenham_Hotspur,Home,840217,212319,Richarlison,richarlison,F,False,,,1.0,7.0,6.0,13.0,,,3.0,,,2.0,1.0,,,4.0,4.0,,,0.0137614,0.7095,1.1037,,,2.0,,,,1.0,,,73.0,3.0,,,,,,6.0,,8.6,,,1.0,,1.0,4.0,,,1.0,,9.0,7.0,16.0,6,1.0,35.0,,2.0,1.0,1.0
