season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896944,1,2,Leeds_United,Away,78454,87873,Stuart Dallas,stuart-dallas,D,False,,,3.0,11.0,27.0,38.0,,,7.0,,,,2.0,,1.0,3.0,9.0,,,,,,,,2.0,,,90.0,,,,,,,,21.0,,6.8,,,,,5.0,,,,9.0,,19.0,36.0,55.0,0,7.0,85.0,3.0,2.0,,4.0
2020-21,8896944,1,2,Leeds_United,Away,102624,66588,Luke Ayling,luke-ayling,D,False,,,2.0,12.0,26.0,38.0,,,2.0,,,,2.0,,1.0,4.0,9.0,,,1.0,,,,,,,,90.0,,3.0,,,,,,20.0,,6.9,,,,,3.0,2.0,,,6.0,,18.0,36.0,54.0,0,6.0,90.0,1.0,1.0,2.0,4.0
2020-21,8896944,1,2,Leeds_United,Away,137060,105377,Ezgjan Alioski,ezgjan-alioski,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896944,1,2,Leeds_United,Away,581302,193645,Robin Koch,robin-koch,D,False,,,2.0,6.0,44.0,50.0,1.0,3.0,9.0,,,1.0,,,,2.0,7.0,,,1.0,,,,,2.0,,,90.0,,2.0,,1.0,,,,12.0,,6.4,,,,,4.0,1.0,,,8.0,,11.0,49.0,60.0,1,3.0,78.0,,1.0,,2.0
2020-21,8896944,1,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,8.0,6.0,46.0,52.0,,1.0,4.0,,,,,,,,5.0,,,,,,,,3.0,,,90.0,,2.0,,,,,,7.0,,7.4,,,,,11.0,,,,12.0,,11.0,48.0,59.0,0,4.0,82.0,,,,1.0
2020-21,8896944,1,2,Leeds_United,Away,943652,221610,Jamie Shackleton,jamie-shackleton,D,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,9.0,,,,,,,,1.0,,6.7,,,,,,1.0,,,,,2.0,1.0,3.0,0,1.0,6.0,1.0,,1.0,1.0
2020-21,8896944,1,2,Leeds_United,Away,1009707,467114,Oliver Casey,oliver-casey,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896915,2,2,Leeds_United,Home,39327,55914,Liam Cooper,liam-cooper,D,False,,,5.0,10.0,30.0,40.0,2.0,4.0,7.0,,,,,,,3.0,6.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,12.0,,6.5,,,,,1.0,1.0,,,13.0,,14.0,35.0,49.0,0,,60.0,1.0,1.0,1.0,
2020-21,8896915,2,2,Leeds_United,Home,78454,87873,Stuart Dallas,stuart-dallas,D,False,,,4.0,10.0,19.0,29.0,,1.0,11.0,,,,1.0,,1.0,2.0,10.0,,,,,,,,2.0,,,90.0,,,,,,,,21.0,,6.9,,,,,2.0,2.0,1.0,,7.0,,21.0,26.0,46.0,0,5.0,78.0,2.0,2.0,2.0,4.0
2020-21,8896915,2,2,Leeds_United,Home,102624,66588,Luke Ayling,luke-ayling,D,False,,,7.0,14.0,26.0,40.0,2.0,1.0,7.0,,,,3.0,,,6.0,8.0,,,,,,,,,,,90.0,,,,,,,,24.0,,6.5,,,,,1.0,4.0,3.0,,9.0,,24.0,33.0,54.0,0,4.0,89.0,3.0,,3.0,2.0
2020-21,8896915,2,2,Leeds_United,Home,137060,105377,Ezgjan Alioski,ezgjan-alioski,D,True,,,,5.0,4.0,9.0,1.0,,2.0,,,,1.0,,1.0,4.0,2.0,,,1.0,,,,,1.0,,,20.0,1.0,,,,,,,5.0,,6.6,,,,,,,1.0,,1.0,,8.0,4.0,11.0,1,1.0,18.0,1.0,1.0,,1.0
2020-21,8896915,2,2,Leeds_United,Home,581302,193645,Robin Koch,robin-koch,D,False,,,2.0,6.0,32.0,38.0,8.0,7.0,1.0,,,,,,,10.0,10.0,,,2.0,,,,,,,1.0,90.0,1.0,2.0,,1.0,,,,9.0,,6.6,,,1.0,,1.0,,,,5.0,,10.0,37.0,47.0,2,2.0,56.0,,1.0,,2.0
2020-21,8896915,2,2,Leeds_United,Home,836675,222694,Pascal Struijk,pascal-struijk,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896915,2,2,Leeds_United,Home,943652,221610,Jamie Shackleton,jamie-shackleton,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896946,3,2,Leeds_United,Away,39327,55914,Liam Cooper,liam-cooper,D,False,,,4.0,17.0,52.0,69.0,4.0,7.0,4.0,,,,1.0,,,5.0,11.0,,,,,,,,1.0,,,90.0,,3.0,,,,,,16.0,,7.6,,,1.0,,2.0,,,,14.0,,30.0,55.0,85.0,1,2.0,98.0,,2.0,,
2020-21,8896946,3,2,Leeds_United,Away,78454,87873,Stuart Dallas,stuart-dallas,D,False,1.0,,3.0,31.0,24.0,54.0,2.0,1.0,9.0,,1.0,,2.0,,1.0,6.0,5.0,,,,,,,,1.0,1.0,,90.0,3.0,,,,,,,15.0,,7.0,,,,,,1.0,4.0,,7.0,,41.0,27.0,64.0,3,,92.0,,4.0,,
2020-21,8896946,3,2,Leeds_United,Away,102624,66588,Luke Ayling,luke-ayling,D,False,,,8.0,32.0,30.0,62.0,1.0,2.0,9.0,1.0,,,,,2.0,3.0,13.0,,1.0,,,,,,,1.0,,90.0,1.0,,,,,,,25.0,,8.0,,,1.0,,2.0,4.0,2.0,,15.0,,50.0,34.0,82.0,2,4.0,119.0,1.0,3.0,4.0,1.0
2020-21,8896946,3,2,Leeds_United,Away,137060,105377,Ezgjan Alioski,ezgjan-alioski,D,True,,,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,3.0,,3.0,0,,4.0,,,,
2020-21,8896946,3,2,Leeds_United,Away,581302,193645,Robin Koch,robin-koch,D,False,,,6.0,8.0,60.0,68.0,3.0,6.0,2.0,,,,,,,4.0,8.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,11.0,,7.4,,,,,3.0,,,,10.0,,13.0,65.0,78.0,0,1.0,89.0,,1.0,,1.0
2020-21,8896946,3,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896946,3,2,Leeds_United,Away,943652,221610,Jamie Shackleton,jamie-shackleton,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896946,3,2,Leeds_United,Away,963493,455084,Leif Davis,leif-davis,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896898,4,2,Leeds_United,Home,39327,55914,Liam Cooper,liam-cooper,D,False,,,4.0,10.0,41.0,51.0,1.0,2.0,4.0,,,,2.0,,,3.0,8.0,,,,,,,,3.0,,,90.0,,2.0,,,,,,6.0,,7.5,,,,,8.0,,,,9.0,1.0,16.0,41.0,57.0,0,4.0,80.0,,3.0,,3.0
2020-21,8896898,4,2,Leeds_United,Home,78454,87873,Stuart Dallas,stuart-dallas,D,False,,,,15.0,24.0,39.0,2.0,,6.0,1.0,1.0,,3.0,1.0,,6.0,6.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,,13.0,,7.5,,,,,1.0,1.0,3.0,,3.0,,26.0,25.0,48.0,1,4.0,73.0,,1.0,1.0,2.0
2020-21,8896898,4,2,Leeds_United,Home,102624,66588,Luke Ayling,luke-ayling,D,False,1.0,,1.0,9.0,16.0,24.0,1.0,1.0,2.0,1.0,1.0,,5.0,,,7.0,11.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,,15.0,,7.1,,,,,5.0,2.0,3.0,,2.0,,18.0,20.0,35.0,1,5.0,69.0,1.0,3.0,2.0,1.0
2020-21,8896898,4,2,Leeds_United,Home,137060,105377,Ezgjan Alioski,ezgjan-alioski,D,False,,,1.0,6.0,8.0,14.0,,3.0,6.0,,1.0,,,,,,5.0,,1.0,,,,,,,,,45.0,,1.0,,,,,,5.0,,6.5,,,1.0,,,1.0,,,1.0,,9.0,9.0,18.0,1,1.0,25.0,1.0,,1.0,1.0
