playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,cornersTakenInclShortCorners,timePlayed,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,backwardPasses,touches,throwInsToOwnPlayer,successfulPassesOwnHalf,foulAttemptedTackle,catches,savesMadeFromOutsideBox,starts,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,goalsConcededOutsideBox,punches,penaltyGoalsConceded,successfulLaunches,totalClearances,goalsConceded,savesMade,goalkeeperSmother,drops,crossesNotClaimed,goalsConcededInsideBox,aerialDuelsWon,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,interceptions,successfulLongPasses,unsuccessfulLaunches,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,goalAssists,foulWonPenalty,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,keyPassesAttemptAssists,shotsBlockedInBox,iboxBlocked,substituteOff,expectedGoals,expectedGoalsFreekick,offsides,oboxBlocked,shotsOnTargetOutsideBox,penaltiesConceded,successfulCornersIntoBox,throwInsToOppositionPlayer,oboxTarget,freekickTotal,blocks,shotsBlockedOutsideBox,clearancesOffTheLine,hitWoodwork,handballsConceded,goals,ownGoalScored,leftFootGoals,headedGoals,setPiecesGoals,rightFootGoals,unsuccessfulLayoffs,penaltiesTaken,secondGoalAssists,penaltyGoals,otherGoals
106450,Alex Pritchard,Midfielder,West Brom,35,England,2015-16,0.0,0.0,0.0,7.0,0.0042,4.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,25.0,3.0,2.0,67.0,7.0,1.0,7.0,21.0,1.0,0.067,7.0,5.0,1.0,0.0,14.0,1.0,6.0,9.0,3.0,1.0,2.0,14.0,3.0,4.0,14.0,25.0,2.0,1.0,11.0,3.0,2.0,1.0,7.0,2.0,2.0,7.0,45.0,2.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61538,Callum McManaman,Midfielder,West Brom,35,England,2015-16,0.0,0.0,2.0,17.0,0.4975,6.0,6.0,,8.0,12.0,,9.0,10.0,77.0,10.0,1.0,276.0,31.0,8.0,28.0,68.0,2.0,5.6151,16.0,26.0,8.0,,48.0,6.0,15.0,11.0,12.0,,5.0,55.0,11.0,,44.0,76.0,5.0,6.0,44.0,6.0,14.0,,21.0,2.0,1.0,15.0,163.0,,17.0,1.0,,,2.0,,4.0,,,,,2.0,,,5.0,,,,,5.0,3.0,,,,2.0,,1.0,,1.0,2.0,4.0,2.0,1.0,0.1428,1.0,2.0,4.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,0.5508,,,,,,,,,,,,,,,,,,,,,,,,,
19151,Chris Brunt,Midfielder,West Brom,35,Northern Ireland,2015-16,0.0,0.0,7.0,64.0,3.1219,28.0,14.0,2.0,82.0,22.0,3.0,188.0,39.0,622.0,2.0,50.0,1803.0,75.0,30.0,50.0,375.0,,22.2609,48.0,189.0,8.0,,139.0,20.0,326.0,94.0,22.0,6.0,1.0,281.0,75.0,,98.0,587.0,10.0,12.0,356.0,22.0,14.0,5.0,28.0,18.0,32.0,79.0,1120.0,101.0,180.0,15.0,,,20.0,,41.0,6.0,,4.0,,1.0,30.0,68.0,25.0,,,,,21.0,25.0,,,,37.0,59.0,74.0,,106.0,44.0,9.0,3.0,4.0,0.9352,3.0,,27.0,,,16.0,18.0,,,4.0,0.717,0.315,1.0,3.0,4.0,2.0,15.0,45.0,4.0,5.0,10.0,3.0,,,,,,,,,,,,,,
55829,Claudio Yacob,Midfielder,West Brom,35,Argentina,2015-16,0.0,0.0,8.0,188.0,0.5406,108.0,4.0,,166.0,34.0,4.0,236.0,6.0,1092.0,1.0,,2854.0,201.0,65.0,154.0,793.0,,32.5577,149.0,333.0,41.0,,389.0,49.0,372.0,202.0,34.0,36.0,1.0,441.0,6.0,,303.0,1070.0,4.0,2.0,290.0,72.0,9.0,,288.0,62.0,,99.0,1593.0,2.0,417.0,46.0,,,33.0,,86.0,10.0,,6.0,,3.0,15.0,66.0,36.0,,,,,30.0,47.0,,,,118.0,63.0,36.0,,70.0,72.0,2.0,5.0,,,1.0,,2.0,,,39.0,7.0,,,8.0,0.2218,,,5.0,,,,,,,15.0,5.0,1.0,1.0,2.0,,,,,,,,,,,
28468,Craig Gardner,Midfielder,West Brom,35,England,2015-16,0.0,0.0,5.0,142.0,2.839,51.0,36.0,2.0,157.0,34.0,28.0,221.0,28.0,616.0,14.0,53.0,2033.0,118.0,55.0,85.0,369.0,2.0,26.937,97.0,124.0,28.0,,260.0,34.0,260.0,111.0,34.0,12.0,8.0,294.0,89.0,,182.0,584.0,24.0,23.0,397.0,39.0,7.0,8.0,132.0,38.0,39.0,100.0,1073.0,7.0,125.0,21.0,,,20.0,,78.0,2.0,,5.0,,3.0,5.0,24.0,30.0,,,,,25.0,33.0,,,,30.0,26.0,37.0,,64.0,45.0,8.0,10.0,12.0,4.0335,3.0,,24.0,5.0,5.0,45.0,21.0,3.0,3.0,11.0,4.3863,0.6598,8.0,7.0,4.0,,10.0,1.0,4.0,8.0,2.0,7.0,,2.0,4.0,3.0,,1.0,,1.0,2.0,1.0,1.0,,,
14295,Darren Fletcher,Midfielder,West Brom,35,Scotland,2015-16,0.0,0.0,3.0,169.0,2.8205,52.0,11.0,6.0,225.0,38.0,21.0,323.0,27.0,1480.0,,1.0,3374.0,145.0,68.0,109.0,1048.0,,42.3634,131.0,333.0,30.0,,314.0,30.0,532.0,269.0,38.0,15.0,12.0,727.0,34.0,,240.0,1434.0,7.0,18.0,483.0,37.0,29.0,,451.0,18.0,1.0,164.0,1940.0,3.0,441.0,11.0,,,38.0,,74.0,11.0,,9.0,,5.0,14.0,36.0,47.0,,,,,38.0,36.0,,,,51.0,109.0,50.0,,98.0,65.0,11.0,11.0,4.0,0.8704,3.0,,11.0,2.0,2.0,38.0,27.0,6.0,6.0,2.0,2.0615,,,5.0,1.0,1.0,,,1.0,,9.0,5.0,,,1.0,1.0,,,1.0,,,1.0,,,,
63370,James McClean,Midfielder,West Brom,35,Ireland,2015-16,1.0,1.0,7.0,217.0,2.6173,70.0,23.0,2.0,139.0,35.0,12.0,183.0,128.0,598.0,7.0,39.0,2412.0,203.0,42.0,145.0,392.0,,32.8938,157.0,174.0,39.0,,420.0,23.0,199.0,122.0,35.0,22.0,23.0,297.0,161.0,,302.0,591.0,14.0,24.0,475.0,48.0,38.0,,66.0,36.0,31.0,159.0,1282.0,17.0,165.0,32.0,,,28.0,,118.0,3.0,,8.0,,4.0,15.0,53.0,38.0,,,,,30.0,58.0,,,,32.0,23.0,30.0,,44.0,47.0,38.0,8.0,9.0,2.1313,2.0,,47.0,5.0,5.0,60.0,27.0,4.0,4.0,8.0,2.051,,6.0,4.0,2.0,,7.0,4.0,2.0,,7.0,4.0,1.0,,1.0,2.0,,,1.0,,1.0,3.0,,1.0,,
18008,James Morrison,Midfielder,West Brom,35,Scotland,2015-16,0.0,0.0,3.0,69.0,1.5753,26.0,18.0,3.0,73.0,18.0,28.0,98.0,11.0,593.0,1.0,2.0,1343.0,66.0,25.0,60.0,461.0,4.0,17.6207,57.0,191.0,12.0,,135.0,14.0,141.0,106.0,18.0,6.0,8.0,308.0,13.0,,117.0,581.0,6.0,8.0,175.0,20.0,22.0,,158.0,7.0,2.0,103.0,845.0,4.0,189.0,3.0,,,17.0,,18.0,3.0,,4.0,,,5.0,11.0,19.0,,,,,15.0,6.0,,,,43.0,34.0,12.0,,25.0,17.0,1.0,6.0,12.0,3.1368,3.0,,2.0,6.0,6.0,12.0,12.0,2.0,2.0,7.0,2.0165,,,4.0,3.0,,,,3.0,,5.0,4.0,,,,3.0,,,1.0,,2.0,1.0,1.0,,,
195864,Sam Field,Midfielder,West Brom,35,England,2015-16,0.0,0.0,0.0,1.0,0.0003,,,,1.0,1.0,,1.0,,2.0,1.0,,4.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,,,1.0,,,1.0,2.0,,,1.0,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52876,Sandro,Midfielder,West Brom,35,Brazil,2015-16,0.0,0.0,0.0,19.0,0.2226,10.0,3.0,,40.0,12.0,,49.0,1.0,138.0,7.0,,379.0,36.0,13.0,21.0,87.0,,6.3002,12.0,33.0,6.0,,55.0,10.0,57.0,20.0,12.0,3.0,1.0,50.0,1.0,,33.0,136.0,3.0,,59.0,7.0,5.0,,27.0,5.0,,21.0,218.0,,41.0,4.0,,,5.0,,22.0,1.0,,3.0,,1.0,,12.0,7.0,,,,,4.0,15.0,,,,13.0,2.0,6.0,,9.0,11.0,2.0,,,,,,2.0,,,7.0,1.0,,,3.0,0.0654,,,,,,,,,,3.0,,,,,,,,,,,,,,,
