playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,ownGoalScored,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,punches,penaltyGoalsConceded,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,unsuccessfulLayoffs,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,homeGoals,rightFootGoals,leftFootGoals,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,cornersWon,attemptsFromSetPieces,unsuccessfulCornersIntoBox,setPiecesGoals,cleanSheets,penaltiesTaken,headedGoals,penaltyGoals,hitWoodwork,overruns,penaltiesConceded,foulWonPenalty,redCards2ndYellow,goalkeeperSmother,drops,crossesNotClaimed
19151,Chris Brunt,Midfielder,West Brom,35,Northern Ireland,2010-11,171.0,0.0,74.0,229.0,34.0,34.0,313.0,1365.0,104.0,3014.0,54.0,150.0,13.0,100.0,928.0,,9.0,46.0,61.0,117.0,225.0,15.0,4.0,321.0,558.0,155.0,34.0,23.0,,11.0,761.0,48.0,41.0,217.0,50.0,0.0,1310.0,574.0,51.0,11.0,9.0,357.0,40.0,52.0,,124.0,225.0,2081.0,22.0,5.0,32.0,363.0,3.0,9.0,84.0,53.0,,4.0,,,,,,,,,,,19.0,35.0,23.0,69.0,23.0,9.0,59.0,57.0,4.0,2.0,1.0,,124.0,72.0,,44.0,44.0,1.0,78.0,3.0,,3.0,169.0,46.0,33.0,19.0,74.0,1.0,1.0,3.0,1.0,2.0,4.0,,,,,,,
79843,George Thorne,Midfielder,West Brom,35,England,2010-11,2.0,0.0,2.0,,1.0,,1.0,18.0,,30.0,,3.0,,3.0,17.0,,,,,2.0,3.0,1.0,0.0,5.0,10.0,4.0,1.0,,,,7.0,,1.0,5.0,,0.0,18.0,3.0,2.0,,,4.0,1.0,,,,1.0,24.0,,,1.0,10.0,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20568,Giles Barnes,Midfielder,West Brom,35,Jamaica,2010-11,24.0,0.0,3.0,17.0,14.0,1.0,20.0,75.0,16.0,307.0,9.0,25.0,,18.0,53.0,,,4.0,6.0,15.0,6.0,9.0,0.0,49.0,24.0,12.0,14.0,1.0,,7.0,44.0,6.0,13.0,33.0,7.0,0.0,74.0,68.0,2.0,6.0,1.0,23.0,2.0,3.0,,2.0,22.0,173.0,5.0,1.0,2.0,23.0,,0.0,3.0,5.0,,1.0,,,,,,,,,,,10.0,1.0,3.0,4.0,,,3.0,20.0,,,,13.0,5.0,12.0,,2.0,8.0,1.0,10.0,,,,22.0,1.0,3.0,,2.0,,,,,,,2.0,,,,,,
20141,Graham Dorrans,Midfielder,West Brom,35,Scotland,2010-11,70.0,0.0,22.0,89.0,21.0,16.0,118.0,663.0,13.0,1422.0,9.0,53.0,6.0,49.0,492.0,,3.0,9.0,31.0,61.0,160.0,10.0,0.0,123.0,188.0,89.0,21.0,5.0,,12.0,301.0,25.0,32.0,110.0,4.0,0.0,651.0,228.0,17.0,17.0,2.0,162.0,13.0,27.0,,53.0,153.0,924.0,8.0,9.0,7.0,251.0,1.0,2.0,29.0,19.0,,2.0,,,,,,,,,,,2.0,12.0,12.0,27.0,7.0,1.0,41.0,27.0,1.0,1.0,0.0,5.0,24.0,7.0,1.0,5.0,25.0,2.0,26.0,1.0,1.0,,48.0,15.0,10.0,4.0,16.0,,,,,,,2.0,,,,,,
18008,James Morrison,Midfielder,West Brom,35,Scotland,2010-11,154.0,1.0,48.0,151.0,31.0,26.0,186.0,977.0,33.0,2281.0,25.0,95.0,8.0,87.0,708.0,,3.0,20.0,49.0,129.0,252.0,18.0,2.0,249.0,306.0,121.0,31.0,14.0,,29.0,540.0,41.0,84.0,216.0,8.0,1.0,965.0,358.0,34.0,21.0,5.0,260.0,20.0,45.0,,83.0,159.0,1423.0,11.0,14.0,21.0,264.0,2.0,2.0,35.0,36.0,,4.0,,,,,,,,,,,11.0,9.0,14.0,47.0,12.0,3.0,58.0,24.0,4.0,3.0,1.0,5.0,14.0,13.0,1.0,2.0,52.0,3.0,39.0,3.0,2.0,1.0,34.0,33.0,11.0,1.0,8.0,,1.0,,1.0,,,4.0,,,,,,
12765,Jerome Thomas,Midfielder,West Brom,35,England,2010-11,210.0,0.0,62.0,106.0,33.0,32.0,115.0,800.0,22.0,2587.0,16.0,198.0,13.0,192.0,676.0,,1.0,5.0,57.0,194.0,257.0,72.0,2.0,408.0,181.0,139.0,33.0,15.0,,72.0,480.0,44.0,143.0,386.0,6.0,0.0,797.0,425.0,47.0,58.0,,108.0,34.0,44.0,,9.0,254.0,1485.0,29.0,19.0,4.0,222.0,1.0,4.0,9.0,25.0,,6.0,,,,,,,,,,,16.0,15.0,14.0,32.0,6.0,5.0,40.0,80.0,3.0,8.0,1.0,1.0,,17.0,,,100.0,2.0,35.0,2.0,2.0,1.0,83.0,18.0,26.0,,,,,,,,1.0,14.0,1.0,2.0,,,,
57069,Somen Tchoyi,Midfielder,West Brom,35,Cameroon,2010-11,92.0,0.0,9.0,57.0,23.0,7.0,65.0,239.0,20.0,814.0,10.0,55.0,1.0,45.0,160.0,,,6.0,20.0,82.0,44.0,13.0,0.0,147.0,76.0,44.0,23.0,2.0,,27.0,137.0,19.0,55.0,127.0,10.0,0.0,238.0,212.0,7.0,23.0,1.0,58.0,23.0,8.0,,14.0,61.0,492.0,2.0,1.0,4.0,41.0,,0.0,8.0,10.0,,1.0,,,,,,,,,,,4.0,7.0,13.0,20.0,4.0,1.0,7.0,39.0,6.0,5.0,5.0,16.0,1.0,4.0,1.0,,52.0,1.0,14.0,1.0,4.0,1.0,39.0,7.0,22.0,,,,,,1.0,,1.0,11.0,,,,,,
39895,Youssouf Mulumbu,Midfielder,West Brom,35,DR Congo,2010-11,203.0,2.0,108.0,181.0,34.0,34.0,245.0,1592.0,44.0,2861.0,21.0,209.0,12.0,186.0,1172.0,,9.0,34.0,58.0,182.0,484.0,48.0,4.0,412.0,496.0,276.0,34.0,25.0,,25.0,673.0,46.0,100.0,368.0,23.0,0.0,1582.0,415.0,83.0,30.0,10.0,430.0,55.0,116.0,2.0,175.0,182.0,2197.0,5.0,11.0,33.0,676.0,2.0,5.0,64.0,73.0,,4.0,,,,,,,,,,,2.0,7.0,8.0,18.0,13.0,1.0,55.0,15.0,7.0,1.0,4.0,,,2.0,,,27.0,,18.0,3.0,5.0,2.0,15.0,10.0,5.0,,,,1.0,,,,,6.0,,,2.0,,,
