playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,awayGoals,oboxBlocked,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulLayoffs,offsides,substituteOn,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,shotsBlockedInBox,iboxBlocked,goals,headedGoals,penaltiesConceded,rightFootGoals,clearancesOffTheLine,goalKicks,ownGoalScored,redCards2ndYellow,gkUnsuccessfulDistribution,savesMadeFromOutsideBox,punches,savesMade,gkSuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,leftFootGoals,otherGoals,handballsConceded,foulWonPenalty,penaltiesSaved,catches,savesMadeCaught,penaltiesFaced,savesFromPenalty,goalkeeperSmother,drops
166640,Fabián Balbuena,Defender,West Ham,21,Paraguay,2020-21,39.0,,0.0553,38.0,1.0,,1.0,2.0,1.0,0.5804,24.0,7.0,1.0,54.0,14.0,,18.0,13.0,120.0,3.0,482.0,1.0,,,38.0,4.0,,,1198.0,17.0,49.0,4.0,21.0,28.0,319.0,,10.0,,2.0,20.9994,,11.0,62.0,19.0,22.0,72.0,3.0,0.0,88.0,17.0,0.0,247.0,73.0,14.0,,12.0,1.0,126.0,15.0,3.0,1.0,,50.0,21.0,1.0,460.0,5.0,1.0,131.0,12.0,1.0,6.0,,133.0,12.0,25.0,,43.0,30.0,651.0,,,1.0,,25.0,236.0,9.0,0.6508,1.0,66.0,33.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
486870,Frederik Alves,Defender,West Ham,21,Denmark,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219924,Issa Diop,Defender,West Ham,21,Morocco,2020-21,41.0,,0.0588,31.0,0.0,,,2.0,,1.2096,20.0,3.0,,66.0,18.0,,15.0,15.0,104.0,,583.0,1.0,,,42.0,2.0,,,1379.0,18.0,55.0,1.0,15.0,31.0,461.0,,8.0,,1.0,18.5796,1.0,1.0,58.0,22.0,23.0,132.0,8.0,0.0,96.0,10.0,1.0,231.0,58.0,18.0,,6.0,2.0,148.0,21.0,,4.0,,54.0,24.0,0.0,572.0,1.0,,115.0,14.0,3.0,22.0,,180.0,8.0,22.0,,18.0,40.0,755.0,1.0,,,,17.0,331.0,4.0,0.4659,3.0,38.0,52.0,1.0,,1.0,3.0,,,,,,2.0,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
462384,Jamal Baptiste,Midfielder,West Ham,21,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178186,Jarrod Bowen,Forward,West Ham,21,England,2020-21,161.0,13.0,4.1151,73.0,0.0,,23.0,16.0,2.0,5.7975,26.0,32.0,5.0,138.0,38.0,5.0,26.0,30.0,159.0,51.0,620.0,2.0,9.0,59.0,74.0,1.0,2.0,29.0,2576.0,51.0,139.0,6.0,54.0,116.0,430.0,15.0,109.0,1.0,2.0,32.7319,24.0,2.0,5.0,33.0,110.0,79.0,54.0,4.0,300.0,18.0,6.0,142.0,134.0,38.0,2.0,11.0,31.0,331.0,27.0,93.0,81.0,,226.0,23.0,0.0,602.0,16.0,24.0,405.0,15.0,36.0,1.0,,243.0,15.0,22.0,40.0,31.0,156.0,1175.0,3.0,24.0,,9.0,8.0,159.0,7.0,7.0639,0.0,21.0,43.0,,15.0,15.0,8.0,6.0,6.0,2.0,14.0,14.0,8.0,,,1.0,,,,,,,,,,,,,,5.0,2.0,5.0,,,,,,,,
109322,Jesse Lingard,Midfielder,West Ham,21,England,2020-21,80.0,5.0,1.2689,43.0,0.0,0.0227,12.0,22.0,8.0,7.6936,12.0,30.0,1.0,94.0,16.0,4.0,19.0,16.0,104.0,17.0,633.0,4.0,9.0,10.0,5.0,2.0,6.0,6.0,1424.0,5.0,54.0,3.0,20.0,54.0,513.0,1.0,50.0,,1.0,15.7565,14.0,1.0,,19.0,75.0,157.0,24.0,3.0,134.0,6.0,5.0,180.0,62.0,16.0,6.0,6.0,25.0,377.0,16.0,32.0,47.0,1.0,129.0,,0.0,594.0,8.0,11.0,223.0,6.0,18.0,1.0,1.0,124.0,21.0,4.0,6.0,16.0,172.0,897.0,11.0,5.0,,9.0,4.0,158.0,9.0,4.8761,3.0,10.0,24.0,,14.0,6.0,,7.0,7.0,,3.0,3.0,9.0,,,5.0,,,,,,,,,,,,2.0,1.0,4.0,,2.0,2.0,,,,,,,
37096,Lukasz Fabianski,Goalkeeper,West Ham,21,Poland,2020-21,1.0,,0.0346,2.0,0.0,,,,,,1.0,,,2.0,35.0,,2.0,35.0,386.0,,856.0,0.0,,,3.0,10.0,,,3150.0,,6.0,7.0,1.0,3.0,207.0,,,,3.0,41.7137,,74.0,21.0,44.0,1.0,75.0,2.0,0.0,7.0,1.0,0.0,667.0,309.0,35.0,,1.0,,178.0,37.0,,,,4.0,3.0,0.0,409.0,,,394.0,,,,,114.0,1.0,1.0,,263.0,,1185.0,,,,,182.0,292.0,1.0,,2.0,384.0,54.0,,,,,,,,,,,,1.0,,,272.0,,,112.0,42.0,9.0,103.0,314.0,19.0,56.0,,,,,,,1.0,20.0,11.0,5.0,1.0,8.0,6.0
86934,Manuel Lanzini,Midfielder,West Ham,21,Argentina,2020-21,37.0,1.0,0.8927,10.0,0.0,0.0844,2.0,3.0,1.0,0.6063,9.0,10.0,,31.0,17.0,1.0,3.0,5.0,35.0,,370.0,1.0,,1.0,10.0,,1.0,2.0,560.0,8.0,27.0,1.0,15.0,25.0,326.0,1.0,15.0,,1.0,5.9221,10.0,1.0,5.0,5.0,29.0,114.0,10.0,0.0,64.0,9.0,0.0,100.0,59.0,17.0,1.0,7.0,7.0,204.0,4.0,1.0,16.0,1.0,54.0,2.0,0.0,363.0,7.0,,68.0,2.0,6.0,,1.0,87.0,7.0,7.0,,9.0,69.0,479.0,1.0,4.0,,,1.0,133.0,6.0,0.9607,1.0,4.0,9.0,,1.0,3.0,12.0,1.0,1.0,1.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
18073,Mark Noble,Midfielder,West Ham,21,England,2020-21,27.0,2.0,0.3414,28.0,0.0,,,,,,8.0,1.0,,38.0,21.0,,10.0,8.0,49.0,1.0,430.0,0.0,,5.0,5.0,,,3.0,706.0,2.0,21.0,1.0,8.0,18.0,353.0,1.0,3.0,,,13.2041,5.0,,3.0,15.0,25.0,128.0,8.0,0.0,48.0,4.0,0.0,105.0,52.0,21.0,,4.0,,193.0,14.0,4.0,6.0,,43.0,3.0,0.0,402.0,1.0,2.0,65.0,4.0,2.0,3.0,,123.0,9.0,13.0,3.0,28.0,74.0,507.0,4.0,6.0,,,4.0,191.0,7.0,0.0407,1.0,11.0,9.0,,3.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57531,Michail Antonio,Forward,West Ham,21,Jamaica,2020-21,211.0,2.0,1.8034,103.0,0.0,,14.0,25.0,8.0,10.6755,7.0,49.0,,139.0,26.0,5.0,54.0,24.0,144.0,29.0,453.0,6.0,6.0,,162.0,2.0,1.0,2.0,1983.0,89.0,161.0,6.0,37.0,88.0,296.0,,127.0,3.0,1.0,18.6867,22.0,,7.0,25.0,122.0,119.0,40.0,4.0,372.0,17.0,4.0,93.0,51.0,26.0,1.0,3.0,44.0,245.0,19.0,29.0,93.0,,210.0,73.0,0.0,450.0,24.0,15.0,357.0,4.0,43.0,3.0,,115.0,29.0,7.0,,13.0,126.0,916.0,5.0,12.0,6.0,6.0,1.0,66.0,11.0,13.5075,3.0,5.0,15.0,,22.0,15.0,2.0,14.0,14.0,13.0,8.0,8.0,10.0,2.0,,6.0,,,,,,,,,,,,,,2.0,,5.0,1.0,,,,,,,
461533,Mipo Odubeko,Forward,West Ham,21,Ireland,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232398,Nathan Trott,Goalkeeper,West Ham,21,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217593,Pablo Fornals,Midfielder,West Ham,21,Spain,2020-21,177.0,6.0,1.7588,84.0,0.0,,18.0,16.0,3.0,3.9862,44.0,32.0,1.0,189.0,33.0,4.0,40.0,31.0,218.0,38.0,1059.0,3.0,7.0,2.0,64.0,6.0,4.0,6.0,2581.0,41.0,113.0,7.0,80.0,90.0,813.0,,71.0,1.0,3.0,30.9668,27.0,1.0,7.0,33.0,136.0,296.0,17.0,1.0,290.0,42.0,2.0,312.0,163.0,33.0,4.0,18.0,31.0,541.0,26.0,39.0,52.0,,226.0,23.0,0.0,1039.0,16.0,20.0,357.0,26.0,29.0,1.0,,219.0,26.0,36.0,1.0,28.0,232.0,1492.0,6.0,15.0,4.0,7.0,9.0,306.0,19.0,5.9848,3.0,29.0,57.0,1.0,14.0,7.0,2.0,7.0,7.0,3.0,11.0,11.0,5.0,,,4.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
81012,Ryan Fredericks,Defender,West Ham,21,England,2020-21,35.0,6.0,0.5826,24.0,0.0,,2.0,2.0,1.0,0.3341,9.0,2.0,1.0,39.0,14.0,1.0,12.0,6.0,52.0,17.0,226.0,0.0,1.0,,22.0,1.0,,6.0,567.0,14.0,28.0,,14.0,20.0,172.0,,13.0,8.0,,6.8264,11.0,1.0,19.0,9.0,21.0,31.0,10.0,0.0,63.0,4.0,1.0,82.0,30.0,14.0,,4.0,4.0,113.0,9.0,17.0,7.0,,41.0,8.0,0.0,223.0,,4.0,88.0,5.0,3.0,2.0,,67.0,11.0,11.0,,2.0,46.0,373.0,25.0,3.0,,1.0,8.0,67.0,8.0,0.2629,2.0,13.0,19.0,,2.0,1.0,8.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
172841,Saïd Benrahma,Forward,West Ham,21,Algeria,2020-21,115.0,9.0,3.1896,56.0,0.0,0.0515,7.0,12.0,8.0,2.5091,24.0,28.0,3.0,70.0,30.0,6.0,24.0,14.0,87.0,35.0,484.0,1.0,4.0,,16.0,1.0,7.0,9.0,1389.0,13.0,83.0,4.0,19.0,80.0,389.0,,53.0,,2.0,17.678,21.0,,4.0,19.0,102.0,159.0,15.0,0.0,198.0,10.0,0.0,124.0,91.0,30.0,7.0,9.0,38.0,290.0,15.0,35.0,71.0,1.0,182.0,3.0,0.0,475.0,16.0,12.0,252.0,15.0,42.0,,1.0,87.0,14.0,8.0,,8.0,114.0,844.0,5.0,12.0,,4.0,3.0,116.0,8.0,2.6224,0.0,17.0,17.0,1.0,5.0,2.0,16.0,4.0,4.0,1.0,3.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,
215439,Tomás Soucek,Midfielder,West Ham,21,Czech Republic,2020-21,308.0,1.0,2.4363,133.0,1.0,,13.0,23.0,2.0,6.4083,78.0,51.0,,352.0,38.0,1.0,72.0,38.0,394.0,8.0,1607.0,6.0,4.0,,395.0,10.0,3.0,1.0,3419.0,161.0,364.0,8.0,43.0,130.0,1129.0,,110.0,,3.0,42.9156,17.0,7.0,102.0,47.0,147.0,384.0,43.0,2.0,672.0,25.0,4.0,581.0,246.0,38.0,3.0,37.0,13.0,618.0,39.0,8.0,34.0,,277.0,234.0,1.0,1585.0,28.0,8.0,483.0,41.0,16.0,18.0,,440.0,69.0,62.0,,84.0,202.0,2185.0,4.0,,1.0,4.0,21.0,596.0,36.0,8.4039,7.0,42.0,112.0,,8.0,2.0,,10.0,10.0,,9.0,9.0,10.0,3.0,1.0,6.0,,,1.0,,,,,,,,,,,1.0,,4.0,,,,,,,,
164555,Vladimír Coufal,Defender,West Ham,21,Czech Republic,2020-21,131.0,29.0,3.9499,64.0,0.0,,3.0,5.0,1.0,1.0956,73.0,12.0,,263.0,34.0,7.0,34.0,34.0,368.0,94.0,1279.0,0.0,1.0,,95.0,9.0,1.0,34.0,3055.0,42.0,172.0,8.0,107.0,119.0,876.0,,43.0,78.0,3.0,39.696,38.0,11.0,90.0,43.0,89.0,51.0,34.0,0.0,303.0,34.0,0.0,682.0,169.0,34.0,1.0,37.0,9.0,551.0,35.0,98.0,25.0,,208.0,53.0,0.0,1261.0,7.0,23.0,613.0,36.0,15.0,7.0,,335.0,29.0,41.0,,35.0,211.0,2190.0,251.0,1.0,2.0,1.0,52.0,394.0,18.0,1.2665,3.0,105.0,131.0,2.0,4.0,,,4.0,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
