playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,substituteOn,aerialDuels,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,setPiecesGoals,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,penaltyGoalsConceded,keyPassesAttemptAssists,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,freekickTotal,attemptsFromSetPieces,throwInsToOwnPlayer,hitWoodwork,handballsConceded,expectedGoalsFreekick,overruns,goalAssists,foulWonPenalty,unsuccessfulCrossesOpenPlay,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,penaltiesTaken,oboxTarget,headedGoals,cornersWon,penaltyGoals,substituteOff,shotsBlockedOutsideBox,successfulCrossesOpenPlay,throwInsToOppositionPlayer,successfulLaunches,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,clearancesOffTheLine,lastPlayerTackle,ownGoalScored,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,secondGoalAssists
8742,Alou Diarra,Midfielder,West Ham,21,France,2012-13,10.0,0.013,0.0,1.0,6.0,1.0,12.0,3.0,1.0,1.0,13.0,66.0,2.0,6.0,138.0,14.0,1.0,8.0,51.0,2.0,3.5616,6.0,3.0,2.0,10.0,20.0,1.0,0.0,24.0,28.0,8.0,3.0,4.0,34.0,2.0,3.0,2.0,18.0,6.0,0.0,66.0,1.0,16.0,2.0,1.0,2.0,12.0,4.0,1.0,2.0,6.0,88.0,1.0,19.0,0.2751,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40142,Andy Carroll,Forward,West Ham,21,England,2012-13,229.0,2.5988,0.0,17.0,17.0,64.0,260.0,26.0,41.0,22.0,273.0,698.0,4.0,349.0,1957.0,303.0,9.0,76.0,405.0,158.0,32.1246,60.0,29.0,18.0,107.0,142.0,53.0,2.0,532.0,262.0,65.0,26.0,4.0,327.0,20.0,62.0,18.0,183.0,227.0,0.0,698.0,41.0,401.0,13.0,6.0,7.0,123.0,41.0,13.0,20.0,171.0,1086.0,3.0,99.0,6.595,6.0,13.0,21.0,23.0,3.589,3.0,1.0,7.0,10.0,3.0,10.0,21.0,21.0,122.0,2.0,30.0,2.0,2.0,12.0,13.0,4.0,3.0,4.0,1.0,1.0,0.1931,2.0,4.0,1.0,13.0,5.0,14.0,1.0,5.0,4.0,1.0,14.0,3.0,12.0,1.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
12799,Carlton Cole,Forward,West Ham,21,England,2012-13,204.0,1.0748,1.0,5.0,2.0,31.0,171.0,27.0,10.0,14.0,173.0,428.0,13.0,216.0,1360.0,128.0,8.0,23.0,251.0,83.0,23.6876,28.0,23.0,3.0,93.0,75.0,17.0,0.0,332.0,173.0,33.0,27.0,,213.0,15.0,53.0,3.0,116.0,105.0,1.0,428.0,15.0,279.0,2.0,4.0,3.0,93.0,40.0,3.0,4.0,87.0,653.0,,45.0,4.7593,2.0,2.0,7.0,16.0,2.3226,,,2.0,9.0,0.0,6.0,22.0,22.0,111.0,,10.0,1.0,,7.0,13.0,,,1.0,,4.0,,,1.0,,13.0,2.0,6.0,3.0,6.0,2.0,,6.0,1.0,8.0,,7.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
108411,Dan Potts,Defender,West Ham,21,England,2012-13,6.0,0.0155,0.0,,7.0,,8.0,2.0,,1.0,12.0,37.0,1.0,3.0,110.0,7.0,1.0,7.0,23.0,,3.0629,8.0,3.0,,3.0,12.0,,0.0,13.0,18.0,5.0,2.0,,17.0,2.0,2.0,,10.0,,0.0,37.0,,21.0,7.0,,1.0,,,1.0,2.0,7.0,77.0,3.0,8.0,,0.0,4.0,3.0,,,,,,,,,,,3.0,,,,,1.0,1.0,,,11.0,,,,,,,1.0,,,,,,,,,1.0,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,
149485,Elliot Lee,Midfielder,West Ham,21,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10709,Emanuel Pogatetz,Defender,West Ham,21,Austria,2012-13,16.0,0.0074,0.0,1.0,8.0,,8.0,6.0,,1.0,12.0,36.0,5.0,4.0,149.0,11.0,2.0,9.0,21.0,,3.6408,18.0,4.0,,14.0,11.0,1.0,0.0,27.0,19.0,2.0,6.0,3.0,9.0,2.0,3.0,,23.0,2.0,0.0,34.0,,17.0,5.0,,,1.0,6.0,,3.0,5.0,85.0,6.0,15.0,0.0218,2.0,4.0,1.0,,,,,,,,2.0,,,2.0,1.0,,,,,2.0,,,10.0,,,,,,,2.0,,,,,,,,,1.0,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,
5716,Gary O'Neil,Midfielder,West Ham,21,England,2012-13,79.0,2.4234,0.0,2.0,34.0,9.0,134.0,24.0,9.0,17.0,174.0,774.0,7.0,25.0,1441.0,61.0,6.0,52.0,533.0,17.0,22.4332,30.0,17.0,2.0,63.0,172.0,13.0,2.0,140.0,297.0,113.0,24.0,7.0,382.0,11.0,21.0,2.0,115.0,9.0,0.0,744.0,5.0,276.0,27.0,5.0,4.0,204.0,23.0,26.0,67.0,101.0,1058.0,17.0,245.0,0.4322,2.0,40.0,36.0,4.0,0.623,1.0,,1.0,2.0,0.0,2.0,4.0,4.0,16.0,1.0,34.0,1.0,,6.0,52.0,,,1.0,,1.0,,3.0,3.0,,32.0,4.0,2.0,27.0,,1.0,,2.0,,6.0,,7.0,2.0,13.0,,15.0,32.0,12.0,18.0,1.0,,,,,,,,,,,,,,,,,,
5609,George McCartney,Defender,West Ham,21,Northern Ireland,2012-13,30.0,1.124,0.0,,22.0,,37.0,12.0,,9.0,60.0,297.0,3.0,7.0,873.0,35.0,3.0,31.0,218.0,4.0,16.1037,38.0,16.0,,27.0,83.0,6.0,0.0,65.0,154.0,41.0,12.0,4.0,153.0,13.0,10.0,,58.0,4.0,0.0,295.0,,113.0,18.0,3.0,5.0,16.0,12.0,7.0,19.0,44.0,528.0,15.0,96.0,,2.0,23.0,13.0,,,,,,,,,,,3.0,,5.0,,,1.0,21.0,,,71.0,,,,,2.0,,21.0,1.0,,12.0,,,,,,6.0,,2.0,,12.0,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,
105320,George Moncur,Midfielder,West Ham,21,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10356,Guy Demel,Defender,West Ham,21,Cote d’Ivoire,2012-13,106.0,1.8413,0.0,2.0,44.0,2.0,127.0,31.0,2.0,28.0,175.0,831.0,3.0,44.0,2478.0,110.0,11.0,86.0,633.0,14.0,39.0171,104.0,35.0,2.0,86.0,22.0,17.0,0.0,216.0,388.0,108.0,31.0,10.0,419.0,24.0,57.0,2.0,172.0,24.0,0.0,829.0,2.0,372.0,34.0,25.0,12.0,290.0,20.0,38.0,23.0,131.0,1588.0,52.0,267.0,0.1705,2.0,48.0,33.0,,,,,,4.0,,3.0,,,20.0,1.0,17.0,,,21.0,53.0,,,249.0,,1.0,,14.0,2.0,,53.0,5.0,,30.0,,,,,,18.0,,8.0,3.0,30.0,52.0,17.0,,,,,,,,,,,,,,,,,,,,,,
