playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,penaltiesTaken,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,successfulLaunches,lastPlayerTackle,throwInsToOwnPlayer,cornersTakenInclShortCorners,attemptsFromSetPieces,redCards2ndYellow,penaltyGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,ownGoalScored,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
12799,Carlton Cole,Forward,West Ham,21,England,2010-11,270.0,7.0,0.0,18.0,28.0,4.0,11.0,56.0,10.0,223.0,35.0,2.0,55.0,2.0,21.0,228.0,23.0,656.0,5.0,34.0,3.0,14.0,163.0,1.0,7.0,2115.0,20.0,89.0,130.0,3.0,56.0,397.0,145.0,2.0,4.0,28.0,41.0,47.0,181.0,154.0,32.0,0.0,400.0,2.0,211.0,45.0,35.0,1.0,2.0,2.0,2.0,25.0,318.0,44.0,1.0,23.0,129.0,237.0,74.0,0.0,656.0,28.0,24.0,453.0,9.0,13.0,4.0,129.0,57.0,11.0,1.0,31.0,162.0,1115.0,7.0,2.0,1.0,117.0,11.0,4.0,5.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Danny Gabbidon,Defender,West Ham,21,Wales,2010-11,79.0,1.0,0.0,2.0,1.0,1.0,50.0,5.0,,97.0,26.0,,,,24.0,145.0,17.0,807.0,,,,2.0,83.0,3.0,1.0,2181.0,,33.0,115.0,4.0,65.0,573.0,17.0,24.0,3.0,9.0,148.0,42.0,46.0,215.0,4.0,0.0,194.0,,376.0,119.0,26.0,,,11.0,,5.0,228.0,38.0,,17.0,15.0,111.0,50.0,0.0,795.0,4.0,2.0,216.0,39.0,11.0,26.0,143.0,18.0,35.0,2.0,89.0,73.0,1272.0,1.0,,44.0,435.0,1.0,3.0,48.0,40.0,2.0,21.0,4.0,72.0,,,,,,,,,,,,,,,,,,,,,,
47412,Demba Ba,Forward,West Ham,21,Senegal,2010-11,62.0,1.0,0.0,13.0,19.0,,8.0,35.0,4.0,58.0,12.0,,24.0,,10.0,63.0,12.0,261.0,7.0,10.0,,2.0,35.0,1.0,1.0,932.0,5.0,20.0,50.0,6.0,35.0,188.0,,,,11.0,8.0,21.0,42.0,,22.0,,112.0,,,26.0,12.0,,3.0,4.0,1.0,12.0,146.0,15.0,3.0,12.0,,77.0,15.0,0.0,,16.0,10.0,,4.0,5.0,1.0,,8.0,5.0,1.0,10.0,,428.0,2.0,2.0,1.0,53.0,4.0,1.0,5.0,6.0,,,,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
98465,Dylan Tombides,Forward,West Ham,21,Australia,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70755,Frank Nouble,Forward,West Ham,21,England,2010-11,1.0,,0.0,,,,,,,,2.0,,1.0,,,,,2.0,,,,2.0,,,,2.0,,,2.0,,2.0,2.0,,,,,,,1.0,,1.0,0.0,3.0,,1.0,1.0,2.0,,,,,,1.0,,,,1.0,3.0,,0.0,2.0,,,1.0,,1.0,,,,,,,1.0,5.0,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49997,Freddie Sears,Forward,West Ham,21,England,2010-11,36.0,6.0,0.0,3.0,8.0,5.0,10.0,11.0,1.0,29.0,11.0,,4.0,,9.0,37.0,23.0,165.0,1.0,3.0,0.0,2.0,6.0,1.0,6.0,761.0,,5.0,22.0,2.0,21.0,124.0,22.0,1.0,,11.0,4.0,16.0,31.0,19.0,5.0,0.0,58.0,1.0,61.0,25.0,11.0,,1.0,3.0,,9.0,94.0,14.0,,23.0,22.0,52.0,1.0,0.0,165.0,3.0,7.0,107.0,7.0,6.0,1.0,47.0,5.0,8.0,,4.0,38.0,307.0,4.0,,8.0,40.0,,0.0,8.0,11.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,
10445,Frédéric Piquionne,Forward,West Ham,21,France,2010-11,263.0,8.0,1.0,15.0,15.0,10.0,29.0,50.0,9.0,260.0,34.0,3.0,68.0,,26.0,274.0,56.0,779.0,6.0,23.0,3.0,8.0,253.0,2.0,8.0,2250.0,10.0,111.0,223.0,4.0,81.0,489.0,123.0,,3.0,33.0,51.0,38.0,152.0,159.0,30.0,4.0,486.0,3.0,266.0,67.0,34.0,1.0,3.0,6.0,,32.0,386.0,34.0,3.0,56.0,95.0,233.0,142.0,0.0,778.0,35.0,20.0,503.0,23.0,22.0,5.0,189.0,43.0,19.0,,16.0,165.0,1273.0,13.0,5.0,5.0,127.0,5.0,1.0,14.0,18.0,,2.0,,8.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
5716,Gary O'Neil,Midfielder,West Ham,21,England,2010-11,42.0,5.0,0.0,3.0,4.0,2.0,16.0,7.0,,41.0,8.0,1.0,11.0,,7.0,51.0,15.0,218.0,,,,1.0,13.0,1.0,5.0,592.0,2.0,6.0,33.0,3.0,26.0,155.0,13.0,,1.0,9.0,9.0,10.0,36.0,34.0,6.0,0.0,75.0,,69.0,35.0,8.0,,,6.0,,7.0,109.0,7.0,,15.0,18.0,62.0,7.0,0.0,218.0,3.0,2.0,97.0,10.0,4.0,1.0,73.0,14.0,6.0,,12.0,42.0,337.0,3.0,1.0,6.0,63.0,1.0,0.0,10.0,12.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
33305,Herita Ilunga,Defender,West Ham,21,DR Congo,2010-11,30.0,7.0,0.0,,,,22.0,,,65.0,11.0,,3.0,,10.0,76.0,12.0,333.0,,,,1.0,27.0,1.0,7.0,867.0,,10.0,46.0,,29.0,243.0,2.0,16.0,3.0,9.0,30.0,21.0,20.0,113.0,5.0,0.0,76.0,,169.0,43.0,11.0,,,6.0,,1.0,120.0,21.0,,12.0,7.0,49.0,17.0,0.0,328.0,,3.0,123.0,16.0,2.0,2.0,14.0,9.0,7.0,1.0,14.0,37.0,537.0,2.0,,6.0,144.0,,1.0,11.0,23.0,,1.0,,63.0,,,,,,,,,,,,,,,,,,,,,,
49414,Jack Collison,Midfielder,West Ham,21,Wales,2010-11,10.0,,0.0,1.0,1.0,,3.0,5.0,1.0,10.0,3.0,,7.0,,2.0,11.0,3.0,103.0,,,,1.0,1.0,,,199.0,,,4.0,2.0,3.0,85.0,8.0,,,2.0,2.0,5.0,10.0,35.0,,0.0,14.0,,25.0,10.0,3.0,,,1.0,,2.0,42.0,3.0,,3.0,6.0,13.0,1.0,0.0,102.0,4.0,,29.0,2.0,,2.0,19.0,1.0,6.0,,7.0,24.0,145.0,1.0,,1.0,50.0,,0.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
92355,Jake Larkins,Goalkeeper,West Ham,21,England,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49413,James Tomkins,Defender,West Ham,21,England,2010-11,77.0,,0.0,4.0,4.0,1.0,49.0,10.0,,78.0,19.0,1.0,,,18.0,109.0,2.0,520.0,1.0,,0.0,1.0,95.0,2.0,,1582.0,,40.0,119.0,5.0,64.0,365.0,22.0,2.0,1.0,5.0,162.0,33.0,37.0,93.0,13.0,0.0,196.0,1.0,230.0,76.0,19.0,,,14.0,,2.0,118.0,28.0,1.0,2.0,5.0,101.0,55.0,0.0,502.0,6.0,1.0,127.0,35.0,2.0,22.0,141.0,18.0,45.0,2.0,46.0,56.0,884.0,2.0,1.0,34.0,293.0,1.0,3.0,31.0,34.0,,21.0,6.0,17.0,,1.0,,,,,,,,,,,,,,,,,,,,
18005,Jonathan Spector,Defender,West Ham,21,United States,2010-11,39.0,3.0,0.0,1.0,3.0,,23.0,8.0,5.0,64.0,14.0,,6.0,,10.0,76.0,4.0,265.0,1.0,,,4.0,18.0,,3.0,928.0,,7.0,54.0,3.0,43.0,181.0,,4.0,,6.0,23.0,22.0,32.0,,15.0,,93.0,,,35.0,14.0,,1.0,6.0,,5.0,103.0,19.0,,4.0,,75.0,11.0,0.0,,5.0,4.0,,17.0,5.0,2.0,,7.0,12.0,,8.0,,428.0,2.0,,11.0,89.0,,2.0,12.0,20.0,1.0,2.0,,18.0,,,,,,,,,,,,,,,,,,,,,,
51933,Jordan Spence,Defender,West Ham,21,England,2010-11,4.0,,0.0,,,,6.0,,,12.0,2.0,,,,2.0,17.0,1.0,69.0,,,,,1.0,,,180.0,,,8.0,2.0,7.0,46.0,,4.0,,2.0,9.0,6.0,4.0,7.0,,0.0,12.0,,37.0,5.0,2.0,,,1.0,,1.0,27.0,4.0,,1.0,1.0,11.0,1.0,0.0,69.0,,,25.0,5.0,1.0,2.0,19.0,2.0,2.0,,6.0,6.0,116.0,,,6.0,25.0,,0.0,5.0,4.0,,2.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,
37753,Julien Faubert,Defender,West Ham,21,France,2010-11,25.0,3.0,0.0,1.0,1.0,,8.0,2.0,,50.0,9.0,,1.0,,7.0,66.0,16.0,188.0,,2.0,,2.0,9.0,,4.0,612.0,,7.0,17.0,,15.0,112.0,4.0,18.0,2.0,6.0,17.0,18.0,18.0,9.0,3.0,0.0,42.0,,114.0,24.0,9.0,,,,,3.0,75.0,18.0,,18.0,8.0,33.0,2.0,0.0,184.0,1.0,3.0,117.0,8.0,4.0,1.0,53.0,7.0,17.0,,10.0,12.0,364.0,1.0,,13.0,51.0,,2.0,16.0,19.0,,1.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
56872,Junior Stanislas,Midfielder,West Ham,21,England,2010-11,13.0,,0.0,4.0,3.0,,2.0,4.0,1.0,17.0,6.0,,4.0,,4.0,21.0,15.0,95.0,1.0,2.0,1.0,2.0,3.0,,4.0,349.0,,2.0,5.0,,4.0,66.0,11.0,,,5.0,3.0,3.0,11.0,38.0,2.0,0.0,18.0,0.0,28.0,20.0,6.0,,1.0,,,5.0,52.0,3.0,,23.0,8.0,15.0,1.0,0.0,95.0,1.0,5.0,58.0,2.0,,,10.0,2.0,,,8.0,19.0,158.0,2.0,,1.0,26.0,,0.0,4.0,3.0,,1.0,,5.0,10.0,1.0,,,4.0,6.0,,,,,,,,,,,,,,,,
