playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,lastPlayerTackle,goals,awayGoals,unsuccessfulLayoffs,homeGoals,penaltiesTaken,rightFootGoals,leftFootGoals,penaltyGoals,hitWoodwork,shotsOnTargetOutsideBox,oboxTarget,handballsConceded,secondGoalAssists,foulWonPenalty,headedGoals,penaltiesSaved,savesFromPenalty,drops,clearancesOffTheLine,ownGoalScored
195899,Gianluca Scamacca,Forward,West Ham,21,Italy,2022-23,62.0,1.0,0.5217,34.0,0.0,0.0306,8.0,10.0,,1.8657,10.0,22.0,,55.0,16.0,,11.0,16.0,11.0,58.0,,175.0,6.0,3.0,5.0,,38.0,,1.0,4.0,928.0,4.0,21.0,45.0,2.0,10.0,28.0,105.0,,40.0,,,13.7086,13.0,,5.0,12.0,5.0,41.0,59.0,10.0,2.0,107.0,3.0,40.0,23.0,16.0,5.0,6.0,88.0,10.0,,25.0,1.0,5.0,69.0,17.0,0.0,172.0,12.0,6.0,107.0,5.0,8.0,,1.0,44.0,16.0,4.0,,12.0,32.0,313.0,,8.0,3.0,,30.0,9.0,2.5136,3.0,3.0,10.0,,,,,,,,,,,,,,,3.0,1.0,5.0,2.0,,3.0,,,,3.0,3.0,,,,,,,,,
178186,Jarrod Bowen,Forward,West Ham,21,England,2022-23,245.0,11.0,6.004,90.0,0.0,0.0426,33.0,24.0,7.0,7.6157,38.0,42.0,6.0,163.0,38.0,5.0,6.0,45.0,36.0,195.0,54.0,715.0,10.0,10.0,2.0,90.0,102.0,7.0,29.0,15.0,3236.0,15.0,68.0,182.0,7.0,96.0,148.0,498.0,17.0,170.0,,4.0,49.5343,43.0,3.0,18.0,50.0,23.0,177.0,76.0,69.0,2.0,427.0,38.0,203.0,152.0,38.0,22.0,55.0,379.0,43.0,130.0,110.0,1.0,23.0,325.0,34.0,0.0,703.0,18.0,41.0,516.0,16.0,41.0,9.0,1.0,274.0,26.0,36.0,68.0,22.0,162.0,1471.0,3.0,6.0,10.0,18.0,170.0,12.0,9.4868,2.0,32.0,50.0,,,,,,1.0,,,,,,,,,6.0,0.0,4.0,6.0,2.0,,6.0,1.0,3.0,3.0,3.0,4.0,,3.0,,,,,,
447879,Joseph Anang,Goalkeeper,West Ham,21,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518438,Kaelan Casey,Defender,West Ham,21,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483364,Krisztián Hegyi,Goalkeeper,West Ham,21,Hungary,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103192,Kurt Zouma,Defender,West Ham,21,France,2022-23,36.0,,0.127,27.0,0.0,,3.0,6.0,,1.6354,9.0,16.0,,70.0,25.0,,1.0,17.0,24.0,128.0,,826.0,,,1.0,,70.0,7.0,,4.0,1990.0,4.0,14.0,74.0,3.0,6.0,18.0,648.0,,30.0,,2.0,28.3545,1.0,9.0,118.0,29.0,3.0,22.0,221.0,7.0,1.0,110.0,3.0,286.0,84.0,25.0,5.0,3.0,141.0,26.0,,5.0,,3.0,40.0,56.0,0.0,801.0,10.0,4.0,140.0,4.0,3.0,14.0,,280.0,14.0,30.0,,50.0,39.0,1066.0,3.0,3.0,,28.0,557.0,6.0,2.2246,0.0,58.0,52.0,,,11.0,,,,,,,11.0,,,,,2.0,0.0,,2.0,,,,,,,,,,,2.0,,,,,
224024,Lucas Paquetá,Midfielder,West Ham,21,Brazil,2022-23,189.0,4.0,2.6333,60.0,0.0,0.0768,15.0,16.0,2.0,4.8547,71.0,38.0,13.0,206.0,28.0,3.0,30.0,35.0,27.0,223.0,17.0,1125.0,1.0,9.0,1.0,1.0,68.0,,4.0,9.0,2168.0,9.0,32.0,176.0,7.0,65.0,140.0,856.0,,57.0,,2.0,33.7198,29.0,1.0,31.0,39.0,6.0,157.0,199.0,30.0,0.0,365.0,37.0,387.0,144.0,28.0,18.0,22.0,513.0,32.0,18.0,66.0,1.0,6.0,297.0,36.0,0.0,1054.0,22.0,8.0,366.0,53.0,39.0,4.0,1.0,330.0,50.0,16.0,,46.0,209.0,1609.0,1.0,20.0,9.0,2.0,393.0,37.0,4.5221,5.0,17.0,57.0,,,,,,,,,,,,,,,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,,2.0,1.0,,,,,
37096,Lukasz Fabianski,Goalkeeper,West Ham,21,Poland,2022-23,2.0,,0.0311,1.0,0.0,,,,,,2.0,,,1.0,36.0,,,,36.0,324.0,,773.0,,,,,18.0,8.0,,,3113.0,,1.0,21.0,7.0,1.0,4.0,242.0,,,,2.0,46.5905,,28.0,24.0,48.0,,1.0,102.0,4.0,0.0,23.0,1.0,556.0,255.0,36.0,2.0,,149.0,41.0,,,,,5.0,17.0,0.0,385.0,,,335.0,,,,,115.0,,,,207.0,,1116.0,,3.0,,105.0,300.0,,,1.0,323.0,32.0,26.0,49.0,249.0,8.0,4.0,,14.0,108.0,7.0,314.0,88.0,25.0,58.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,3.0,,
86934,Manuel Lanzini,Midfielder,West Ham,21,Argentina,2022-23,10.0,,0.2922,3.0,0.0,,2.0,1.0,,0.6086,2.0,1.0,,24.0,10.0,,,2.0,2.0,27.0,2.0,173.0,2.0,2.0,8.0,,3.0,,,,245.0,,2.0,6.0,1.0,7.0,5.0,142.0,,3.0,,1.0,5.8631,1.0,,,5.0,,8.0,39.0,2.0,0.0,16.0,2.0,49.0,21.0,10.0,,,88.0,4.0,2.0,3.0,,,13.0,1.0,0.0,171.0,,1.0,34.0,2.0,1.0,,,51.0,1.0,2.0,,4.0,34.0,199.0,,1.0,2.0,,58.0,1.0,0.5337,0.0,3.0,7.0,,,,,,,,,,,,,,,1.0,0.0,,1.0,,,1.0,,,,,,,,,,,,,
149519,Maxwel Cornet,Forward,West Ham,21,Cote d’Ivoire,2022-23,23.0,1.0,0.1274,14.0,0.0,,2.0,2.0,,0.4947,7.0,7.0,,18.0,14.0,,6.0,3.0,2.0,18.0,5.0,88.0,9.0,,12.0,,17.0,,1.0,2.0,235.0,2.0,11.0,17.0,1.0,13.0,11.0,69.0,,11.0,,,4.7315,1.0,,3.0,5.0,2.0,12.0,31.0,2.0,0.0,40.0,6.0,17.0,15.0,14.0,4.0,3.0,48.0,4.0,5.0,8.0,,2.0,23.0,6.0,0.0,87.0,5.0,2.0,42.0,3.0,2.0,,,10.0,2.0,2.0,,1.0,30.0,150.0,1.0,2.0,,,23.0,2.0,1.2534,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
57531,Michail Antonio,Forward,West Ham,21,Jamaica,2022-23,194.0,5.0,0.7787,74.0,0.0,,11.0,13.0,4.0,3.6881,14.0,28.0,1.0,120.0,33.0,3.0,10.0,23.0,21.0,129.0,30.0,304.0,12.0,2.0,12.0,,138.0,,5.0,6.0,1835.0,6.0,88.0,138.0,3.0,26.0,88.0,170.0,,86.0,2.0,3.0,27.7552,12.0,1.0,9.0,29.0,9.0,106.0,80.0,44.0,1.0,332.0,8.0,91.0,43.0,33.0,7.0,29.0,139.0,26.0,30.0,74.0,,9.0,194.0,50.0,0.0,300.0,15.0,17.0,316.0,7.0,30.0,5.0,,66.0,28.0,5.0,,5.0,67.0,703.0,6.0,19.0,2.0,4.0,41.0,8.0,6.9723,2.0,9.0,12.0,,,,,,1.0,,,,,,,,,5.0,3.0,5.0,2.0,,2.0,,,2.0,2.0,2.0,5.0,,,3.0,,,,1.0,
210494,Nayef Aguerd,Defender,West Ham,21,Morocco,2022-23,54.0,,0.2637,22.0,0.0,,3.0,2.0,,1.2797,27.0,9.0,,63.0,18.0,,,14.0,17.0,160.0,,759.0,2.0,,1.0,,63.0,5.0,,,1595.0,,31.0,71.0,6.0,7.0,39.0,534.0,,23.0,,2.0,28.2369,6.0,6.0,78.0,28.0,3.0,23.0,187.0,8.0,1.0,125.0,2.0,338.0,105.0,18.0,9.0,,168.0,22.0,,7.0,,3.0,62.0,32.0,0.0,723.0,7.0,2.0,179.0,18.0,4.0,24.0,,193.0,8.0,18.0,,65.0,41.0,976.0,,1.0,,24.0,431.0,5.0,2.2539,4.0,97.0,59.0,,,7.0,,,1.0,,,,7.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,1.0,
180151,Nikola Vlasic,Midfielder,West Ham,21,Croatia,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217593,Pablo Fornals,Midfielder,West Ham,21,Spain,2022-23,88.0,6.0,2.0316,36.0,0.0,,5.0,7.0,1.0,1.7928,30.0,22.0,7.0,117.0,32.0,1.0,6.0,15.0,17.0,156.0,31.0,701.0,1.0,3.0,15.0,21.0,37.0,1.0,7.0,,1501.0,,26.0,62.0,4.0,36.0,51.0,503.0,1.0,40.0,2.0,2.0,24.3852,19.0,1.0,8.0,28.0,2.0,62.0,218.0,7.0,1.0,150.0,14.0,226.0,130.0,32.0,15.0,10.0,359.0,24.0,52.0,25.0,,2.0,113.0,11.0,0.0,682.0,15.0,11.0,261.0,15.0,14.0,2.0,,99.0,14.0,14.0,19.0,42.0,158.0,964.0,5.0,14.0,3.0,9.0,193.0,9.0,2.2218,0.0,39.0,45.0,,,,,,,,,,,,,,,3.0,3.0,,0.0,,3.0,,,1.0,4.0,4.0,,,,,,,,,
172841,Saïd Benrahma,Forward,West Ham,21,Algeria,2022-23,140.0,14.0,3.303,32.0,0.0,0.2727,21.0,27.0,6.0,5.4737,25.0,52.0,5.0,106.0,35.0,3.0,9.0,13.0,22.0,126.0,65.0,700.0,7.0,13.0,13.0,4.0,16.0,2.0,15.0,9.0,2070.0,9.0,11.0,105.0,4.0,51.0,100.0,559.0,1.0,102.0,,3.0,32.7518,45.0,4.0,11.0,32.0,8.0,129.0,246.0,15.0,1.0,245.0,22.0,166.0,113.0,35.0,10.0,55.0,409.0,28.0,68.0,96.0,5.0,8.0,229.0,5.0,0.0,692.0,25.0,30.0,354.0,15.0,60.0,1.0,5.0,64.0,16.0,9.0,3.0,15.0,224.0,1204.0,8.0,14.0,13.0,9.0,180.0,4.0,7.0441,0.0,20.0,26.0,,,,,,,,,,,,,,,6.0,1.0,1.0,5.0,4.0,6.0,,4.0,4.0,12.0,12.0,3.0,,,,,,,,
201057,Thilo Kehrer,Defender,West Ham,21,Germany,2022-23,101.0,3.0,0.7675,44.0,0.0,,3.0,1.0,,0.0229,42.0,5.0,1.0,100.0,27.0,2.0,,26.0,25.0,145.0,19.0,994.0,,1.0,2.0,,69.0,5.0,4.0,1.0,2230.0,1.0,33.0,102.0,5.0,24.0,66.0,804.0,,17.0,17.0,1.0,30.7806,6.0,5.0,73.0,34.0,2.0,68.0,196.0,12.0,0.0,203.0,10.0,383.0,117.0,27.0,18.0,2.0,292.0,29.0,19.0,8.0,,2.0,134.0,36.0,0.0,970.0,4.0,5.0,210.0,24.0,12.0,6.0,,336.0,31.0,34.0,,45.0,79.0,1376.0,74.0,2.0,1.0,16.0,561.0,17.0,0.5005,4.0,45.0,60.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
215439,Tomás Soucek,Midfielder,West Ham,21,Czech Republic,2022-23,203.0,7.0,1.0625,75.0,0.0,,7.0,13.0,2.0,4.4041,76.0,27.0,,239.0,36.0,3.0,7.0,35.0,32.0,272.0,12.0,974.0,2.0,1.0,4.0,1.0,206.0,7.0,7.0,10.0,2819.0,10.0,92.0,210.0,3.0,53.0,96.0,662.0,,73.0,,4.0,44.0463,12.0,4.0,68.0,42.0,6.0,111.0,205.0,16.0,0.0,413.0,25.0,392.0,143.0,36.0,39.0,12.0,348.0,39.0,13.0,30.0,,6.0,207.0,114.0,0.0,963.0,14.0,12.0,340.0,37.0,4.0,17.0,,250.0,50.0,53.0,1.0,40.0,127.0,1414.0,,8.0,1.0,13.0,361.0,26.0,4.0259,3.0,33.0,80.0,,,,,,,,,,,,,,,2.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,5.0,,,,,,,,
164555,Vladimír Coufal,Defender,West Ham,21,Czech Republic,2022-23,95.0,17.0,1.6533,43.0,0.0,,2.0,1.0,1.0,,58.0,4.0,,185.0,27.0,1.0,,24.0,24.0,277.0,89.0,810.0,1.0,1.0,3.0,,62.0,2.0,19.0,1.0,2137.0,1.0,22.0,122.0,4.0,65.0,82.0,492.0,,21.0,66.0,3.0,29.6795,25.0,15.0,63.0,35.0,1.0,73.0,22.0,21.0,0.0,217.0,18.0,463.0,150.0,27.0,27.0,6.0,329.0,31.0,94.0,27.0,,1.0,155.0,40.0,0.0,801.0,3.0,17.0,497.0,31.0,3.0,6.0,,202.0,30.0,38.0,,41.0,123.0,1487.0,178.0,6.0,1.0,42.0,223.0,14.0,0.2698,5.0,92.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
