playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,shotsOnTargetOutsideBox,oboxTarget,leftFootGoals,foulAttemptedTackle,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,penaltyGoalsConceded,hitWoodwork,headedGoals,foulWonPenalty,rightFootGoals,otherGoals,clearancesOffTheLine,penaltiesConceded,handballsConceded,secondGoalAssists,ownGoalScored,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals
55459,Aaron Cresswell,Defender,West Ham,21,England,2018-19,45.0,11.0,1.3533,0.0,0.0762,3.0,29.0,8.0,106.0,20.0,1.0,2.0,18.0,151.0,53.0,812.0,1.0,1.0,2.0,8.0,43.0,1.0,16.0,1590.0,18.0,72.0,4.0,59.0,47.0,632.0,4.0,29.0,21.0,31.1594,16.0,6.0,42.0,26.0,2.0,27.0,252.0,12.0,117.0,21.0,359.0,86.0,20.0,13.0,7.0,403.0,22.0,59.0,2.0,2.0,74.0,25.0,0.0,795.0,8.0,14.0,260.0,16.0,6.0,7.0,2.0,76.0,2.0,23.0,3.0,29.0,125.0,1313.0,171.0,2.0,1.0,22.0,274.0,0.4753,1.0,45.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60706,Adrián,Goalkeeper,West Ham,21,Spain,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56377,Andrii Yarmolenko,Midfielder,West Ham,21,Ukraine,2018-19,25.0,,0.8,0.0,,3.0,4.0,6.0,29.0,9.0,,6.0,5.0,36.0,10.0,203.0,1.0,1.0,4.0,,7.0,1.0,,460.0,4.0,17.0,,9.0,14.0,159.0,,19.0,,6.1905,5.0,,3.0,6.0,2.0,21.0,22.0,8.0,42.0,3.0,55.0,29.0,9.0,3.0,1.0,105.0,6.0,10.0,,2.0,35.0,3.0,0.0,197.0,3.0,1.0,73.0,1.0,2.0,1.0,,73.0,8.0,2.0,,8.0,53.0,283.0,,4.0,1.0,2.0,62.0,1.0739,2.0,7.0,8.0,3.0,1.4308,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40142,Andy Carroll,Forward,West Ham,21,England,2018-19,65.0,,0.3532,0.0,,1.0,4.0,13.0,49.0,12.0,,2.0,3.0,53.0,1.0,136.0,3.0,1.0,9.0,,89.0,,,455.0,43.0,61.0,1.0,6.0,15.0,78.0,,23.0,,8.2752,4.0,1.0,8.0,7.0,,22.0,28.0,8.0,126.0,1.0,41.0,14.0,12.0,2.0,3.0,57.0,6.0,1.0,,,37.0,46.0,0.0,129.0,7.0,2.0,81.0,2.0,3.0,2.0,,37.0,11.0,1.0,,5.0,30.0,221.0,,2.0,1.0,,26.0,2.2059,2.0,4.0,4.0,6.0,1.8085,,,1.0,1.0,,3.0,5.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
40669,Angelo Ogbonna,Defender,West Ham,21,Italy,2018-19,64.0,,0.4937,0.0,,2.0,32.0,12.0,77.0,24.0,1.0,,20.0,130.0,,794.0,,,4.0,,116.0,2.0,,1871.0,37.0,118.0,3.0,12.0,39.0,620.0,,22.0,,44.3133,3.0,11.0,99.0,36.0,2.0,27.0,242.0,6.0,182.0,10.0,309.0,93.0,24.0,19.0,,223.0,33.0,,,2.0,66.0,79.0,0.0,774.0,7.0,1.0,140.0,13.0,1.0,19.0,,208.0,15.0,35.0,,44.0,35.0,1058.0,1.0,,,34.0,441.0,1.8931,2.0,53.0,48.0,5.0,0.7991,1.0,1.0,,,,8.0,4.0,4.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
105717,Arthur Masuaku,Defender,West Ham,21,DR Congo,2018-19,102.0,4.0,0.7954,0.0,,1.0,57.0,3.0,92.0,23.0,1.0,1.0,19.0,147.0,33.0,880.0,,1.0,4.0,1.0,42.0,4.0,4.0,1757.0,21.0,119.0,1.0,53.0,98.0,682.0,,19.0,37.0,34.6388,13.0,12.0,56.0,29.0,,81.0,332.0,5.0,221.0,21.0,376.0,146.0,23.0,32.0,14.0,412.0,28.0,33.0,,,179.0,21.0,0.0,859.0,2.0,6.0,286.0,25.0,36.0,6.0,,77.0,16.0,36.0,,51.0,95.0,1437.0,143.0,1.0,1.0,40.0,325.0,0.1027,2.0,55.0,53.0,1.0,0.0244,1.0,,1.0,1.0,,11.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
222018,Ben Johnson,Defender,West Ham,21,England,2018-19,3.0,,0.001,0.0,,,1.0,,2.0,1.0,,,1.0,3.0,,14.0,,,,,,,,63.0,,1.0,,1.0,1.0,11.0,,,,1.0433,,,3.0,1.0,,3.0,5.0,,4.0,,5.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,4.0,,0.0,14.0,,,6.0,,,,,1.0,,1.0,,,3.0,33.0,8.0,1.0,,1.0,7.0,,0.0,1.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42824,Carlos Sánchez,Midfielder,West Ham,21,Colombia,2018-19,12.0,,0.0449,0.0,,3.0,4.0,,11.0,7.0,,,2.0,16.0,,143.0,,3.0,5.0,,1.0,,,240.0,,9.0,,1.0,8.0,114.0,,,,4.3413,2.0,,5.0,4.0,,12.0,38.0,1.0,21.0,1.0,31.0,13.0,7.0,1.0,2.0,59.0,4.0,,,,20.0,1.0,0.0,135.0,,,21.0,3.0,3.0,,,67.0,3.0,1.0,,13.0,7.0,172.0,,,3.0,2.0,68.0,0.0876,0.0,5.0,5.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43020,Chicharito,Forward,West Ham,21,Mexico,2018-19,60.0,,0.4613,0.0,,8.0,3.0,29.0,83.0,25.0,1.0,17.0,14.0,93.0,9.0,322.0,11.0,2.0,11.0,,38.0,1.0,,1337.0,26.0,62.0,1.0,20.0,50.0,219.0,,57.0,,25.5594,4.0,,8.0,20.0,6.0,34.0,77.0,34.0,122.0,7.0,62.0,32.0,25.0,3.0,10.0,148.0,19.0,9.0,,6.0,84.0,12.0,0.0,292.0,11.0,8.0,155.0,,13.0,1.0,,111.0,9.0,1.0,,10.0,72.0,508.0,,12.0,2.0,2.0,81.0,7.033,2.0,10.0,14.0,18.0,5.921,7.0,7.0,4.0,4.0,2.0,4.0,7.0,7.0,5.0,2.0,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
222017,Conor Coventry,Midfielder,West Ham,21,Ireland,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204480,Declan Rice,Midfielder,West Ham,21,England,2018-19,136.0,,0.7267,0.0,,4.0,98.0,18.0,160.0,34.0,,10.0,34.0,206.0,3.0,1518.0,1.0,2.0,,,97.0,6.0,,3004.0,42.0,185.0,4.0,64.0,130.0,1214.0,,27.0,1.0,59.9831,9.0,8.0,54.0,47.0,2.0,94.0,513.0,7.0,321.0,39.0,404.0,288.0,34.0,38.0,8.0,652.0,43.0,3.0,,2.0,224.0,55.0,0.0,1503.0,13.0,1.0,261.0,60.0,26.0,12.0,,463.0,17.0,52.0,,98.0,138.0,1942.0,1.0,2.0,2.0,31.0,660.0,1.1817,4.0,46.0,68.0,5.0,1.3341,2.0,2.0,,,,10.0,3.0,3.0,,4.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
166640,Fabián Balbuena,Defender,West Ham,21,Paraguay,2018-19,106.0,,0.2885,0.0,,3.0,40.0,16.0,93.0,23.0,,,23.0,171.0,1.0,832.0,,,,,132.0,5.0,,2014.0,62.0,114.0,2.0,16.0,44.0,610.0,,29.0,,36.5216,3.0,12.0,172.0,32.0,3.0,44.0,159.0,4.0,220.0,8.0,399.0,102.0,23.0,20.0,,202.0,30.0,1.0,,3.0,88.0,70.0,0.0,805.0,14.0,2.0,180.0,20.0,1.0,15.0,,208.0,19.0,53.0,,51.0,66.0,1185.0,1.0,1.0,,42.0,459.0,2.318,2.0,78.0,63.0,2.0,0.9895,1.0,1.0,,,,12.0,1.0,1.0,,3.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
101537,Felipe Anderson,Midfielder,West Ham,21,Brazil,2018-19,258.0,16.0,7.3536,0.0,0.4425,17.0,89.0,41.0,335.0,36.0,4.0,49.0,36.0,400.0,56.0,1666.0,5.0,10.0,,49.0,36.0,5.0,35.0,3051.0,26.0,226.0,3.0,143.0,216.0,1181.0,16.0,111.0,2.0,57.6722,61.0,2.0,12.0,49.0,7.0,232.0,626.0,52.0,484.0,71.0,483.0,227.0,36.0,40.0,80.0,907.0,46.0,87.0,5.0,7.0,448.0,10.0,0.0,1600.0,16.0,26.0,747.0,49.0,76.0,,5.0,215.0,27.0,41.0,27.0,85.0,342.0,2537.0,24.0,11.0,10.0,15.0,394.0,5.4628,3.0,65.0,76.0,25.0,7.4919,22.0,9.0,6.0,6.0,3.0,21.0,10.0,10.0,3.0,4.0,2.0,,,6.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
