playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,goalAssists,successfulLayoffs,goals,offsides,awayGoals,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,penaltyGoalsConceded,ownGoalScored,homeGoals,oboxTarget,rightFootGoals,lastPlayerTackle,shotsBlockedOutsideBox,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulLayoffs,hitWoodwork,foulWonPenalty,redCards2ndYellow,handballsConceded,setPiecesGoals,leftFootGoals,headedGoals,secondGoalAssists,penaltiesTaken,penaltyGoals,penaltiesConceded,penaltiesFaced,drops,clearancesOffTheLine
55459,Aaron Cresswell,Defender,West Ham,21,England,2024-25,14.0,2.0,1.9027,0.0,0.0872,1.0,11.0,4.0,1.0,33.0,18.0,10.0,70.0,14.0,521.0,8.0,13.0,14.0,3.0,10.0,823.0,7.0,21.0,2.0,15.0,14.0,408.0,6.0,2.0,9.0,8.6235,9.0,6.0,36.0,8.0,1.0,7.0,180.0,2.0,0.0,35.0,5.0,216.0,36.0,18.0,4.0,1.0,190.0,6.0,26.0,1.0,2.0,1.0,21.0,7.0,0.0,495.0,4.0,1.0,111.0,7.0,1.0,4.0,2.0,55.0,4.0,8.0,7.0,43.0,70.0,698.0,43.0,6.0,17.0,271.0,1.0,0.2337,3.0,37.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214590,Aaron Wan-Bissaka,Defender,West Ham,21,DR Congo,2024-25,132.0,16.0,2.7816,0.0,,3.0,70.0,13.0,5.0,208.0,36.0,35.0,259.0,60.0,1503.0,1.0,,56.0,5.0,16.0,3154.0,33.0,183.0,12.0,88.0,160.0,1214.0,,50.0,20.0,56.2207,28.0,12.0,111.0,59.0,2.0,99.0,173.0,27.0,0.0,315.0,26.0,560.0,174.0,36.0,21.0,43.0,689.0,47.0,60.0,65.0,,2.0,259.0,23.0,0.0,1492.0,8.0,18.0,452.0,49.0,64.0,11.0,,498.0,25.0,66.0,,30.0,272.0,2388.0,212.0,2.0,36.0,571.0,11.0,1.1935,1.0,51.0,94.0,5.0,9.0,0.8787,5.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
84182,Alphonse Areola,Goalkeeper,West Ham,21,France,2024-25,1.0,,0.0271,0.0,,,2.0,,,17.0,26.0,25.0,293.0,,865.0,1.0,,2.0,4.0,,2259.0,,4.0,4.0,3.0,2.0,410.0,,,,35.7879,,54.0,25.0,41.0,,1.0,170.0,,0.0,5.0,,499.0,178.0,26.0,,,101.0,37.0,,,,,3.0,2.0,0.0,591.0,,,301.0,2.0,,,,196.0,,,,162.0,,1116.0,,1.0,171.0,471.0,,,0.0,276.0,85.0,,,,,,,,,,,,,,1.0,,,,,,15.0,27.0,196.0,1.0,10.0,82.0,1.0,241.0,74.0,17.0,50.0,,,,,,,,,,,,,,,
229384,Andy Irving,Midfielder,West Ham,21,Scotland,2024-25,14.0,1.0,0.1327,0.0,,1.0,7.0,3.0,1.0,11.0,10.0,1.0,12.0,1.0,120.0,9.0,,2.0,,1.0,162.0,1.0,10.0,1.0,5.0,9.0,101.0,,,,3.3801,1.0,,5.0,4.0,,13.0,31.0,1.0,0.0,24.0,4.0,31.0,10.0,10.0,3.0,,55.0,3.0,1.0,3.0,,,22.0,1.0,0.0,118.0,1.0,,19.0,4.0,1.0,1.0,,35.0,6.0,1.0,,7.0,23.0,158.0,,1.0,1.0,54.0,4.0,0.1212,2.0,1.0,4.0,2.0,,0.1157,,3.0,,,,1.0,2.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
224860,Carlos Soler,Midfielder,West Ham,21,Spain,2024-25,77.0,1.0,1.902,0.0,0.044,8.0,16.0,17.0,4.0,52.0,31.0,14.0,71.0,11.0,629.0,17.0,21.0,23.0,,8.0,1404.0,12.0,53.0,5.0,23.0,42.0,538.0,5.0,27.0,,28.0605,17.0,1.0,19.0,25.0,2.0,65.0,197.0,19.0,0.0,130.0,13.0,156.0,64.0,31.0,5.0,9.0,282.0,20.0,26.0,23.0,1.0,2.0,107.0,11.0,0.0,593.0,8.0,4.0,136.0,11.0,8.0,6.0,1.0,131.0,26.0,8.0,12.0,20.0,145.0,842.0,4.0,13.0,9.0,284.0,17.0,1.8529,6.0,19.0,24.0,9.0,,2.6774,1.0,29.0,1.0,,0.0,6.0,3.0,5.0,5.0,3.0,,1.0,3.0,1.0,,6.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,
450070,Crysencio Summerville,Forward,West Ham,21,Netherlands,2024-25,58.0,5.0,1.7252,0.0,,6.0,13.0,8.0,3.0,41.0,19.0,7.0,48.0,8.0,231.0,12.0,8.0,14.0,,9.0,780.0,10.0,53.0,1.0,22.0,49.0,180.0,4.0,40.0,,16.9251,16.0,,6.0,20.0,5.0,48.0,64.0,23.0,0.0,111.0,9.0,52.0,38.0,19.0,6.0,18.0,129.0,19.0,12.0,34.0,,5.0,97.0,4.0,0.0,228.0,3.0,8.0,115.0,7.0,13.0,4.0,,41.0,9.0,,2.0,3.0,74.0,417.0,2.0,6.0,6.0,63.0,8.0,1.6259,2.0,7.0,13.0,5.0,1.0,1.7873,1.0,7.0,1.0,4.0,0.0,1.0,,4.0,4.0,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,
84939,Danny Ings,Forward,West Ham,21,England,2024-25,20.0,,0.0764,0.0,,4.0,4.0,10.0,1.0,23.0,15.0,1.0,25.0,3.0,88.0,14.0,,18.0,,,270.0,10.0,18.0,1.0,9.0,10.0,62.0,,30.0,,4.6253,4.0,,4.0,4.0,4.0,10.0,18.0,2.0,0.0,38.0,5.0,23.0,9.0,15.0,2.0,2.0,36.0,3.0,3.0,8.0,,4.0,20.0,8.0,0.0,83.0,5.0,1.0,43.0,2.0,4.0,,,16.0,,1.0,,1.0,31.0,151.0,,1.0,1.0,27.0,,2.2714,0.0,2.0,4.0,5.0,,1.7718,2.0,5.0,1.0,,1.0,,,4.0,4.0,1.0,,0.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
213999,Edson Álvarez,Midfielder,West Ham,21,Mexico,2024-25,111.0,4.0,0.8865,1.0,,6.0,50.0,6.0,3.0,101.0,28.0,20.0,133.0,2.0,987.0,8.0,,54.0,,4.0,1781.0,24.0,112.0,4.0,25.0,82.0,817.0,,13.0,,30.3807,11.0,4.0,41.0,29.0,,87.0,290.0,18.0,0.0,223.0,15.0,282.0,88.0,28.0,23.0,14.0,409.0,25.0,2.0,29.0,,,169.0,30.0,0.0,974.0,5.0,2.0,199.0,27.0,14.0,8.0,,269.0,42.0,18.0,,37.0,146.0,1287.0,3.0,15.0,11.0,449.0,33.0,0.3847,7.0,32.0,45.0,1.0,1.0,0.3543,1.0,15.0,,4.0,,6.0,1.0,,,,,,1.0,,1.0,6.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
109533,Emerson,Defender,West Ham,21,Italy,2024-25,90.0,6.0,2.1762,0.0,0.1997,4.0,60.0,12.0,1.0,105.0,31.0,26.0,153.0,27.0,868.0,5.0,25.0,38.0,1.0,18.0,2126.0,20.0,101.0,7.0,47.0,83.0,688.0,7.0,28.0,12.0,35.2495,15.0,13.0,56.0,41.0,1.0,70.0,322.0,13.0,0.0,191.0,24.0,311.0,84.0,31.0,29.0,17.0,403.0,34.0,46.0,24.0,3.0,1.0,153.0,18.0,0.0,854.0,5.0,13.0,264.0,31.0,10.0,8.0,3.0,33.0,25.0,21.0,15.0,27.0,202.0,1376.0,128.0,19.0,34.0,330.0,22.0,1.9532,5.0,48.0,47.0,7.0,,2.6474,1.0,3.0,2.0,,1.0,3.0,2.0,3.0,3.0,2.0,,1.0,2.0,,,3.0,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,
487117,Evan Ferguson,Forward,West Ham,21,Ireland,2024-25,40.0,,0.4042,0.0,0.0662,6.0,7.0,6.0,1.0,19.0,21.0,3.0,22.0,,93.0,18.0,,28.0,,,387.0,19.0,23.0,1.0,4.0,14.0,69.0,,20.0,,4.7345,5.0,,5.0,9.0,1.0,21.0,21.0,3.0,0.0,63.0,3.0,13.0,18.0,21.0,3.0,3.0,38.0,8.0,,14.0,1.0,1.0,35.0,9.0,0.0,87.0,3.0,1.0,51.0,4.0,4.0,2.0,1.0,19.0,4.0,1.0,,2.0,40.0,174.0,,3.0,,33.0,2.0,0.5408,0.0,3.0,7.0,3.0,,0.6442,,8.0,1.0,,0.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
