playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,setPiecesGoals,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulLayoffs,rightFootGoals,redCards2ndYellow,headedGoals,penaltiesConceded,otherGoals,foulWonPenalty,clearancesOffTheLine,penaltiesSaved,savesFromPenalty,penaltiesTaken,penaltyGoals,ownGoalScored
55037,Cheikhou Kouyaté,Midfielder,West Ham,21,Senegal,2017-18,234.0,4.0,0.6024,0.0,,7.0,5.0,2.0762,71.0,16.0,5.0,193.0,33.0,,3.0,26.0,32.0,230.0,13.0,955.0,2.0,6.0,4.0,1.0,,236.0,6.0,,4.0,3.0,2801.0,3.0,113.0,251.0,9.0,45.0,128.0,710.0,,42.0,2.0,50.1939,13.0,1.0,49.0,57.0,3.0,121.0,189.0,41.0,485.0,20.0,338.0,188.0,33.0,,22.0,,13.0,371.0,48.0,13.0,,3.0,249.0,123.0,0.0,950.0,11.0,4.0,344.0,49.0,20.0,11.0,,266.0,45.0,32.0,,15.0,162.0,1411.0,5.0,5.0,1.0,4.0,24.0,358.0,26.0,,2.6563,5.0,37.0,64.0,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,
204480,Declan Rice,Midfielder,West Ham,21,England,2017-18,53.0,,0.1078,0.0,,2.0,,,36.0,3.0,1.0,54.0,26.0,,,,15.0,122.0,5.0,573.0,,,2.0,11.0,,66.0,3.0,,,,1423.0,,35.0,71.0,5.0,15.0,40.0,408.0,,4.0,1.0,28.9328,2.0,13.0,70.0,29.0,,18.0,109.0,2.0,124.0,6.0,258.0,72.0,26.0,,12.0,,1.0,160.0,24.0,5.0,,,58.0,31.0,0.0,563.0,3.0,1.0,139.0,24.0,2.0,13.0,,148.0,5.0,27.0,,43.0,58.0,778.0,6.0,3.0,,2.0,42.0,291.0,3.0,,0.1995,1.0,68.0,37.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,
216058,Domingos Quina,Midfielder,West Ham,21,Portugal,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
163526,Edimilson Fernandes,Midfielder,West Ham,21,Switzerland,2017-18,42.0,1.0,0.3379,0.0,,4.0,1.0,0.0324,17.0,3.0,,51.0,14.0,,1.0,9.0,9.0,58.0,6.0,268.0,,,3.0,5.0,,26.0,,,1.0,1.0,845.0,1.0,16.0,48.0,1.0,21.0,38.0,192.0,,10.0,,21.4947,6.0,,4.0,20.0,1.0,26.0,64.0,11.0,90.0,12.0,67.0,49.0,14.0,,8.0,,3.0,112.0,19.0,6.0,,1.0,64.0,10.0,0.0,268.0,2.0,4.0,96.0,9.0,10.0,1.0,,82.0,5.0,16.0,,18.0,55.0,413.0,11.0,6.0,,3.0,1.0,99.0,3.0,,0.2957,1.0,7.0,14.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,
179830,Grady Diangana,Midfielder,West Ham,21,DR Congo,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
172567,Josh Cullen,Midfielder,West Ham,21,Ireland,2017-18,1.0,,0.0009,0.0,,,,,,,,1.0,2.0,,,,,1.0,,4.0,,,,2.0,1.0,,,,,,6.0,,,,,1.0,,3.0,,,,0.6304,,,,,,1.0,,,1.0,,2.0,1.0,2.0,,,,,2.0,,,,,1.0,,0.0,3.0,,,1.0,,,1.0,,1.0,,2.0,,,1.0,7.0,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109788,João Mário,Midfielder,West Ham,21,Portugal,2017-18,81.0,3.0,1.1152,0.0,0.0574,4.0,4.0,1.4697,14.0,12.0,5.0,72.0,13.0,,1.0,31.0,12.0,80.0,13.0,442.0,2.0,,2.0,1.0,30.0,34.0,3.0,1.0,11.0,1.0,1027.0,1.0,27.0,58.0,1.0,24.0,51.0,352.0,8.0,35.0,,15.3976,15.0,,3.0,14.0,2.0,54.0,99.0,20.0,139.0,7.0,97.0,76.0,13.0,1.0,3.0,,9.0,247.0,13.0,39.0,1.0,2.0,105.0,7.0,0.0,424.0,8.0,5.0,188.0,11.0,17.0,,1.0,119.0,14.0,8.0,18.0,10.0,127.0,654.0,,6.0,,2.0,1.0,126.0,7.0,,1.6623,0.0,8.0,16.0,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,
86934,Manuel Lanzini,Midfielder,West Ham,21,Argentina,2017-18,135.0,4.0,3.0496,0.0,0.4208,12.0,18.0,5.343,20.0,32.0,6.0,136.0,27.0,,6.0,42.0,23.0,149.0,14.0,1213.0,5.0,3.0,6.0,4.0,51.0,13.0,4.0,6.0,16.0,7.0,2048.0,7.0,10.0,123.0,7.0,24.0,120.0,1033.0,7.0,59.0,,41.6987,34.0,,5.0,44.0,6.0,125.0,349.0,35.0,258.0,6.0,329.0,165.0,27.0,6.0,9.0,1.0,37.0,698.0,37.0,67.0,7.0,6.0,245.0,3.0,0.0,1158.0,14.0,11.0,348.0,11.0,65.0,1.0,7.0,300.0,9.0,30.0,38.0,31.0,235.0,1669.0,5.0,9.0,,6.0,2.0,382.0,5.0,,3.9878,4.0,13.0,32.0,,,,,,,,,,,,,2.0,4.0,,,,,1.0,,,,1.0,,
195859,Marcus Browne,Midfielder,West Ham,21,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18073,Mark Noble,Midfielder,West Ham,21,England,2017-18,129.0,4.0,2.3008,0.0,,4.0,6.0,3.2397,61.0,11.0,8.0,149.0,29.0,,,22.0,28.0,214.0,8.0,1324.0,4.0,2.0,4.0,1.0,7.0,24.0,6.0,1.0,8.0,1.0,2405.0,1.0,14.0,137.0,5.0,41.0,127.0,996.0,2.0,14.0,,42.5813,20.0,6.0,22.0,45.0,,115.0,310.0,46.0,266.0,18.0,441.0,222.0,29.0,1.0,25.0,,6.0,566.0,40.0,15.0,,,242.0,10.0,0.0,1239.0,5.0,3.0,291.0,36.0,20.0,10.0,,373.0,28.0,47.0,5.0,114.0,200.0,1705.0,9.0,5.0,,4.0,23.0,552.0,17.0,,2.3655,6.0,65.0,61.0,,,,,,,,,,,,,2.0,4.0,,,,,,,,,2.0,2.0,
59779,Pedro Obiang,Midfielder,West Ham,21,Equatorial Guinea,2017-18,106.0,3.0,1.0021,0.0,,4.0,5.0,1.1121,53.0,9.0,2.0,111.0,21.0,,,8.0,18.0,148.0,5.0,757.0,2.0,,4.0,3.0,,47.0,4.0,2.0,3.0,1.0,1562.0,1.0,27.0,121.0,5.0,31.0,101.0,560.0,,4.0,,27.1824,6.0,1.0,19.0,29.0,,79.0,205.0,24.0,227.0,21.0,248.0,124.0,21.0,2.0,19.0,1.0,1.0,338.0,24.0,5.0,,,180.0,20.0,0.0,750.0,4.0,1.0,194.0,34.0,24.0,16.0,,236.0,27.0,24.0,,49.0,68.0,1040.0,2.0,4.0,1.0,4.0,7.0,274.0,20.0,1.0,0.3751,3.0,37.0,37.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
198501,Sead Haksabanovic,Midfielder,West Ham,21,Montenegro,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
