playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,setPiecesGoals,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,penaltiesTaken,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,penaltyGoals,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,foulWonPenalty,ownGoalScored,headedGoals,blocks,lastPlayerTackle,clearancesOffTheLine,penaltiesConceded,forwardPasses,redCards2ndYellow,otherGoals,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalKicks,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,savesMadeParried,savesMadeFromInsideBox
49414,Jack Collison,Midfielder,West Ham,21,Wales,2009-10,89.0,4.0,0.0,10.0,12.0,33.0,17.0,4.0,96.0,22.0,,3.0,43.0,19.0,113.0,17.0,678.0,2.0,3.0,1.0,3.0,1.0,25.0,4.0,4.0,1657.0,2.0,17.0,64.0,7.0,56.0,539.0,,49.0,,3.0,17.0,3.0,16.0,27.0,72.0,8.0,0.0,153.0,1.0,92.0,22.0,,1.0,10.0,,18.0,256.0,20.0,20.0,38.0,128.0,8.0,0.0,671.0,5.0,8.0,185.0,23.0,15.0,,13.0,56.0,1.0,,26.0,970.0,12.0,8.0,,11.0,313.0,,2.0,17.0,24.0,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
56968,Josh Payne,Midfielder,West Ham,21,England,2009-10,,,0.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56872,Junior Stanislas,Midfielder,West Ham,21,England,2009-10,100.0,5.0,0.0,11.0,13.0,24.0,28.0,10.0,75.0,26.0,,2.0,27.0,11.0,88.0,34.0,405.0,3.0,5.0,0.0,15.0,19.0,15.0,1.0,12.0,1239.0,3.0,12.0,41.0,5.0,38.0,306.0,6.0,37.0,2.0,2.0,21.0,,11.0,29.0,88.0,7.0,0.0,141.0,3.0,74.0,26.0,,2.0,5.0,1.0,37.0,197.0,24.0,51.0,62.0,126.0,3.0,0.0,402.0,15.0,15.0,206.0,19.0,7.0,6.0,14.0,26.0,10.0,,11.0,703.0,18.0,5.0,2.0,4.0,132.0,,2.0,13.0,19.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
1840,Kieron Dyer,Midfielder,West Ham,21,England,2009-10,23.0,1.0,0.0,1.0,4.0,2.0,8.0,1.0,14.0,10.0,,1.0,14.0,4.0,14.0,4.0,124.0,,5.0,,6.0,,5.0,,1.0,357.0,1.0,4.0,17.0,,16.0,106.0,,20.0,,,3.0,,,6.0,19.0,10.0,0.0,40.0,,17.0,10.0,,,1.0,,8.0,71.0,6.0,4.0,14.0,35.0,1.0,0.0,122.0,4.0,3.0,34.0,1.0,4.0,,2.0,10.0,,,4.0,193.0,4.0,4.0,1.0,,40.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,Luís Boa Morte,Midfielder,West Ham,21,Portugal,2009-10,5.0,,0.0,,1.0,3.0,2.0,1.0,3.0,1.0,,,,1.0,4.0,1.0,21.0,1.0,1.0,0.0,,,,,,64.0,,,6.0,,6.0,16.0,,1.0,,,1.0,,,1.0,5.0,2.0,0.0,11.0,1.0,4.0,1.0,,,,1.0,,11.0,1.0,1.0,2.0,11.0,,0.0,21.0,1.0,,7.0,3.0,1.0,,1.0,4.0,,,1.0,43.0,1.0,1.0,,,6.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
18073,Mark Noble,Midfielder,West Ham,21,England,2009-10,120.0,5.0,1.0,8.0,14.0,63.0,24.0,11.0,148.0,27.0,,4.0,91.0,25.0,198.0,15.0,1132.0,2.0,2.0,1.0,2.0,70.0,9.0,5.0,43.0,2122.0,2.0,6.0,104.0,4.0,101.0,837.0,32.0,24.0,3.0,4.0,56.0,1.0,17.0,38.0,114.0,20.0,2.0,224.0,1.0,128.0,27.0,1.0,2.0,15.0,,13.0,549.0,34.0,72.0,48.0,215.0,3.0,0.0,1088.0,10.0,7.0,338.0,48.0,18.0,4.0,37.0,50.0,36.0,1.0,97.0,1579.0,21.0,6.0,1.0,13.0,428.0,2.0,5.0,50.0,34.0,,,,4.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
1411,Scott Parker,Midfielder,West Ham,21,England,2009-10,161.0,1.0,1.0,11.0,15.0,101.0,31.0,38.0,208.0,31.0,,3.0,97.0,30.0,265.0,8.0,1507.0,2.0,2.0,1.0,1.0,1.0,33.0,4.0,1.0,2576.0,1.0,27.0,212.0,8.0,206.0,1121.0,,41.0,,3.0,31.0,4.0,43.0,52.0,134.0,66.0,2.0,373.0,1.0,235.0,31.0,,2.0,28.0,,25.0,584.0,44.0,9.0,69.0,340.0,6.0,0.0,1470.0,16.0,12.0,368.0,73.0,39.0,,35.0,75.0,,,121.0,2077.0,5.0,5.0,1.0,17.0,659.0,6.0,8.0,57.0,47.0,,,,27.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,
21123,Valon Behrami,Midfielder,West Ham,21,Switzerland,2009-10,148.0,1.0,0.0,2.0,6.0,107.0,16.0,8.0,127.0,27.0,,1.0,33.0,24.0,145.0,16.0,766.0,1.0,,0.0,3.0,,37.0,4.0,1.0,2055.0,,23.0,215.0,7.0,201.0,603.0,,28.0,1.0,3.0,15.0,2.0,31.0,39.0,125.0,74.0,2.0,363.0,1.0,125.0,27.0,,1.0,27.0,,26.0,391.0,32.0,16.0,59.0,326.0,14.0,0.0,758.0,10.0,4.0,244.0,80.0,20.0,1.0,35.0,48.0,,,18.0,1242.0,23.0,7.0,,9.0,231.0,,0.0,18.0,32.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
