playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,shotsOnTargetOutsideBox,oboxTarget,leftFootGoals,foulAttemptedTackle,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,penaltyGoalsConceded,hitWoodwork,headedGoals,foulWonPenalty,rightFootGoals,otherGoals,clearancesOffTheLine,penaltiesConceded,handballsConceded,secondGoalAssists,ownGoalScored,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals
56377,Andrii Yarmolenko,Midfielder,West Ham,21,Ukraine,2018-19,25.0,,0.8,0.0,,3.0,4.0,6.0,29.0,9.0,,6.0,5.0,36.0,10.0,203.0,1.0,1.0,4.0,,7.0,1.0,,460.0,4.0,17.0,,9.0,14.0,159.0,,19.0,,6.1905,5.0,,3.0,6.0,2.0,21.0,22.0,8.0,42.0,3.0,55.0,29.0,9.0,3.0,1.0,105.0,6.0,10.0,,2.0,35.0,3.0,0.0,197.0,3.0,1.0,73.0,1.0,2.0,1.0,,73.0,8.0,2.0,,8.0,53.0,283.0,,4.0,1.0,2.0,62.0,1.0739,2.0,7.0,8.0,3.0,1.4308,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42824,Carlos Sánchez,Midfielder,West Ham,21,Colombia,2018-19,12.0,,0.0449,0.0,,3.0,4.0,,11.0,7.0,,,2.0,16.0,,143.0,,3.0,5.0,,1.0,,,240.0,,9.0,,1.0,8.0,114.0,,,,4.3413,2.0,,5.0,4.0,,12.0,38.0,1.0,21.0,1.0,31.0,13.0,7.0,1.0,2.0,59.0,4.0,,,,20.0,1.0,0.0,135.0,,,21.0,3.0,3.0,,,67.0,3.0,1.0,,13.0,7.0,172.0,,,3.0,2.0,68.0,0.0876,0.0,5.0,5.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222017,Conor Coventry,Midfielder,West Ham,21,Ireland,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204480,Declan Rice,Midfielder,West Ham,21,England,2018-19,136.0,,0.7267,0.0,,4.0,98.0,18.0,160.0,34.0,,10.0,34.0,206.0,3.0,1518.0,1.0,2.0,,,97.0,6.0,,3004.0,42.0,185.0,4.0,64.0,130.0,1214.0,,27.0,1.0,59.9831,9.0,8.0,54.0,47.0,2.0,94.0,513.0,7.0,321.0,39.0,404.0,288.0,34.0,38.0,8.0,652.0,43.0,3.0,,2.0,224.0,55.0,0.0,1503.0,13.0,1.0,261.0,60.0,26.0,12.0,,463.0,17.0,52.0,,98.0,138.0,1942.0,1.0,2.0,2.0,31.0,660.0,1.1817,4.0,46.0,68.0,5.0,1.3341,2.0,2.0,,,,10.0,3.0,3.0,,4.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
101537,Felipe Anderson,Midfielder,West Ham,21,Brazil,2018-19,258.0,16.0,7.3536,0.0,0.4425,17.0,89.0,41.0,335.0,36.0,4.0,49.0,36.0,400.0,56.0,1666.0,5.0,10.0,,49.0,36.0,5.0,35.0,3051.0,26.0,226.0,3.0,143.0,216.0,1181.0,16.0,111.0,2.0,57.6722,61.0,2.0,12.0,49.0,7.0,232.0,626.0,52.0,484.0,71.0,483.0,227.0,36.0,40.0,80.0,907.0,46.0,87.0,5.0,7.0,448.0,10.0,0.0,1600.0,16.0,26.0,747.0,49.0,76.0,,5.0,215.0,27.0,41.0,27.0,85.0,342.0,2537.0,24.0,11.0,10.0,15.0,394.0,5.4628,3.0,65.0,76.0,25.0,7.4919,22.0,9.0,6.0,6.0,3.0,21.0,10.0,10.0,3.0,4.0,2.0,,,6.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
179830,Grady Diangana,Midfielder,West Ham,21,DR Congo,2018-19,69.0,2.0,0.7236,0.0,,3.0,20.0,7.0,49.0,17.0,1.0,17.0,6.0,54.0,7.0,244.0,1.0,1.0,11.0,5.0,27.0,,4.0,605.0,20.0,58.0,1.0,20.0,51.0,186.0,2.0,34.0,,15.4015,11.0,,4.0,13.0,2.0,49.0,20.0,10.0,127.0,11.0,56.0,38.0,17.0,11.0,17.0,121.0,12.0,10.0,,2.0,100.0,7.0,0.0,243.0,4.0,14.0,138.0,9.0,21.0,,,108.0,4.0,1.0,3.0,4.0,60.0,433.0,2.0,6.0,1.0,2.0,73.0,0.5404,0.0,5.0,13.0,3.0,0.4847,,,,,,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
54102,Jack Wilshere,Midfielder,West Ham,21,England,2018-19,19.0,,0.2252,0.0,,,7.0,2.0,19.0,8.0,1.0,5.0,4.0,23.0,,217.0,,,4.0,2.0,3.0,,,389.0,,37.0,,7.0,34.0,179.0,,4.0,,10.0451,4.0,,,10.0,,19.0,68.0,12.0,56.0,2.0,40.0,27.0,8.0,3.0,1.0,115.0,10.0,2.0,,,53.0,3.0,0.0,212.0,1.0,,36.0,4.0,15.0,1.0,,74.0,7.0,7.0,2.0,15.0,35.0,282.0,,1.0,,,79.0,0.1607,2.0,4.0,4.0,1.0,0.2022,1.0,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195860,Joe Powell,Midfielder,West Ham,21,England,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86934,Manuel Lanzini,Midfielder,West Ham,21,Argentina,2018-19,47.0,1.0,1.1999,0.0,0.2124,5.0,11.0,6.0,42.0,10.0,1.0,8.0,8.0,47.0,7.0,452.0,,4.0,2.0,6.0,14.0,1.0,2.0,689.0,11.0,34.0,1.0,8.0,31.0,396.0,1.0,23.0,,15.7622,4.0,,7.0,12.0,1.0,36.0,125.0,7.0,81.0,2.0,125.0,47.0,10.0,4.0,6.0,257.0,11.0,14.0,3.0,1.0,67.0,3.0,0.0,447.0,2.0,4.0,97.0,7.0,13.0,1.0,3.0,117.0,5.0,9.0,5.0,9.0,85.0,575.0,2.0,4.0,4.0,,150.0,1.1449,2.0,5.0,8.0,4.0,0.7442,4.0,1.0,1.0,1.0,,3.0,2.0,2.0,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
18073,Mark Noble,Midfielder,West Ham,21,England,2018-19,111.0,5.0,1.9848,1.0,,5.0,47.0,12.0,170.0,31.0,5.0,15.0,29.0,220.0,17.0,1507.0,1.0,5.0,2.0,1.0,16.0,1.0,5.0,2308.0,8.0,107.0,1.0,35.0,99.0,1151.0,,23.0,,38.2724,16.0,3.0,12.0,30.0,,103.0,395.0,38.0,218.0,15.0,444.0,189.0,31.0,21.0,12.0,708.0,29.0,18.0,,,202.0,8.0,1.0,1433.0,4.0,11.0,320.0,26.0,14.0,2.0,,501.0,23.0,21.0,1.0,136.0,167.0,1848.0,14.0,18.0,5.0,9.0,584.0,3.6697,6.0,50.0,51.0,8.0,5.021,10.0,5.0,2.0,2.0,1.0,15.0,1.0,1.0,1.0,3.0,,,,4.0,,,,2.0,1.0,,,,,,,,,,,,,,,,4.0,4.0
