playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,totalTackles,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,goals,awayGoals,oboxBlocked,cornersTakenInclShortCorners,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,homeGoals,rightFootGoals,leftFootGoals,unsuccessfulDribbles,shotsOffTargetIncWoodwork,unsuccessfulCornersIntoBox,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,shotsOnTargetOutsideBox,oboxTarget,goalKicks,gkSuccessfulDistribution,punches,catches,savesMade,goalkeeperSmother,drops,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulLayoffs,blocks,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,secondGoalAssists,lastPlayerTackle,overruns,goalsConcededInsideBox,clearancesOffTheLine,hitWoodwork,handballsConceded,penaltyGoalsConceded,penaltiesFaced,penaltiesTaken,penaltiesConceded,foulWonPenalty,headedGoals,savesMadeCaught,ownGoalScored,crossesNotClaimed,penaltyGoals,setPiecesGoals
661888,Caleb Yirenkyi,Midfielder,Coventry,9,Ghana,2026-27,11.0,1.0,0.1342,0.0,1.0,,8.0,3.0,,1.0,2.0,11.0,1.0,63.0,,8.0,,1.0,160.0,3.0,8.0,,2.0,3.0,51.0,2.0,,2.1831,1.0,,3.0,3.0,1.0,8.0,12.0,3.0,0.0,19.0,2.0,17.0,11.0,3.0,,24.0,1.0,3.0,1.0,11.0,5.0,0.0,63.0,,19.0,,,13.0,4.0,2.0,1.0,21.0,86.0,,,29.0,0.0344,1.0,3.0,4.0,1.0,,,,,,,,,,,,,,,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
241293,Ephron Mason-Clark,Midfielder,Coventry,9,Jamaica,2026-27,13.0,1.0,0.0576,0.0,,,4.0,2.0,,1.0,2.0,5.0,6.0,19.0,2.0,5.0,,1.0,129.0,4.0,4.0,,1.0,3.0,14.0,1.0,,1.58,1.0,1.0,4.0,1.0,,9.0,7.0,3.0,0.0,17.0,,5.0,5.0,2.0,,10.0,6.0,5.0,,12.0,1.0,0.0,19.0,,19.0,,,,5.0,,1.0,7.0,46.0,1.0,,5.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
428580,Frank Onyeka,Midfielder,Coventry,9,Nigeria,2026-27,5.0,,0.0088,0.0,,2.0,11.0,2.0,,,2.0,12.0,,39.0,,1.0,,,153.0,,4.0,,1.0,3.0,23.0,,,3.8482,,,,4.0,,5.0,7.0,1.0,0.0,9.0,,15.0,7.0,2.0,1.0,14.0,,,,8.0,1.0,0.0,39.0,1.0,13.0,1.0,,12.0,4.0,3.0,4.0,5.0,48.0,,,13.0,,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
196100,Gustavo Hamer,Midfielder,Coventry,9,Netherlands,2026-27,7.0,,0.0179,0.0,,1.0,3.0,3.0,,,,4.0,,21.0,,3.0,,,32.0,2.0,2.0,1.0,1.0,1.0,16.0,,,0.7176,,,,1.0,,5.0,6.0,,0.0,9.0,,7.0,2.0,3.0,1.0,10.0,1.0,2.0,,6.0,1.0,0.0,21.0,,8.0,,,2.0,3.0,,1.0,6.0,26.0,,,7.0,,0.0,1.0,1.0,3.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
480457,Jack Rudoni,Midfielder,Coventry,9,England,2026-27,14.0,1.0,0.185,0.0,1.0,3.0,14.0,3.0,,1.0,2.0,16.0,1.0,58.0,,6.0,,2.0,154.0,3.0,7.0,,3.0,4.0,41.0,3.0,,1.9623,4.0,1.0,,1.0,,11.0,9.0,1.0,0.0,21.0,1.0,25.0,10.0,3.0,2.0,33.0,1.0,4.0,,15.0,3.0,0.0,58.0,1.0,28.0,1.0,,7.0,3.0,2.0,1.0,17.0,88.0,,,11.0,0.4923,0.0,2.0,1.0,1.0,2.0,0.7503,2.0,2.0,,,1.0,1.0,2.0,2.0,1.0,,,,3.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
439668,Josh Eccles,Midfielder,Coventry,9,England,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168144,Matt Grimes,Midfielder,Coventry,9,England,2026-27,8.0,,0.0563,0.0,1.0,5.0,17.0,3.0,,2.0,3.0,28.0,3.0,188.0,,6.0,,1.0,270.0,3.0,10.0,1.0,2.0,7.0,156.0,,,4.3522,1.0,1.0,4.0,5.0,,5.0,49.0,2.0,0.0,18.0,1.0,68.0,12.0,3.0,3.0,82.0,11.0,,,12.0,3.0,0.0,174.0,1.0,41.0,2.0,,42.0,2.0,1.0,4.0,29.0,225.0,1.0,5.0,79.0,0.0458,0.0,11.0,7.0,,,,1.0,,,,1.0,7.0,,,1.0,,,,,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,,
501459,Tatsuhiro Sakamoto,Midfielder,Coventry,9,Japan,2026-27,1.0,1.0,0.017,0.0,1.0,2.0,1.0,1.0,,,,1.0,2.0,12.0,,1.0,,1.0,31.0,,3.0,1.0,1.0,2.0,11.0,2.0,,0.3353,,,,1.0,1.0,1.0,,,0.0,4.0,1.0,2.0,2.0,1.0,,11.0,2.0,1.0,1.0,3.0,1.0,0.0,12.0,1.0,9.0,2.0,,5.0,,,,5.0,27.0,,,1.0,0.0152,0.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226965,Victor Torp,Midfielder,Coventry,9,Denmark,2026-27,3.0,1.0,0.1166,0.0,,,2.0,2.0,,3.0,,3.0,1.0,26.0,,,,1.0,47.0,,,1.0,2.0,,23.0,,,0.7578,1.0,,,1.0,,3.0,8.0,,0.0,3.0,1.0,6.0,2.0,2.0,,20.0,3.0,1.0,,3.0,,0.0,26.0,,9.0,,,5.0,1.0,1.0,,7.0,38.0,,1.0,4.0,,0.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154043,Ainsley Maitland-Niles,Midfielder,Everton,11,England,2026-27,2.0,,0.0036,0.0,,,,1.0,,,,,,4.0,,2.0,,,13.0,2.0,,,,,4.0,,,0.3042,,,,1.0,,,1.0,,0.0,2.0,,,,1.0,,4.0,,,,,,0.0,4.0,,,,,1.0,,,,2.0,6.0,,,,0.0271,0.0,,,1.0,1.0,0.4224,1.0,,1.0,0.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
502697,Charly Alcaraz,Midfielder,Everton,11,Argentina,2026-27,4.0,,0.0232,0.0,,1.0,,2.0,,,,2.0,,5.0,,1.0,,,5.0,1.0,1.0,,,1.0,3.0,4.0,,,,,,,,3.0,2.0,,0.0,5.0,,1.0,2.0,2.0,,3.0,,1.0,,4.0,,0.0,5.0,,3.0,1.0,,2.0,1.0,,,,9.0,,,,0.0525,1.0,2.0,,2.0,1.0,0.0369,2.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609873,Harrison Armstrong,Midfielder,Everton,11,England,2026-27,17.0,,0.0954,0.0,1.0,6.0,6.0,3.0,1.0,5.0,3.0,8.0,1.0,85.0,,5.0,1.0,,266.0,4.0,10.0,1.0,6.0,9.0,77.0,4.0,,3.7711,1.0,,5.0,3.0,1.0,13.0,25.0,2.0,0.0,27.0,4.0,19.0,15.0,3.0,3.0,44.0,1.0,5.0,1.0,22.0,1.0,0.0,85.0,,24.0,3.0,1.0,24.0,6.0,3.0,,17.0,130.0,,2.0,33.0,0.0945,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,2.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,
244860,Hayden Hackney,Midfielder,Everton,11,England,2026-27,8.0,,0.1098,0.0,1.0,3.0,5.0,3.0,1.0,,1.0,8.0,1.0,75.0,,1.0,,1.0,122.0,1.0,6.0,,2.0,6.0,66.0,6.0,,2.0057,2.0,,,1.0,1.0,7.0,23.0,3.0,0.0,14.0,2.0,24.0,5.0,3.0,2.0,40.0,5.0,4.0,1.0,13.0,,0.0,73.0,1.0,18.0,1.0,,21.0,1.0,2.0,1.0,7.0,104.0,,2.0,28.0,0.0482,0.0,3.0,3.0,2.0,,,1.0,,,,,4.0,,,,,,,3.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
114283,Jack Grealish,Midfielder,Everton,11,England,2026-27,2.0,,0.1265,0.0,1.0,2.0,2.0,2.0,,,,2.0,,18.0,,,,,32.0,,4.0,,1.0,4.0,16.0,4.0,,0.3042,1.0,,,1.0,,2.0,5.0,1.0,0.0,6.0,,6.0,,2.0,1.0,12.0,,2.0,,6.0,,0.0,18.0,,4.0,1.0,1.0,,1.0,,,7.0,25.0,,,4.0,0.0218,0.0,,,2.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
232928,James Garner,Midfielder,Everton,11,England,2026-27,6.0,,0.1101,0.0,,5.0,4.0,3.0,,,2.0,7.0,,77.0,,1.0,,2.0,150.0,1.0,6.0,1.0,2.0,6.0,70.0,1.0,,1.7655,3.0,,1.0,2.0,,5.0,22.0,1.0,0.0,12.0,2.0,21.0,12.0,3.0,,44.0,5.0,1.0,,11.0,,0.0,74.0,,16.0,5.0,,21.0,3.0,1.0,1.0,13.0,100.0,,1.0,28.0,,1.0,3.0,2.0,1.0,,,,,,,,5.0,,,,,,,,,4.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
215413,Kiernan Dewsbury-Hall,Midfielder,Everton,11,England,2026-27,16.0,1.0,0.3979,0.0,3.0,9.0,14.0,3.0,,3.0,3.0,18.0,7.0,109.0,,2.0,,2.0,269.0,2.0,15.0,1.0,9.0,15.0,87.0,9.0,,3.7711,8.0,1.0,3.0,3.0,2.0,14.0,22.0,3.0,1.0,31.0,4.0,27.0,17.0,3.0,5.0,73.0,12.0,11.0,2.0,29.0,,0.0,101.0,1.0,46.0,4.0,3.0,33.0,1.0,,4.0,27.0,177.0,,,20.0,0.4522,0.0,4.0,,,4.0,0.556,6.0,2.0,1.0,0.0,1.0,6.0,2.0,2.0,1.0,1.0,,1.0,6.0,2.0,4.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,
513466,Merlin Röhl,Midfielder,Everton,11,Germany,2026-27,14.0,1.0,0.1921,0.0,,5.0,16.0,3.0,,1.0,3.0,17.0,6.0,88.0,,9.0,1.0,1.0,251.0,6.0,12.0,1.0,14.0,9.0,65.0,1.0,6.0,3.467,2.0,1.0,6.0,2.0,,8.0,4.0,4.0,0.0,26.0,6.0,27.0,13.0,3.0,1.0,40.0,6.0,3.0,,17.0,3.0,0.0,87.0,2.0,37.0,4.0,,42.0,3.0,1.0,6.0,15.0,160.0,22.0,,32.0,,1.0,1.0,10.0,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
210462,Ibrahim Sangaré,Midfielder,Forest,17,Cote d’Ivoire,2026-27,2.0,,0.0084,0.0,,,7.0,1.0,,1.0,1.0,11.0,,53.0,,3.0,,,90.0,,5.0,1.0,,2.0,39.0,1.0,,0.5328,1.0,1.0,,1.0,,2.0,11.0,1.0,0.0,7.0,,22.0,3.0,1.0,,14.0,,,,4.0,3.0,0.0,48.0,2.0,12.0,,1.0,8.0,2.0,,3.0,12.0,61.0,,1.0,28.0,0.026,0.0,4.0,3.0,,,,1.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
432714,James McAtee,Midfielder,Forest,17,England,2026-27,11.0,1.0,0.6333,0.0,1.0,5.0,18.0,3.0,,3.0,3.0,25.0,1.0,106.0,,7.0,1.0,3.0,253.0,1.0,19.0,,3.0,13.0,74.0,,,2.4774,9.0,,4.0,2.0,,10.0,27.0,6.0,0.0,30.0,2.0,32.0,14.0,3.0,,45.0,7.0,4.0,,23.0,6.0,0.0,99.0,,41.0,5.0,2.0,22.0,4.0,1.0,7.0,25.0,155.0,,3.0,39.0,0.1258,1.0,7.0,11.0,,1.0,0.0149,2.0,3.0,,,1.0,7.0,,,2.0,,,,2.0,1.0,5.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
222531,Morgan Gibbs-White,Midfielder,Forest,17,England,2026-27,13.0,,0.1147,0.0,1.0,4.0,12.0,3.0,1.0,4.0,3.0,14.0,8.0,81.0,2.0,3.0,1.0,,270.0,2.0,12.0,1.0,6.0,11.0,62.0,10.0,,2.5537,,,1.0,3.0,1.0,11.0,24.0,3.0,0.0,25.0,5.0,18.0,9.0,3.0,3.0,39.0,12.0,7.0,1.0,22.0,1.0,0.0,78.0,,44.0,1.0,4.0,12.0,3.0,1.0,5.0,27.0,151.0,3.0,1.0,28.0,1.3962,0.0,2.0,4.0,,2.0,0.724,6.0,1.0,1.0,1.0,,,1.0,1.0,,0.0,1.0,,4.0,4.0,,,,1.0,,,,,,,,,,,,,,1.0,,0.0749,1.0,1.0,,,3.0,2.0,,,,,,1.0,,,,,,,1.0,
250199,Nicolás Domínguez,Midfielder,Forest,17,Argentina,2026-27,1.0,,0.0001,0.0,,,1.0,1.0,,,,1.0,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,0.0,1.0,,2.0,,1.0,,1.0,,1.0,,1.0,,0.0,2.0,,2.0,,,,,,,,3.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204968,Ryan Yates,Midfielder,Forest,17,England,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204561,Xaver Schlager,Midfielder,Forest,17,Austria,2026-27,12.0,,0.0677,0.0,2.0,9.0,9.0,3.0,,1.0,2.0,10.0,1.0,69.0,,4.0,1.0,,196.0,2.0,13.0,1.0,2.0,11.0,53.0,2.0,,2.0972,,,3.0,3.0,1.0,10.0,16.0,1.0,0.0,25.0,2.0,21.0,11.0,3.0,4.0,31.0,1.0,2.0,1.0,21.0,2.0,0.0,68.0,,17.0,5.0,1.0,20.0,1.0,2.0,6.0,12.0,104.0,,1.0,28.0,0.0815,0.0,1.0,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,,
571779,César Palacios,Midfielder,Fulham,54,Spain,2026-27,10.0,,0.0282,0.0,2.0,2.0,11.0,3.0,,5.0,3.0,12.0,1.0,91.0,,5.0,,,210.0,3.0,9.0,,6.0,7.0,77.0,10.0,,4.8437,1.0,,2.0,6.0,2.0,7.0,33.0,,0.0,19.0,6.0,16.0,8.0,3.0,1.0,48.0,1.0,3.0,2.0,14.0,2.0,0.0,90.0,2.0,26.0,1.0,5.0,13.0,5.0,1.0,2.0,29.0,134.0,,1.0,31.0,0.9774,1.0,1.0,4.0,,2.0,0.6355,6.0,,1.0,0.0,,,1.0,1.0,,1.0,1.0,,2.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,1.0,,,,,,,,,,,
209289,Emile Smith Rowe,Midfielder,Fulham,54,England,2026-27,5.0,,0.0271,0.0,1.0,,2.0,2.0,,,,2.0,,22.0,,3.0,,,25.0,3.0,,,1.0,,20.0,3.0,,0.3919,2.0,,,,1.0,2.0,3.0,,0.0,5.0,,5.0,1.0,2.0,,16.0,,2.0,1.0,2.0,,0.0,22.0,,4.0,,,11.0,,,,3.0,30.0,,,4.0,0.0581,0.0,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153366,Harrison Reed,Midfielder,Fulham,54,England,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551050,Hugo Larsson,Midfielder,Fulham,54,Sweden,2026-27,1.0,,0.2213,0.0,1.0,1.0,3.0,1.0,,,,3.0,,17.0,,,,,11.0,,1.0,,,1.0,14.0,3.0,,,,,,,1.0,1.0,4.0,,0.0,2.0,,6.0,,1.0,1.0,9.0,,,1.0,2.0,,0.0,17.0,,3.0,,,4.0,,,,3.0,21.0,,,5.0,0.1278,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577725,Josh King,Midfielder,Fulham,54,England,2026-27,18.0,,0.3407,0.0,2.0,5.0,16.0,3.0,,5.0,3.0,18.0,4.0,109.0,,2.0,,,270.0,2.0,12.0,,8.0,12.0,89.0,25.0,,5.9184,3.0,,2.0,7.0,2.0,16.0,21.0,2.0,0.0,30.0,1.0,20.0,10.0,3.0,2.0,52.0,4.0,11.0,2.0,28.0,,0.0,99.0,5.0,43.0,3.0,5.0,29.0,3.0,1.0,2.0,39.0,160.0,,1.0,39.0,0.9542,0.0,2.0,3.0,,3.0,0.5704,5.0,,2.0,0.0,,,,,,2.0,1.0,1.0,9.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,7.0,,,,,,,,,,,,,,
500033,Manuel Ángel,Midfielder,Fulham,54,Spain,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477555,Oscar Bobb,Midfielder,Fulham,54,Norway,2026-27,15.0,,0.9217,0.0,1.0,5.0,14.0,3.0,,1.0,3.0,15.0,,74.0,,4.0,,3.0,214.0,3.0,12.0,,5.0,11.0,59.0,15.0,,4.5989,6.0,,,6.0,1.0,12.0,5.0,3.0,0.0,27.0,1.0,15.0,8.0,3.0,4.0,48.0,5.0,9.0,1.0,23.0,1.0,0.0,73.0,2.0,32.0,1.0,3.0,32.0,2.0,2.0,,22.0,119.0,,1.0,14.0,0.3189,0.0,1.0,2.0,,1.0,0.1488,2.0,1.0,,,,9.0,1.0,1.0,3.0,,,,6.0,1.0,5.0,3.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,6.0,,,,,,,,,,,,,,
184349,Ryan Sessegnon,Midfielder,Fulham,54,England,2026-27,7.0,2.0,0.4471,0.0,1.0,1.0,5.0,3.0,,1.0,,9.0,4.0,40.0,,2.0,,2.0,50.0,1.0,6.0,,3.0,5.0,31.0,6.0,1.0,1.3195,1.0,,,1.0,,6.0,8.0,,0.0,13.0,1.0,15.0,3.0,3.0,1.0,23.0,6.0,5.0,,11.0,1.0,0.0,39.0,2.0,23.0,,4.0,5.0,,2.0,1.0,12.0,74.0,7.0,3.0,10.0,0.1326,0.0,4.0,3.0,3.0,1.0,0.0913,2.0,1.0,,,1.0,2.0,1.0,1.0,,,,,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
207189,Sander Berge,Midfielder,Fulham,54,Norway,2026-27,9.0,,0.3246,0.0,1.0,1.0,8.0,3.0,,3.0,2.0,9.0,1.0,151.0,,4.0,,,185.0,3.0,2.0,,1.0,1.0,140.0,3.0,,3.8484,4.0,,,5.0,1.0,6.0,49.0,,0.0,11.0,1.0,24.0,6.0,3.0,1.0,64.0,1.0,2.0,1.0,7.0,1.0,0.0,149.0,,14.0,,,49.0,1.0,,2.0,29.0,162.0,,1.0,78.0,0.0294,0.0,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,5.0,,,,,,,,,,,,,,
463210,Shea Charles,Midfielder,Fulham,54,Northern Ireland,2026-27,5.0,,0.1258,0.0,1.0,1.0,6.0,3.0,,1.0,1.0,8.0,1.0,104.0,,4.0,,,124.0,3.0,3.0,,2.0,2.0,95.0,5.0,,3.8847,3.0,,,4.0,,2.0,25.0,,0.0,8.0,1.0,26.0,11.0,3.0,1.0,51.0,1.0,,,4.0,1.0,0.0,102.0,,12.0,1.0,1.0,40.0,,4.0,1.0,13.0,124.0,1.0,1.0,45.0,0.0906,0.0,2.0,3.0,2.0,,,1.0,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
647839,Christos Mouzakitis,Midfielder,Hull,88,Greece,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608227,Elliot Stroud,Midfielder,Hull,88,Sweden,2026-27,7.0,1.0,0.0417,0.0,,3.0,6.0,3.0,,2.0,3.0,8.0,3.0,26.0,,5.0,,1.0,193.0,4.0,5.0,,3.0,4.0,17.0,4.0,,1.3771,1.0,,1.0,,,3.0,9.0,,0.0,12.0,,5.0,9.0,3.0,1.0,12.0,3.0,,,7.0,1.0,0.0,26.0,,16.0,2.0,1.0,5.0,4.0,2.0,1.0,7.0,46.0,,1.0,7.0,0.0552,1.0,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445028,Hidemasa Morita,Midfielder,Hull,88,Japan,2026-27,2.0,,0.0014,0.0,,,2.0,1.0,,,1.0,3.0,1.0,15.0,,2.0,,,45.0,1.0,3.0,,,2.0,12.0,,,1.0009,1.0,,1.0,,,1.0,4.0,,0.0,5.0,,5.0,1.0,1.0,,4.0,1.0,,,3.0,1.0,0.0,15.0,,5.0,,2.0,4.0,,,,2.0,21.0,,,8.0,,0.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
552946,Jens Hjertø-Dahl,Midfielder,Hull,88,Norway,2026-27,1.0,,,0.0,,,1.0,1.0,,,,1.0,,2.0,,,,,8.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,1.0,0.0,2.0,,,1.0,1.0,,,,,,2.0,,0.0,2.0,,1.0,,,2.0,,,,,3.0,,,1.0,,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171270,Kieran Dowell,Midfielder,Hull,88,England,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469266,Lucas Gourna-Douath,Midfielder,Hull,88,France,2026-27,7.0,,0.0199,0.0,,4.0,11.0,2.0,,,1.0,12.0,,38.0,,3.0,,,127.0,,9.0,,3.0,6.0,23.0,,,0.4007,2.0,,1.0,,,7.0,7.0,1.0,0.0,16.0,2.0,16.0,7.0,2.0,3.0,12.0,,4.0,,13.0,3.0,0.0,37.0,,17.0,1.0,1.0,7.0,1.0,2.0,3.0,8.0,60.0,,,14.0,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
101282,Matt Crooks,Midfielder,Hull,88,England,2026-27,5.0,,0.004,0.0,,4.0,4.0,1.0,,2.0,1.0,6.0,,21.0,,3.0,1.0,,90.0,,8.0,,3.0,5.0,15.0,,,0.5968,,,2.0,,,5.0,9.0,1.0,0.0,13.0,3.0,4.0,1.0,1.0,1.0,4.0,,1.0,,10.0,3.0,0.0,19.0,,8.0,3.0,,5.0,2.0,,,3.0,35.0,,1.0,11.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
243413,Regan Slater,Midfielder,Hull,88,England,2026-27,10.0,,0.4622,0.0,,6.0,11.0,3.0,1.0,1.0,3.0,17.0,,74.0,,6.0,3.0,2.0,270.0,2.0,13.0,,1.0,9.0,55.0,1.0,,1.9983,1.0,,3.0,,,8.0,16.0,2.0,0.0,23.0,1.0,22.0,8.0,3.0,4.0,32.0,2.0,2.0,,17.0,4.0,0.0,70.0,,26.0,2.0,1.0,21.0,4.0,2.0,2.0,15.0,108.0,,,27.0,0.0403,1.0,6.0,5.0,,1.0,0.0596,2.0,,,,,3.0,,,1.0,,,,,1.0,2.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490094,Tim Iroegbunam,Midfielder,Hull,88,England,2026-27,1.0,,,0.0,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,1.0,,,0.0,1.0,,,,1.0,,,,,,1.0,,0.0,,,,,,,1.0,,,,1.0,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
