playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,homeGoals,oboxTarget,tacklesLost,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,offsides,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,rightFootGoals,leftFootGoals,handballsConceded,successfulCornersIntoBox,hitWoodwork,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,crossesNotClaimed,savesMadeParried,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesConceded,ownGoalScored,lastPlayerTackle,secondGoalAssists,redCards2ndYellow,otherGoals,setPiecesGoals
432160,Shandon Baptiste,Midfielder,Brentford,94,Grenada,2023-24,3.4525,,0.3501,5.0,5.0,0.0,,23.0,,,0.0,31.0,32.0,17.0,10.0,,,10.0,32.0,2.0,4.0,23.0,86.0,,22.0,0.0,,84.0,38.0,,,16.0,4.0,225.0,137.0,13.0,1.0,9.0,10.0,6.0,33.0,59.0,,1.0,8.0,10.0,18.0,2.0,,2.0,1.0,1.4222,4.0,2.0,,15.0,1.0,2.0,1.0,1.0,0.0,,8.0,,9.0,,2.0,6.0,7.0,,3.0,,12.0,4.0,1.0,,,5.0,,1.0,5.0,,3.0,,1.0,4.0,6.0,1.0,3.0,3.0,,,15.0,1.0,2.0,,1.0,0.8932,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
204580,Vitaly Janelt,Midfielder,Brentford,94,Germany,2023-24,48.4978,14.0,3.6791,57.0,52.0,0.0,,394.0,,28.0,0.0,233.0,436.0,189.0,38.0,,,38.0,538.0,37.0,48.0,263.0,1306.0,,172.0,0.0,,1290.0,355.0,,4.0,209.0,60.0,3069.0,1759.0,133.0,4.0,52.0,99.0,38.0,525.0,983.0,,8.0,72.0,84.0,100.0,18.0,8.0,7.0,1.0,2.1458,63.0,13.0,4.0,191.0,3.0,19.0,36.0,1.0,0.0,5.0,1.0,6.0,61.0,2.0,20.0,27.0,74.0,2.0,34.0,3.0,73.0,26.0,1.0,2.0,25.0,7.0,,39.0,17.0,3.0,34.0,6.0,11.0,38.0,8.0,9.0,27.0,36.0,3.0,1.0,267.0,25.0,21.0,5.0,20.0,1.7549,3.0,4.0,4.0,4.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
508395,Yehor Yarmoliuk,Midfielder,Brentford,94,Ukraine,2023-24,9.9725,2.0,0.6049,5.0,9.0,0.0,,58.0,,6.0,0.0,96.0,82.0,50.0,27.0,,,27.0,132.0,6.0,8.0,64.0,282.0,,77.0,0.0,,282.0,112.0,,,64.0,9.0,674.0,444.0,49.0,1.0,24.0,40.0,3.0,87.0,209.0,,2.0,9.0,12.0,47.0,1.0,3.0,5.0,1.0,0.8638,17.0,8.0,,55.0,,6.0,13.0,,,1.0,21.0,,19.0,1.0,1.0,10.0,22.0,,3.0,2.0,37.0,13.0,,1.0,6.0,7.0,,13.0,17.0,2.0,9.0,3.0,5.0,11.0,17.0,4.0,12.0,6.0,,,78.0,2.0,6.0,1.0,8.0,1.0046,1.0,4.0,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
628204,Yunus Konak,Midfielder,Brentford,94,Turkey,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39155,Adam Lallana,Midfielder,Brighton,36,England,2023-24,8.3487,,1.9685,1.0,13.0,0.0,,147.0,,11.0,0.0,69.0,106.0,22.0,25.0,,,25.0,274.0,13.0,11.0,50.0,499.0,,61.0,0.0,,484.0,99.0,,,87.0,3.0,846.0,604.0,25.0,2.0,10.0,22.0,1.0,177.0,446.0,,2.0,2.0,12.0,44.0,2.0,3.0,2.0,,0.353,8.0,8.0,3.0,48.0,1.0,30.0,5.0,,,1.0,12.0,4.0,8.0,1.0,2.0,5.0,46.0,,14.0,2.0,39.0,1.0,,1.0,5.0,9.0,,5.0,27.0,2.0,3.0,6.0,4.0,3.0,3.0,1.0,8.0,3.0,,,159.0,,13.0,1.0,7.0,0.8315,2.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
475480,Benicio Baker-Boaitey,Midfielder,Brighton,36,England,2023-24,0.7751,,0.094,1.0,1.0,0.0,,2.0,,,0.0,5.0,5.0,2.0,5.0,,,5.0,10.0,,1.0,6.0,19.0,,5.0,0.0,,19.0,10.0,,,8.0,,37.0,31.0,1.0,,1.0,1.0,,3.0,13.0,,1.0,,1.0,4.0,,1.0,,,,,,,6.0,,,,,,1.0,5.0,,,,,,1.0,,1.0,,4.0,1.0,,,,,,,1.0,,,,2.0,,1.0,,2.0,,,,4.0,,,1.0,1.0,0.0239,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
243568,Billy Gilmour,Midfielder,Brighton,36,Scotland,2023-24,31.6373,1.0,2.4991,14.0,37.0,1.0,,543.0,,30.0,0.0,163.0,475.0,132.0,30.0,,,30.0,939.0,24.0,34.0,162.0,2065.0,6.0,131.0,1.0,6.0,2024.0,244.0,,3.0,623.0,64.0,2125.0,2328.0,75.0,3.0,29.0,64.0,4.0,975.0,1839.0,,8.0,39.0,45.0,88.0,3.0,11.0,5.0,2.0,0.3806,26.0,14.0,9.0,123.0,1.0,58.0,9.0,,,8.0,6.0,20.0,32.0,4.0,11.0,21.0,12.0,4.0,21.0,3.0,67.0,14.0,,4.0,10.0,13.0,,23.0,22.0,3.0,11.0,9.0,4.0,16.0,8.0,9.0,22.0,11.0,12.0,,424.0,1.0,10.0,8.0,15.0,0.981,,1.0,1.0,,,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,
491598,Cameron Peupion,Midfielder,Brighton,36,Australia,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535301,Carlos Baleba,Midfielder,Brighton,36,Cameroon,2023-24,24.7777,2.0,0.2513,27.0,28.0,0.0,,196.0,,27.0,0.0,192.0,117.0,95.0,27.0,,,27.0,284.0,15.0,23.0,60.0,773.0,,157.0,0.0,,767.0,103.0,,2.0,261.0,18.0,1323.0,1022.0,102.0,5.0,38.0,77.0,5.0,429.0,695.0,,7.0,11.0,26.0,90.0,,6.0,5.0,3.0,0.8809,40.0,15.0,,49.0,,15.0,,,,5.0,12.0,,35.0,5.0,,10.0,5.0,3.0,8.0,1.0,80.0,28.0,,5.0,20.0,6.0,,,22.0,1.0,25.0,10.0,4.0,20.0,11.0,7.0,40.0,18.0,,,199.0,,8.0,5.0,32.0,0.8193,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
536916,Facundo Buonanotte,Midfielder,Brighton,36,Argentina,2023-24,17.5565,,1.1658,5.0,19.0,0.0,,52.0,,41.0,1.0,246.0,91.0,66.0,27.0,,,27.0,262.0,17.0,18.0,69.0,469.0,,224.0,0.0,,462.0,179.0,,,171.0,5.0,1366.0,767.0,107.0,1.0,28.0,101.0,3.0,139.0,395.0,,7.0,6.0,29.0,139.0,1.0,7.0,9.0,2.0,2.4835,42.0,14.0,1.0,63.0,1.0,42.0,4.0,3.0,2.0,3.0,10.0,1.0,22.0,3.0,1.0,16.0,37.0,2.0,17.0,4.0,123.0,19.0,1.0,3.0,20.0,28.0,,5.0,61.0,4.0,6.0,5.0,4.0,22.0,18.0,3.0,34.0,8.0,1.0,,155.0,3.0,16.0,3.0,29.0,2.4077,3.0,3.0,3.0,,,3.0,2.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,
532529,Jack Hinshelwood,Midfielder,Brighton,36,England,2023-24,14.6325,,0.379,16.0,17.0,0.0,,67.0,,3.0,2.0,57.0,99.0,33.0,12.0,,,12.0,152.0,8.0,16.0,68.0,435.0,,42.0,0.0,,421.0,96.0,,1.0,155.0,5.0,870.0,599.0,24.0,1.0,8.0,17.0,10.0,217.0,362.0,,1.0,17.0,30.0,33.0,2.0,1.0,8.0,,2.7292,14.0,13.0,,51.0,,2.0,8.0,3.0,0.0,,4.0,,15.0,,2.0,8.0,31.0,2.0,8.0,1.0,25.0,4.0,3.0,,9.0,4.0,2.0,8.0,6.0,1.0,7.0,5.0,5.0,5.0,,2.0,11.0,14.0,,1.0,114.0,49.0,5.0,,7.0,1.9956,1.0,5.0,5.0,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
243505,Jakub Moder,Midfielder,Brighton,36,Poland,2023-24,11.4085,,0.8333,12.0,13.0,0.0,,55.0,,5.0,0.0,66.0,94.0,40.0,17.0,,,17.0,99.0,6.0,12.0,52.0,289.0,,58.0,0.0,,286.0,84.0,,,68.0,3.0,613.0,407.0,33.0,1.0,17.0,30.0,3.0,138.0,234.0,,2.0,8.0,17.0,33.0,,4.0,3.0,1.0,1.0632,19.0,7.0,1.0,44.0,,12.0,6.0,,,1.0,11.0,,8.0,1.0,,5.0,15.0,1.0,5.0,3.0,28.0,6.0,,1.0,9.0,5.0,,6.0,11.0,3.0,3.0,4.0,5.0,10.0,6.0,2.0,8.0,2.0,,,72.0,6.0,5.0,1.0,5.0,0.5575,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0524,,,1.0,,,,
15157,James Milner,Midfielder,Brighton,36,England,2023-24,10.8671,1.0,1.7261,13.0,12.0,0.0,,139.0,,4.0,0.0,71.0,160.0,45.0,15.0,,,15.0,278.0,11.0,10.0,68.0,500.0,,52.0,0.0,,490.0,116.0,,1.0,70.0,19.0,778.0,690.0,33.0,2.0,19.0,27.0,3.0,162.0,413.0,,3.0,12.0,25.0,38.0,6.0,2.0,1.0,2.0,0.1117,20.0,3.0,4.0,56.0,2.0,2.0,20.0,,,1.0,4.0,6.0,19.0,,8.0,13.0,19.0,1.0,14.0,1.0,25.0,9.0,,,6.0,4.0,,21.0,10.0,1.0,6.0,2.0,6.0,14.0,3.0,,10.0,8.0,1.0,,131.0,52.0,10.0,1.0,10.0,0.277,3.0,1.0,1.0,1.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,
474120,Julio Enciso,Midfielder,Brighton,36,Paraguay,2023-24,9.8782,,1.3004,3.0,12.0,0.0,,56.0,,10.0,0.0,61.0,53.0,13.0,12.0,,,12.0,87.0,5.0,12.0,38.0,167.0,,58.0,0.0,,161.0,77.0,,,22.0,4.0,474.0,288.0,34.0,,16.0,33.0,,44.0,125.0,,2.0,1.0,6.0,27.0,2.0,6.0,8.0,1.0,1.0704,6.0,22.0,2.0,37.0,2.0,12.0,5.0,,,2.0,7.0,2.0,3.0,6.0,2.0,2.0,24.0,1.0,7.0,4.0,25.0,11.0,,6.0,4.0,7.0,,6.0,15.0,4.0,1.0,14.0,3.0,2.0,17.0,,6.0,,,,36.0,1.0,5.0,2.0,4.0,1.4404,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451340,Kaoru Mitoma,Midfielder,Brighton,36,Japan,2023-24,24.0548,,3.5513,11.0,27.0,0.0,,225.0,,23.0,1.0,183.0,124.0,68.0,19.0,,,19.0,384.0,15.0,22.0,99.0,597.0,,161.0,0.0,,595.0,245.0,,,30.0,5.0,1488.0,919.0,86.0,5.0,32.0,75.0,1.0,119.0,493.0,,4.0,6.0,15.0,97.0,5.0,8.0,15.0,7.0,4.167,13.0,26.0,3.0,93.0,4.0,14.0,39.0,3.0,1.0,2.0,4.0,1.0,22.0,1.0,5.0,11.0,145.0,4.0,21.0,6.0,86.0,14.0,2.0,1.0,7.0,44.0,1.0,39.0,59.0,6.0,11.0,11.0,20.0,6.0,39.0,1.0,14.0,5.0,,,218.0,6.0,3.0,2.0,9.0,3.4906,7.0,11.0,11.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
168090,Mahmoud Dahoud,Midfielder,Brighton,36,Syria,2023-24,3.2663,,0.4141,4.0,5.0,1.0,,125.0,,2.0,0.0,38.0,71.0,26.0,9.0,,,9.0,104.0,6.0,1.0,42.0,325.0,,33.0,1.0,,323.0,58.0,,,62.0,10.0,453.0,378.0,13.0,4.0,11.0,13.0,4.0,180.0,273.0,,1.0,11.0,8.0,25.0,1.0,2.0,1.0,,,9.0,4.0,1.0,31.0,1.0,5.0,2.0,,,2.0,3.0,,5.0,1.0,1.0,5.0,5.0,,9.0,,20.0,3.0,,1.0,5.0,3.0,,2.0,8.0,,,3.0,1.0,4.0,2.0,1.0,6.0,1.0,,,67.0,,5.0,2.0,3.0,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60307,Pascal Groß,Midfielder,Brighton,36,Germany,2023-24,45.7426,4.0,9.2134,27.0,50.0,0.0,,721.0,,27.0,1.0,248.0,819.0,144.0,36.0,,,36.0,1423.0,34.0,45.0,288.0,2927.0,,217.0,0.0,,2813.0,526.0,,6.0,846.0,98.0,3114.0,3630.0,127.0,5.0,74.0,113.0,18.0,1305.0,2541.0,,7.0,74.0,66.0,121.0,30.0,20.0,20.0,1.0,3.9839,70.0,35.0,5.0,214.0,10.0,48.0,60.0,4.0,2.0,15.0,2.0,133.0,31.0,9.0,89.0,17.0,76.0,6.0,93.0,5.0,104.0,33.0,2.0,9.0,24.0,13.0,,149.0,41.0,5.0,14.0,15.0,31.0,46.0,16.0,8.0,23.0,22.0,67.0,,541.0,46.0,2.0,15.0,16.0,6.467,3.0,7.0,7.0,1.0,3.0,1.0,1.0,49.0,1.0,,1.0,1.0,1.0,,,,,,,,,4.0,4.0,0.1936,1.0,,,1.0,,,
513840,Samy Chouchane,Midfielder,Brighton,36,Tunisia,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109345,Solly March,Midfielder,Brighton,36,England,2023-24,9.9546,,0.9513,8.0,11.0,0.0,,39.0,,8.0,0.0,81.0,70.0,36.0,7.0,,,7.0,117.0,7.0,10.0,41.0,221.0,,71.0,0.0,,211.0,84.0,,,48.0,4.0,558.0,368.0,41.0,1.0,12.0,35.0,2.0,70.0,176.0,,1.0,3.0,13.0,40.0,1.0,6.0,6.0,,0.8889,19.0,8.0,1.0,38.0,1.0,3.0,10.0,3.0,2.0,4.0,,12.0,10.0,1.0,7.0,4.0,20.0,1.0,6.0,2.0,36.0,5.0,1.0,1.0,5.0,8.0,1.0,14.0,18.0,2.0,6.0,2.0,12.0,14.0,8.0,,12.0,11.0,4.0,,64.0,16.0,5.0,4.0,7.0,1.9632,7.0,2.0,2.0,3.0,,2.0,,4.0,,,1.0,,,,,,,,,,,1.0,1.0,0.1185,,,,,,,
235382,Steven Alzate,Midfielder,Brighton,36,Colombia,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447715,Aaron Ramsey,Midfielder,Burnley,90,England,2023-24,11.5905,2.0,0.5009,10.0,17.0,0.0,,28.0,,3.0,0.0,63.0,30.0,24.0,14.0,,,14.0,51.0,5.0,14.0,30.0,146.0,,54.0,0.0,,140.0,63.0,,,41.0,7.0,525.0,249.0,27.0,3.0,18.0,23.0,5.0,65.0,109.0,,1.0,5.0,16.0,36.0,,1.0,2.0,3.0,0.328,17.0,5.0,1.0,25.0,,5.0,1.0,,,,9.0,,9.0,1.0,,5.0,11.0,2.0,1.0,1.0,31.0,9.0,,1.0,3.0,6.0,,2.0,16.0,1.0,4.0,3.0,2.0,14.0,3.0,2.0,7.0,1.0,,,47.0,2.0,7.0,,6.0,0.3481,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
192290,Connor Roberts,Midfielder,Burnley,90,Wales,2023-24,23.3045,3.0,0.3507,22.0,22.0,1.0,,89.0,,9.0,0.0,51.0,139.0,40.0,14.0,,,14.0,164.0,8.0,16.0,64.0,409.0,,37.0,0.0,,396.0,106.0,,,113.0,12.0,819.0,571.0,27.0,6.0,11.0,20.0,7.0,183.0,333.0,,3.0,19.0,33.0,24.0,2.0,,,,,12.0,,,45.0,1.0,1.0,8.0,,,,6.0,,14.0,,2.0,7.0,6.0,2.0,6.0,,17.0,2.0,,,7.0,2.0,,8.0,3.0,,7.0,,3.0,5.0,,6.0,5.0,4.0,,1.0,68.0,48.0,1.0,,1.0,,3.0,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
437757,Han-Noah Massengo,Midfielder,Burnley,90,France,2023-24,0.3013,,0.0005,,,0.0,,1.0,,,0.0,2.0,4.0,1.0,3.0,,,3.0,1.0,,,4.0,9.0,,1.0,0.0,,9.0,8.0,,,4.0,,14.0,16.0,1.0,,2.0,1.0,1.0,4.0,5.0,,0.0,1.0,1.0,1.0,,,,,,1.0,,,3.0,,,2.0,,,,3.0,,1.0,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172782,Josh Brownhill,Midfielder,Burnley,90,England,2023-24,47.6517,13.0,2.1002,40.0,53.0,1.0,,276.0,,24.0,0.0,227.0,323.0,124.0,33.0,,,33.0,461.0,23.0,44.0,203.0,1028.0,,158.0,1.0,,981.0,296.0,,2.0,200.0,44.0,2251.0,1416.0,126.0,9.0,43.0,90.0,39.0,377.0,781.0,,4.0,53.0,57.0,101.0,,5.0,11.0,3.0,1.4729,61.0,23.0,4.0,150.0,2.0,16.0,17.0,4.0,1.0,2.0,10.0,50.0,69.0,5.0,13.0,33.0,44.0,4.0,32.0,3.0,68.0,25.0,3.0,5.0,26.0,6.0,,44.0,20.0,3.0,36.0,12.0,11.0,35.0,7.0,8.0,38.0,34.0,22.0,,229.0,12.0,4.0,2.0,32.0,1.9352,2.0,2.0,2.0,4.0,1.0,3.0,,11.0,,,,,,,,,,,,,,,,,1.0,,,,,,
172567,Josh Cullen,Midfielder,Burnley,90,Ireland,2023-24,48.0429,,2.2956,24.0,48.0,0.0,,346.0,,49.0,0.0,195.0,359.0,141.0,25.0,,,25.0,646.0,23.0,40.0,179.0,1341.0,,150.0,0.0,,1302.0,232.0,,,413.0,35.0,2059.0,1623.0,113.0,8.0,31.0,92.0,16.0,526.0,1127.0,,9.0,45.0,48.0,82.0,3.0,7.0,5.0,,0.34,42.0,9.0,5.0,134.0,3.0,19.0,6.0,2.0,1.0,4.0,2.0,14.0,45.0,2.0,10.0,24.0,18.0,4.0,23.0,3.0,58.0,12.0,1.0,2.0,13.0,5.0,,16.0,15.0,3.0,21.0,4.0,3.0,29.0,3.0,19.0,24.0,15.0,8.0,1.0,223.0,1.0,5.0,4.0,14.0,0.5915,,1.0,1.0,,1.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,
207189,Sander Berge,Midfielder,Burnley,90,Norway,2023-24,69.3333,5.0,1.6363,58.0,69.0,1.0,,381.0,,19.0,0.0,329.0,349.0,202.0,37.0,,,37.0,686.0,34.0,59.0,173.0,1547.0,,215.0,0.0,,1517.0,248.0,,2.0,492.0,83.0,3006.0,1964.0,179.0,10.0,43.0,114.0,18.0,689.0,1291.0,,8.0,33.0,42.0,150.0,1.0,8.0,3.0,,0.3691,76.0,17.0,7.0,140.0,2.0,20.0,11.0,1.0,1.0,5.0,3.0,,114.0,1.0,1.0,49.0,42.0,5.0,27.0,3.0,101.0,29.0,0.0,1.0,30.0,16.0,,11.0,39.0,3.0,65.0,14.0,7.0,46.0,20.0,20.0,40.0,23.0,,,325.0,1.0,5.0,5.0,25.0,1.9437,2.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,
519198,Alex Matos,Midfielder,Chelsea,8,England,2023-24,,,,,,0.0,,,,,0.0,1.0,,,1.0,,,1.0,,,,,,,1.0,0.0,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532605,Andrey Santos,Midfielder,Chelsea,8,Brazil,2023-24,,,0.0035,,,0.0,,4.0,,,0.0,1.0,1.0,,1.0,,,1.0,3.0,,,,6.0,,1.0,0.0,,6.0,1.0,,,1.0,,7.0,10.0,,,1.0,,,3.0,6.0,,0.0,,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,0.0565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478912,Carney Chukwuemeka,Midfielder,Chelsea,8,England,2023-24,5.1823,,0.3018,1.0,5.0,0.0,,48.0,,2.0,0.0,33.0,26.0,11.0,9.0,,,9.0,78.0,2.0,5.0,18.0,133.0,,29.0,0.0,,133.0,39.0,,,25.0,1.0,223.0,175.0,11.0,,4.0,10.0,1.0,37.0,114.0,,2.0,2.0,7.0,22.0,,1.0,2.0,1.0,0.0188,6.0,2.0,2.0,16.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,,4.0,1.0,,3.0,14.0,1.0,3.0,,19.0,,0.0,1.0,2.0,10.0,,1.0,14.0,,1.0,,4.0,4.0,2.0,1.0,3.0,,,,34.0,,2.0,1.0,3.0,0.1512,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
505187,Cesare Casadei,Midfielder,Chelsea,8,Italy,2023-24,2.8807,1.0,0.0777,4.0,3.0,0.0,,9.0,,1.0,0.0,31.0,18.0,1.0,11.0,,,11.0,21.0,,3.0,12.0,65.0,,14.0,0.0,,65.0,15.0,,,20.0,2.0,71.0,84.0,20.0,,2.0,8.0,1.0,32.0,51.0,,0.0,1.0,2.0,11.0,,,,,,5.0,,,11.0,,3.0,,,,,11.0,,17.0,,,5.0,1.0,,2.0,,6.0,1.0,,,2.0,,,,,,12.0,,,3.0,2.0,,4.0,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244851,Cole Palmer,Midfielder,Chelsea,8,England,2023-24,41.0609,1.0,8.7307,11.0,46.0,0.0,,206.0,,26.0,7.0,230.0,350.0,105.0,34.0,,,34.0,785.0,29.0,41.0,218.0,1307.0,,225.0,0.0,,1266.0,451.0,,1.0,476.0,69.0,2624.0,1893.0,102.0,5.0,55.0,101.0,4.0,320.0,1020.0,,7.0,36.0,48.0,128.0,7.0,33.0,46.0,8.0,13.2982,23.0,76.0,27.0,182.0,11.0,24.0,26.0,22.0,6.0,21.0,5.0,55.0,5.0,15.0,16.0,4.0,140.0,2.0,61.0,12.0,124.0,18.0,16.0,15.0,11.0,46.0,2.0,65.0,90.0,12.0,1.0,30.0,26.0,12.0,52.0,2.0,24.0,20.0,29.0,,275.0,20.0,15.0,21.0,15.0,18.1809,6.0,9.0,9.0,2.0,3.0,17.0,,7.0,1.0,1.0,1.0,9.0,9.0,,,,,,,,,11.0,11.0,0.8153,,,,,,,
232787,Conor Gallagher,Midfielder,Chelsea,8,England,2023-24,45.7347,4.0,3.4877,30.0,55.0,1.0,,620.0,,64.0,1.0,422.0,397.0,221.0,37.0,,,37.0,1013.0,37.0,50.0,164.0,1930.0,,369.0,0.0,,1861.0,347.0,,8.0,449.0,54.0,3135.0,2603.0,212.0,5.0,68.0,187.0,13.0,771.0,1712.0,,7.0,27.0,34.0,210.0,5.0,12.0,18.0,4.0,4.1683,85.0,36.0,5.0,137.0,7.0,33.0,23.0,5.0,3.0,7.0,,45.0,53.0,8.0,18.0,28.0,82.0,2.0,46.0,5.0,182.0,39.0,2.0,8.0,33.0,18.0,,46.0,57.0,5.0,25.0,18.0,14.0,52.0,38.0,11.0,83.0,43.0,18.0,,464.0,17.0,8.0,7.0,70.0,4.2293,1.0,5.0,5.0,,4.0,1.0,1.0,12.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,,
448047,Enzo Fernández,Midfielder,Chelsea,8,Argentina,2023-24,42.0101,2.0,3.7426,26.0,47.0,0.0,,664.0,,31.0,1.0,260.0,506.0,122.0,28.0,,,28.0,821.0,26.0,43.0,235.0,1795.0,,216.0,0.0,,1728.0,364.0,,2.0,337.0,129.0,2214.0,2218.0,125.0,4.0,53.0,104.0,10.0,748.0,1431.0,,7.0,59.0,68.0,135.0,4.0,12.0,16.0,6.0,1.8075,50.0,35.0,21.0,176.0,2.0,31.0,24.0,3.0,1.0,7.0,2.0,22.0,44.0,6.0,9.0,23.0,52.0,3.0,30.0,5.0,112.0,23.0,2.0,6.0,28.0,17.0,1.0,36.0,41.0,5.0,21.0,19.0,10.0,22.0,23.0,13.0,33.0,17.0,8.0,,288.0,5.0,8.0,7.0,28.0,6.176,4.0,7.0,7.0,,2.0,,,3.0,3.0,1.0,,2.0,1.0,,,,,,,,,2.0,2.0,0.1006,1.0,,,,,,
514277,Jimi Tauriainen,Midfielder,Chelsea,8,Finland,2023-24,,,,,,0.0,,,,,0.0,,,,1.0,,,1.0,,,,,,,,0.0,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
