playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,cleanSheets,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,goals,awayGoals,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,keyPassesAttemptAssists,savesMade,homeGoals,goalkeeperSmother,drops,rightFootGoals,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCrossesOpenPlay,unsuccessfulDribbles,successfulCrossesAndCorners,blockedShots,overruns,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,offsides,unsuccessfulLayoffs,headedGoals,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,clearancesOffTheLine,hitWoodwork,handballsConceded,oboxBlocked,successfulCornersIntoBox,shotsBlockedInBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,penaltiesTaken,oboxTarget,iboxBlocked,penaltyGoals,shotsBlockedOutsideBox,lastPlayerTackle,secondGoalAssists,redCards2ndYellow,setPiecesGoals,ownGoalScored
19714,Andy Wilkinson,Defender,Stoke,110,England,2013-14,16.0,0.0206,0.0,1.0,0.4473,7.0,1.0,13.0,5.0,2.0,20.0,6.0,86.0,3.0,10.0,1.0,1.0,274.0,1.0,3.0,16.0,3.0,1.0,5.0,9.0,60.0,1.0,8.0,2.0,11.1168,2.0,16.0,9.0,13.0,5.0,2.0,0.0,32.0,5.0,31.0,7.0,5.0,3.0,30.0,6.0,6.0,1.0,22.0,7.0,0.0,86.0,40.0,4.0,1.0,32.0,6.0,3.0,6.0,18.0,164.0,21.0,1.0,5.0,36.0,2.0,0.039,1.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40349,Asmir Begovic,Goalkeeper,Stoke,110,Bosnia & Herzegovina,2013-14,2.0,0.1003,0.0,1.0,0.0863,,1.0,10.0,32.0,32.0,366.0,,906.0,,11.0,9.0,,2880.0,,,14.0,8.0,,1.0,3.0,153.0,,,1.0,43.4494,163.0,20.0,36.0,2.0,73.0,5.0,0.0,16.0,,764.0,326.0,32.0,,323.0,28.0,,,5.0,11.0,0.0,390.0,374.0,,,69.0,,1.0,387.0,,1276.0,,,199.0,217.0,,0.0058,1.0,356.0,34.0,1.0,73.0,53.0,1.0,0.0,299.0,19.0,2.0,1.0,15.0,1.0,104.0,1.0,5.0,3.0,1.0,6.0,343.0,106.0,29.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50067,Brek Shea,Midfielder,Stoke,110,United States,2013-14,3.0,0.0719,0.0,,,1.0,,2.0,1.0,,2.0,1.0,6.0,1.0,,,,31.0,,,1.0,,,,1.0,4.0,1.0,,,1.3807,,,1.0,3.0,,,0.0,4.0,,1.0,,1.0,,5.0,1.0,1.0,2.0,4.0,,0.0,6.0,7.0,1.0,,4.0,1.0,,,1.0,14.0,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18804,Cameron Jerome,Forward,Stoke,110,England,2013-14,202.0,,0.0,16.0,,19.0,32.0,163.0,29.0,20.0,172.0,10.0,463.0,9.0,193.0,3.0,,1759.0,,115.0,127.0,3.0,,25.0,49.0,282.0,86.0,,1.0,,,26.0,18.0,87.0,144.0,19.0,2.0,329.0,14.0,109.0,44.0,29.0,4.0,231.0,15.0,10.0,50.0,136.0,78.0,0.0,450.0,282.0,15.0,3.0,100.0,40.0,9.0,9.0,110.0,743.0,2.0,15.0,2.0,64.0,5.0,,4.0,9.0,19.0,,,,2.0,1.0,,,,,,26.0,,1.0,,,1.0,,,,,,4.0,26.0,4.0,9.0,10.0,1.0,1.0,56.0,1.0,26.0,17.0,1.0,16.0,24.0,14.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
20208,Charlie Adam,Midfielder,Stoke,110,Scotland,2013-14,149.0,3.9063,0.0,23.0,5.2723,45.0,46.0,176.0,31.0,20.0,236.0,30.0,910.0,11.0,48.0,1.0,2.0,1759.0,2.0,24.0,118.0,8.0,,34.0,94.0,589.0,25.0,4.0,2.0,36.3293,10.0,17.0,33.0,125.0,214.0,32.0,3.0,267.0,9.0,338.0,113.0,31.0,16.0,419.0,25.0,90.0,57.0,219.0,24.0,0.0,860.0,432.0,29.0,7.0,194.0,37.0,17.0,85.0,164.0,1368.0,4.0,12.0,32.0,287.0,11.0,3.5413,6.0,60.0,39.0,,,,7.0,2.0,,,,,,29.0,,5.0,,,,,,,,,11.0,25.0,32.0,12.0,3.0,12.0,4.0,70.0,,,10.0,,23.0,22.0,20.0,,,2.0,11.0,19.0,1.0,7.0,9.0,9.0,35.0,0.6133,58.0,14.0,1.0,14.0,1.0,1.0,11.0,,,,,
154528,Charlie Ward,Midfielder,Stoke,110,England,2013-14,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39487,Erik Pieters,Defender,Stoke,110,Netherlands,2013-14,191.0,1.9625,0.0,1.0,0.7858,119.0,9.0,223.0,36.0,34.0,299.0,50.0,1212.0,2.0,123.0,7.0,,2902.0,,49.0,240.0,8.0,1.0,89.0,166.0,864.0,15.0,69.0,4.0,53.0837,14.0,126.0,46.0,142.0,395.0,36.0,1.0,431.0,41.0,536.0,146.0,36.0,30.0,455.0,38.0,50.0,38.0,308.0,74.0,0.0,1173.0,488.0,89.0,14.0,85.0,57.0,56.0,49.0,196.0,2161.0,275.0,5.0,49.0,469.0,25.0,0.2787,5.0,76.0,97.0,,,,1.0,0.0,,,,,,14.0,,1.0,,,,,,,,,11.0,19.0,11.0,1.0,4.0,,2.0,10.0,,2.0,,,8.0,6.0,13.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,
50089,Geoff Cameron,Midfielder,Stoke,110,United States,2013-14,184.0,2.2042,0.0,2.0,1.1735,108.0,13.0,282.0,37.0,37.0,367.0,94.0,1319.0,,86.0,8.0,,3285.0,,33.0,226.0,9.0,,49.0,173.0,897.0,29.0,92.0,5.0,54.8241,22.0,127.0,50.0,151.0,52.0,22.0,0.0,410.0,27.0,623.0,209.0,37.0,30.0,574.0,41.0,94.0,67.0,324.0,53.0,0.0,1297.0,669.0,78.0,9.0,462.0,37.0,90.0,55.0,182.0,2389.0,264.0,1.0,59.0,398.0,14.0,1.3067,7.0,85.0,87.0,,,,2.0,2.0,,,,,,21.0,,0.0,,,1.0,,,,,,20.0,31.0,20.0,3.0,7.0,2.0,1.0,12.0,,2.0,1.0,,11.0,18.0,44.0,,,2.0,1.0,,2.0,1.0,,,,,,,,,2.0,,1.0,1.0,2.0,,,
12150,Glenn Whelan,Midfielder,Stoke,110,Ireland,2013-14,110.0,1.5462,1.0,2.0,0.2093,70.0,8.0,138.0,32.0,28.0,175.0,6.0,1408.0,4.0,49.0,3.0,,2361.0,,15.0,124.0,7.0,,37.0,90.0,1122.0,6.0,,3.0,38.6056,13.0,60.0,35.0,95.0,390.0,18.0,0.0,234.0,26.0,420.0,168.0,32.0,20.0,612.0,28.0,11.0,26.0,185.0,34.0,0.0,1369.0,239.0,50.0,15.0,356.0,33.0,48.0,111.0,242.0,1763.0,2.0,10.0,19.0,633.0,13.0,0.365,4.0,37.0,33.0,,,,,,,,,,,27.0,,,,,,,,,,,5.0,4.0,12.0,5.0,2.0,1.0,1.0,50.0,,,,,6.0,4.0,7.0,,,,4.0,5.0,1.0,,,,5.0,,10.0,2.0,,2.0,1.0,,4.0,,,1.0,,
105666,Jack Butland,Goalkeeper,Stoke,110,England,2013-14,,0.0092,0.0,,,,,,3.0,2.0,16.0,,61.0,1.0,,,,225.0,,,,,,,,18.0,,,2.0,7.8298,8.0,,7.0,,11.0,,0.0,,,45.0,22.0,3.0,,21.0,7.0,,,,,0.0,23.0,16.0,,,5.0,,,27.0,,82.0,,,8.0,24.0,,,0.0,16.0,,,,2.0,,,24.0,3.0,2.0,,,1.0,12.0,,,,,1.0,27.0,5.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
