playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,goalsConcededOutsideBox,throwInsToOppositionPlayer,successfulLaunches,expectedGoalsFreekick,cornersTakenInclShortCorners,successfulCornersIntoBox,shotsBlockedInBox,penaltiesTaken,freekickTotal,iboxBlocked,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,secondGoalAssists,handballsConceded,unsuccessfulLayoffs,leftFootGoals,headedGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,setPiecesGoals
112316,Jakob Haugaard,Goalkeeper,Stoke,110,Denmark,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93127,Jesé,Forward,Stoke,110,Spain,2017-18,48.0,1.0,0.6603,0.0,4.0,4.0,0.7005,10.0,8.0,,31.0,13.0,1.0,9.0,8.0,33.0,8.0,146.0,1.0,1.0,4.0,9.0,,1.0,4.0,2.0,616.0,2.0,9.0,30.0,,13.0,30.0,110.0,25.0,1.0,17.0332,8.0,3.0,17.0,39.0,58.0,5.0,78.0,5.0,23.0,28.0,13.0,1.0,,3.0,9.0,73.0,15.0,9.0,69.0,,0.0,134.0,4.0,6.0,89.0,7.0,15.0,,22.0,5.0,,3.0,43.0,266.0,1.0,8.0,4.0,,44.0,2.0,0.9281,0.0,2.0,3.0,5.0,2.0,,1.0,,3.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,
40555,Joe Allen,Midfielder,Stoke,110,Wales,2017-18,246.0,5.0,2.5576,0.0,9.0,4.0,0.5702,96.0,15.0,3.0,204.0,36.0,6.0,53.0,36.0,257.0,23.0,1358.0,2.0,,5.0,97.0,6.0,,11.0,2.0,3142.0,2.0,61.0,225.0,,73.0,189.0,1057.0,55.0,4.0,54.26,25.0,54.0,55.0,185.0,346.0,49.0,471.0,34.0,438.0,244.0,36.0,,1.0,34.0,11.0,692.0,51.0,26.0,374.0,36.0,0.0,1332.0,11.0,14.0,428.0,62.0,44.0,9.0,340.0,49.0,58.0,44.0,234.0,1976.0,2.0,3.0,5.0,18.0,420.0,35.0,2.1482,8.0,53.0,58.0,,4.0,,10.0,,9.0,6.0,4.0,,,4.0,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
97485,Kevin Wimmer,Defender,Stoke,110,Austria,2017-18,60.0,,0.0895,0.0,1.0,,,24.0,,,62.0,17.0,,,14.0,117.0,2.0,504.0,,,,43.0,1.0,,,,1321.0,,24.0,51.0,,18.0,32.0,343.0,6.0,2.0,27.6428,3.0,78.0,32.0,36.0,170.0,6.0,111.0,13.0,234.0,55.0,17.0,,,7.0,4.0,144.0,28.0,2.0,68.0,19.0,0.0,482.0,,,141.0,17.0,2.0,12.0,65.0,20.0,30.0,44.0,35.0,782.0,61.0,1.0,,27.0,243.0,14.0,0.0693,5.0,55.0,33.0,3.0,4.0,17.0,8.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
93001,Konstantinos Stafylidis,Defender,Stoke,110,Greece,2017-18,13.0,,0.0759,0.0,2.0,,,12.0,2.0,,12.0,5.0,,,4.0,21.0,10.0,94.0,,1.0,2.0,5.0,,,,,334.0,,2.0,22.0,,10.0,19.0,69.0,,,7.5438,2.0,11.0,6.0,11.0,34.0,5.0,35.0,5.0,34.0,15.0,5.0,,,6.0,,26.0,6.0,10.0,30.0,3.0,0.0,92.0,2.0,,55.0,6.0,2.0,2.0,4.0,4.0,5.0,4.0,22.0,208.0,25.0,1.0,2.0,7.0,47.0,2.0,0.1223,0.0,9.0,6.0,1.0,,17.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
103192,Kurt Zouma,Defender,Stoke,110,France,2017-18,79.0,1.0,0.3393,0.0,5.0,8.0,1.9486,50.0,15.0,,132.0,34.0,,1.0,32.0,224.0,10.0,1021.0,1.0,1.0,3.0,140.0,6.0,2.0,1.0,5.0,2888.0,5.0,31.0,202.0,,32.0,93.0,712.0,23.0,1.0,49.545,6.0,231.0,50.0,48.0,153.0,21.0,281.0,19.0,498.0,145.0,34.0,2.0,,12.0,5.0,297.0,46.0,10.0,141.0,109.0,0.0,988.0,7.0,1.0,325.0,38.0,22.0,23.0,280.0,19.0,61.0,85.0,90.0,1699.0,71.0,1.0,3.0,70.0,501.0,13.0,1.2534,1.0,92.0,72.0,2.0,4.0,45.0,26.0,,,,2.0,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
226029,Lasse Sørensen,Defender,Stoke,110,Denmark,2017-18,8.0,,0.1259,0.0,,,,2.0,,,11.0,1.0,1.0,,1.0,14.0,,54.0,,,,1.0,,,1.0,,76.0,,1.0,2.0,,5.0,2.0,37.0,,,1.6162,1.0,3.0,1.0,7.0,10.0,,10.0,2.0,27.0,3.0,1.0,,,,,16.0,1.0,,9.0,,0.0,54.0,,,16.0,2.0,,,13.0,2.0,,3.0,4.0,64.0,,1.0,,2.0,25.0,,,0.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6744,Lee Grant,Goalkeeper,Stoke,110,England,2017-18,,,0.0079,0.0,,,,1.0,,,,3.0,,,3.0,34.0,,78.0,,,,,,,,,270.0,,,1.0,,,1.0,17.0,,,4.8654,,,7.0,,8.0,,1.0,,66.0,29.0,3.0,,,,,24.0,7.0,,1.0,,0.0,34.0,,,36.0,1.0,,,4.0,,,27.0,,104.0,,,,20.0,20.0,,,0.0,34.0,1.0,,,,15.0,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,8.0,,,,26.0,11.0,,6.0,,
61858,Mame Biram Diouf,Forward,Stoke,110,Senegal,2017-18,250.0,3.0,0.8734,0.0,12.0,20.0,4.5818,48.0,47.0,,220.0,35.0,2.0,18.0,30.0,239.0,31.0,558.0,6.0,23.0,2.0,305.0,3.0,3.0,3.0,11.0,2601.0,11.0,160.0,240.0,,53.0,95.0,314.0,95.0,3.0,45.0097,18.0,70.0,49.0,90.0,76.0,39.0,490.0,22.0,227.0,75.0,35.0,3.0,2.0,12.0,15.0,240.0,42.0,31.0,185.0,145.0,0.0,550.0,27.0,19.0,394.0,36.0,11.0,,157.0,38.0,14.0,5.0,98.0,1048.0,25.0,11.0,2.0,11.0,82.0,19.0,6.5159,6.0,19.0,35.0,5.0,7.0,8.0,2.0,,,,10.0,,,10.0,,,,,7.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,
102366,Moritz Bauer,Defender,Stoke,110,Austria,2017-18,74.0,9.0,1.0565,0.0,2.0,1.0,0.1345,24.0,1.0,,70.0,15.0,,1.0,15.0,97.0,28.0,286.0,,1.0,1.0,41.0,4.0,,10.0,1.0,1308.0,1.0,22.0,74.0,,25.0,55.0,166.0,15.0,2.0,26.7324,14.0,40.0,18.0,52.0,25.0,20.0,148.0,8.0,116.0,54.0,15.0,,,7.0,9.0,98.0,17.0,29.0,107.0,19.0,0.0,277.0,,8.0,212.0,17.0,12.0,1.0,88.0,19.0,12.0,23.0,57.0,661.0,94.0,3.0,1.0,15.0,101.0,8.0,0.1707,4.0,27.0,28.0,,1.0,44.0,12.0,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
3773,Peter Crouch,Forward,Stoke,110,England,2017-18,197.0,2.0,2.0388,0.0,1.0,9.0,3.7058,2.0,22.0,1.0,257.0,31.0,2.0,54.0,14.0,261.0,1.0,634.0,5.0,14.0,,375.0,,1.0,2.0,3.0,1555.0,3.0,132.0,262.0,,16.0,19.0,370.0,84.0,2.0,33.4226,19.0,31.0,27.0,65.0,124.0,11.0,459.0,3.0,205.0,40.0,31.0,1.0,1.0,2.0,2.0,271.0,26.0,1.0,84.0,243.0,0.0,630.0,13.0,4.0,330.0,,6.0,4.0,136.0,40.0,1.0,3.0,169.0,811.0,,4.0,,2.0,104.0,11.0,4.1839,4.0,4.0,34.0,17.0,1.0,2.0,,,,,1.0,,,1.0,,,2.0,,1.0,6.0,1.0,3.0,,,,,,,,,,,,,,,,,
205102,Ramadan Sobhi,Midfielder,Stoke,110,Egypt,2017-18,96.0,4.0,1.0942,0.0,3.0,6.0,1.8602,32.0,10.0,1.0,92.0,24.0,,28.0,12.0,97.0,12.0,421.0,2.0,3.0,2.0,28.0,,2.0,4.0,2.0,1234.0,2.0,17.0,86.0,,29.0,75.0,319.0,40.0,3.0,25.2717,15.0,12.0,30.0,79.0,151.0,13.0,182.0,14.0,117.0,90.0,24.0,2.0,2.0,11.0,21.0,222.0,25.0,12.0,154.0,11.0,0.0,417.0,4.0,7.0,190.0,21.0,30.0,,41.0,14.0,14.0,5.0,112.0,673.0,12.0,7.0,2.0,1.0,106.0,7.0,1.2433,2.0,5.0,26.0,12.0,5.0,2.0,,,,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
37869,Ryan Shawcross,Defender,Stoke,110,England,2017-18,113.0,,0.1938,0.0,2.0,8.0,1.3399,36.0,22.0,,147.0,27.0,1.0,,27.0,217.0,,665.0,1.0,4.0,,233.0,5.0,,,7.0,2372.0,7.0,79.0,207.0,1.0,15.0,53.0,391.0,41.0,4.0,42.4342,1.0,215.0,40.0,34.0,112.0,18.0,320.0,10.0,380.0,80.0,27.0,,,16.0,,147.0,38.0,,87.0,154.0,0.0,648.0,14.0,1.0,224.0,20.0,3.0,23.0,120.0,26.0,40.0,57.0,53.0,1088.0,1.0,1.0,,41.0,301.0,13.0,2.4985,2.0,70.0,69.0,,2.0,,12.0,,,,2.0,,,2.0,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,
91972,Saido Berahino,Forward,Stoke,110,Burundi,2017-18,36.0,1.0,0.3063,0.0,2.0,4.0,1.9221,2.0,8.0,1.0,19.0,15.0,1.0,4.0,3.0,21.0,3.0,95.0,,4.0,1.0,25.0,,,1.0,4.0,485.0,4.0,19.0,11.0,,5.0,5.0,73.0,22.0,3.0,14.2254,2.0,2.0,13.0,17.0,22.0,4.0,47.0,3.0,13.0,13.0,15.0,,,,1.0,56.0,10.0,3.0,22.0,6.0,0.0,83.0,4.0,3.0,49.0,2.0,1.0,1.0,24.0,6.0,1.0,1.0,36.0,154.0,,2.0,1.0,1.0,19.0,4.0,2.006,0.0,2.0,4.0,12.0,3.0,,,,,,1.0,1.0,,1.0,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,1.0,
20481,Stephen Ireland,Midfielder,Stoke,110,Ireland,2017-18,8.0,,0.0129,0.0,,,,3.0,3.0,1.0,7.0,4.0,,2.0,1.0,11.0,,66.0,,,,2.0,,,,,128.0,,2.0,5.0,,3.0,5.0,53.0,2.0,,4.8576,1.0,1.0,4.0,6.0,17.0,1.0,13.0,2.0,18.0,2.0,4.0,,,2.0,,25.0,3.0,,11.0,,0.0,63.0,3.0,,14.0,1.0,1.0,2.0,19.0,1.0,1.0,2.0,12.0,86.0,2.0,,,1.0,30.0,1.0,0.3702,1.0,4.0,4.0,3.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
209212,Tom Edwards,Defender,Stoke,110,England,2017-18,9.0,2.0,0.3291,0.0,1.0,,,15.0,,,23.0,6.0,,,6.0,46.0,12.0,162.0,,,1.0,14.0,,,2.0,,483.0,,6.0,28.0,,7.0,20.0,107.0,1.0,1.0,13.8645,1.0,19.0,15.0,3.0,7.0,2.0,37.0,3.0,82.0,29.0,6.0,,,6.0,,46.0,11.0,13.0,23.0,8.0,0.0,162.0,,,72.0,9.0,3.0,2.0,49.0,3.0,5.0,9.0,24.0,279.0,33.0,2.0,1.0,12.0,72.0,2.0,0.0116,0.0,23.0,14.0,,4.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200884,Tyrese Campbell,Forward,Stoke,110,England,2017-18,7.0,1.0,0.021,0.0,,1.0,0.0522,2.0,2.0,,8.0,4.0,,1.0,,8.0,2.0,17.0,,1.0,,6.0,,,1.0,1.0,75.0,1.0,4.0,4.0,,1.0,2.0,9.0,4.0,,2.0817,,,2.0,3.0,4.0,,11.0,,5.0,1.0,4.0,,,1.0,,7.0,2.0,2.0,5.0,2.0,0.0,16.0,1.0,1.0,16.0,1.0,,1.0,6.0,,1.0,,2.0,35.0,,,,,3.0,,0.2065,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68312,Xherdan Shaqiri,Midfielder,Stoke,110,Switzerland,2017-18,160.0,14.0,7.375,0.0,17.0,32.0,9.7147,25.0,52.0,15.0,163.0,36.0,7.0,38.0,36.0,216.0,66.0,1055.0,8.0,15.0,11.0,25.0,4.0,12.0,56.0,12.0,3049.0,12.0,20.0,119.0,,41.0,114.0,763.0,53.0,3.0,58.615,70.0,4.0,58.0,140.0,157.0,50.0,279.0,8.0,297.0,153.0,36.0,12.0,1.0,8.0,29.0,598.0,54.0,145.0,254.0,5.0,0.0,963.0,20.0,22.0,567.0,17.0,39.0,1.0,345.0,28.0,16.0,76.0,256.0,1735.0,28.0,10.0,11.0,9.0,297.0,11.0,4.9838,5.0,53.0,32.0,,4.0,1.0,4.0,0.7105,88.0,29.0,6.0,1.0,8.0,6.0,8.0,56.0,2.0,,3.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,,1.0
