playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,goalsConcededOutsideBox,throwInsToOppositionPlayer,successfulLaunches,expectedGoalsFreekick,cornersTakenInclShortCorners,successfulCornersIntoBox,shotsBlockedInBox,penaltiesTaken,freekickTotal,iboxBlocked,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,secondGoalAssists,handballsConceded,unsuccessfulLayoffs,leftFootGoals,headedGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,setPiecesGoals
163463,Badou Ndiaye,Midfielder,Stoke,110,Senegal,2017-18,81.0,1.0,0.4241,0.0,6.0,6.0,2.165,53.0,13.0,1.0,48.0,13.0,1.0,9.0,13.0,59.0,3.0,337.0,2.0,2.0,6.0,20.0,2.0,3.0,1.0,1.0,1140.0,1.0,10.0,101.0,1.0,18.0,91.0,258.0,6.0,2.0,25.2807,6.0,17.0,17.0,71.0,114.0,21.0,182.0,12.0,113.0,85.0,13.0,3.0,2.0,25.0,4.0,166.0,17.0,3.0,162.0,10.0,0.0,326.0,7.0,3.0,114.0,28.0,17.0,9.0,61.0,24.0,13.0,20.0,49.0,577.0,4.0,2.0,6.0,5.0,113.0,19.0,1.5888,5.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85352,Bruno Martins Indi,Defender,Stoke,110,Netherlands,2017-18,42.0,3.0,0.1168,0.0,1.0,1.0,,21.0,3.0,,42.0,17.0,,,14.0,70.0,1.0,351.0,,1.0,1.0,46.0,1.0,,3.0,1.0,1246.0,1.0,21.0,52.0,1.0,8.0,27.0,254.0,5.0,2.0,27.0606,3.0,76.0,27.0,21.0,93.0,6.0,94.0,5.0,154.0,55.0,17.0,,,9.0,,95.0,24.0,1.0,48.0,25.0,0.0,339.0,2.0,1.0,80.0,12.0,,11.0,68.0,12.0,21.0,27.0,36.0,521.0,6.0,4.0,1.0,20.0,189.0,8.0,1.0145,3.0,28.0,23.0,3.0,3.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20208,Charlie Adam,Midfielder,Stoke,110,Scotland,2017-18,29.0,5.0,1.3511,1.0,3.0,3.0,1.3769,9.0,7.0,3.0,46.0,11.0,,3.0,5.0,90.0,10.0,246.0,,,1.0,12.0,,2.0,8.0,1.0,408.0,1.0,5.0,36.0,,11.0,29.0,133.0,5.0,1.0,9.2691,6.0,9.0,7.0,24.0,49.0,8.0,65.0,2.0,111.0,40.0,11.0,2.0,,4.0,,94.0,5.0,22.0,53.0,7.0,1.0,237.0,4.0,7.0,129.0,5.0,12.0,,49.0,8.0,9.0,23.0,37.0,369.0,4.0,3.0,1.0,14.0,70.0,6.0,1.6427,2.0,44.0,10.0,6.0,2.0,,2.0,0.1574,10.0,2.0,2.0,1.0,3.0,2.0,3.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14295,Darren Fletcher,Midfielder,Stoke,110,Scotland,2017-18,99.0,4.0,1.9198,0.0,5.0,2.0,0.2033,47.0,6.0,6.0,144.0,27.0,1.0,6.0,25.0,225.0,11.0,1048.0,1.0,,5.0,42.0,4.0,1.0,16.0,,2222.0,,21.0,108.0,,30.0,87.0,736.0,7.0,3.0,42.6218,22.0,31.0,49.0,78.0,283.0,25.0,207.0,10.0,357.0,133.0,27.0,1.0,1.0,21.0,7.0,423.0,41.0,33.0,165.0,21.0,0.0,1027.0,4.0,5.0,312.0,26.0,15.0,3.0,297.0,14.0,26.0,87.0,111.0,1350.0,4.0,6.0,5.0,29.0,416.0,10.0,0.3557,0.0,81.0,51.0,2.0,8.0,,4.0,,26.0,10.0,,,,,,16.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
42564,Eric Choupo-Moting,Forward,Stoke,110,Cameroon,2017-18,217.0,4.0,2.453,0.0,15.0,20.0,5.0055,42.0,45.0,1.0,157.0,30.0,5.0,33.0,26.0,173.0,31.0,641.0,5.0,14.0,7.0,134.0,3.0,4.0,4.0,11.0,2247.0,11.0,74.0,187.0,,57.0,127.0,451.0,103.0,1.0,37.4553,15.0,25.0,45.0,143.0,191.0,24.0,404.0,28.0,195.0,133.0,30.0,4.0,3.0,12.0,46.0,303.0,39.0,31.0,270.0,60.0,0.0,635.0,25.0,19.0,403.0,30.0,61.0,3.0,90.0,21.0,23.0,17.0,165.0,1191.0,5.0,9.0,7.0,5.0,169.0,12.0,6.0683,3.0,16.0,27.0,4.0,6.0,,2.0,,,,8.0,,,8.0,,,1.0,,1.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,
39487,Erik Pieters,Defender,Stoke,110,Netherlands,2017-18,157.0,13.0,1.4802,0.0,,1.0,0.0954,71.0,3.0,,187.0,31.0,1.0,2.0,30.0,284.0,51.0,1000.0,,2.0,,99.0,4.0,,13.0,1.0,2720.0,1.0,46.0,159.0,1.0,84.0,106.0,663.0,20.0,4.0,48.2847,12.0,106.0,50.0,111.0,299.0,29.0,316.0,45.0,429.0,154.0,31.0,,,24.0,9.0,390.0,46.0,51.0,217.0,53.0,0.0,990.0,2.0,10.0,453.0,47.0,9.0,25.0,61.0,58.0,61.0,53.0,211.0,1779.0,187.0,3.0,,60.0,339.0,32.0,0.0936,5.0,97.0,82.0,1.0,4.0,51.0,19.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
50089,Geoff Cameron,Midfielder,Stoke,110,United States,2017-18,82.0,,0.3371,0.0,1.0,,,34.0,4.0,,76.0,20.0,,2.0,17.0,140.0,9.0,506.0,,,,71.0,2.0,,,,1524.0,,32.0,94.0,1.0,30.0,55.0,338.0,9.0,3.0,32.1126,6.0,61.0,31.0,50.0,103.0,7.0,176.0,20.0,224.0,89.0,20.0,,,13.0,8.0,169.0,26.0,9.0,105.0,39.0,0.0,499.0,4.0,1.0,215.0,21.0,14.0,8.0,124.0,16.0,36.0,28.0,55.0,833.0,38.0,3.0,,28.0,197.0,11.0,0.309,2.0,64.0,34.0,3.0,5.0,23.0,10.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
9047,Glen Johnson,Defender,Stoke,110,England,2017-18,23.0,2.0,0.5393,0.0,1.0,1.0,0.1862,7.0,1.0,,38.0,9.0,,1.0,7.0,63.0,6.0,188.0,,,1.0,7.0,,,2.0,1.0,550.0,1.0,1.0,21.0,,10.0,15.0,105.0,9.0,3.0,17.0243,4.0,22.0,14.0,22.0,12.0,5.0,44.0,5.0,103.0,29.0,9.0,,,2.0,1.0,73.0,12.0,6.0,37.0,6.0,0.0,179.0,,4.0,95.0,5.0,3.0,2.0,52.0,6.0,10.0,20.0,21.0,313.0,32.0,4.0,1.0,9.0,54.0,5.0,0.0768,3.0,25.0,9.0,2.0,2.0,13.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19568,Ibrahim Afellay,Midfielder,Stoke,110,Netherlands,2017-18,5.0,,0.0205,0.0,,,,3.0,,,8.0,6.0,,1.0,1.0,10.0,,81.0,,,,,,,,,163.0,,,4.0,,1.0,4.0,67.0,,,7.5169,,1.0,9.0,5.0,12.0,,9.0,1.0,14.0,15.0,6.0,,,,,30.0,6.0,,9.0,,0.0,81.0,,,14.0,3.0,1.0,,41.0,1.0,1.0,4.0,14.0,94.0,1.0,1.0,,1.0,41.0,,,1.0,2.0,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105666,Jack Butland,Goalkeeper,Stoke,110,England,2017-18,1.0,,0.1124,0.0,,,,1.0,,,7.0,35.0,,,35.0,629.0,,1169.0,,,,8.0,6.0,,,,3150.0,,,10.0,,2.0,2.0,137.0,,5.0,63.421,1.0,40.0,61.0,1.0,56.0,3.0,11.0,1.0,1058.0,357.0,35.0,,,,1.0,357.0,53.0,,3.0,8.0,0.0,500.0,,,643.0,1.0,,,55.0,,1.0,403.0,,1516.0,,,,333.0,183.0,,,0.0,622.0,64.0,,8.0,,189.0,,,,,,,,,,,,,,,,,20.0,59.0,18.0,5.0,14.0,1.0,144.0,8.0,5.0,2.0,268.0,173.0,43.0,83.0,,
