playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,lastPlayerTackle,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalAssists,goals,awayGoals,unsuccessfulLayoffs,homeGoals,rightFootGoals,leftFootGoals,headedGoals,handballsConceded,throughBalls,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,penaltiesConceded,attemptsFromSetPieces,clearancesOffTheLine,foulWonPenalty,penaltiesTaken,penaltyGoals,ownGoalScored
19714,Andy Wilkinson,Defender,Stoke,110,England,2011-12,83.0,4.0,0.0,1.0,2.0,4.0,60.0,6.0,104.0,25.0,2.0,20.0,157.0,15.0,423.0,2.0,5.0,29.0,2.0,4.0,1710.0,11.0,93.0,7.0,75.0,236.0,6.0,78.0,4.0,5.0,24.0,138.0,32.0,72.0,44.0,10.0,0.0,176.0,245.0,51.0,25.0,18.0,10.0,160.0,25.0,15.0,27.0,147.0,18.0,0.0,418.0,4.0,8.0,296.0,42.0,5.0,8.0,86.0,28.0,24.0,30.0,48.0,971.0,125.0,7.0,1.0,66.0,110.0,5.0,53.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40349,Asmir Begovic,Goalkeeper,Stoke,110,Bosnia & Herzegovina,2011-12,3.0,,0.0,,,,1.0,,6.0,23.0,,22.0,305.0,,666.0,,1.0,1.0,6.0,,1996.0,,5.0,9.0,4.0,23.0,,,2.0,,161.0,26.0,31.0,3.0,13.0,2.0,0.0,8.0,645.0,235.0,23.0,,1.0,325.0,22.0,,1.0,7.0,1.0,0.0,248.0,,,313.0,1.0,,,8.0,1.0,4.0,338.0,,882.0,,,,152.0,36.0,0.0,299.0,23.0,37.0,40.0,194.0,10.0,2.0,9.0,79.0,1.0,2.0,3.0,1.0,170.0,83.0,22.0,38.0,,,,,,,,,,,,,,,,,,,,
18804,Cameron Jerome,Forward,Stoke,110,England,2011-12,73.0,1.0,0.0,5.0,7.0,6.0,17.0,20.0,66.0,23.0,11.0,7.0,67.0,3.0,197.0,7.0,16.0,38.0,,1.0,837.0,21.0,49.0,8.0,32.0,128.0,44.0,1.0,1.0,4.0,1.0,11.0,20.0,52.0,51.0,12.0,0.0,122.0,51.0,29.0,23.0,2.0,17.0,87.0,12.0,3.0,37.0,84.0,17.0,0.0,197.0,13.0,4.0,141.0,15.0,3.0,1.0,38.0,15.0,5.0,2.0,57.0,363.0,5.0,6.0,,,44.0,0.0,1.0,12.0,,,,,,,,,,,,,,,,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,
19393,Danny Collins,Defender,Stoke,110,Wales,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,Danny Higginbotham,Defender,Stoke,110,Gibraltar,2011-12,7.0,,0.0,1.0,,,2.0,1.0,6.0,2.0,,1.0,9.0,1.0,17.0,,1.0,5.0,,,112.0,3.0,4.0,,2.0,5.0,4.0,3.0,,,2.0,8.0,5.0,4.0,5.0,,0.0,11.0,11.0,1.0,2.0,,,5.0,5.0,1.0,,6.0,2.0,0.0,17.0,1.0,1.0,13.0,2.0,,,,3.0,,3.0,1.0,41.0,6.0,,,4.0,3.0,0.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,Dean Whitehead,Midfielder,Stoke,110,England,2011-12,98.0,1.0,0.0,2.0,1.0,1.0,55.0,7.0,169.0,33.0,28.0,24.0,194.0,9.0,969.0,,9.0,38.0,6.0,3.0,2363.0,18.0,112.0,10.0,92.0,696.0,8.0,2.0,5.0,13.0,6.0,61.0,37.0,80.0,243.0,35.0,0.0,210.0,329.0,142.0,33.0,14.0,3.0,406.0,27.0,14.0,24.0,172.0,20.0,0.0,958.0,6.0,5.0,273.0,41.0,2.0,18.0,239.0,33.0,45.0,79.0,158.0,1322.0,4.0,2.0,,25.0,372.0,5.0,25.0,46.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,
57310,Diego Arismendi,Midfielder,Stoke,110,Uruguay,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12150,Glenn Whelan,Midfielder,Stoke,110,Ireland,2011-12,120.0,3.0,0.0,6.0,3.0,,56.0,16.0,194.0,30.0,43.0,27.0,252.0,12.0,1222.0,1.0,3.0,21.0,7.0,14.0,2486.0,12.0,102.0,10.0,93.0,822.0,9.0,,4.0,28.0,29.0,75.0,34.0,108.0,303.0,31.0,2.0,222.0,468.0,167.0,30.0,29.0,6.0,577.0,24.0,40.0,38.0,201.0,9.0,0.0,1178.0,13.0,7.0,363.0,27.0,6.0,20.0,277.0,38.0,46.0,148.0,174.0,1663.0,5.0,3.0,1.0,57.0,407.0,4.0,58.0,44.0,,,,,,,,,,,,,,,,1.0,1.0,0.0,,1.0,1.0,,,,5.0,32.0,9.0,21.0,1.0,2.0,1.0,,,,
3658,Jermaine Pennant,Midfielder,Stoke,110,England,2011-12,108.0,36.0,0.0,5.0,,4.0,27.0,5.0,109.0,27.0,14.0,18.0,130.0,96.0,482.0,5.0,9.0,18.0,2.0,69.0,1704.0,11.0,105.0,5.0,98.0,324.0,32.0,,5.0,37.0,6.0,13.0,21.0,97.0,44.0,46.0,0.0,213.0,149.0,112.0,27.0,4.0,18.0,308.0,16.0,159.0,67.0,195.0,7.0,0.0,463.0,5.0,23.0,393.0,23.0,25.0,,171.0,11.0,30.0,28.0,118.0,1001.0,6.0,12.0,,20.0,113.0,2.0,21.0,30.0,,,,,,,,,,,,,,,,6.0,,,3.0,,,,,,4.0,60.0,20.0,36.0,1.0,3.0,,,,,
12813,Jonathan Walters,Forward,Stoke,110,Ireland,2011-12,230.0,12.0,0.0,14.0,19.0,7.0,36.0,55.0,285.0,38.0,54.0,38.0,302.0,60.0,931.0,18.0,,140.0,8.0,12.0,3335.0,74.0,175.0,14.0,109.0,617.0,168.0,2.0,7.0,30.0,3.0,53.0,52.0,156.0,237.0,56.0,4.0,405.0,269.0,140.0,38.0,11.0,32.0,470.0,38.0,60.0,99.0,265.0,66.0,0.0,929.0,36.0,21.0,544.0,25.0,17.0,4.0,200.0,44.0,18.0,12.0,225.0,1489.0,1.0,5.0,1.0,15.0,171.0,3.0,17.0,36.0,,,,,,,,,,,,,,,,5.0,7.0,0.0,2.0,7.0,6.0,,1.0,2.0,,1.0,,,1.0,,,3.0,6.0,4.0,
